sigma,component_period,phase,phase_over_pi,raw_leading_real,raw_leading_imag,raw_leading_modulus,raw_one_step_radius,bulk_deflated_leading_real,bulk_deflated_leading_imag,bulk_deflated_leading_modulus,bulk_deflated_one_step_radius
0.001,6,0.7504915783575618,0.2388888888888889,0.05244545206911255,0.020725997357061075,0.056392308067488114,0.7869279832998127,0.030394950602488847,0.01247231206317937,0.032854399862561286,0.7522856798518083
0.001,6,0.767944870877505,0.24444444444444444,0.052080313830740445,0.0211107222015269,0.056196278173723,0.786699660592846,0.030175194874475467,0.01270381840950788,0.03274033273951751,0.7520676778053637
0.001,6,0.7853981633974483,0.25,0.051708515952764794,0.021489015535201814,0.05599596780759732,0.786465596852185,0.029951431076152432,0.012931453761662805,0.03262377537777522,0.7518441961043288
0.001,6,0.8028514559173916,0.25555555555555554,0.05133017168880663,0.0218607620989047,0.055791392213739154,0.786225755615513,0.02972372736716631,0.013155148743756997,0.03250473668664312,0.7516152000894629
0.001,6,0.8203047484373349,0.2611111111111111,0.05094539628659548,0.02222584862726554,0.05558256696123685,0.7859800992481937,0.029492153107259222,0.013374835179654602,0.03238322576558651,0.7513806539891952
0.001,6,0.8377580409572782,0.26666666666666666,0.050554306952863594,0.02258416388321102,0.055369507942441436,0.785728588915189,0.029256778835140385,0.013590446113717562,0.03225925190357302,0.751140520893131
0.001,6,0.8552113334772214,0.2722222222222222,0.05015702281764459,0.022935598691831816,0.05515223137174486,0.7854711845517869,0.029017676246997685,0.01380191583117919,0.03213282457840469,0.7508947627244343
0.001,6,0.8726646259971648,0.2777777777777778,0.04975366489798583,0.023280045973621443,0.05493075378433283,0.7852078448330851,0.028774918174656446,0.014009179878138947,0.032003953456037695,0.7506433402110438
0.001,6,0.8901179185171081,0.2833333333333333,0.04934435606108664,0.023617400777075817,0.05470509203491316,0.7849385271421804,0.028528578563392443,0.014212175081172335,0.031872648389889895,0.7503862128556711
0.001,6,0.9075712110370514,0.2888888888888889,0.04892922098687146,0.023947560310643514,0.0544752632964175,0.7846631875370028,0.02827873244940597,0.014410839566549875,0.031738919420136624,0.7501233389045305
0.001,6,0.9250245035569946,0.29444444444444445,0.04850838613001301,0.024270423974018483,0.05424128505868062,0.7843817807157423,0.02802545593696247,0.014605112779058875,0.031602776772993446,0.749854675314742
0.001,6,0.9424777960769379,0.3,0.04808197968141309,0.024585893388763096,0.054003175127092726,0.7840942599807973,0.027768826175209066,0.014794935500422962,0.031464230859988486,0.7495801777203521
0.001,6,0.9599310885968813,0.3055555555555556,0.0476501315291556,0.024893872428254738,0.0537609516212283,0.7838005772011851,0.027508921334671706,0.014980249867312896,0.031323292277222144,0.7492998003969091
0.001,6,0.9773843811168246,0.3111111111111111,0.04721297321894171,0.025194267246944388,0.053514632973449064,0.7835006827733397,0.027245820583441348,0.015160999388943658,0.03117997180461564,0.7490134962245271
0.001,6,0.9948376736367679,0.3166666666666667,0.04677063791402178,0.02548698630892097,0.0532642379274843,0.7831945255802272,0.026979604063056217,0.015337128964252152,0.031034280405148464,0.7487212166493709
0.001,6,1.0122909661567112,0.32222222222222224,0.04632326035463225,0.025771940415769422,0.05300978553698377,0.7828820529486948,0.02671035286408756,0.015508584898650393,0.030886229224084925,0.7484229116434892
0.001,6,1.0297442586766545,0.32777777777777783,0.04587097681695485,0.02604904273371731,0.052751295164049194,0.7825632106049774,0.026438149001435582,0.01567531492034868,0.030735829588189337,0.7481185296629166
0.001,6,1.0471975511965976,0.3333333333333333,0.0454139250716056,0.02631820882005873,0.052488786477738504,0.7822379426282658,0.026163075389344356,0.015837268196244054,0.030583093004931332,0.7478080176039655
0.001,6,1.064650843716541,0.33888888888888885,0.04495224434167022,0.026579356648849473,0.05222227945254747,0.7819061914022523,0.025885215816142417,0.01599439534736917,0.03042803116168074,0.7474913207576208
0.001,6,1.0821041362364843,0.34444444444444444,0.04448607526029647,0.02683240663586442,0.05195179436686612,0.7815678975645469,0.025604654918716375,0.016146648463895956,0.030270655924891688,0.7471683827619426
0.001,6,1.0995574287564276,0.35,0.04401555982785814,0.02707728166281049,0.051677351801412315,0.7812229999538677,0.025321478156726845,0.01629398111969096,0.030110979339278227,0.7468391455523873
0.001,6,1.117010721276371,0.35555555555555557,0.04354084136870019,0.027313907100785663,0.051398972637638034,0.7808714355548863,0.025035771786572764,0.01643634838641606,0.029949013626979347,0.746503549309936
0.001,6,1.1344640137963142,0.3611111111111111,0.04306206448748377,0.027542210832979978,0.051116678056115215,0.7805131394406192,0.02474762283511299,0.016573706847171497,0.029784771186715287,0.7461615324069271
0.001,6,1.1519173063162575,0.3666666666666667,0.04257937502513881,0.027762123276608194,0.050830489534894364,0.7801480447122336,0.024457119073153257,0.016706014609676256,0.029618264592935106,0.7458130313504756
0.001,6,1.1693705988362009,0.37222222222222223,0.04209292001444192,0.027973577404070218,0.05054042884784134,0.7797760824361416,0.024164348988705925,0.01683323131898201,0.02944950659495554,0.745457980723357
0.001,6,1.1868238913561442,0.3777777777777778,0.04160284763522991,0.02817650876333022,0.0502465180629482,0.7793971815782359,0.023869401760031075,0.016955318169716228,0.029278510116091696,0.7450963131222241
0.001,6,1.2042771838760873,0.3833333333333333,0.04110930716926528,0.028370855497510523,0.0499487795406217,0.7790112689351236,0.02357236722846752,0.017072237917851195,0.029105288252780553,0.7447279590930228
0.001,6,1.2217304763960306,0.3888888888888889,0.04061244895476483,0.028556558363691715,0.049647235931946004,0.7786182690621952,0.023273335871060542,0.01718395489199423,0.028929854273695984,0.7443528470634537
0.001,6,1.239183768915974,0.39444444444444443,0.040112424340608265,0.028733560750915946,0.04934191017692363,0.7782181041983638,0.02297239877299696,0.01729043500419695,0.028752221618858455,0.743970903272331
0.001,6,1.2566370614359172,0.4,0.03960938564023747,0.028901808697384734,0.04903282550269028,0.7778106941872901,0.022669647599853335,0.017391645760278296,0.028572403898736665,0.7435820516956647
0.001,6,1.2740903539558606,0.40555555555555556,0.03910348608526278,0.029061250906848333,0.04872000542170673,0.7773959563949066,0.022365174569667936,0.017487556269659723,0.028390414893344488,0.7431862139692982
0.001,6,1.2915436464758039,0.41111111111111115,0.03859487977879021,0.02921183876418053,0.04840347372992717,0.7769738056230348,0.022059072424843548,0.01757813725470818,0.028206268551331858,0.7427833093079045
0.001,6,1.3089969389957472,0.4166666666666667,0.03808372164848264,0.029353526350133722,0.048083254504942774,0.776544154018879,0.02175143440389041,0.01766336105958447,0.028019978989071218,0.7423732544201483
0.001,6,1.3264502315156905,0.4222222222222223,0.03757016739937006,0.029486270455270157,0.04775937210410148,0.7761069109801636,0.021442354213017212,0.017743201658593447,0.027831560489739168,0.7419559634197953
0.001,6,1.3439035240356338,0.4277777777777778,0.037054373466423825,0.02961003059306465,0.04743185116260421,0.7756619830556691,0.02113192599757964,0.017817634664034188,0.02764102750239533,0.7415313477325437
0.001,6,1.361356816555577,0.4333333333333333,0.036536496966908256,0.029724769012174395,0.0471007165915766,0.7752092738409013,0.020820244313393976,0.017886637333546368,0.027448394641057406,0.7410993159983345
0.001,6,1.3788101090755203,0.4388888888888889,0.03601669565252478,0.029830450707872658,0.046765993576117014,0.7747486838686115,0.020507404097925803,0.017950188576951222,0.02725367668377487,0.7406597739688802
0.001,6,1.3962634015954636,0.4444444444444444,0.03549512786136304,0.02992704343264117,0.046427707573319855,0.7742801104938667,0.020193500641361203,0.018008268962584117,0.02705688857170066,0.7402126244001367
0.001,6,1.413716694115407,0.45,0.034971952469673516,0.030014517705919515,0.04608588431027509,0.7738034477733469,0.019878629557570263,0.01806086072311688,0.026858045408162747,0.7397577669394205
0.001,6,1.4311699866353502,0.45555555555555555,0.03444732884347705,0.030092846823007082,0.04574054978204365,0.7733185863385253,0.0195628867549711,0.01810794776086746,0.02665716245773598,0.7392950980068552
0.001,6,1.4486232791552935,0.46111111111111114,0.03392141679002473,0.03016200686311479,0.04539173024960775,0.7728254132623592,0.01924636840730337,0.01814951565259491,0.026454255145315148,0.7388245106708082
0.001,6,1.4660765716752369,0.4666666666666667,0.033394376509124,0.03022197669656377,0.04503945223779677,0.7723238119190963,0.01892917092432012,0.018185551653778085,0.026249339055190647,0.7383458945169544
0.001,6,1.4835298641951802,0.47222222222222227,0.03286636854434622,0.030272737991129405,0.04468374253318941,0.7718136618367726,0.01861139092240697,0.018216044702376005,0.026042429930127745,0.7378591355105772
0.001,6,1.5009831567151235,0.4777777777777778,0.03233755373412852,0.030314275217526287,0.04432462818198905,0.7712948385419419,0.018293125195137046,0.018240985422068322,0.02583354367045038,0.7373641158516905
0.001,6,1.5184364492350666,0.48333333333333334,0.03180809316278769,0.030346575654034622,0.04396213648787588,0.7707672133961493,0.017974470683771233,0.018260366124974406,0.02562269633313138,0.736860713822532
0.001,6,1.53588974175501,0.4888888888888889,0.03127814811145848,0.030369629390263955,0.04359629500983218,0.77023065342362,0.01765552444771204,0.018274180813849628,0.025409904130890133,0.7363488036269493
0.001,6,1.5533430342749532,0.49444444444444446,0.030747880008973404,0.03038342933005415,0.04322713155994301,0.7696850211295965,0.01733638363492005,0.018282425183757386,0.025195183431299128,0.7358282552211577
0.001,6,1.5707963267948966,0.5,0.030217450382697658,0.030387971193511543,0.04285467420117066,0.769130174308714,0.017017145452302665,0.018285096623216104,0.024978550755902038,0.735298934135319
0.001,6,1.5882496193148399,0.5055555555555555,0.029687020809334108,0.030383253518178548,0.04247895124510191,0.768565965842754,0.01669790713608242,0.018282194214819306,0.024760022779343412,0.7347607012853371
0.001,6,1.6057029118347832,0.5111111111111111,0.029156752865715035,0.03036927765933717,0.04209999124967008,0.7679922434870693,0.0163787659221556,0.01827371873532872,0.02453961632851397,0.7342134127742299
0.001,6,1.6231562043547265,0.5166666666666667,0.02862680807959355,0.030346047789444167,0.04171782301684871,0.7674088496449119,0.016059819016448602,0.01825967265523867,0.024317348381712078,0.7336569196823799
0.001,6,1.6406094968746698,0.5222222222222223,0.02809734788045133,0.030313570896698238,0.04133247559031824,0.7668156211288378,0.015741163565281758,0.018240060137811476,0.024093236067824784,0.7330910678459146
0.001,6,1.6580627893946132,0.5277777777777778,0.0275685335503369,0.03027185678273841,0.040943978253104286,0.766212388908295,0.015422896625749034,0.018214887037582502,0.023867296665530262,0.7325156976224069
0.001,6,1.6755160819145565,0.5333333333333333,0.027040526174749738,0.03022091805947358,0.040552360525186966,0.7655989778424239,0.015105115136122595,0.018184160898335026,0.02363954760252523,0.7319306436430202
0.001,6,1.6929693744344996,0.5388888888888889,0.02651348659358517,0.030160770145042936,0.040157652161080505,0.764975206397025,0.014787915886290928,0.01814789095054307,0.023410006454779517,0.7313357345501504
0.001,6,1.710422666954443,0.5444444444444444,0.02598757535215563,0.030091431258908025,0.03975988314738304,0.7643408863445563,0.014471395488239558,0.01810608810828281,0.023178690945822207,0.7307307927195437
0.001,6,1.7278759594743862,0.55,0.02546295265230243,0.03001292241607633,0.03935908370029481,0.7636958224459275,0.014155650346582442,0.018058764965610884,0.022945618946061896,0.7301156339657736
0.001,6,1.7453292519943295,0.5555555555555556,0.024939778303613533,0.0299252674204563,0.03895528426310371,0.76303981211275,0.013840776629153763,0.018005935792409992,0.022710808472146477,0.7294900672298812
0.001,6,1.7627825445142729,0.5611111111111111,0.024418211674762803,0.02982849285734601,0.03854851550363859,0.7623726450485905,0.013526870237667299,0.01794761652970009,0.022474277686365212,0.728853894247862
0.001,6,1.7802358370342162,0.5666666666666667,0.023898411644984276,0.029722628085054124,0.03813880831168651,0.7616941028676386,0.013214026778453465,0.017883824784415765,0.022236044896099864,0.7282069091985864
0.001,6,1.7976891295541595,0.5722222222222223,0.02338053655569821,0.029607705225655853,0.03772619379637534,0.7610039586890657,0.012902341533281216,0.017814579823647946,0.021996128553328605,0.7275488983296051
0.001,6,1.8151424220741028,0.5777777777777778,0.022864744162302636,0.02948375915488361,0.037310703283518196,0.7603019767051895,0.012591909430274214,0.01773990256835036,0.021754547254190154,0.7268796395591562
0.001,6,1.8325957145940461,0.5833333333333334,0.022351191586145333,0.02935082749115355,0.03689236831291844,0.7595879117213894,0.012282825014928611,0.017659815586508615,0.02151131973861317,0.7261989020525422
0.001,6,1.8500490071139892,0.5888888888888889,0.021840035266691753,0.029208950583729486,0.03647122063563393,0.7588615086655234,0.011975182421241848,0.017574343085772243,0.02126646489001993,0.7255064457708755
0.001,6,1.8675022996339325,0.5944444444444444,0.021331430913903437,0.029058171500024727,0.03604729221119784,0.758122502064389,0.011669075342959447,0.017483510905547575,0.021020001735110896,0.724802020990006
0.001,6,1.8849555921538759,0.6,0.020825533460840977,0.028898536012042664,0.03562061520479305,0.7573706154845302,0.0113645970049484,0.01738734650855056,0.020771949443739928,0.7240853677872419
0.001,6,1.9024088846738192,0.6055555555555555,0.020322497016507818,0.028730092581957793,0.035191221984378934,0.7566055609344365,0.011061840134705101,0.017285878971817853,0.020522327328890044,0.7233562154932468
0.001,6,1.9198621771937625,0.6111111111111112,0.019822474818948464,0.02855289234683723,0.03475914511776609,0.7558270382248836,0.010760896934005115,0.017179138977174133,0.02027115484676056,0.7226142821062461
0.001,6,1.9373154697137058,0.6166666666666667,0.01932561918861605,0.028366989102503837,0.034324417369636095,0.7550347342838459,0.010461859050702686,0.01706715880115366,0.020018451596978386,0.7218592736653955
0.001,6,1.9547687622336491,0.6222222222222222,0.018832081482023852,0.028172439286540802,0.03388707169850197,0.7542283224220444,0.010164817550687169,0.016949972304373024,0.019764237322946982,0.721090883579854
0.001,6,1.9722220547535925,0.6277777777777778,0.018342012045696424,0.02796930196043933,0.03344714125360653,0.7534074615447948,0.009869862890003411,0.016827614920351976,0.019508531912348477,0.7203087919097587
0.001,6,1.9896753472735358,0.6333333333333334,0.01785556017043334,0.02775763879088741,0.03300465937175148,0.7525717953053611,0.009577084887143435,0.016700123643778847,0.019251355397816864,0.7195126645949121
0.001,6,2.007128639793479,0.6388888888888888,0.01737287404590164,0.02753751403020065,0.0325596595740536,0.7517209511945186,0.009286572695515381,0.016567537018215294,0.018992727957800742,0.718702152626559
0.001,6,2.0245819323134224,0.6444444444444445,0.01689410071557071,0.027308994495893458,0.03211217556262089,0.7508545395604547,0.008998414776096544,0.016429895123235724,0.01873266991763848,0.7178768911571509
0.001,6,2.0420352248333655,0.65,0.016419386032004955,0.027072149549388715,0.03166224121714171,0.7499721525524965,0.008712698870276321,0.016287239560994628,0.018471201750869994,0.717036498542453
0.001,6,2.059488517353309,0.6555555555555557,0.01594887461252833,0.026827051073864454,0.031209890591379564,0.7490733629814341,0.00842951197289429,0.016139613442214363,0.018208344080812917,0.7161805753097376
0.001,6,2.076941809873252,0.6611111111111111,0.015482709795275919,0.026573773451232754,0.030755157909563326,0.7481577230883817,0.008148940305479184,0.01598706137158484,0.01794411768243519,0.715308703045132
0.001,6,2.0943951023931953,0.6666666666666666,0.01502103359564709,0.026312393538248154,0.030298077562663967,0.7472247632132072,0.007871069289692542,0.015829629432564423,0.01767854348455921,0.7144204431924112
0.001,6,2.111848394913139,0.6722222222222223,0.014563986663175248,0.02604299064173822,0.02983868410454474,0.7462739903525012,0.007595983520981519,0.015667365171570004,0.01741164257243835,0.71351533575466
0.001,6,2.129301687433082,0.6777777777777777,0.014111708238829568,0.0257656464929511,0.029377012247973306,0.7453048865958758,0.007323766742443904,0.015500317581542099,0.017143436190752148,0.7125928978892511
0.001,6,2.1467549799530254,0.6833333333333333,0.013664336112762791,0.025480445221008625,0.02891309686047786,0.7443169074280196,0.007054501818907596,0.015328537084868095,0.016873945747072527,0.7116526223854641
0.001,6,2.1642082724729685,0.6888888888888889,0.013222006582522025,0.025187473325456625,0.028446972960032933,0.7433094798823958,0.006788270711226296,0.015152075515644094,0.01660319281586147,0.7106939760128188
0.001,6,2.181661564992912,0.6944444444444445,0.012784854411737046,0.024886819647896918,0.027978675710552497,0.7422820005307005,0.006525154450791271,0.014970986101252259,0.01633119914306875,0.7097163977267508
0.001,6,2.199114857512855,0.7,0.012353012789302828,0.02457857534268543,0.027508240417168515,0.7412338332901695,0.00626523311425857,0.014785323443226993,0.01605798665140932,0.7087192967166318
0.001,6,2.2165681500327987,0.7055555555555556,0.011926613289072099,0.024262833846675873,0.02703570252126753,0.7401643070284964,0.006008585798488772,0.014595143497377991,0.015783577446411064,0.7077020502792651
0.001,6,2.234021442552742,0.7111111111111111,0.011505785830076113,0.023939690847986222,0.026561097595256405,0.7390727129434487,0.0057552905956950035,0.014400503553133617,0.015507993823338636,0.7066640014988534
0.001,6,2.251474735072685,0.7166666666666667,0.011090658637290057,0.023609244253757235,0.02608446133701951,0.7379583016911595,0.005505424568792289,0.014201462212060395,0.015231258275114406,0.7056044567119882
0.001,6,2.2689280275926285,0.7222222222222222,0.010681358202962558,0.023271594156869444,0.02560582956402771,0.7368202802335049,0.005259063726939047,0.013998079365508235,0.014953393501378656,0.7045226827334001
0.001,6,2.2863813201125716,0.7277777777777777,0.010278009248528723,0.022926842801576728,0.025125238207050943,0.7356578083708025,0.005016283001258181,0.01379041617132051,0.014674422418852811,0.7034179038149658
0.001,6,2.303834612632515,0.7333333333333334,0.009880734687127347,0.02257509454800584,0.024642723303417675,0.7344699949212272,0.004777156220721147,0.013578535029538546,0.01439436817319816,0.7022892983067349
0.001,6,2.321287905152458,0.7388888888888889,0.009489655586745499,0.02221645583546311,0.024158320989756985,0.7332558935026802,0.00454175608817417,0.01336249955701614,0.014113254152594422,0.7011359949844037
0.001,6,2.3387411976724017,0.7444444444444445,0.009104891134014317,0.021851035144475256,0.02367206749414477,0.732014497866215,0.0043101541564797025,0.013142374560845412,0.013831104003302697,0.6999570690026533
0.001,6,2.356194490192345,0.75,0.008726558598683851,0.021478942957479454,0.023183999127564667,0.7307447367223324,0.004082420804739523,0.012918226010475925,0.013547941647523687,0.698751537427922
0.001,6,2.3736477827122884,0.7555555555555556,0.008354773298806479,0.021100291718058283,0.022694152274575243,0.7294454679922627,0.0038586252145571594,0.01269012100838731,0.01326379130391945,0.6975183542973754
0.001,6,2.3911010752322315,0.7611111111111111,0.007989648566663756,0.020715195788596447,0.022202563383057285,0.7281154724054758,0.003638835346287051,0.012458127759148552,0.012978677511235716,0.696256405142874
0.001,6,2.4085543677521746,0.7666666666666666,0.007631295715474832,0.020323771406208054,0.02170926895288795,0.7267534463517282,0.003423117915204525,0.012222315536664575,0.0126926251555455,0.6949645009093978
0.001,6,2.426007660272118,0.7722222222222223,0.007279824006932407,0.01992613663675549,0.021214305523362266,0.7253579938805513,0.0032115383675147564,0.0119827546493707,0.012405659501736877,0.693641371186404
0.001,6,2.443460952792061,0.7777777777777778,0.006935340619618372,0.019522411326739156,0.02071770965914239,0.723927617722609,0.0030041608560981235,0.01173951640308747,0.012117806229993611,0.6922856566576396
0.001,6,2.4609142453120048,0.7833333333333333,0.006597950618362117,0.019112717052793556,0.02021951793447338,0.7224607091851687,0.0028010482158639313,0.011492673061187545,0.011829091478171112,0.6908959006596003
0.001,6,2.478367537831948,0.7888888888888889,0.006267756924616629,0.01869717706846492,0.0197197669153469,0.720955536747098,0.002602261938552019,0.011242297801653872,0.011539541891163097,0.6894705397206436
0.001,6,2.4958208303518914,0.7944444444444445,0.005944860287943107,0.01827591624787405,0.019218493139225815,0.7194102331462617,0.0024078621467798315,0.010988464670514904,0.011249184678591128,0.6880078929311093
