sigma,node,theta,z_real,z_imag,base_depth,primal_depth,dual_depth,primal_rouche_ratio,dual_weighted_rouche_ratio,computed_primal_dual_rouche_ratio,deep_primal_residual_to_forcing,dual_residual_to_rhs,one_sided_resolvent_coefficient,primal_dual_resolvent_coefficient,one_sided_resolvent_budget,primal_dual_resolvent_budget,budget_gain_factor,primal_correction_reconstruction_defect,corrected_feshbach_smallest_singular,corrected_determinant_phase
0.004,12,2.356194490192345,-0.10898540123123984,-0.5261696331325783,42,58,50,1.2800301125912183e-15,2.911347630895563e-15,2.47271009804239e-15,2.989505048114596e-15,1.2466563174468768e-15,2.0860518756668316e-14,2.6698783757951335e-29,47937446410834.664,3.745488967085181e+28,781328428507747.5,5.580801032671309e-17,0.06247919993296867,2.7456760001622564
0.004,12,2.356194490192345,-0.10898540123123984,-0.5261696331325783,42,58,58,1.2800301125912183e-15,2.911347630895563e-15,2.47271009804239e-15,2.989505048114596e-15,1.2466207136680999e-15,2.0860518756668316e-14,2.669812233827461e-29,47937446410834.664,3.7455817578841147e+28,781347785149763.5,5.580801032671309e-17,0.06247919993296867,2.7456760001622564
0.004,13,2.552544031041707,-0.12771260727901151,-0.5489887997262005,42,58,42,3.5413764673399654e-16,2.1279711716568906e-15,2.2688691534434724e-15,2.714748610536792e-15,1.049899921818693e-15,1.6481282897842963e-14,1.7739998776653795e-29,60674888368725.086,5.636978968206122e+28,929046450641960.6,6.019303377484523e-17,0.07751381073458552,2.7632615427485447
0.004,13,2.552544031041707,-0.12771260727901151,-0.5489887997262005,42,58,50,3.5413764673399654e-16,2.1279711716568906e-15,2.2688691534434728e-15,2.714748610536792e-15,1.040361182581825e-15,1.6481282897842963e-14,1.7693251823688382e-29,60674888368725.086,5.651872306825819e+28,931501063912806.5,6.019303377484523e-17,0.07751381073458552,2.7632615427485447
0.004,13,2.552544031041707,-0.12771260727901151,-0.5489887997262005,42,58,58,3.5413764673399654e-16,2.1279711716568906e-15,2.2688691534434728e-15,2.714748610536792e-15,1.0402288406111339e-15,1.6481282897842963e-14,1.7695090913846732e-29,60674888368725.086,5.651284895165356e+28,931404250935270.8,6.019303377484523e-17,0.07751381073458552,2.7632615427485447
0.004,14,2.748893571891069,-0.14162817675485487,-0.5750229990906164,42,58,42,1.2716778302198074e-16,2.060706592572051e-15,2.047780776058763e-15,2.3965479933036673e-15,9.579361312430535e-16,1.2756899305295985e-14,1.2397545001785235e-29,78388954562403.2,8.066113088163817e+28,1028985924508358.5,2.7997179513252054e-17,0.09289984721518979,2.8237193813185053
0.004,14,2.748893571891069,-0.14162817675485487,-0.5750229990906164,42,58,50,1.2716778302198074e-16,2.060706592572051e-15,2.0477807760587627e-15,2.3965479933036673e-15,9.65231234409817e-16,1.2756899305295985e-14,1.2521419009717632e-29,78388954562403.2,7.986315282827906e+28,1018806198833820.2,2.7997179513252054e-17,0.09289984721518979,2.8237193813185053
0.004,14,2.748893571891069,-0.14162817675485487,-0.5750229990906164,42,58,58,1.2716778302198074e-16,2.060706592572051e-15,2.0477807760587627e-15,2.3965479933036673e-15,9.65231234409817e-16,1.2756899305295985e-14,1.2521419009717632e-29,78388954562403.2,7.986315282827906e+28,1018806198833820.2,2.7997179513252054e-17,0.09289984721518979,2.8237193813185053
0.004,15,2.945243112740431,-0.1501973421277545,-0.6032717515443988,42,58,42,5.0501931784184316e-17,1.7413410264509235e-15,1.7523820491621214e-15,2.1635190631227208e-15,8.25394688503845e-16,1.045508618728463e-14,8.439590503289607e-30,95647226822117.44,1.1848916124665236e+29,1238814393092816.5,2.3113864889217294e-17,0.1077221247145013,2.92028211137717
0.004,15,2.945243112740431,-0.1501973421277545,-0.6032717515443988,42,58,50,5.0501931784184316e-17,1.7413410264509227e-15,1.7523820491621214e-15,2.1635190631227208e-15,8.241664086202985e-16,1.045508618728463e-14,8.374015491187841e-30,95647226822117.44,1.19417022938675e+29,1248515267052792.8,2.3113864889217294e-17,0.1077221247145013,2.92028211137717
0.004,15,2.945243112740431,-0.1501973421277545,-0.6032717515443988,42,58,58,5.0501931784184316e-17,1.7413410264509227e-15,1.7523820491621214e-15,2.1635190631227208e-15,8.241664086202985e-16,1.045508618728463e-14,8.374015491187841e-30,95647226822117.44,1.19417022938675e+29,1248515267052792.8,2.3113864889217294e-17,0.1077221247145013,2.92028211137717
0.004,16,3.141592653589793,-0.15309079517807328,-0.6326494733728317,42,58,42,5.954881662152775e-18,9.182652454895015e-16,9.193672510324017e-16,1.946971399504175e-15,7.784774512167142e-16,8.102084447074393e-15,5.899979186611045e-30,123425028032273.0,1.6949212333991305e+29,1373239496413924.2,5.5566170410819935e-18,0.12131151182822764,3.0462895547060014
0.004,16,3.141592653589793,-0.15309079517807328,-0.6326494733728317,42,58,50,5.954881662152775e-18,9.182652454895015e-16,9.193672510324015e-16,1.946971399504175e-15,7.782574331123026e-16,8.102084447074393e-15,5.9130258116156814e-30,123425028032273.0,1.6911815234013973e+29,1370209551793004.0,5.5566170410819935e-18,0.12131151182822764,3.0462895547060014
0.004,16,3.141592653589793,-0.15309079517807328,-0.6326494733728317,42,58,58,5.954881662152775e-18,9.182652454895015e-16,9.193672510324015e-16,1.946971399504175e-15,7.782574331123026e-16,8.102084447074393e-15,5.9130258116156814e-30,123425028032273.0,1.6911815234013973e+29,1370209551793004.0,5.5566170410819935e-18,0.12131151182822764,3.0462895547060014
0.004,17,3.3379421944391554,-0.1501973421277545,-0.6620271952012646,42,58,42,1.5510664004032668e-16,1.0749111018844486e-15,1.1101053543587157e-15,1.7621372577623834e-15,7.797975847326785e-16,6.881293031032476e-15,4.8484139658624764e-30,145321525400867.72,2.062530153243857e+29,1419287436981129.8,2.4175225398992065e-17,0.13324653444185056,-3.0865898449153244
0.004,17,3.3379421944391554,-0.1501973421277545,-0.6620271952012646,42,58,50,1.5510664004032668e-16,1.0749111018844482e-15,1.1101053543587155e-15,1.7621372577623834e-15,7.789776377595578e-16,6.881293031032476e-15,4.83530682597327e-30,145321525400867.72,2.0681210851572274e+29,1423134721062375.0,2.4175225398992065e-17,0.13324653444185056,-3.0865898449153244
0.004,17,3.3379421944391554,-0.1501973421277545,-0.6620271952012646,42,58,58,1.5510664004032668e-16,1.0749111018844482e-15,1.1101053543587155e-15,1.7621372577623834e-15,7.789736862351754e-16,6.881293031032476e-15,4.835239191541807e-30,145321525400867.72,2.0681500136524375e+29,1423154627607623.8,2.4175225398992065e-17,0.13324653444185056,-3.0865898449153244
0.004,18,3.5342917352885173,-0.14162817675485487,-0.690275947655047,42,58,42,0.0,8.735508475193874e-16,8.735508475193874e-16,1.625310497310298e-15,6.93004102322921e-16,6.090753865702541e-15,3.871366334873895e-30,164183288645280.78,2.5830673552947885e+29,1573282747963177.2,0.0,0.14327344953025176,-2.915905842309912
0.004,18,3.5342917352885173,-0.14162817675485487,-0.690275947655047,42,58,50,0.0,8.735508475193876e-16,8.735508475193876e-16,1.625310497310298e-15,6.931755316465984e-16,6.090753865702541e-15,3.859330713817347e-30,164183288645280.78,2.5911228504459458e+29,1578189151786383.0,0.0,0.14327344953025176,-2.915905842309912
0.004,18,3.5342917352885173,-0.14162817675485487,-0.690275947655047,42,58,58,0.0,8.735508475193876e-16,8.735508475193876e-16,1.625310497310298e-15,6.931755316465984e-16,6.090753865702541e-15,3.859330713817347e-30,164183288645280.78,2.5911228504459458e+29,1578189151786383.0,0.0,0.14327344953025176,-2.915905842309912
0.004,19,3.730641276137879,-0.12771260727901154,-0.7163101470194629,42,58,42,3.724995011325406e-17,7.011684538632095e-16,7.002349311695242e-16,1.505047301080394e-15,6.354835086475893e-16,5.003952480394222e-15,2.8210674462109518e-30,199842025662325.6,3.544757504267135e+29,1773779810587356.2,8.344617999404333e-18,0.15123401119692273,-2.7281200326447372
0.004,19,3.730641276137879,-0.12771260727901154,-0.7163101470194629,42,58,50,3.724995011325406e-17,7.011684538632095e-16,7.002349311695242e-16,1.505047301080394e-15,6.352545234531192e-16,5.003952480394222e-15,2.809963431955632e-30,199842025662325.6,3.558765173339056e+29,1780789181627054.5,8.344617999404333e-18,0.15123401119692273,-2.7281200326447372
0.004,19,3.730641276137879,-0.12771260727901154,-0.7163101470194629,42,58,58,3.724995011325406e-17,7.011684538632095e-16,7.002349311695242e-16,1.505047301080394e-15,6.352545234531192e-16,5.003952480394222e-15,2.809963431955632e-30,199842025662325.6,3.558765173339056e+29,1780789181627054.5,8.344617999404333e-18,0.15123401119692273,-2.7281200326447372
0.004,20,3.9269908169872414,-0.10898540123123987,-0.7391293136130852,42,58,42,0.0,6.449761325973344e-16,6.449761325973344e-16,1.4546853788577158e-15,6.128163656840476e-16,4.624886308209113e-15,2.5255834727900467e-30,216221531375812.0,3.959481089315514e+29,1831214987758822.5,0.0,0.1570248752632378,-2.5262216713244303
0.004,20,3.9269908169872414,-0.10898540123123987,-0.7391293136130852,42,58,50,0.0,6.449761325973344e-16,6.449761325973344e-16,1.4546853788577158e-15,6.128153444962223e-16,4.624886308209113e-15,2.5256257778992082e-30,216221531375812.0,3.959414766631777e+29,1831184314271628.5,0.0,0.1570248752632378,-2.5262216713244303
0.004,20,3.9269908169872414,-0.10898540123123987,-0.7391293136130852,42,58,58,0.0,6.449761325973344e-16,6.449761325973344e-16,1.4546853788577158e-15,6.128153444962223e-16,4.624886308209113e-15,2.5256257778992082e-30,216221531375812.0,3.959414766631777e+29,1831184314271628.5,0.0,0.1570248752632378,-2.5262216713244303
0.004,21,4.123340357836604,-0.0861662346376176,-0.7578565196608569,42,58,42,0.0,5.884515833558598e-16,5.884515833558598e-16,1.393726099641104e-15,5.761121969320779e-16,4.253442744597489e-15,2.151706686348268e-30,235103670143473.84,4.6474735908226054e+29,1976776282559284.8,0.0,0.16058027868100905,-2.313059111487889
0.004,21,4.123340357836604,-0.0861662346376176,-0.7578565196608569,42,58,50,0.0,5.884515833558598e-16,5.884515833558598e-16,1.393726099641104e-15,5.761822839249998e-16,4.253442744597489e-15,2.146984967914894e-30,235103670143473.84,4.6576944643034836e+29,1981123672574353.8,0.0,0.16058027868100905,-2.313059111487889
0.004,21,4.123340357836604,-0.0861662346376176,-0.7578565196608569,42,58,58,0.0,5.884515833558598e-16,5.884515833558598e-16,1.393726099641104e-15,5.761822839249998e-16,4.253442744597489e-15,2.146984967914894e-30,235103670143473.84,4.6576944643034836e+29,1981123672574353.8,0.0,0.16058027868100905,-2.313059111487889
0.004,22,4.319689898685965,-0.06013203527320173,-0.7717720891367001,42,58,42,1.8487669842748826e-18,2.9998855562715836e-16,2.989725580545526e-16,1.3194167051118323e-15,5.995201444340214e-16,3.9874902538547795e-15,2.103971193380034e-30,250784312020143.94,4.752916784918037e+29,1895220935724346.5,2.928069439225868e-18,0.16186626433484225,-2.0913871339202155
0.004,22,4.319689898685965,-0.06013203527320173,-0.7717720891367001,42,58,50,1.8487669842748826e-18,2.999885556271583e-16,2.989725580545526e-16,1.3194167051118323e-15,5.994891147883724e-16,3.9874902538547795e-15,2.1038396124551404e-30,250784312020143.94,4.753214047685978e+29,1895339468963346.5,2.928069439225868e-18,0.16186626433484225,-2.0913871339202155
0.004,22,4.319689898685965,-0.06013203527320173,-0.7717720891367001,42,58,58,1.8487669842748826e-18,2.999885556271583e-16,2.989725580545526e-16,1.3194167051118323e-15,5.994891147883724e-16,3.9874902538547795e-15,2.1038396124551404e-30,250784312020143.94,4.753214047685978e+29,1895339468963346.5,2.928069439225868e-18,0.16186626433484225,-2.0913871339202155
0.004,23,4.516039439535327,-0.031883282819419295,-0.7803412545095999,42,58,42,7.194749064816636e-18,6.126046601074055e-16,6.151308504742651e-16,1.359428959777876e-15,5.839343836323045e-16,4.1391258088785015e-15,2.1078229647349075e-30,241596908664863.84,4.744231449844581e+29,1963697083734477.8,1.4923291631775606e-18,0.160879599891968,-1.8638879134961353
0.004,23,4.516039439535327,-0.031883282819419295,-0.7803412545095999,42,58,50,7.194749064816636e-18,6.126046601074055e-16,6.151308504742651e-16,1.359428959777876e-15,5.839343836323045e-16,4.1391258088785015e-15,2.1078229647349075e-30,241596908664863.84,4.744231449844581e+29,1963697083734477.8,1.4923291631775606e-18,0.160879599891968,-1.8638879134961353
0.004,23,4.516039439535327,-0.031883282819419295,-0.7803412545095999,42,58,58,7.194749064816636e-18,6.126046601074055e-16,6.151308504742651e-16,1.359428959777876e-15,5.839343836323045e-16,4.1391258088785015e-15,2.1078229647349075e-30,241596908664863.84,4.744231449844581e+29,1963697083734477.8,1.4923291631775606e-18,0.160879599891968,-1.8638879134961353
0.004,24,4.71238898038469,-0.002505560990986394,-0.7832347075599186,42,58,42,6.319171668574964e-19,5.218642098654457e-16,5.217483433590405e-16,1.3211087207681984e-15,6.395006839652244e-16,3.979729070877346e-15,2.3098361645187567e-30,251273386250774.7,4.3293113830363146e+29,1722948636794983.0,1.8385705947433034e-19,0.15764862896272042,-1.6331957402906856
0.004,24,4.71238898038469,-0.002505560990986394,-0.7832347075599186,42,58,50,6.319171668574964e-19,5.218642098654457e-16,5.217483433590405e-16,1.3211087207681984e-15,6.395081638737424e-16,3.979729070877346e-15,2.30991843002036e-30,251273386250774.7,4.329157198815827e+29,1722887275652528.2,1.8385705947433034e-19,0.15764862896272042,-1.6331957402906856
0.004,24,4.71238898038469,-0.002505560990986394,-0.7832347075599186,42,58,58,6.319171668574964e-19,5.218642098654457e-16,5.217483433590405e-16,1.3211087207681984e-15,6.395081638737424e-16,3.979729070877346e-15,2.30991843002036e-30,251273386250774.7,4.329157198815827e+29,1722887275652528.2,1.8385705947433034e-19,0.15764862896272042,-1.6331957402906856
0.004,25,4.908738521234052,0.026872160837446514,-0.7803412545095999,42,58,42,0.0,7.286501310337683e-16,7.286501310337683e-16,1.275784845651229e-15,6.065131225001895e-16,3.960382858450005e-15,2.016384711153782e-30,252500840383743.84,4.959371068766912e+29,1964100816943736.0,0.0,0.15223538272346926,-1.4019338962458585
0.004,25,4.908738521234052,0.026872160837446514,-0.7803412545095999,42,58,50,0.0,7.286501310337683e-16,7.286501310337683e-16,1.275784845651229e-15,6.064642760098901e-16,3.960382858450005e-15,2.0165255726162953e-30,252500840383743.84,4.9590246391101894e+29,1963963617536321.8,0.0,0.15223538272346926,-1.4019338962458585
0.004,25,4.908738521234052,0.026872160837446514,-0.7803412545095999,42,58,58,0.0,7.286501310337683e-16,7.286501310337683e-16,1.275784845651229e-15,6.064642760098901e-16,3.960382858450005e-15,2.0165255726162953e-30,252500840383743.84,4.9590246391101894e+29,1963963617536321.8,0.0,0.15223538272346926,-1.4019338962458585
0.004,26,5.105088062083414,0.055120913291228944,-0.7717720891367001,42,58,42,2.278098599198534e-19,5.693601082767298e-16,5.692967020765493e-16,1.30569186271703e-15,6.229117996334657e-16,4.284133395090989e-15,2.3807448901971678e-30,233419435806050.9,4.2003660455916455e+29,1799492844752544.8,8.69598168341575e-20,0.14473914964490733,-1.172764428577536
0.004,26,5.105088062083414,0.055120913291228944,-0.7717720891367001,42,58,50,2.278098599198534e-19,5.693601082767298e-16,5.692967020765493e-16,1.30569186271703e-15,6.229124748013655e-16,4.284133395090989e-15,2.380754837735316e-30,233419435806050.9,4.200348495148899e+29,1799485325908757.8,8.69598168341575e-20,0.14473914964490733,-1.172764428577536
0.004,26,5.105088062083414,0.055120913291228944,-0.7717720891367001,42,58,58,2.278098599198534e-19,5.693601082767298e-16,5.692967020765493e-16,1.30569186271703e-15,6.229124748013655e-16,4.284133395090989e-15,2.380754837735316e-30,233419435806050.9,4.200348495148899e+29,1799485325908757.8,8.69598168341575e-20,0.14473914964490733,-1.172764428577536
0.004,27,5.301437602932776,0.08115511265564482,-0.7578565196608569,42,58,42,6.577418836949058e-19,5.665136347877673e-16,5.670036567455995e-16,1.3495638005904388e-15,6.293971920123833e-16,4.717397676228322e-15,2.545195760505858e-30,211981280492664.56,3.92897086942047e+29,1853451804937289.5,1.591753201870622e-19,0.1353020271203323,-0.9484505871814601
0.004,27,5.301437602932776,0.08115511265564482,-0.7578565196608569,42,58,50,6.577418836949058e-19,5.665136347877673e-16,5.670036567455995e-16,1.3495638005904388e-15,6.294033549467652e-16,4.717397676228322e-15,2.54567715416231e-30,211981280492664.56,3.928227891604201e+29,1853101312754894.2,1.591753201870622e-19,0.1353020271203323,-0.9484505871814601
0.004,27,5.301437602932776,0.08115511265564482,-0.7578565196608569,42,58,58,6.577418836949058e-19,5.665136347877673e-16,5.670036567455995e-16,1.3495638005904388e-15,6.294033549467652e-16,4.717397676228322e-15,2.54567715416231e-30,211981280492664.56,3.928227891604201e+29,1853101312754894.2,1.591753201870622e-19,0.1353020271203323,-0.9484505871814601
0.004,28,5.497787143782138,0.1039742792492671,-0.7391293136130852,42,58,42,1.0058468229164904e-18,8.958743923411067e-16,8.958279050788042e-16,1.4356030869747994e-15,6.157800755750443e-16,5.362802233273604e-15,2.887223771223677e-30,186469676952747.2,3.463534797568442e+29,1857425214742087.8,1.756377181503101e-18,0.12411703427081261,-0.7319337900380174
0.004,28,5.497787143782138,0.1039742792492671,-0.7391293136130852,42,58,50,1.0058468229164904e-18,8.958743923411066e-16,8.958279050788044e-16,1.4356030869747994e-15,6.157014100380317e-16,5.362802233273604e-15,2.8837312433584926e-30,186469676952747.2,3.467729533752822e+29,1859674768799846.8,1.756377181503101e-18,0.12411703427081261,-0.7319337900380174
0.004,28,5.497787143782138,0.1039742792492671,-0.7391293136130852,42,58,58,1.0058468229164904e-18,8.958743923411066e-16,8.958279050788044e-16,1.4356030869747994e-15,6.157014100380317e-16,5.362802233273604e-15,2.8837312433584926e-30,186469676952747.2,3.467729533752822e+29,1859674768799846.8,1.756377181503101e-18,0.12411703427081261,-0.7319337900380174
0.004,29,5.6941366846315,0.12270148529703878,-0.7163101470194629,42,58,42,4.162927741032362e-18,6.912093316343651e-16,6.913753290672051e-16,1.447185382697108e-15,6.510004219987382e-16,5.597124827228216e-15,3.166246639196255e-30,178663158472957.56,3.1583136563671085e+29,1767747577822626.8,3.031596701404239e-18,0.11143909242143671,-0.5264313996255868
0.004,29,5.6941366846315,0.12270148529703878,-0.7163101470194629,42,58,50,4.162927741032362e-18,6.912093316343651e-16,6.913753290672051e-16,1.447185382697108e-15,6.508125852608118e-16,5.597124827228216e-15,3.16380713721919e-30,178663158472957.56,3.1607489225115776e+29,1769110626682438.5,3.031596701404239e-18,0.11143909242143671,-0.5264313996255868
0.004,29,5.6941366846315,0.12270148529703878,-0.7163101470194629,42,58,58,4.162927741032362e-18,6.912093316343651e-16,6.913753290672051e-16,1.447185382697108e-15,6.508125852608118e-16,5.597124827228216e-15,3.16380713721919e-30,178663158472957.56,3.1607489225115776e+29,1769110626682438.5,3.031596701404239e-18,0.11143909242143671,-0.5264313996255868
0.004,30,5.890486225480862,0.13661705477288208,-0.6902759476550471,42,58,42,5.292081146334027e-18,8.71043939948923e-16,8.708382014278069e-16,1.5331244434275225e-15,6.954861417924699e-16,6.4942600584074775e-15,4.144438876294027e-30,153982130528542.47,2.4128718744531297e+29,1566981744031574.0,7.937381901404611e-18,0.0975982364850006,-0.3355692833071787
0.004,30,5.890486225480862,0.13661705477288208,-0.6902759476550471,42,58,50,5.292081146334027e-18,8.71043939948923e-16,8.708382014278069e-16,1.5331244434275225e-15,6.955109252895132e-16,6.4942600584074775e-15,4.144822529781828e-30,153982130528542.47,2.4126485339593932e+29,1566836700906784.2,7.937381901404611e-18,0.0975982364850006,-0.3355692833071787
0.004,30,5.890486225480862,0.13661705477288208,-0.6902759476550471,42,58,58,5.292081146334027e-18,8.71043939948923e-16,8.708382014278069e-16,1.5331244434275225e-15,6.955109252895132e-16,6.4942600584074775e-15,4.144822529781828e-30,153982130528542.47,2.4126485339593932e+29,1566836700906784.2,7.937381901404611e-18,0.0975982364850006,-0.3355692833071787
0.004,31,6.086835766330224,0.14518622014578178,-0.6620271952012646,42,58,42,6.531935608201318e-17,1.428927725957945e-15,1.4267083352276763e-15,1.7049187170126216e-15,7.778959890507347e-16,8.129103033865527e-15,5.83156425049812e-30,123014801981724.03,1.7148057657335777e+29,1393983275271492.8,1.7934435174015905e-17,0.08301223799162662,-0.1635748924140661
0.004,31,6.086835766330224,0.14518622014578178,-0.6620271952012646,42,58,50,6.531935608201318e-17,1.4289277259579453e-15,1.4267083352276763e-15,1.7049187170126216e-15,7.775409388240654e-16,8.129103033865527e-15,5.8435880123329955e-30,123014801981724.03,1.7112773828159702e+29,1391115016443476.5,1.7934435174015905e-17,0.08301223799162662,-0.1635748924140661
0.004,31,6.086835766330224,0.14518622014578178,-0.6620271952012646,42,58,58,6.531935608201318e-17,1.4289277259579453e-15,1.4267083352276763e-15,1.7049187170126216e-15,7.775409388240654e-16,8.129103033865527e-15,5.8435880123329955e-30,123014801981724.03,1.7112773828159702e+29,1391115016443476.5,1.7934435174015905e-17,0.08301223799162662,-0.1635748924140661
0.002,0,0.0,0.3149588792031821,-0.6162494494914493,46,62,46,4.2139984776449166e-17,9.266571944968455e-16,9.154751921883937e-16,2.3923415144649187e-15,7.621737719709173e-16,1.2452511873760029e-14,1.0418970703059012e-29,80305083033665.12,9.597877069626455e+28,1195176781724125.5,1.081306611701801e-17,0.06500293648866469,0.07610821037241929
0.002,0,0.0,0.3149588792031821,-0.6162494494914493,46,62,54,4.2139984776449166e-17,9.266571944968455e-16,9.154751921883937e-16,2.3923415144649187e-15,7.621498562537237e-16,1.2452511873760029e-14,1.0422172593424258e-29,80305083033665.12,9.594928418580757e+28,1194809600602544.0,1.081306611701801e-17,0.06500293648866469,0.07610821037241929
0.002,0,0.0,0.3149588792031821,-0.6162494494914493,46,62,62,4.2139984776449166e-17,9.266571944968455e-16,9.154751921883937e-16,2.3923415144649187e-15,7.621498570159503e-16,1.2452511873760029e-14,1.0422172351377244e-29,80305083033665.12,9.59492864141566e+28,1194809628351086.8,1.081306611701801e-17,0.06500293648866469,0.07610821037241929
0.002,1,0.19634954084936207,0.31271823816286753,-0.5934998392316663,46,62,46,5.711813254817143e-17,1.661896007737318e-15,1.6540796830472962e-15,2.634947219171992e-15,8.358889868475113e-16,1.537526309572106e-14,1.4888958470630414e-29,65039537455349.305,6.716386522083282e+28,1032662098295854.4,1.2455763561154856e-17,0.0563979665974148,0.21908071676105623
0.002,1,0.19634954084936207,0.31271823816286753,-0.5934998392316663,46,62,54,5.711813254817143e-17,1.6618960077373177e-15,1.6540796830472962e-15,2.634947219171992e-15,8.356915638831566e-16,1.537526309572106e-14,1.4870333888787274e-29,65039537455349.305,6.72479856524292e+28,1033955472063374.2,1.2455763561154856e-17,0.0563979665974148,0.21908071676105623
0.002,1,0.19634954084936207,0.31271823816286753,-0.5934998392316663,46,62,62,5.711813254817143e-17,1.6618960077373177e-15,1.6540796830472962e-15,2.634947219171992e-15,8.3566244445892475e-16,1.537526309572106e-14,1.4848327591973187e-29,65039537455349.305,6.734765203729647e+28,1035487868952507.9,1.2455763561154856e-17,0.0563979665974148,0.21908071676105623
0.002,2,0.39269908169872414,0.3060824216205371,-0.5716244837360381,46,62,46,7.676842241793654e-17,2.965555939207986e-15,2.9631646736720865e-15,2.91003235664581e-15,9.294892003335994e-16,1.934066154619678e-14,2.1184320435244704e-29,51704539558350.51,4.720472403430419e+28,912970590929098.0,1.8442561013258465e-17,0.04767255069982961,0.3362168421027333
0.002,2,0.39269908169872414,0.3060824216205371,-0.5716244837360381,46,62,54,7.676842241793654e-17,2.9655559392079856e-15,2.9631646736720865e-15,2.91003235664581e-15,9.330943006409496e-16,1.934066154619678e-14,2.125590608119158e-29,51704539558350.51,4.704574795260566e+28,909895888339026.2,1.8442561013258465e-17,0.04767255069982961,0.3362168421027333
0.002,2,0.39269908169872414,0.3060824216205371,-0.5716244837360381,46,62,62,7.676842241793654e-17,2.9655559392079856e-15,2.9631646736720865e-15,2.91003235664581e-15,9.33152101470058e-16,1.934066154619678e-14,2.12704700383356e-29,51704539558350.51,4.701353558232164e+28,909272879787762.2,1.8442561013258465e-17,0.04767255069982961,0.3362168421027333
0.002,3,0.5890486225480862,0.2953064402845038,-0.5514640406484215,46,62,46,1.5030680023889997e-15,3.0136818848500456e-15,3.043367216396657e-15,3.3535019530438646e-15,1.0661457356039095e-15,2.6073604913719573e-14,3.358203739760412e-29,38352962826164.945,2.977782402420114e+28,776415218797288.8,2.4273667759623966e-17,0.039144148027786936,0.42318467521261904
0.002,3,0.5890486225480862,0.2953064402845038,-0.5514640406484215,46,62,54,1.5030680023889997e-15,3.0136818848500456e-15,3.0433672163966562e-15,3.3535019530438646e-15,1.0578712373344531e-15,2.6073604913719573e-14,3.3956298521747094e-29,38352962826164.945,2.9449617406312804e+28,767857689112400.2,2.4273667759623966e-17,0.039144148027786936,0.42318467521261904
0.002,3,0.5890486225480862,0.2953064402845038,-0.5514640406484215,46,62,62,1.5030680023889997e-15,3.0136818848500456e-15,3.0433672163966562e-15,3.3535019530438646e-15,1.0579079167513044e-15,2.6073604913719573e-14,3.395350130498792e-29,38352962826164.945,2.9452043576227367e+28,767920948108206.0,2.4273667759623966e-17,0.039144148027786936,0.42318467521261904
0.002,4,0.7853981633974483,0.28080440907427145,-0.5337932644905664,46,62,46,1.09654412497463e-15,4.164117661421719e-15,3.984669679190313e-15,3.8872569902904e-15,1.2224764265235041e-15,3.583966088453322e-14,5.681981523938758e-29,27902049721445.715,1.7599494045992506e+28,630759898347733.5,6.490191984302301e-17,0.031122692009836837,0.47448655560678255
0.002,4,0.7853981633974483,0.28080440907427145,-0.5337932644905664,46,62,54,1.09654412497463e-15,4.16411766142172e-15,3.984669679190313e-15,3.8872569902904e-15,1.2157038754945524e-15,3.583966088453322e-14,5.654709793135677e-29,27902049721445.715,1.7684373497184743e+28,633801949094528.6,6.490191984302301e-17,0.031122692009836837,0.47448655560678255
0.002,4,0.7853981633974483,0.28080440907427145,-0.5337932644905664,46,62,62,1.09654412497463e-15,4.164117661421718e-15,3.984669679190313e-15,3.8872569902904e-15,1.2150034901381003e-15,3.583966088453322e-14,5.641601122558145e-29,27902049721445.715,1.7725464425364281e+28,635274634025914.0,6.490191984302301e-17,0.031122692009836837,0.47448655560678255
0.002,5,0.9817477042468103,0.26313363291641645,-0.519291233280334,46,62,46,1.9938849766415737e-15,7.952901589211756e-15,7.837032094461364e-15,4.630828219807024e-15,1.3832820430458473e-15,5.31647272346515e-14,9.567420601882371e-29,18809463567570.453,1.045213795454173e+28,555685063372160.4,1.679006817180294e-16,0.023893286401336783,0.4813423690073912
0.002,5,0.9817477042468103,0.26313363291641645,-0.519291233280334,46,62,54,1.9938849766415737e-15,7.952901589211754e-15,7.837032094461364e-15,4.630828219807024e-15,1.375756629100462e-15,5.31647272346515e-14,9.526328305708205e-29,18809463567570.453,1.0497223777190096e+28,558082038835410.7,1.679006817180294e-16,0.023893286401336783,0.4813423690073912
0.002,5,0.9817477042468103,0.26313363291641645,-0.519291233280334,46,62,62,1.9938849766415737e-15,7.952901589211754e-15,7.837032094461366e-15,4.630828219807024e-15,1.3785886041399754e-15,5.31647272346515e-14,9.5242291077289e-29,18809463567570.453,1.0499537429107971e+28,558205043508540.44,1.679006817180294e-16,0.023893286401336783,0.4813423690073912
0.002,6,1.1780972450961724,0.24297318982879973,-0.5085152519443007,46,62,46,9.430768817290704e-15,1.5977003578618075e-14,1.4222889103483268e-14,5.700552131821608e-15,1.6294423303015857e-15,8.472603293945384e-14,1.7398474546456912e-28,11802747813232.348,5.747630330060341e+27,486973916668500.94,1.17348687795795e-16,0.01775024382174574,0.42689708841515717
