sigma,node,theta,z_real,z_imag,base_depth,middle_depth,maximum_depth,first_increment_rouche_ratio,second_increment_rouche_ratio,total_extended_rouche_ratio,increment_is_informative,observed_contraction_ratio,conditional_geometric_total,conditional_tail_admissible,base_true_residual_to_forcing,deep_true_residual_to_forcing,base_reported_residual_bound,deep_reported_residual_bound,feshbach_reconstruction_error,base_smallest_feshbach_singular,deep_smallest_feshbach_singular,base_absolute_residual_norm,deep_absolute_residual_norm,forcing_norm
0.0005,23,4.516039439535327,0.28822987973750935,-0.5821850630085726,54,62,70,2.273973127766635e-16,2.1345270933260314e-15,2.1394935842271925e-15,0,,,0,4.480283198197768e-15,4.483924694622245e-15,1.4626326389671896e-15,1.4626306366126748e-15,6.46903197669829e-16,0.04906896737513313,0.049068967375133075,7.85912682027322e-15,7.865514582151096e-15,1.7541584923548184
0.0005,24,4.71238898038469,0.3002849031543217,-0.5833723791823979,54,62,70,1.007578335201763e-15,2.2691479592415128e-15,2.518163642299511e-15,0,,,0,4.302222982572355e-15,4.291715863958061e-15,1.379419500069249e-15,1.3794183263444773e-15,5.0628986422294175e-16,0.04931334736051437,0.049313347360514466,7.546780980883372e-15,7.528349829535928e-15,1.7541584923548184
0.0005,25,4.908738521234052,0.312339926571134,-0.5821850630085726,54,62,70,1.5661487153182224e-15,4.290292202800421e-16,1.6687911518992268e-15,0,,,0,4.155456722541919e-15,4.151929610726191e-15,1.3266198093050387e-15,1.326619000361092e-15,5.667366087582632e-16,0.048828810656861836,0.04882881065686169,7.289329699459828e-15,7.283142586314783e-15,1.7541584923548184
0.0005,26,5.105088062083414,0.32393168219857327,-0.5786687423818022,54,62,70,1.1483229234706477e-15,6.877393522401048e-16,1.2491746132613726e-15,0,,,0,4.1674257040048756e-15,4.1642626613090364e-15,1.3013042939496083e-15,1.3013036328073834e-15,7.15002858522902e-16,0.04764398996992895,0.04764398996992895,7.31032518993791e-15,7.304776711731323e-15,1.7541584923548184
0.0005,27,5.301437602932776,0.3346147053686084,-0.5729585475317981,54,62,70,2.7517642238019285e-16,1.84777857491404e-15,1.8467592433047105e-15,0,,,0,4.133362402963079e-15,4.1174621306618275e-15,1.30228769345781e-15,1.3022870495197263e-15,7.754805814829208e-16,0.04580187064942961,0.04580187064942964,7.250572761137804e-15,7.22268116344981e-15,1.7541584923548184
0.0005,28,5.497787143782138,0.34397845349192335,-0.5652739180443318,54,62,70,1.6181867293506853e-16,1.288419510748622e-15,1.2848274338597754e-15,0,,,0,4.176883648616522e-15,4.159564674024809e-15,1.3301503698693891e-15,1.3301496212305145e-15,5.901611603671011e-16,0.04336030572784307,0.043360305727843024,7.326915923798651e-15,7.29653569743972e-15,1.7541584923548184
0.0005,29,5.6941366846315,0.3516630829793896,-0.5559101699210168,54,62,70,1.6369262768654273e-16,9.223414435906941e-16,9.565812830670202e-16,0,,,0,4.3379041529917784e-15,4.320911835229628e-15,1.3874395686150156e-15,1.3874385313660868e-15,6.750925324294843e-16,0.040392765951166795,0.04039276595116677,7.609371408991763e-15,7.579564190484495e-15,1.7541584923548184
0.0005,30,5.890486225480862,0.35737327782939365,-0.5452271467509818,54,62,70,3.6558342706963584e-16,1.6994950579286645e-15,1.824075210539115e-15,0,,,0,4.513535002756307e-15,4.510959029583317e-15,1.479131337247435e-15,1.4791296329314394e-15,6.744894237328339e-16,0.03698878779462208,0.036988787794622044,7.917455755625705e-15,7.912937090408225e-15,1.7541584923548184
0.0005,31,6.086835766330224,0.36088959845616414,-0.5336353911235425,54,62,70,2.6388178748374983e-15,1.8826306711764206e-15,2.4413838308227625e-15,0,,,0,4.743849994852314e-15,4.75382632663983e-15,1.613501504711956e-15,1.6134982113478612e-15,6.89288231179025e-16,0.03325369790802243,0.033253697908022385,8.321464754927548e-15,8.338964822055168e-15,1.7541584923548184
0.0002,0,0.0,0.4384415813283888,-0.48128780134223514,58,66,74,2.4205193647969723e-15,2.161951864099085e-15,3.603874248825576e-15,0,,,0,7.272509001243382e-15,7.289070899612909e-15,2.688171361189327e-15,2.6352980369768e-15,1.2643318842051256e-15,0.025506730619114994,0.025506730619115063,1.2649043853194759e-14,1.2677849892311727e-14,1.7392957301300214
0.0002,1,0.19634954084936207,0.437376773340001,-0.4704766244060468,58,66,74,5.3106557143212335e-15,1.3746547117370917e-15,5.680323177315282e-15,0,,,0,7.999518093954131e-15,8.023851899970464e-15,3.111763752106635e-15,2.9935082388961193e-15,1.2827067742392599e-15,0.02275087745371454,0.022750877453714513,1.3913527663912267e-14,1.3955851348814287e-14,1.7392957301300214
0.0002,2,0.39269908169872414,0.43422326934868016,-0.46008091493653835,58,66,74,5.692321690673775e-15,4.426505927435566e-15,3.738478476417952e-15,0,,,0,8.966378801022167e-15,8.972838866743832e-15,3.791004543795299e-15,3.4906704014375297e-15,1.0306261455016653e-15,0.019910605597360718,0.01991060559736074,1.5595184363346197e-14,1.5606420328072246e-14,1.7392957301300214
0.0002,3,0.5890486225480862,0.4291022567443073,-0.45050017421864186,58,66,74,1.6225231151852166e-14,4.667866207373692e-15,1.557823213651281e-14,0,,,0,1.0324923627658646e-14,1.028117801412249e-14,5.037420144587613e-15,4.182431592072726e-15,1.194568703843022e-15,0.017078480672067298,0.01707848067206737,1.7958095579505254e-14,1.78820090206699e-14,1.7392957301300214
0.0002,4,0.7853981633974483,0.42221053316937157,-0.44210258474520486,58,66,74,1.450571197491782e-14,1.1593787738793095e-14,1.4728748554610454e-14,0,,,0,1.2347695780577967e-14,1.1877704338065415e-14,7.839583011324189e-15,5.159152786269339e-15,1.332664392171149e-15,0.014350291553442501,0.014350291553442496,2.147629454810374e-14,2.065884043894401e-14,1.7392957301300214
0.0002,5,0.9817477042468103,0.4138129436959346,-0.43521086117026914,58,66,74,5.066635242453383e-14,1.5198148063105054e-14,5.0288248279473924e-14,0,,,0,1.7644731946065064e-14,1.442234034470189e-14,1.5480729193423972e-14,6.584364334680853e-15,1.4377872316927809e-15,0.011830968050005237,0.011830968050005077,3.068940693307975e-14,2.5084714980021935e-14,1.7392957301300214
0.0002,6,1.1780972450961724,0.4042322029780381,-0.43008984856589627,58,66,74,1.7129573441018938e-13,2.765549631633602e-14,1.7338807161632093e-13,0,,,0,3.6747899460069783e-14,1.8032568917313144e-14,3.8501564111511304e-14,8.803398115594787e-15,2.1200117009261783e-15,0.009662257768283366,0.009662257768283129,6.391546462214669e-14,3.1363970121158095e-14,1.7392957301300214
0.0002,7,1.3744467859455345,0.3938364935085296,-0.4269363445745754,58,66,74,6.99510061951278e-13,2.822816588016942e-14,6.940037574431351e-13,0,,,0,1.0520252028303198e-13,2.585804580249706e-14,1.109732821769103e-13,1.2702512211475791e-14,2.6139352403240306e-15,0.008119265249281322,0.008119265249282281,1.829782943271945e-13,4.4974788653789654e-14,1.7392957301300214
0.0002,8,1.5707963267948966,0.3830253165723413,-0.42587153658618765,58,66,74,2.3536427250496115e-12,7.255075624355458e-14,2.345654388309085e-12,1,0.030824880714223655,2.4285009780111815e-12,1,3.458524330232676e-13,4.296705878459958e-14,3.574755665864756e-13,2.1177299858039152e-14,2.9216931623191905e-15,0.007904558471871834,0.00790455847187865,6.015396600124486e-13,7.473242188029967e-14,1.7392957301300214
0.0002,9,1.7671458676442586,0.37221413963615296,-0.4269363445745754,58,66,74,4.959869998328015e-12,8.216042268956178e-14,4.979298883494657e-12,1,0.016565035518523324,5.0434143359374484e-12,1,1.148640455783799e-12,8.287173159085158e-14,1.1718455704028474e-12,4.0369795924182264e-14,5.734877835534986e-15,0.009187529876204041,0.009187529876210273,1.9978254401993633e-12,1.4413844890444936e-13,1.7392957301300214
0.0002,10,1.9634954084936207,0.3618184301666445,-0.43008984856589627,58,66,74,9.137324722350353e-12,1.9192033439905717e-13,9.144367816296232e-12,1,0.02100399627142619,9.33336263636442e-12,1,1.187661966069295e-12,6.254985740305428e-14,1.2065398573376439e-12,3.062125034815105e-14,4.31334126118445e-15,0.004266852233594404,0.004266852233607218,2.065695386422151e-12,1.0879269990137401e-13,1.7392957301300214
0.0002,11,2.1598449493429825,0.352237689448748,-0.4352108611702691,58,66,74,7.587574415533375e-12,9.89107941637087e-14,7.573962311150969e-12,1,0.013035891148720375,7.68779163040133e-12,1,8.263099556112519e-13,3.799705619587171e-14,8.389375239010932e-13,1.9441556830986098e-14,3.150705787668599e-15,0.004338341128559709,0.004338341128571291,1.437197377558578e-12,6.608811759899014e-14,1.7392957301300214
0.0002,12,2.356194490192345,0.343840099975311,-0.44210258474520486,58,66,74,3.784749860516586e-12,7.335491277757118e-14,3.7797085079980184e-12,1,0.019381706976946387,3.8595546171680576e-12,1,5.726017241339959e-13,2.8161295642049732e-14,5.824176377606124e-13,1.4596618221893098e-14,2.625365971615492e-15,0.006321392526974038,0.006321392526978396,9.959237338513475e-13,4.898082126514628e-14,1.7392957301300214
0.0002,13,2.552544031041707,0.3369483764003753,-0.45050017421864186,58,66,74,1.7690415411514297e-12,3.293221047445289e-14,1.7610980693845335e-12,1,0.01861584915242751,1.8025984418268797e-12,1,3.619994223590649e-13,2.3328643632635975e-14,3.69956089853439e-13,1.1768413427354888e-14,2.6991084150979916e-15,0.008659791261084081,0.008659791261082569,6.296240496186557e-13,4.0575410259968665e-14,1.7392957301300214
0.0002,14,2.748893571891069,0.3318273637960024,-0.4600809149365383,58,66,74,7.381487919481063e-13,2.9135598959363193e-14,7.382715075240159e-13,0,,,0,2.008609000737851e-13,1.9973274366131942e-14,2.0720535008186935e-13,9.74365893169791e-15,2.2108832179700707e-15,0.011268078629589779,0.01126807862958704,3.4935650584840734e-13,3.4739430821728694e-14,1.7392957301300214
0.0002,15,2.945243112740431,0.32867385980468156,-0.4704766244060468,58,66,74,2.804682730447469e-13,1.0407760095281513e-14,2.763792654078697e-13,0,,,0,9.793530139623796e-14,1.7272744274660683e-14,1.0258545097647202e-13,8.123418363228695e-15,1.7667863864502343e-15,0.014143268926094861,0.014143268926093433,1.703384515474734e-13,3.00424103645451e-14,1.7392957301300214
0.0002,16,3.141592653589793,0.3276090518162938,-0.48128780134223514,58,66,74,9.744020795318301e-14,1.0197373559528251e-14,9.763400801434735e-14,0,,,0,4.385959178213487e-14,1.5097627109363597e-14,4.6486695904584845e-14,6.7790326854553324e-15,1.9046072914846994e-15,0.017241060669768573,0.017241060669768157,7.628480071191295e-14,2.6259238366411364e-14,1.7392957301300214
0.0002,17,3.3379421944391554,0.32867385980468156,-0.49209897827842347,58,66,74,3.021339813775906e-14,8.10727102224053e-15,3.0126553214689223e-14,0,,,0,2.0827894767061966e-14,1.3231366638238026e-14,2.066899483225942e-14,5.665499141263168e-15,2.3685668853760412e-15,0.020461905338941235,0.02046190533894098,3.6225868435948297e-14,2.3013259497672215e-14,1.7392957301300214
0.0002,18,3.5342917352885173,0.3318273637960024,-0.5024946877479319,58,66,74,1.2212390113346778e-14,4.661848410934118e-15,1.2899139080996935e-14,0,,,0,1.3044364953336943e-14,1.159993986561225e-14,1.0013017555683059e-14,4.756799391542194e-15,1.5138807296697561e-15,0.02366478377727522,0.02366478377727514,2.268800826559664e-14,2.01757258780244e-14,1.7392957301300214
0.0002,19,3.730641276137879,0.3369483764003752,-0.5120754284658284,58,66,74,7.58718400997727e-15,4.4471846856591104e-15,8.047417880433292e-15,0,,,0,1.0452467305223234e-14,1.0216962539959565e-14,5.8202793617798715e-15,4.0291093399337466e-15,1.478555744065704e-15,0.026696988363350136,0.026696988363349983,1.8179931753298422e-14,1.777031932065005e-14,1.7392957301300214
0.0002,20,3.9269908169872414,0.343840099975311,-0.5204730179392654,58,66,74,3.2936261181092556e-15,4.236455577101601e-15,5.958173573073272e-15,0,,,0,9.101622529423002e-15,9.086473346852849e-15,4.085980355348063e-15,3.4566796758103456e-15,1.2047873535408664e-15,0.02942435278128638,0.02942435278128645,1.5830413202680633e-14,1.5804064294121405e-14,1.7392957301300214
0.0002,21,4.123340357836604,0.352237689448748,-0.5273647415142012,58,66,74,2.1704436606665823e-15,2.1831758103985985e-15,1.84197269334944e-15,0,,,0,8.107347040810197e-15,8.113891659528216e-15,3.2509503443545765e-15,3.0132174896356987e-15,1.135062827493338e-15,0.03174800961297545,0.0317480096129754,1.4101074090763441e-14,1.4112457118155019e-14,1.7392957301300214
0.0002,22,4.319689898685965,0.36181843016664444,-0.532485754118574,58,66,74,2.5403028832557514e-15,2.3398794994047825e-15,2.6728574981038173e-15,0,,,0,7.36502710973369e-15,7.380912261977366e-15,2.7738408116026395e-15,2.6748773701939066e-15,1.2862987048535656e-15,0.033605127306986275,0.03360512730698625,1.2809960204251661e-14,1.283758918172155e-14,1.7392957301300214
0.0002,23,4.516039439535327,0.37221413963615296,-0.5356392581098949,58,66,74,2.923149488303256e-15,1.5831404677375462e-15,2.457804970317064e-15,0,,,0,6.895946901011786e-15,6.864152242437684e-15,2.468021671995749e-15,2.4217646786819066e-15,7.699521566856454e-16,0.03496063778993246,0.034960637789932476,1.1994091000133153e-14,1.1938790686234275e-14,1.7392957301300214
0.0002,24,4.71238898038469,0.3830253165723413,-0.5367040660982827,58,66,74,1.741634549478836e-15,3.906811977997344e-16,1.7481095273360798e-15,0,,,0,6.461011810823056e-15,6.480293682321236e-15,2.2629898798111062e-15,2.238300891902765e-15,1.0884450496898906e-15,0.035798026453881075,0.03579802645388105,1.1237610254884178e-14,1.127114713164988e-14,1.7392957301300214
0.0002,25,4.908738521234052,0.3938364935085296,-0.5356392581098949,58,66,74,2.2553850410987257e-15,1.2595070952947876e-15,2.1183074270896996e-15,0,,,0,6.183127947836691e-15,6.205478429725962e-15,2.1282757675320056e-15,2.113012053702968e-15,9.96148808853169e-16,0.036113259706767764,0.036113259706767806,1.0754288038519959e-14,1.0793162136236315e-14,1.7392957301300214
0.0002,26,5.105088062083414,0.40423220297803814,-0.532485754118574,58,66,74,1.3020953192189155e-15,9.028750241231658e-16,7.110022308888679e-16,0,,,0,5.974059213772053e-15,5.969343398849137e-15,2.0491819821677487e-15,2.0381298386583258e-15,8.915607877425945e-16,0.035912221171934135,0.03591222117193406,1.0390655682057643e-14,1.0382453485298133e-14,1.7392957301300214
0.0002,27,5.301437602932776,0.4138129436959346,-0.5273647415142012,58,66,74,4.260697608067888e-15,8.447326459861541e-16,4.13613155569096e-15,0,,,0,5.894897997154535e-15,5.892107819021121e-15,2.0186780320180903e-15,2.009234205362073e-15,8.998832850982965e-16,0.03521046139991571,0.035210461399915564,1.0252970916002897e-14,1.0248117971089149e-14,1.7392957301300214
0.0002,28,5.497787143782138,0.42221053316937157,-0.5204730179392654,58,66,74,1.1507149313278292e-15,1.0268400585792847e-15,1.5043664281078839e-15,0,,,0,6.047001020603434e-15,6.031994851027304e-15,2.0346294170821382e-15,2.0250675077410112e-15,1.2447341733182924e-15,0.03403397893379579,0.03403397893379575,1.0517523055227434e-14,1.0491422888558064e-14,1.7392957301300214
0.0002,29,5.6941366846315,0.4291022567443073,-0.5120754284658284,58,66,74,2.654592089881854e-15,3.3038436767647266e-15,3.2242155552741924e-15,0,,,0,6.074739295255936e-15,6.061697093446226e-15,2.0990837631483836e-15,2.087603837177855e-15,7.142510623476719e-16,0.032420153386250726,0.03242015338625071,1.0565768117891705e-14,1.0543083871972582e-14,1.7392957301300214
0.0002,30,5.890486225480862,0.43422326934868016,-0.502494687747932,58,66,74,3.846233499790606e-15,2.892931100998531e-16,3.840159814923794e-15,0,,,0,6.438565276813477e-15,6.411927659276663e-15,2.218750286264599e-15,2.2024509429681546e-15,1.7272489020703828e-15,0.03041832681275616,0.03041832681275611,1.11985690941251e-14,1.1152238399682483e-14,1.7392957301300214
0.0002,31,6.086835766330224,0.437376773340001,-0.49209897827842347,58,66,74,1.975923432478776e-15,7.765067281647371e-16,2.0967510979075186e-15,0,,,0,6.74760480619572e-15,6.739828678287847e-15,2.4068901832335356e-15,2.379687311167697e-15,1.0952504093690974e-15,0.028089751274306997,0.028089751274307007,1.1736080228021027e-14,1.1722555241953917e-14,1.7392957301300214
0.0001,0,0.0,0.49863014616357515,-0.4422901763788192,62,70,78,2.8235643841284496e-15,1.0590713490837657e-15,2.7974518374199525e-15,0,,,0,1.1518945336899852e-14,1.1487722841122358e-14,4.3692400493508195e-15,4.302028582919299e-15,1.0031803492442484e-15,0.021982127540982072,0.02198212754098209,1.5909816976726294e-14,1.5866692873012972e-14,1.3811869499684748
0.0001,1,0.19634954084936207,0.4975318550055892,-0.4311390391165839,62,70,78,2.766536511895394e-15,2.9377911373520777e-15,3.837545196268496e-15,0,,,0,1.274253883768402e-14,1.2768210961770526e-14,5.037237025808354e-15,4.886876064733595e-15,2.0753065679140522e-15,0.02009145912653377,0.020091459126533814,1.7599828352075625e-14,1.763528635484188e-14,1.3811869499684748
0.0001,2,0.39269908169872414,0.4942791882449041,-0.4204164338057065,62,70,78,5.495726760403076e-15,1.411170704280297e-15,5.312255038939329e-15,0,,,0,1.4617987812256785e-14,1.453599671271179e-14,6.09916288627756e-15,5.702103570463684e-15,1.427881834779856e-15,0.01804865037234074,0.018048650372340744,2.0190174001087288e-14,2.0076928964382175e-14,1.3811869499684748
0.0001,3,0.5890486225480862,0.4889971440410163,-0.41053442415497765,62,70,78,7.70870317588328e-15,3.684387764938989e-15,6.120717634055431e-15,0,,,0,1.7044185103449442e-14,1.6952751581928313e-14,8.061002438441157e-15,6.825238501777598e-15,1.4927909331426197e-15,0.015915293948701014,0.015915293948700983,2.3541206037731448e-14,2.3414919251016805e-14,1.3811869499684748
0.0001,4,0.7853981633974483,0.4818887083904768,-0.40187277025338,62,70,78,9.063557508003333e-15,4.795099500921249e-15,1.0661225841148211e-14,0,,,0,2.115006586846354e-14,2.011580888672587e-14,1.2787144612017732e-14,8.352249005787746e-15,1.9603930071407967e-15,0.013752528442896147,0.0137525284428961,2.92121949684955e-14,2.7783692722405644e-14,1.3811869499684748
0.0001,5,0.9817477042468103,0.47322705448887914,-0.3947643346028405,62,70,78,2.58975709947445e-14,7.392498559749641e-15,2.5499873726776438e-14,0,,,0,3.176220536764208e-14,2.4174510879159824e-14,2.710922946518307e-14,1.0390059501087892e-14,1.788649514476239e-15,0.011617155998042656,0.011617155998042788,4.3869543556005884e-14,3.338951894816647e-14,1.3811869499684748
0.0001,6,1.1780972450961724,0.4633450448381503,-0.3894822903989527,62,70,78,8.443817356999523e-14,1.1175346184242634e-14,8.541420417850764e-14,0,,,0,7.0951511882033e-14,2.867830149137541e-14,7.229988357263163e-14,1.3064535701137953e-14,2.580959641791416e-15,0.009558890955911063,0.009558890955911312,9.799730229199716e-14,3.961009576714917e-14,1.3811869499684748
0.0001,7,1.3744467859455345,0.4526224395272729,-0.38622962363826757,62,70,78,3.363738424270634e-13,2.976745597475367e-14,3.3586193039176523e-13,0,,,0,2.013083168280224e-13,3.556213204949803e-14,2.0704753462543592e-13,1.661278636690163e-14,2.6171045527254086e-15,0.007622706663790012,0.007622706663790141,2.7804442012298367e-13,4.9117952699822326e-14,1.3811869499684748
0.0001,8,1.5707963267948966,0.4414713022650376,-0.38513133248028164,62,70,78,1.311830442830874e-12,6.845386674856159e-14,1.305054713406201e-12,1,0.052181947082155726,1.3840530245150141e-12,1,5.720164133775679e-13,4.5249904166493854e-14,5.81472592395878e-13,2.1674851240103787e-14,2.995017532237887e-15,0.005872155713826758,0.005872155713825979,7.900616053248693e-13,6.249857712208542e-14,1.3811869499684748
0.0001,9,1.7671458676442586,0.43032016500280235,-0.38622962363826757,62,70,78,4.874375062148757e-12,9.125839930344749e-14,4.868820307640807e-12,1,0.01872207167891145,4.967374605570248e-12,1,1.5612069608980077e-12,6.32243635512677e-14,1.5752306687050466e-12,3.0142880930156436e-14,4.372157430763094e-15,0.0045187000096459685,0.0045187000096409205,2.156318680592271e-12,8.732466585707344e-14,1.3811869499684748
0.0001,10,1.9634954084936207,0.4195975596919249,-0.3894822903989527,62,70,78,1.520283810367397e-11,1.2121281616544306e-13,1.51813976666337e-11,1,0.007973038674676825,1.5325025121659354e-11,1,4.365429375906771e-12,1.069298677255636e-13,4.388430190873539e-12,4.918556483185461e-14,7.27259423358197e-15,0.004634167690778747,0.004634167690782523,6.029474085011455e-12,1.4769013786440363e-13,1.3811869499684748
0.0001,11,2.1598449493429825,0.4097155500411961,-0.3947643346028405,62,70,78,3.76866617458385e-11,1.1503347290516904e-13,3.771018530603223e-11,1,0.0030523656799576167,3.7802047418009364e-11,1,1.5563754927625695e-11,2.909662804429984e-13,1.5619804845564976e-11,1.2072291703080265e-13,1.5770748050644318e-14,0.011963081360201041,0.011963081360198986,2.1496455198544155e-11,4.0187882942873684e-13,1.3811869499684748
0.0001,12,2.356194490192345,0.4010538961395984,-0.40187277025338,62,70,78,4.9629530493917073e-11,2.9598238374867426e-13,4.9642232718764446e-11,1,0.005963836062985763,4.992728865854601e-11,1,1.0239183591369285e-11,1.6808365436721537e-13,1.027460000951222e-11,7.30264169020642e-14,8.769737888623315e-15,0.0032892507775205276,0.003289250777527555,1.4142226754730598e-11,2.321549499150095e-13,1.3811869499684748
0.0001,13,2.552544031041707,0.39394546048905893,-0.41053442415497765,62,70,78,2.8444839200528933e-11,1.745303733684274e-13,2.8462236957207313e-11,1,0.006135748285937999,2.8620447059517144e-11,1,4.368498512986636e-12,8.314085640669408e-14,4.387312362127656e-12,3.646248094026226e-14,3.67586356242755e-15,0.002140613140279641,0.0021406131402827494,6.0337131370938284e-12,1.1483306587812873e-13,1.3811869499684748
0.0001,14,2.748893571891069,0.38866341628517115,-0.4204164338057065,62,70,78,6.5040107367028934e-12,7.50052586653884e-14,6.5182892348934865e-12,1,0.011532154804438585,6.579891058991525e-12,1,2.0616756005521645e-12,5.213550437053053e-14,2.0744086664259118e-12,2.4147921911570815e-14,2.7204358814737697e-15,0.004351677157014198,0.004351677157020092,2.8475594345510677e-12,7.200887826660115e-14,1.3811869499684748
0.0001,15,2.945243112740431,0.385410749524486,-0.43113903911658386,62,70,78,1.8400843163094955e-12,4.408735888627085e-14,1.8422165417889277e-12,1,0.023959423215286792,1.8852539126714664e-12,1,9.17341563917272e-13,3.8163878032847437e-14,9.266120764846024e-13,1.7828080606846975e-14,2.383727941136327e-15,0.006771879680528199,0.00677187968053162,1.2670201967462076e-12,5.2711450299157425e-14,1.3811869499684748
0.0001,16,3.141592653589793,0.3843124583665001,-0.4422901763788192,62,70,78,5.303520792097625e-13,2.2424411514900038e-14,5.329183912701587e-13,0,,,0,3.713848360206959e-13,3.030228505663079e-14,3.78066459485292e-13,1.3869086547085065e-14,1.545731430724524e-15,0.009339460143682957,0.00933946014368408,5.129518889279671e-13,4.1853120674443175e-14,1.3811869499684748
0.0001,17,3.3379421944391554,0.385410749524486,-0.4534413136410545,62,70,78,1.468453159309478e-13,9.954859237081731e-15,1.4767996029277634e-13,0,,,0,1.3872665752576728e-13,2.4971875060613383e-14,1.429101723756778e-13,1.1113382263225939e-14,2.1647946609963197e-15,0.012023164773196753,0.012023164773196933,1.9160744898733567e-13,3.449082794996242e-14,1.3811869499684748
0.0001,18,3.5342917352885173,0.38866341628517115,-0.4641639189519319,62,70,78,4.464470293618308e-14,1.0446643661047041e-14,4.018110259761797e-14,0,,,0,5.151433940415907e-14,2.1004826220380797e-14,5.255276270773981e-14,9.08128800318264e-15,1.5429277226395945e-15,0.014731984109156321,0.014731984109156463,7.115093332127128e-14,2.90115918619456e-14,1.3811869499684748
0.0001,19,3.730641276137879,0.39394546048905893,-0.4740459286026607,62,70,78,1.136502319303173e-14,4.2949828873045756e-15,1.2685678009922268e-14,0,,,0,2.381821432542613e-14,1.7978211766501368e-14,2.072568480632457e-14,7.539801430392142e-15,1.4507669750461226e-15,0.01734878899530578,0.017348788995305713,3.289740679783075e-14,2.483127147566137e-14,1.3811869499684748
0.0001,20,3.9269908169872414,0.4010538961395984,-0.4827075825042584,62,70,78,4.689780310969532e-15,4.8417577661000275e-15,5.96293271657784e-15,0,,,0,1.6590642703564266e-14,1.5734375252696755e-14,1.0152224941539645e-14,6.359091842426708e-15,1.305567099844609e-15,0.01976670455652996,0.019766704556529954,2.2914779193752658e-14,2.173211376493168e-14,1.3811869499684748
0.0001,21,4.123340357836604,0.4097155500411961,-0.48981601815479786,62,70,78,3.1929030365415554e-15,2.1419046140857322e-15,3.4597826557911193e-15,0,,,0,1.401930939228989e-14,1.3886851411355187e-14,6.587463932262121e-15,5.45534223531948e-15,1.2908293150211973e-15,0.021909079510673873,0.021909079510673946,1.9363287180201267e-14,1.918033794551508e-14,1.3811869499684748
0.0001,22,4.319689898685965,0.41959755969192486,-0.4950980623586856,62,70,78,3.84426707186476e-15,1.6255372590205742e-15,4.5827382135009516e-15,0,,,0,1.248836387630846e-14,1.2514522339072222e-14,5.149862757731561e-15,4.768481189113343e-15,1.2983717352979698e-15,0.023729622772351387,0.023729622772351414,1.724876521241496e-14,1.7284894939815507e-14,1.3811869499684748
0.0001,23,4.516039439535327,0.4303201650028023,-0.49835072911937073,62,70,78,2.4296726041256418e-15,9.675110788331854e-16,2.4488180469783643e-15,0,,,0,1.1269790268291331e-14,1.1253736716159876e-14,4.4022551048704185e-15,4.25342701082422e-15,8.674381565285316e-16,0.02520228334936496,0.025202283349364862,1.5565687247445702e-14,1.55435142907411e-14,1.3811869499684748
0.0001,24,4.71238898038469,0.4414713022650376,-0.4994490202773567,62,70,78,2.3500301648656282e-15,7.855988029997869e-16,2.4499608507418254e-15,0,,,0,1.0403258411619273e-14,1.0412995096775413e-14,3.943940170674376e-15,3.87627682409646e-15,1.2900532783171902e-15,0.0263113240486586,0.026311324048658647,1.4368844755278304e-14,1.4382292937751915e-14,1.3811869499684748
0.0001,25,4.908738521234052,0.4526224395272729,-0.4983507291193708,62,70,78,3.030997722202759e-15,1.1786020283476787e-15,2.159042968329969e-15,0,,,0,9.811455364327343e-15,9.792883472566307e-15,3.648317567824729e-15,3.612207532055442e-15,1.0716162272024799e-15,0.02704600018864214,0.02704600018864221,1.3551454109407114e-14,1.3525802854870542e-14,1.3811869499684748
0.0001,26,5.105088062083414,0.4633450448381503,-0.49509806235868564,62,70,78,1.7486564935788946e-15,6.789473876253772e-16,1.873573070889456e-15,0,,,0,9.40571573497899e-15,9.423186432659446e-15,3.466880835284033e-15,3.444048783025753e-15,1.0367337031215996e-15,0.027399449771266387,0.02739944977126634,1.2991051828266122e-14,1.3015182127909213e-14,1.3811869499684748
0.0001,27,5.301437602932776,0.47322705448887914,-0.48981601815479786,62,70,78,3.3713391532618348e-15,1.8787115316740909e-16,3.391902975746146e-15,0,,,0,9.265764946804321e-15,9.284831521935927e-15,3.3785303528259396e-15,3.3612842795082715e-15,1.0866925172535623e-15,0.027369891399999003,0.027369891399999045,1.2797753626001468e-14,1.2824088130753834e-14,1.3811869499684748
0.0001,28,5.497787143782138,0.4818887083904768,-0.4827075825042584,62,70,78,4.104171156452361e-15,4.0587065323372732e-16,4.125369462221594e-15,0,,,0,9.255990712875916e-15,9.244081588698292e-15,3.375138554760621e-15,3.359486916022488e-15,1.3545019424335772e-15,0.026962534832911226,0.02696253483291125,1.2784253581653616e-14,1.2767804854753926e-14,1.3811869499684748
0.0001,29,5.6941366846315,0.4889971440410163,-0.4740459286026607,62,70,78,3.92355912204436e-15,4.90236584259132e-16,3.920490354497044e-15,0,,,0,9.410279487497679e-15,9.425200773015135e-15,3.4573770907344586e-15,3.440263511238179e-15,1.0380517082518462e-15,0.026191296630211077,0.026191296630211077,1.2997355223687822e-14,1.3017964308521286e-14,1.3811869499684748
