sigma,global_nodes,minimum_sampled_singular_candidate,maximum_sampled_resolvent_candidate,maximum_singular_triplet_residual,maximum_global_scalar_rouche_candidate,sampled_lipschitz_circle_lower_candidate,observation_norm,external_adjoint_defect,direct_nodes,direct_full_winding_float,direct_full_winding_integer,direct_maximum_phase_increment,maximum_direct_directional_rouche_ratio,maximum_full_minus_arnoldi_norm,maximum_direct_true_residual_to_forcing,minimum_full_feshbach_singular,minimum_total_gmres_iterations,maximum_total_gmres_iterations,all_direct_solves_converged
0.01,32,0.0030505402522220527,327.8107867193646,1.0832575840073587e-13,8.630534750753226e-11,0.0,1.6219169046598159,9.834340694290822e-20,64,1.0,1,1.83763225776575,7.25859423014466e-12,5.456079445549324e-13,1.5241159419522535e-12,0.011482726206672279,72,91,1
