x,start,stop_exclusive,h,shifted_upper_exclusive,theta,y,block_size,factor_bins,A,N_PP,N_PS,N_SP,N_SS,R,L10,L01,L11,inversion_numerator,inverted_N_PP,inversion_error,sector_sum_error,elapsed_seconds
100000000,100000000,200000000,2,200000002,0.34000000000000002,664,4194304,40,986697,373059,233831,233910,145897,613638,-227083,-227241,51215,1492236,373059,0,0,4.6488642000000002
100000000,100000000,200000000,2,200000002,0.35999999999999999,973,4194304,40,889275,373059,203114,203164,109938,516216,-263071,-263171,76719,1492236,373059,0,0,4.6488642000000002
100000000,100000000,200000000,2,200000002,0.38,1426,4194304,40,797185,373059,172255,172405,79466,424126,-293443,-293743,107865,1492236,373059,0,0,4.6488642000000002
100000000,100000000,200000000,2,200000002,0.40000000000000002,2091,4194304,40,703603,373059,139473,139334,51737,330544,-321461,-321183,145989,1492236,373059,0,0,4.6488642000000002
100000000,100000000,200000000,2,200000002,0.41999999999999998,3065,4194304,40,622068,373059,108863,108730,31416,249009,-341776,-341510,186882,1492236,373059,0,0,4.6488642000000002
100000000,100000000,200000000,2,200000002,0.44,4492,4194304,40,546404,373059,78550,78382,16413,173345,-356814,-356478,232540,1492236,373059,0,0,4.6488642000000002
100000000,100000000,200000000,2,200000002,0.46000000000000002,6583,4194304,40,475009,373059,47914,47842,6194,101950,-366937,-366793,283497,1492236,373059,0,0,4.6488642000000002
100000000,100000000,200000000,2,200000002,0.47999999999999998,9649,4194304,40,409030,373059,17673,17362,936,35971,-372434,-371812,338960,1492236,373059,0,0,4.6488642000000002
100000000,100000000,200000000,2,200000002,0.48999999999999999,11681,4194304,40,383381,373059,5078,5097,147,10322,-372893,-372931,363031,1492236,373059,0,0,4.6488642000000002
