sigma,component_period,target_index,source_index,local_norm,complement_norm,complement_to_local_ratio,local_to_total_ratio
0.001,6,0,5,8.167805010541427,8.088609207666005,0.990303906279201,0.7105431368348872
0.001,6,1,0,1.3768219018240844,1.8646071877898256,1.3542835026952276,0.5940098625291255
0.001,6,2,1,2.032440489207391,1.5067626159613117,0.7413563270179279,0.8033206045744351
0.001,6,3,2,2.9789351768834296,2.230097605767221,0.7486224014113512,0.8005290363385449
0.001,6,4,3,5.62512786679508,4.325904908329079,0.7690322799353121,0.7927000220519443
0.001,6,5,4,9.620310452465906,7.947963244257194,0.8261649437955454,0.7709322297780072
