sigma,component_period,clearance_over_sigma,endpoint_dimensionless_width,critical_window_nodes,conditioned_profile_direct_error,conditioned_profile_fitted_error,conditioned_profile_fitted_amplitude,unconditioned_profile_direct_error,affine_profile_direct_error
0.01,3,1.7030195183769414,0.4426737954582064,272,0.05066996576997685,0.050498863247684295,1.0041833001316083,0.263161238693297,0.47387377745219544
0.004,4,1.623683141367888,0.4167598709084506,417,0.025978716895371127,0.02556343267811266,1.0046495456760836,0.266453846880003,0.48068502286629766
0.002,5,1.206241779925893,0.40791168686279267,614,0.01301948727823738,0.012887498046890926,1.0018527535498003,0.32596383841371024,0.5138974193619953
0.001,6,0.8809810289056602,0.40489139957532183,932,0.007616957064338696,0.007566990981033381,1.0008718080984091,0.3537513499090878,0.4895775776307876
0.0005,6,1.7619620578113204,0.40489139957532183,1130,0.00819615950150979,0.007598029155577944,1.003083159941357,0.23448629836523519,0.44869367402688526
0.0002,7,1.5910594964621307,0.4038436765588511,1807,0.0044612920701746,0.0041412854442243905,1.0016619527966386,0.2649646366521676,0.4807448884135597
0.0001,8,1.141513032049197,0.4034756885734425,2728,0.0024106240247697766,0.002341214089790854,1.0005746353203149,0.33218983366495347,0.5111009581192393
