parent_arc,start_numerator,end_numerator,turn_denominator,center_id,complement_resolvent_upper,transformed_resolvent_upper,transformed_residual_upper,homotopy_neumann_product_upper,homotopy_denominator_lower,homotopy_certified
203,1210,1211,16384,turn_00156599_of_02097152,1072.08601357454,1072.08601928909,9.552266437209501e-10,1.0240851299856713e-06,0.9999989759148699,True
204,1211,1212,16384,turn_00156599_of_02097152,967.6535605834619,967.6535657413547,9.552266437209501e-10,9.243284678877238e-07,0.999999075671532,True
205,1212,1213,16384,turn_00156599_of_02097152,881.7607520647265,881.760756764784,9.552266437209501e-10,8.422813682492697e-07,0.9999991577186317,True
206,1213,1214,16384,turn_00156599_of_02097152,809.8731374219642,809.8731417388385,9.552266437209501e-10,7.736124030229319e-07,0.9999992263875969,True
207,1214,1215,16384,turn_00156599_of_02097152,748.8235202904522,748.8235242819131,9.552266437209501e-10,7.152961818391052e-07,0.999999284703818,True
208,1215,1216,16384,turn_00156599_of_02097152,696.3327535365703,696.3327572482393,9.552266437209501e-10,6.651556026191906e-07,0.9999993348443973,True
209,1216,1217,16384,turn_00156599_of_02097152,650.7188780592209,650.7188815277538,9.552266437209501e-10,6.215840132076068e-07,0.9999993784159866,True
210,1217,1218,16384,turn_00156599_of_02097152,610.7135517845493,610.7135550398415,9.552266437209501e-10,5.833698594555975e-07,0.9999994166301405,True
211,1218,1219,16384,turn_00156599_of_02097152,575.3422707952918,575.3422738620442,9.552266437209501e-10,5.495822692520201e-07,0.9999994504177306,True
212,1219,1220,16384,turn_00156599_of_02097152,543.8439356238305,543.8439385226869,9.552266437209501e-10,5.194942201030089e-07,0.9999994805057798,True
213,1220,1221,16384,turn_00156599_of_02097152,515.6154671538972,515.6154699022871,9.552266437209501e-10,4.925296347653622e-07,0.9999995074703651,True
214,1221,1222,16384,turn_00156599_of_02097152,490.17281978362865,490.1728223964014,9.552266437209501e-10,4.6822613998093983e-07,0.9999995317738599,True
215,1222,1223,16384,turn_00156599_of_02097152,467.1229944271949,467.12299691710496,9.552266437209501e-10,4.462083325499978e-07,0.9999995537916674,True
216,1223,1224,16384,turn_00156599_of_02097152,448.9792301752649,448.9792325684631,9.552266437209501e-10,4.288769254267808e-07,0.9999995711230745,True
217,1224,1225,16384,turn_00156599_of_02097152,470.2325162911811,470.2325187976659,9.552266437209501e-10,4.491786306995429e-07,0.9999995508213692,True
218,1225,1226,16384,turn_00156599_of_02097152,493.5979116704416,493.5979143014711,9.552266437209501e-10,4.7149787902585535e-07,0.9999995285021208,True
219,1226,1227,16384,turn_00156599_of_02097152,519.4067235096946,519.4067262782931,9.552266437209501e-10,4.961511438689002e-07,0.999999503848856,True
220,1227,1228,16384,turn_00156599_of_02097152,548.0633741310385,548.0633770523858,9.552266437209501e-10,5.2352474020812e-07,0.9999994764752597,True
221,1228,1229,16384,turn_00156599_of_02097152,580.0667481717733,580.0667512637085,9.552266437209501e-10,5.540952159437474e-07,0.999999445904784,True
222,1229,1230,16384,turn_00156599_of_02097152,616.0394827990065,616.0394860826875,9.552266437209501e-10,5.884573306903444e-07,0.9999994115426692,True
223,1230,1231,16384,turn_00156599_of_02097152,656.7688770029142,656.7688805036955,9.552266437209501e-10,6.273631334239108e-07,0.9999993726368664,True
224,1231,1232,16384,turn_00156599_of_02097152,703.265178000495,703.265181749116,9.552266437209501e-10,6.717776392080119e-07,0.9999993282223607,True
225,1232,1233,16384,turn_00156599_of_02097152,756.8465123767484,756.8465164109743,9.552266437209501e-10,7.22959957683148e-07,0.9999992770400422,True
226,1233,1234,16384,turn_00156599_of_02097152,819.2658441945357,819.2658485614761,9.552266437209501e-10,7.825845668365749e-07,0.9999992174154331,True
227,1234,1235,16384,turn_00156599_of_02097152,892.9064034515352,892.9064082110025,9.552266437209501e-10,8.529279914723244e-07,0.9999991470720084,True
228,1235,1236,16384,turn_00156599_of_02097152,981.0929213122505,981.0929265417792,9.552266437209501e-10,9.371661033988683e-07,0.9999990628338965,True
229,1236,1237,16384,turn_00156599_of_02097152,1088.6075079073487,1088.6075137099635,9.552266437209501e-10,1.0398669016505765e-06,0.9999989601330982,True
230,1237,1238,16384,turn_00156599_of_02097152,1222.5864750566598,1222.586481573424,9.552266437209501e-10,1.1678471814519867e-06,0.9999988321528185,True
231,1238,1239,16384,turn_00156599_of_02097152,1394.1723532847361,1394.1723607161061,9.552266437209501e-10,1.3317505848953596e-06,0.999998668249415,True
232,1239,1240,16384,turn_00156599_of_02097152,1621.7841492921664,1621.7841579367775,9.552266437209501e-10,1.5491714380257552e-06,0.9999984508285619,True
233,1240,1241,16384,turn_00156599_of_02097152,1938.2160224506865,1938.2160327819774,9.552266437209501e-10,1.851435595800463e-06,0.999998148564404,True
234,1241,1242,16384,turn_00040189_of_00524288,1836.35107930129,1836.351089089609,9.552266437209501e-10,1.7541314875243787e-06,0.9999982458685124,True
235,1242,1243,16384,turn_00040189_of_00524288,1549.8473501486346,1549.8473584098003,9.552266437209501e-10,1.480455490453574e-06,0.9999985195445095,True
236,1243,1244,16384,turn_00040189_of_00524288,1340.6774940671646,1340.6775012133903,9.552266437209501e-10,1.2806508697962568e-06,0.9999987193491301,True
237,1244,1245,16384,turn_00040189_of_00524288,1181.2535667754378,1181.2535730718848,9.552266437209501e-10,1.1283648859888365e-06,0.9999988716351139,True
238,1245,1246,16384,turn_00040189_of_00524288,1055.7152860666158,1055.7152916939049,9.552266437209501e-10,1.0084473748096526e-06,0.9999989915526251,True
239,1246,1247,16384,turn_00040189_of_00524288,954.2968941300605,954.2968992167581,9.552266437209501e-10,9.115698241521336e-07,0.9999990884301757,True
240,1247,1248,16384,turn_00040189_of_00524288,870.6563530149491,870.6563576558168,9.552266437209501e-10,8.31674150357873e-07,0.9999991683258496,True
241,1248,1249,16384,turn_00040189_of_00524288,800.4958725154708,800.4958767823614,9.552266437209501e-10,7.646549896912742e-07,0.9999992353450102,True
242,1249,1250,16384,turn_00040189_of_00524288,740.7996732065714,740.7996771552628,9.552266437209501e-10,7.076315892785849e-07,0.9999992923684106,True
243,1250,1251,16384,turn_00040189_of_00524288,689.3891381858388,689.3891418604961,9.552266437209501e-10,6.585228761970676e-07,0.9999993414771237,True
244,1251,1252,16384,turn_00040189_of_00524288,644.6511751411535,644.6511785773438,9.552266437209501e-10,6.157879816831909e-07,0.9999993842120182,True
245,1252,1253,16384,turn_00040189_of_00524288,605.3659004395107,605.3659036662982,9.552266437209501e-10,5.78261640382258e-07,0.9999994217383595,True
246,1253,1254,16384,turn_00040189_of_00524288,570.5937099727511,570.5937130141921,9.552266437209501e-10,5.450463174108216e-07,0.9999994549536825,True
247,1254,1255,16384,turn_00040189_of_00524288,539.5991556662003,539.5991585424308,9.552266437209501e-10,5.154394931691349e-07,0.9999994845605067,True
248,1255,1256,16384,turn_00040189_of_00524288,511.7983537767528,511.7983565047963,9.552266437209501e-10,4.888834263459749e-07,0.9999995111165736,True
249,1256,1257,16384,turn_00040189_of_00524288,516.7906690315154,516.7906717861696,9.552266437209501e-10,4.936522189165979e-07,0.999999506347781,True
250,1257,1258,16384,turn_00040189_of_00524288,545.151506710672,545.1515096164983,9.552266437209501e-10,5.207432468503768e-07,0.999999479256753,True
251,1258,1259,16384,turn_00040189_of_00524288,576.8059050323047,576.8059081068586,9.552266437209501e-10,5.509803716793293e-07,0.9999994490196282,True
252,1259,1260,16384,turn_00040189_of_00524288,612.3629543813917,612.3629576454756,9.552266437209501e-10,5.849454127707219e-07,0.9999994150545871,True
253,1260,1261,16384,turn_00040189_of_00524288,652.5918001218655,652.5918036003817,9.552266437209501e-10,6.23373078272994e-07,0.9999993766269216,True
254,1261,1262,16384,turn_00040189_of_00524288,698.4779126891899,698.4779164122932,9.552266437209501e-10,6.672047158077172e-07,0.9999993327952841,True
255,1262,1263,16384,turn_00040189_of_00524288,751.3048923840443,751.3048963887318,9.552266437209501e-10,7.176664545885243e-07,0.9999992823335453,True
256,1263,1264,16384,turn_00040189_of_00524288,812.7764335174473,812.7764378497972,9.552266437209501e-10,7.763857088227311e-07,0.999999223614291,True
257,1264,1265,16384,turn_00040189_of_00524288,885.2034982309733,885.2035029493818,9.552266437209501e-10,8.45569971132366e-07,0.9999991544300287,True
258,1265,1266,16384,turn_00040189_of_00524288,971.8013552876835,971.8013604676853,9.552266437209501e-10,9.282905519230002e-07,0.999999071709448,True
259,1266,1267,16384,turn_00040189_of_00524288,1077.1798770638688,1077.179882805571,9.552266437209501e-10,1.0289509241360918e-06,0.9999989710490758,True
260,1267,1268,16384,turn_00040189_of_00524288,1208.1916292375229,1208.191635677558,9.552266437209501e-10,1.1540968411199985e-06,0.9999988459031588,True
261,1268,1269,16384,turn_00040189_of_00524288,1375.4845461390883,1375.4845534708463,9.552266437209501e-10,1.3138994935019661e-06,0.9999986861005064,True
262,1269,1270,16384,turn_00040189_of_00524288,1596.551875242474,1596.5518837525892,9.552266437209501e-10,1.525068897443346e-06,0.9999984749311025,True
263,1270,1271,16384,turn_00040189_of_00524288,1902.286442816512,1902.2864529562871,9.552266437209501e-10,1.817114703853265e-06,0.9999981828852961,True
264,1271,1272,16384,arc_00277,1866.4525538282248,1866.4525637769943,9.552266437209501e-10,1.7828852181610606e-06,0.9999982171147818,True
265,1272,1273,16384,arc_00277,1571.2339369534056,1571.2339453285686,9.552266437209501e-10,1.5008845280966351e-06,0.9999984991154718,True
266,1273,1274,16384,arc_00277,1356.6510287626938,1356.6510359940635,9.552266437209501e-10,1.295909215813159e-06,0.9999987040907841,True
267,1274,1275,16384,arc_00277,1193.6364242504478,1193.6364306128992,9.552266437209501e-10,1.1401933214374143e-06,0.9999988598066785,True
268,1275,1276,16384,arc_00277,1065.5949464165333,1065.5949520964841,9.552266437209501e-10,1.0178846896571109e-06,0.9999989821153102,True
269,1276,1277,16384,arc_00277,962.3622357302353,962.3622408599236,9.552266437209501e-10,9.192740533803973e-07,0.9999990807259465,True
270,1277,1278,16384,arc_00277,877.3648554118641,877.3648600884902,9.552266437209501e-10,8.380822906210294e-07,0.9999991619177093,True
271,1278,1279,16384,arc_00277,806.1632062493728,806.1632105464721,9.552266437209501e-10,7.700685779016121e-07,0.999999229931422,True
272,1279,1280,16384,arc_00277,745.6506736916142,745.650677666163,9.552266437209501e-10,7.122653942153007e-07,0.9999992877346057,True
273,1280,1281,16384,arc_00277,693.588274383766,693.588278080806,9.552266437209501e-10,6.625340029953213e-07,0.9999993374659969,True
274,1281,1282,16384,arc_00277,648.3215288803231,648.3215323360773,9.552266437209501e-10,6.192940013854146e-07,0.9999993807059985,True
275,1282,1283,16384,arc_00277,608.6014107231152,608.601413967149,9.552266437209501e-10,5.813522860276643e-07,0.9999994186477139,True
276,1283,1284,16384,arc_00277,573.4673142281795,573.4673172849377,9.552266437209501e-10,5.477912607737481e-07,0.9999994522087391,True
277,1284,1285,16384,arc_00277,542.1683468273937,542.1683497173187,9.552266437209501e-10,5.178936530322007e-07,0.9999994821063468,True
278,1285,1286,16384,arc_00277,573.4673142281866,573.4673172849449,9.552266437209501e-10,5.47791260773755e-07,0.9999994522087391,True
279,1286,1287,16384,arc_00277,608.6014107231083,608.6014139671421,9.552266437209501e-10,5.813522860276576e-07,0.9999994186477139,True
280,1287,1288,16384,arc_00277,648.321528880325,648.3215323360793,9.552266437209501e-10,6.192940013854164e-07,0.9999993807059985,True
281,1288,1289,16384,arc_00277,693.5882743837772,693.5882780808172,9.552266437209501e-10,6.62534002995332e-07,0.9999993374659969,True
282,1289,1290,16384,arc_00277,745.6506736916274,745.6506776661762,9.552266437209501e-10,7.122653942153133e-07,0.9999992877346057,True
283,1290,1291,16384,arc_00277,806.1632062493758,806.163210546475,9.552266437209501e-10,7.700685779016149e-07,0.999999229931422,True
284,1291,1292,16384,arc_00277,877.3648554118797,877.3648600885058,9.552266437209501e-10,8.380822906210442e-07,0.9999991619177093,True
285,1292,1293,16384,arc_00277,962.3622357302531,962.3622408599415,9.552266437209501e-10,9.192740533804144e-07,0.9999990807259465,True
286,1293,1294,16384,arc_00277,1065.5949464165544,1065.5949520965053,9.552266437209501e-10,1.0178846896571312e-06,0.9999989821153102,True
287,1294,1295,16384,arc_00277,1193.6364242504776,1193.636430612929,9.552266437209501e-10,1.1401933214374429e-06,0.9999988598066785,True
288,1295,1296,16384,arc_00277,1356.6510287626854,1356.651035994055,9.552266437209501e-10,1.295909215813151e-06,0.9999987040907841,True
289,1296,1297,16384,arc_00277,1571.233936953362,1571.233945328525,9.552266437209501e-10,1.5008845280965934e-06,0.9999984991154718,True
290,1297,1298,16384,arc_00277,1866.4525538283115,1866.452563777081,9.552266437209501e-10,1.7828852181611434e-06,0.9999982171147818,True
291,1298,1299,16384,arc_00277,2298.274341883524,2298.2743541340374,9.552266437209501e-10,2.1953728976493905e-06,0.9999978046271022,True
292,1299,1300,16384,arc_00277,2990.051135475642,2990.051151413539,9.552266437209501e-10,2.856176525918717e-06,0.9999971438234739,True
293,1300,1301,16384,turn_00168367_of_02097152,3811.582041064433,3811.582061381344,9.552266437209501e-10,3.6409247397602813e-06,0.9999963590752601,True
294,1301,1302,16384,turn_00168367_of_02097152,2754.632112958161,2754.6321276412023,9.552266437209501e-10,2.631298001972605e-06,0.999997368701998,True
295,1302,1303,16384,turn_00168367_of_02097152,2156.6059739970137,2156.605985492391,9.552266437209501e-10,2.0600474973504082e-06,0.9999979399525025,True
296,1303,1304,16384,turn_00168367_of_02097152,1771.9239848721834,1771.9239943170862,9.552266437209501e-10,1.69258901002013e-06,0.9999983074109898,True
297,1304,1305,16384,turn_00168367_of_02097152,1503.702710714932,1503.7027187301326,9.552266437209501e-10,1.4363769011666523e-06,0.9999985636230987,True
298,1305,1306,16384,turn_00168367_of_02097152,1306.0083577267565,1306.008364688185,9.552266437209501e-10,1.2475339868725815e-06,0.999998752466013,True
299,1306,1307,16384,turn_00168367_of_02097152,1154.256267887879,1154.2562740404219,9.552266437209501e-10,1.1025763466454815e-06,0.9999988974236532,True
300,1307,1308,16384,turn_00168367_of_02097152,1034.09876717122,1034.0987726832864,9.552266437209501e-10,9.877986999062094e-07,0.9999990122012999,True
301,1308,1309,16384,turn_00168367_of_02097152,936.5992274055471,936.5992323979107,9.552266437209501e-10,8.946645412750743e-07,0.9999991053354587,True
302,1309,1310,16384,turn_00168367_of_02097152,855.9009671420611,855.9009717042779,9.552266437209501e-10,8.175794125585772e-07,0.9999991824205874,True
303,1310,1311,16384,turn_00168367_of_02097152,788.0056527809745,788.0056569812884,9.552266437209501e-10,7.527239989513583e-07,0.999999247276001,True
304,1311,1312,16384,turn_00168367_of_02097152,730.090394346038,730.0903982376457,9.552266437209501e-10,6.97401800721438e-07,0.9999993025981991,True
305,1312,1313,16384,turn_00168367_of_02097152,680.1053674844817,680.1053711096537,9.552266437209501e-10,6.496547710216657e-07,0.9999993503452289,True
306,1313,1314,16384,turn_00168367_of_02097152,636.5261346407588,636.52613803364,9.552266437209501e-10,6.08026726474532e-07,0.9999993919732734,True
307,1314,1315,16384,turn_00168367_of_02097152,598.1954552125808,598.1954584011477,9.552266437209501e-10,5.714122400176434e-07,0.9999994285877599,True
308,1315,1316,16384,turn_00168367_of_02097152,572.8617898025853,572.8617928561159,9.552266437209501e-10,5.472128477059137e-07,0.9999994527871522,True
309,1316,1317,16384,turn_00168367_of_02097152,607.9194626021333,607.9194658425321,9.552266437209501e-10,5.807008710093946e-07,0.9999994192991288,True
310,1317,1318,16384,turn_00168367_of_02097152,647.547721273017,647.5477247246467,9.552266437209501e-10,6.185548397378619e-07,0.9999993814451601,True
311,1318,1319,16384,turn_00168367_of_02097152,692.7027162301974,692.7027199225172,9.552266437209501e-10,6.616880942479593e-07,0.9999993383119057,True
312,1319,1320,16384,turn_00168367_of_02097152,744.6272870605892,744.627291029683,9.552266437209501e-10,7.112878280333071e-07,0.9999992887121718,True
313,1320,1321,16384,turn_00168367_of_02097152,804.9671195526431,804.9671238433668,9.552266437209501e-10,7.689260440146056e-07,0.9999992310739558,True
314,1321,1322,16384,turn_00168367_of_02097152,875.948358294432,875.9483629635076,9.552266437209501e-10,8.367292148264919e-07,0.9999991632707851,True
315,1322,1323,16384,turn_00168367_of_02097152,960.6582768303354,960.6582819509412,9.552266437209501e-10,9.176463864307315e-07,0.9999990823536135,True
316,1323,1324,16384,turn_00168367_of_02097152,1063.5062385265676,1063.5062441953849,9.552266437209501e-10,1.0158895002190306e-06,0.9999989841104997,True
317,1324,1325,16384,turn_00168367_of_02097152,1191.0162606443298,1191.016266992815,9.552266437209501e-10,1.1376904713366016e-06,0.9999988623095285,True
318,1325,1326,16384,turn_00168367_of_02097152,1353.2673991992976,1353.2674064126315,9.552266437209501e-10,1.2926770826844928e-06,0.9999987073229172,True
319,1326,1327,16384,turn_00168367_of_02097152,1566.697148004022,1566.6971563550023,9.552266437209501e-10,1.4965508663921454e-06,0.9999985034491335,True
320,1327,1328,16384,turn_00168367_of_02097152,1860.0543784292777,1860.054388343943,9.552266437209501e-10,1.7767735105162091e-06,0.9999982232264893,True
321,1328,1329,16384,turn_00168367_of_02097152,2288.581038020978,2288.5810502198233,9.552266437209501e-10,2.1861135954848484e-06,0.9999978138864044,True
322,1329,1330,16384,turn_00168367_of_02097152,2973.665482576151,2973.665498426708,9.552266437209501e-10,2.84052451361093e-06,0.9999971594754863,True
323,1330,1331,16384,turn_00172207_of_02097152,3837.1785675045894,3837.178587957938,9.552266437209501e-10,3.6653752239329552e-06,0.999996334624776,True
324,1331,1332,16384,turn_00172207_of_02097152,2767.976226031094,2767.9762407852636,9.552266437209501e-10,2.6440446543846394e-06,0.9999973559553456,True
325,1332,1333,16384,turn_00172207_of_02097152,2164.776454747698,2164.7764662866266,9.552266437209501e-10,2.0678521582970723e-06,0.9999979321478416,True
326,1333,1334,16384,turn_00172207_of_02097152,1777.4359033651713,1777.4359128394544,9.552266437209501e-10,1.697854141450715e-06,0.9999983021458584,True
327,1334,1335,16384,turn_00172207_of_02097152,1507.6703495101722,1507.6703575465215,9.552266437209501e-10,1.4401668954767284e-06,0.9999985598331044,True
328,1335,1336,16384,turn_00172207_of_02097152,1309.0002740642612,1309.0002810416377,9.552266437209501e-10,1.250391945089184e-06,0.9999987496080548,True
329,1336,1337,16384,turn_00172207_of_02097152,1156.5926637391394,1156.592669904136,9.552266437209501e-10,1.1048081342247806e-06,0.9999988951918657,True
330,1337,1338,16384,turn_00172207_of_02097152,1035.9736515121538,1035.9736570342138,9.552266437209501e-10,9.895896393921106e-07,0.9999990104103605,True
331,1338,1339,16384,turn_00172207_of_02097152,938.1369705444848,938.1369755450451,9.552266437209501e-10,8.961334345004163e-07,0.9999991038665654,True
332,1339,1340,16384,turn_00172207_of_02097152,857.184957640282,857.184962209343,9.552266437209501e-10,8.188059144993e-07,0.9999991811940854,True
333,1340,1341,16384,turn_00172207_of_02097152,789.0938854581117,789.0938896642261,9.552266437209501e-10,7.537635078046684e-07,0.9999992462364921,True
334,1341,1342,16384,turn_00172207_of_02097152,731.0244489990897,731.0244528956762,9.552266437209501e-10,6.982940346174805e-07,0.9999993017059653,True
335,1342,1343,16384,turn_00172207_of_02097152,680.915830843683,680.915834473175,9.552266437209501e-10,6.504289472202609e-07,0.9999993495710526,True
336,1343,1344,16384,turn_00172207_of_02097152,637.2360070537242,637.2360104503892,9.552266437209501e-10,6.087048155206536e-07,0.9999993912951843,True
337,1344,1345,16384,turn_00172207_of_02097152,598.8223647438118,598.8223679357203,9.552266437209501e-10,5.720110807082699e-07,0.9999994279889192,True
338,1345,1346,16384,turn_00172207_of_02097152,573.4366987802458,573.4367018368408,9.552266437209501e-10,5.477620160820166e-07,0.9999994522379838,True
339,1346,1347,16384,turn_00172207_of_02097152,608.5669303623273,608.5669336061773,9.552266437209501e-10,5.81319349468179e-07,0.9999994186806505,True
340,1347,1348,16384,turn_00172207_of_02097152,648.2824038908809,648.2824073464267,9.552266437209501e-10,6.192566281528649e-07,0.9999993807433717,True
341,1348,1349,16384,turn_00172207_of_02097152,693.5435000549186,693.54350375172,9.552266437209501e-10,6.624912333632236e-07,0.9999993375087666,True
342,1349,1350,16384,turn_00172207_of_02097152,745.5989328573813,745.5989368316543,9.552266437209501e-10,7.122159699916098e-07,0.9999992877840299,True
343,1350,1351,16384,turn_00172207_of_02097152,806.1027376077748,806.1027419045517,9.552266437209501e-10,7.700108166437402e-07,0.9999992299891832,True
344,1351,1352,16384,turn_00172207_of_02097152,877.2932491541408,877.2932538303852,9.552266437209501e-10,8.380138904154302e-07,0.9999991619861095,True
345,1352,1353,16384,turn_00172207_of_02097152,962.2761049589692,962.2761100881985,9.552266437209501e-10,9.191917789724012e-07,0.9999990808082209,True
346,1353,1354,16384,turn_00172207_of_02097152,1065.4893764393387,1065.4893821187268,9.552266437209501e-10,1.01778384640158e-06,0.9999989822161535,True
347,1354,1355,16384,turn_00172207_of_02097152,1193.5040025519727,1193.5040089137183,9.552266437209501e-10,1.14006682870215e-06,0.9999988599331712,True
348,1355,1356,16384,turn_00172207_of_02097152,1356.4800296801413,1356.4800369105994,9.552266437209501e-10,1.2957458729325823e-06,0.999998704254127,True
349,1356,1357,16384,turn_00172207_of_02097152,1571.0046578325646,1571.0046662065054,9.552266437209501e-10,1.5006655145703915e-06,0.9999984993344854,True
350,1357,1358,16384,turn_00172207_of_02097152,1866.1291659632764,1866.1291759103221,9.552266437209501e-10,1.7825763094545592e-06,0.9999982174236904,True
351,1358,1359,16384,turn_00172207_of_02097152,2297.7842472294824,2297.7842594773833,9.552266437209501e-10,2.1949047461754095e-06,0.9999978050952537,True
352,1359,1360,16384,turn_00172207_of_02097152,2989.222059536252,2989.22207546973,9.552266437209501e-10,2.8553845704875225e-06,0.9999971446154294,True
353,1360,1361,16384,turn_00176047_of_02097152,3005.478998169573,3005.479014189706,9.552266437209501e-10,2.8709136314981823e-06,0.9999971290863684,True
354,1361,1362,16384,turn_00176047_of_02097152,2307.378343743444,2307.3783560424845,9.552266437209501e-10,2.2040692828368257e-06,0.999997795930717,True
355,1362,1363,16384,turn_00176047_of_02097152,1872.4523668944757,1872.452376875226,9.552266437209501e-10,1.7886163994898375e-06,0.9999982113836003,True
356,1363,1364,16384,turn_00176047_of_02097152,1575.4836851803816,1575.483693578197,9.552266437209501e-10,1.5049440008537867e-06,0.999998495055999,True
357,1364,1365,16384,turn_00176047_of_02097152,1359.8180864955302,1359.8180937437812,9.552266437209501e-10,1.2989344737578924e-06,0.9999987010655261,True
358,1365,1366,16384,turn_00176047_of_02097152,1196.087409529771,1196.0874159052871,9.552266437209501e-10,1.1425345678920714e-06,0.999998857465432,True
359,1366,1367,16384,turn_00176047_of_02097152,1067.5478646322908,1067.5478703226513,9.552266437209501e-10,1.019750169179754e-06,0.9999989802498307,True
360,1367,1368,16384,turn_00176047_of_02097152,963.9548065160446,963.9548116542219,9.552266437209501e-10,9.207953194351229e-07,0.9999990792046805,True
361,1368,1369,16384,turn_00176047_of_02097152,878.6883362879327,878.6883409716132,9.552266437209501e-10,8.393465148230438e-07,0.999999160653485,True
362,1369,1370,16384,turn_00176047_of_02097152,807.280453216696,807.2804575197505,9.552266437209501e-10,7.711358019781042e-07,0.9999992288641979,True
363,1370,1371,16384,turn_00176047_of_02097152,746.6063882797482,746.6063922593912,9.552266437209501e-10,7.131783182585453e-07,0.9999992868216816,True
364,1371,1372,16384,turn_00176047_of_02097152,694.4151143394647,694.415118040912,9.552266437209501e-10,6.633238225553078e-07,0.9999993366761774,True
365,1372,1373,16384,turn_00176047_of_02097152,649.0439070972126,649.0439105568174,9.552266437209501e-10,6.199840363087091e-07,0.9999993800159636,True
366,1373,1374,16384,turn_00176047_of_02097152,609.237941951454,609.2379451988807,9.552266437209501e-10,5.819603176197749e-07,0.9999994180396823,True
367,1374,1375,16384,turn_00176047_of_02097152,574.0324395210047,574.0324425807752,9.552266437209501e-10,5.483310835133728e-07,0.9999994516689164,True
368,1375,1376,16384,turn_00176047_of_02097152,550.6640787561284,550.6640816913383,9.552266437209501e-10,5.260090025716962e-07,0.9999994739909973,True
369,1376,1377,16384,turn_00176047_of_02097152,582.9808698927092,582.9808730001776,9.552266437209501e-10,5.56878862669469e-07,0.9999994431211372,True
370,1377,1378,16384,turn_00176047_of_02097152,619.3272936616798,619.327296962886,9.552266437209501e-10,5.915979352426256e-07,0.9999994084020647,True
371,1378,1379,16384,turn_00176047_of_02097152,660.5071544336705,660.5071579543779,9.552266437209501e-10,6.309340356464239e-07,0.9999993690659642,True
372,1379,1380,16384,turn_00176047_of_02097152,707.5532671638,707.5532709352779,9.552266437209501e-10,6.758737362492854e-07,0.9999993241262637,True
373,1380,1381,16384,turn_00176047_of_02097152,761.8152708781769,761.8152749388879,9.552266437209501e-10,7.277062482152267e-07,0.9999992722937516,True
374,1381,1382,16384,turn_00176047_of_02097152,825.0912044803043,825.0912088782957,9.552266437209501e-10,7.881491062204756e-07,0.9999992118508937,True
375,1382,1383,16384,turn_00176047_of_02097152,899.8305937255641,899.8305985219395,9.552266437209501e-10,8.595421625435258e-07,0.9999991404578373,True
376,1383,1384,16384,turn_00176047_of_02097152,989.4589097230383,989.4589149971604,9.552266437209501e-10,9.451575184725103e-07,0.9999990548424814,True
377,1384,1385,16384,turn_00176047_of_02097152,1098.9173854806327,1098.9173913382024,9.552266437209501e-10,1.0497151714545727e-06,0.9999989502848284,True
378,1385,1386,16384,turn_00176047_of_02097152,1235.6057005553712,1235.6057071415319,9.552266437209501e-10,1.1802834925952564e-06,0.9999988197165073,True
379,1386,1387,16384,turn_00176047_of_02097152,1411.1281355346594,1411.1281430564088,9.552266437209501e-10,1.34794719995195e-06,0.9999986520527999,True
380,1387,1388,16384,turn_00176047_of_02097152,1644.7744313405208,1644.7744401076773,9.552266437209501e-10,1.5711323681020613e-06,0.9999984288676318,True
381,1388,1389,16384,turn_00176047_of_02097152,1971.1448558394213,1971.1448663462331,9.552266437209501e-10,1.8828900949676929e-06,0.9999981171099049,True
382,1389,1390,16384,turn_00176047_of_02097152,2459.1007422601247,2459.1007553678924,9.552266437209501e-10,2.3489985611217246e-06,0.9999976510014388,True
383,1390,1391,16384,turn_00176047_of_02097152,3268.1223022794475,3268.12231969955,9.552266437209501e-10,3.121797514716127e-06,0.9999968782024852,True
384,1391,1392,16384,arc_00400,2770.809152498577,2770.809167267847,9.552266437209501e-10,2.646750741240506e-06,0.9999973532492586,True
385,1392,1393,16384,arc_00400,2166.5093563438422,2166.5093678920075,9.552266437209501e-10,2.0695074720814793e-06,0.9999979304925278,True
386,1393,1394,16384,arc_00400,1778.6043212501693,1778.6043307306804,9.552266437209501e-10,1.6989702453514144e-06,0.9999983010297545,True
387,1394,1395,16384,arc_00400,1508.5111542327106,1508.5111622735417,9.552266437209501e-10,1.4409700545541447e-06,0.9999985590299454,True
388,1395,1396,16384,arc_00400,1309.6341962964407,1309.634203277196,9.552266437209501e-10,1.2509974844986364e-06,0.9999987490025154,True
389,1396,1397,16384,arc_00400,1157.0876460176912,1157.0876521853263,9.552266437209501e-10,1.1052809544879433e-06,0.9999988947190454,True
390,1397,1398,16384,arc_00400,1036.3708378369765,1036.3708433611537,9.552266437209501e-10,9.899690423541254e-07,0.9999990100309575,True
391,1398,1399,16384,arc_00400,938.4627260933273,938.4627310956239,9.552266437209501e-10,8.964446048816692e-07,0.999999103555395,True
392,1399,1400,16384,arc_00400,857.4569547460989,857.4569593166096,9.552266437209501e-10,8.190657333831762e-07,0.9999991809342665,True
393,1400,1401,16384,arc_00400,789.3244121538406,789.3244163611839,9.552266437209501e-10,7.539837130476915e-07,0.9999992460162869,True
394,1401,1402,16384,arc_00400,731.2223138618683,731.2223177595095,9.552266437209501e-10,6.984830404072702e-07,0.9999993015169595,True
