sigma,node,longdouble_mantissa_bits,direct_ball_utilization,forcing_ball_utilization,observation_adjoint_ball_utilization,primal_residual_ball_utilization,dual_residual_ball_utilization,base_consistency_ball_utilization,total_correction_ball_utilization,elapsed_seconds
0.01,0,63,2.706095721569887e-05,7.165313322319353e-05,9.296710442919465e-05,1.792756105326039e-05,2.4138366944763347e-05,5.350268818128054e-06,2.1919079560983234e-06,3.8764994144439697
