sigma,node,longdouble_mantissa_bits,direct_ball_utilization,forcing_ball_utilization,observation_adjoint_ball_utilization,primal_residual_ball_utilization,dual_residual_ball_utilization,base_consistency_ball_utilization,total_correction_ball_utilization,longdouble_primal_residual_frobenius,longdouble_dual_residual_frobenius,elapsed_seconds
0.01,0,63,3.52722932208234e-06,7.74971854601808e-06,9.723603767769804e-06,8.613155333442128e-07,1.0200329773482799e-06,3.920375338494915e-07,6.516645538577303e-08,1.5988004300061476e-15,1.8387384821251947e-15,0.7049448490142822
