sigma,node,theta,z_real,z_imag,base_depth,primal_depth,dual_depth,primal_residual_center_frobenius,primal_residual_radius,primal_residual_norm_upper,primal_residual_center_relative_to_forcing,primal_residual_upper_relative_to_forcing_center,primal_residual_inflation,dual_residual_center_frobenius,dual_residual_radius,dual_residual_norm_upper,dual_residual_center_relative_to_rhs,dual_residual_upper_relative_to_rhs_center,dual_residual_inflation,base_consistency_center_frobenius,base_consistency_radius,base_consistency_norm_upper,total_correction_center_frobenius,total_correction_radius,total_correction_norm_upper,correction_center_rouche_ratio,correction_rouche_ratio_upper,weighted_dual_residual_norm_upper,remainder_coefficient_upper,resolvent_budget_lower,rh26_unrounded_resolvent_budget,budget_retention_fraction,budget_to_rh23_lower_bound,base_inverse_norm_upper,base_inverse_neumann_defect_upper,corrected_feshbach_smallest_singular,corrected_determinant_phase,node_seconds
0.01,10,1.9634954084936207,-0.4238043663455411,-0.30832401643155255,36,52,52,1.9171294423077492e-15,2.2274560160114585e-09,2.2274579331409013e-09,1.791134870827908e-15,2.0810684397754294e-09,1161871.4333965855,1.6003812482355487e-15,2.2302825686736655e-09,2.230284169054914e-09,9.69287828925723e-16,1.3507951948912548e-09,1393595.5395090047,4.1369518005349697e-16,7.82338879189003e-10,7.823392928841831e-10,4.670292459056335e-16,9.53979432431353e-09,9.539794791342778e-09,1.222843379470714e-15,8.427348513453217e-08,1.970207478634313e-08,4.388554278217534e-17,2.278654546190726e+16,1.845551174382723e+29,1.2346742684893916e-13,4341376416341811.5,8.833888966154676,1.3137098379896898e-13,0.11808462648614726,1.8056970291666,0.0713043212890625
0.01,11,2.1598449493429825,-0.4691869370142508,-0.33258150583205165,36,52,52,1.674697071638419e-15,1.8885244400381884e-09,1.8885261147352605e-09,1.5646352598258412e-15,1.7644113662453865e-09,1127682.2218884304,1.4663354533554845e-15,1.9836551426533733e-09,1.9836566089888273e-09,8.881015755631762e-16,1.201422604757956e-09,1352798.6412996647,4.478947173524549e-16,6.645276785474032e-10,6.645281264421206e-10,5.053786993843887e-16,7.197853924937987e-09,7.1978544303166865e-09,9.868946125807645e-16,5.0971350699653164e-08,1.4047188743969004e-08,2.652848278160067e-17,3.7695331363700056e+16,3.135105124231547e+29,1.2023625961486586e-13,7181853118636772.0,7.0814648616017015,1.0932227444741516e-13,0.14942487094763213,1.8705535672558655,0.07106280326843262
0.01,12,2.356194490192345,-0.5089650928945346,-0.36522659470127694,36,52,52,1.4131111584592917e-15,1.6190408798702067e-09,1.6190422929813654e-09,1.3202408853654001e-15,1.5126381371584949e-09,1145728.8998740902,1.5557613414116242e-15,1.7884368717649348e-09,1.7884384275262764e-09,9.422633104493204e-16,1.083186648491107e-09,1149558.341579263,3.2323629047959255e-16,5.709977376973444e-10,5.70998060933635e-10,3.563011084449934e-16,5.5668853750541586e-09,5.566885731355268e-09,7.371203794214892e-16,3.3097737445144105e-08,1.0633097665861267e-08,1.721543482643083e-17,5.808740685230695e+16,4.088676492476709e+29,1.420689725860913e-13,1.1067026312375016e+16,5.9454676074727795,9.589709858227373e-14,0.18039492879102254,1.9970928124903131,0.07154321670532227
0.01,13,2.552544031041707,-0.5416101817637599,-0.4050047505815607,36,52,52,1.2941577532523113e-15,1.4142793667297643e-09,1.4142806608875177e-09,1.2091051491088691e-15,1.3213335275910561e-09,1092819.3702300426,1.3699364469791319e-15,1.6354603336597188e-09,1.635461703596166e-09,8.2971649781738935e-16,9.90534677732348e-10,1193823.0471950346,3.462370737536509e-16,5.000239382986923e-10,5.000242845357661e-10,3.3764462044909467e-16,4.449690299000151e-09,4.449690636644773e-09,5.22810792432641e-16,2.307757791281982e-08,8.482045735033088e-09,1.1995993247820748e-17,8.336116537111978e+16,6.993989575519784e+29,1.191897192167669e-13,1.5882275704579638e+16,5.186333370255379,8.665778435199458e-14,0.209212109925793,2.1616932961786315,0.07296991348266602
0.01,14,2.748893571891069,-0.565867671164259,-0.4503873212502704,36,52,52,1.2189052108651903e-15,1.2621949012497006e-09,1.2621961201549116e-09,1.1387982361725278e-15,1.1792440482848954e-09,1035516.2230039143,1.2357999675095855e-15,1.5156928374659506e-09,1.5156940732659182e-09,7.484753203741255e-16,9.179961457379403e-10,1226488.1964031623,2.6010007858231086e-16,4.473652342594863e-10,4.4736549435956494e-10,3.3202072724362537e-16,3.6826546504777763e-09,3.682654982498504e-09,4.313750447132524e-16,1.716852288152753e-08,7.0661572682083545e-09,8.918876288337015e-18,1.1212174611493947e+17,8.499570379095571e+29,1.3191460404951693e-13,2.1361847286425828e+16,4.661996308828282,8.059459932621875e-14,0.23490688976057197,2.352341347547725,0.08480644226074219
0.01,15,2.945243112740431,-0.5808053593821276,-0.4996302799674465,36,52,52,1.0231369751956348e-15,1.1498737927515762e-09,1.1498748158885515e-09,9.558959731484389e-16,1.0743045484427904e-09,1123871.8214329837,1.2538838921126954e-15,1.4219072698976088e-09,1.4219085237815012e-09,7.594280405689731e-16,8.61193935799164e-10,1134003.3417174676,2.628163317081149e-16,4.085081401290053e-10,4.08508402945337e-10,2.798435900673894e-16,3.149187082141117e-09,3.1491873619847076e-09,3.490908636889509e-16,1.3513558586615549e-08,6.101585741615911e-09,7.016059781268808e-18,1.4253014051507944e+17,1.213223704407703e+30,1.1748051080543533e-13,2.7155366384275876e+16,4.291125879104421,7.692168517637008e-14,0.2569858485909103,2.562574396683325,0.07212376594543457
0.01,16,3.141592653589793,-0.5858491994363052,-0.5508412474453575,36,52,52,1.020021567726781e-15,1.066892592893373e-09,1.0668936129149408e-09,9.529853115983326e-16,9.967769058176954e-10,1045952.0138310593,1.2470451531392159e-15,1.3487128762008339e-09,1.3487141232459871e-09,7.552860859819008e-16,8.168629729971391e-10,1081527.8980483084,2.596948253062755e-16,3.7982173377066497e-10,3.7982199346549035e-10,2.8793367864550685e-16,2.7729793601965374e-09,2.7729796481302165e-09,4.704437600948869e-16,1.1166066124305017e-08,5.4309179158173e-09,5.7942116366508e-18,1.7258603094656006e+17,1.4652734055775579e+30,1.1778418299930372e-13,3.2881725130032936e+16,4.026739535139185,7.43449407470098e-14,0.27518770992143166,2.7882007950939203,0.07287383079528809
0.01,17,3.3379421944391554,-0.5808053593821276,-0.6020522149232683,36,52,52,9.449412579127144e-16,1.0057554066319828e-09,1.005756351573241e-09,8.828393120362696e-16,9.396576115856793e-10,1064358.5970569868,1.1192986818783566e-15,1.2921878005177696e-09,1.2921889198164517e-09,6.77915084592152e-16,7.826278857189013e-10,1154463.005038082,2.2110069802358526e-16,3.5870020973619537e-10,3.5870043083689343e-10,2.1744436686049844e-16,2.505658392959435e-09,2.5056586104038023e-09,3.515841342641428e-16,9.624364104332477e-09,4.963362354300226e-09,4.991933212996968e-18,2.0032319097780422e+17,1.7757142405569448e+30,1.1281274115083616e-13,3.8166310835103784e+16,3.841051823117556,7.303617709432546e-14,0.28936207524963853,3.0260193545585747,0.07200980186462402
0.01,18,3.5342917352885173,-0.5658676711642591,-0.6512951736404444,36,52,52,8.681228049058741e-16,9.613252084063683e-10,9.613260765291735e-10,8.110694007996138e-16,8.981473133263667e-10,1107361.8514530382,1.1878076422595101e-15,1.2495158382629814e-09,1.249517026070624e-09,7.194082610105956e-16,7.567832019657992e-10,1051952.337748667,1.8410966031475738e-16,3.4336035193068654e-10,3.433605360403469e-10,2.1255623871164633e-16,2.316726960988879e-09,2.316727173545118e-09,2.2356018348677614e-16,8.612159795075029e-09,4.644930044080225e-09,4.465292375028125e-18,2.2394949924898058e+17,2.0483810757888832e+30,1.0932999816097792e-13,4.2667681949263064e+16,3.7173821840002215,7.228366823788746e-14,0.2994178784166269,-3.0098216468483554,0.07272648811340332
0.01,19,3.730641276137879,-0.54161018176376,-0.6966777443091541,36,52,52,8.705423646472812e-16,9.30165073052708e-10,9.301659435950728e-10,8.133299460341957e-16,8.690350377302458e-10,1068490.1520811678,1.1032489527993322e-15,1.2187091665917347e-09,1.2187102698406877e-09,6.681943964304997e-16,7.381247642371137e-10,1104655.7232149546,1.8867064902943492e-16,3.3261043262675816e-10,3.326106212974072e-10,2.545959664146789e-16,2.1869458715312844e-09,2.1869461261272513e-09,2.7408847214662937e-16,7.973395284386815e-09,4.443298749110257e-09,4.1330051736409495e-18,2.419546915654256e+17,2.2842960988038935e+30,1.0592089689778758e-13,4.609809738564358e+16,3.6459041348317687,7.127313636728452e-14,0.30530304733323405,-2.7552652719314135,0.07236647605895996
0.01,20,3.9269908169872414,-0.5089650928945346,-0.736455900189438,36,52,52,8.421364729319827e-16,9.10034816921797e-10,9.100356590582701e-10,7.867909017394155e-16,8.502277241509641e-10,1080627.2953478545,1.160148034799606e-15,1.198414300848679e-09,1.1984154609967139e-09,7.02655927219315e-16,7.25832998619061e-10,1032984.9511004153,1.9318864252087793e-16,3.2567442992946425e-10,3.256746231181068e-10,2.0653742528678293e-16,2.1043130844911823e-09,2.104313291028608e-09,3.168531187667079e-16,7.62064569392032e-09,4.339988508356934e-09,3.9495443025079216e-18,2.5319376509952394e+17,2.2805543509098892e+30,1.1102290326845549e-13,4.823940699591489e+16,3.6214408455611053,7.161793303749739e-14,0.3069969850886331,-2.4955584672666085,0.07191753387451172
0.01,21,4.123340357836604,-0.46918693701425085,-0.7691009890586632,36,52,52,8.334911105752363e-16,8.995562481865475e-10,8.995570816776582e-10,7.787137163150077e-16,8.404378033825001e-10,1079264.158026624,1.1267887857278533e-15,1.187783686164416e-09,1.1877848129532018e-09,6.82451545205341e-16,7.193944341997829e-10,1054132.618284755,2.2784606034141783e-16,3.2207540676649036e-10,3.2207563461255075e-10,2.5016873779850675e-16,2.0617116937094954e-09,2.0617119438782337e-09,5.354854070121495e-16,7.509601361390803e-09,4.326398028286882e-09,3.891841984501723e-18,2.5694773746535584e+17,2.1559177242131196e+30,1.1918253399912941e-13,4.895462761256633e+16,3.6424107397029384,7.224075960891718e-14,0.3045083180780981,-2.232588705571139,0.07268357276916504
0.01,22,4.319689898685965,-0.42380436634554125,-0.7933584784591623,36,52,52,8.016266582422488e-16,8.980098134768879e-10,8.980106151035463e-10,7.489434094938129e-16,8.389929712567531e-10,1120235.4685566989,1.1609973618361953e-15,1.186397297436369e-09,1.1863984584337312e-09,7.031703311216671e-16,7.185547739227204e-10,1021878.6858889691,2.1587573558348669e-16,3.215647799032408e-10,3.2156499577897645e-10,2.2278205194804765e-16,2.0555979890895498e-09,2.055598211871602e-09,2.245988382127878e-16,7.627332459310194e-09,4.402150001157337e-09,3.953177430317378e-18,2.5296106992404406e+17,2.1021580998878023e+30,1.203339891217246e-13,4.819507305557655e+16,3.7105174229225133,7.385852765832314e-14,0.29787512064170124,-1.9681413903073521,0.07199239730834961
0.01,23,4.516039439535327,-0.37456140762836504,-0.808296166677031,36,52,52,8.399260494043313e-16,9.052283238232085e-10,9.05229163749258e-10,7.847257481966745e-16,8.457371137808687e-10,1077748.6475044312,1.1812421203463613e-15,1.1942233601149822e-09,1.1942245413571027e-09,7.154317832257074e-16,7.232947238153794e-10,1010990.4826344448,1.9136484695362666e-16,3.240854094980901e-10,3.240856008629371e-10,2.1568693289808115e-16,2.085367947445165e-09,2.085368163132098e-09,2.500698788656298e-16,7.989176137683107e-09,4.575147053587099e-09,4.141556541348532e-18,2.4145511042213453e+17,2.1593524059961227e+30,1.1181829781542758e-13,4.600291534950921e+16,3.8310629335937514,7.608062208362404e-14,0.28716694183796954,-1.7039724923742625,0.07187676429748535
0.01,24,4.71238898038469,-0.32335044015045417,-0.8133400067312085,36,52,52,8.6917907146181115e-16,9.215671724514047e-10,9.215680416304763e-10,8.120562490632088e-16,8.610021935806035e-10,1060274.0814738623,1.147242371202818e-15,1.2116113554598961e-09,1.2116125027022676e-09,6.948394755692047e-16,7.338259265024148e-10,1056108.5722731468,1.6028952868527845e-16,3.2976130083980097e-10,3.297614611293297e-10,1.6421374347558756e-16,2.1532253464847787e-09,2.1532255106985227e-09,3.0237961772766917e-16,8.643011386766039e-09,4.863390224649464e-09,4.4819450050150095e-18,2.2311741671039072e+17,1.6058681988407038e+30,1.3893881009130262e-13,4.250915052485198e+16,4.013983529527142,7.90715083301367e-14,0.2724891891309764,-1.4418867103088984,0.07183313369750977
0.01,25,4.908738521234052,-0.2721394726725433,-0.808296166677031,36,52,52,8.319093232534805e-16,9.479446398973454e-10,9.479454718066689e-10,7.772358847363429e-16,8.856460877010417e-10,1139481.7263249164,1.2004397039302112e-15,1.2393127487247373e-09,1.2393139491644414e-09,7.270590027605061e-16,7.506036005279172e-10,1032383.338460863,1.8181110335541938e-16,3.3891168336357084e-10,3.3891186517467424e-10,2.0300345177510466e-16,2.2645055872306002e-09,2.2645057902340525e-09,3.595154679925672e-16,9.682976007221256e-09,5.2992763713771e-09,5.0234250400989984e-18,1.9906736585788013e+17,1.6913333154709272e+30,1.1769848322443332e-13,3.79270464162035e+16,4.275977803344714,8.287390893696377e-14,0.2539916054535773,-1.183828121261644,0.07185816764831543
0.01,26,5.105088062083414,-0.22289651395536708,-0.7933584784591623,36,52,52,8.579497400694808e-16,9.85960011832835e-10,9.859608697825753e-10,8.015649141595655e-16,9.211630973720644e-10,1149205.8610597954,1.1928668475251015e-15,1.278524028031477e-09,1.2785252208983247e-09,7.224724221868036e-16,7.743523219592985e-10,1071808.8305924025,1.984861208940892e-16,3.520921732813991e-10,3.5209237176752003e-10,2.027275557179801e-16,2.4285206918693175e-09,2.4285208945968737e-09,4.170474274291336e-16,1.1279447243859591e-08,5.938203580066665e-09,5.854836366748532e-18,1.7079896449367373e+17,1.520011385114267e+30,1.1236689814717008e-13,3.254124665926315e+16,4.644575130958619,8.81128900032927e-14,0.23188420663000855,-0.9319948474551487,0.07258844375610352
0.01,27,5.301437602932776,-0.17751394328665746,-0.7691009890586633,36,52,52,9.064634488470777e-16,1.0381140093216076e-09,1.0381149157850566e-09,8.468902811312105e-16,9.698895570405146e-10,1145236.3767181402,1.23327483778866e-15,1.3309394794940272e-09,1.3309407127688651e-09,7.469459488524019e-16,8.060983189667516e-10,1079192.3032787454,1.9766144489404723e-16,3.7017158974848185e-10,3.701717874099268e-10,2.270149499847662e-16,2.6601127799201765e-09,2.660113006935127e-09,6.072160350642667e-16,1.3742160853545709e-08,6.8756452057276716e-09,7.137709843711911e-18,1.4010095789180978e+17,1.2124934270776113e+30,1.1554780814728653e-13,2.6692549579978788e+16,5.166006621005449,9.595141323556922e-14,0.20646645072866324,-0.688998295188719,0.07775497436523438
0.01,28,5.497787143782138,-0.13773578740637363,-0.736455900189438,36,52,52,9.390495647149158e-16,1.108181279041909e-09,1.108182218091474e-09,8.773348234493676e-16,1.0353520061043578e-09,1180110.4645928938,1.3207582453511846e-15,1.398781200786504e-09,1.3987825215447495e-09,7.999311998835507e-16,8.471874279595437e-10,1059075.3655850308,2.804383180052373e-16,3.944618087252324e-10,3.9446208916355047e-10,3.404037285251914e-16,2.982265503376658e-09,2.982265843780387e-09,7.438737214609316e-16,1.7658358244659422e-08,8.282357705807201e-09,9.178361533448437e-18,1.089519059254062e+17,1.0067715438050485e+30,1.0821909557914927e-13,2.0757917679569996e+16,5.921121862979453,1.0668499578198313e-13,0.17817839198666796,-0.45810560578641596,0.13869905471801758
0.01,29,5.6941366846315,-0.10509069853714836,-0.6966777443091542,36,52,52,1.0152795344601727e-15,1.2018361665153269e-09,1.2018371817948615e-09,9.4855492679749e-16,1.1228519253134288e-09,1183750.0323828373,1.3855931745492588e-15,1.4847338469324467e-09,1.4847352325256215e-09,8.391991604587203e-16,8.992455964170807e-10,1071552.0686716822,2.7415766512218837e-16,4.2693591273766845e-10,4.269361868953336e-10,3.7615843317600643e-16,3.430385202844362e-09,3.4303855790027957e-09,1.1158071981796427e-15,2.4217519691872603e-08,1.0481792040653243e-08,1.2597407406298505e-17,7.938141107371789e+16,6.986351556645453e+29,1.13623556487377e-13,1.5124038284236178e+16,7.059708204244116,1.2380268630803463e-13,0.1476839170371293,-0.24363787481909469,0.07208085060119629
0.01,30,5.890486225480862,-0.08083320913664926,-0.6512951736404446,36,52,52,1.1292299021136769e-15,1.3277918141032948e-09,1.3277929433331972e-09,1.055016427280298e-15,1.2405298200316e-09,1175839.3404636672,1.4449369958836259e-15,1.591673451037409e-09,1.591674895974405e-09,8.751413734812504e-16,9.64014734598749e-10,1101553.1476519806,3.2764266758149465e-16,4.706246278400901e-10,4.706249554827578e-10,3.1911330035596764e-16,4.059550486790348e-09,4.059550805903649e-09,1.0010566334982107e-15,3.605307543209524e-08,1.4135738539636989e-08,1.876933388173311e-17,5.327839390827581e+16,4.813993434423893e+29,1.1067400617394447e-13,1.015079548589888e+16,8.88105087624135,1.505907481544938e-13,0.11598792769072908,-0.051639794090461294,0.07187080383300781
0.01,31,6.086835766330224,-0.06589552091878059,-0.6020522149232684,36,52,52,1.3189672978033049e-15,1.5004410871414567e-09,1.5004424061087547e-09,1.2322841997217226e-15,1.401832685859355e-09,1137588.785262296,1.488796110339393e-15,1.7222689448019424e-09,1.722270433598053e-09,9.01705110013596e-16,1.0431113031633803e-09,1156820.8847653666,3.3366719514101586e-16,5.305312128636669e-10,5.305315465308621e-10,4.0633257095971804e-16,4.959496401902328e-09,4.959496808234899e-09,1.6567910923427085e-15,5.974519397823367e-08,2.0747535632877904e-08,3.113048228582245e-17,3.212285409115646e+16,2.8385562628911322e+29,1.1316617010944368e-13,6120164261408977.0,12.046624789010098,1.9858687683238765e-13,0.08455324749426014,0.10915721837953336,0.07184410095214844
0.004,0,0.0,0.14807967319610055,-0.6326494733728317,42,58,58,2.2572425894691363e-15,1.0015789979843242e-08,1.0015792237085834e-08,1.858217399623296e-15,8.245245545513978e-09,4437180.249838088,3.234441555762962e-15,9.101811524271645e-09,9.101814758713202e-09,1.634426819662239e-15,4.5993256927869685e-09,2814029.74881276,4.1910448877343053e-16,2.7031086067340597e-09,2.703109025838549e-09,4.330608949750438e-16,3.885947346054457e-08,3.885947389360547e-08,2.3634695460964632e-15,5.774346230712757e-07,1.3524891937979112e-07,1.3546250767983599e-15,738211214079148.0,1.1664084103413036e+29,6.328925679326502e-15,103793657056929.17,14.859558538618792,3.64913684173268e-13,0.06819199760105966,-0.015565301155591937,0.17656254768371582
0.004,1,0.19634954084936207,0.14518622014578178,-0.6032717515443988,42,58,58,2.515520375031649e-15,1.1368396686000592e-08,1.136839920152097e-08,2.0708380002213503e-15,9.35874473602683e-09,4519303.1685851235,3.3874011317327874e-15,9.715796309255576e-09,9.71579969665671e-09,1.7117202964430472e-15,4.909584336247542e-09,2868216.464132401,4.716903012270471e-16,3.0605827414998215e-09,3.060583213190123e-09,5.104814791415647e-16,4.705910969930301e-08,4.70591102097845e-08,3.53314071662295e-15,8.836453581301492e-07,1.824369275906388e-07,2.0740158219493574e-15,482155972857886.44,7.949908383276927e+28,6.064924897400432e-15,67791887660752.77,18.777349597461367,4.540039229717098e-13,0.05372871486441968,0.10207966517284321,0.17165589332580566
0.004,2,0.39269908169872414,0.13661705477288213,-0.5750229990906165,42,58,58,2.891708974951013e-15,1.3186186018744311e-08,1.3186188910453287e-08,2.3805256718838326e-15,1.0855193758277739e-08,4559998.611435879,3.4164478059025004e-15,1.044209024128353e-08,1.0442093657731337e-08,1.7263981511720595e-15,5.276594934050439e-09,3056418.318374666,5.126137223770508e-16,3.5410357639076787e-09,3.5410362765214015e-09,6.191032619635333e-16,5.863160340958102e-08,5.863160402868429e-08,4.586538540028898e-15,1.4644399526893251e-06,2.6081183343446204e-07,3.4391141057484937e-15,290772130499696.1,5.018364193003714e+28,5.794161589648521e-15,40883018598471.61,24.97697253538489,5.960638431887443e-13,0.04025229378793732,0.1816215415613115,0.17229294776916504
0.004,3,0.5890486225480862,0.12270148529703878,-0.5489887997262005,42,58,58,3.3246990584675686e-15,1.5750530625124052e-08,1.5750533949823115e-08,2.7369737164176873e-15,1.2966225418333104e-08,4737431.470589372,3.649535371109094e-15,1.1334483531917053e-08,1.1334487181452426e-08,1.8441818740606812e-15,5.727538901878166e-09,3105734.3000919796,6.302873721421545e-16,4.218657911296069e-09,4.218658541583442e-09,6.817371489379506e-16,7.596211112370594e-08,7.596211180544311e-08,4.701753245467112e-15,2.685454381586478e-06,4.0070295037788103e-07,6.311285423721103e-15,158445902444390.56,2.6301668332059863e+28,6.024176886576289e-15,22277742936895.418,35.3525505952228,8.325536190909592e-13,0.028368103498111818,0.21662883215551507,0.17201685905456543
0.004,4,0.7853981633974483,0.10397427924926712,-0.5261696331325783,42,58,58,4.0836335167737386e-15,2.0157133700113067e-08,2.0157137783746587e-08,3.3617471555587036e-15,1.6593849651388663e-08,4936079.033769825,3.771062293190464e-15,1.2691456611760155e-08,1.269146038282245e-08,1.905591813716846e-15,6.413244101877962e-09,3365486.803477061,6.035965286785876e-16,5.382104383594217e-09,5.382104987190746e-09,7.101542076389058e-16,1.0869549585610866e-07,1.0869549656626288e-07,1.0348540183338512e-14,5.839837969655815e-06,6.818687146750973e-07,1.3744521632132127e-14,72755835883311.5,1.3054390119539726e+28,5.573284942236485e-15,10229584886464.492,53.72658649083629,1.2466397060140795e-12,0.018637634000680955,0.22622864866248069,0.17161035537719727
0.004,5,0.9817477042468103,0.08115511265564489,-0.5074424270848066,42,58,58,6.660061754572673e-15,3.4069624232369526e-08,3.406963089243129e-08,5.482726000586042e-15,2.804695481930823e-08,5115512.760679692,4.921065111691183e-15,1.6865067903661537e-08,1.686507282472665e-08,2.4867108158196276e-15,8.522252408975086e-09,3427118.4066757383,8.558786167816495e-16,9.051617751179596e-09,9.051618607058214e-09,1.1897965997615748e-15,2.4320367074281193e-07,2.4320367193260856e-07,2.997981816623965e-14,2.033903295763912e-05,1.4104195113782223e-06,4.805247215613933e-14,20810160561932.324,3.030026565595066e+27,6.867979574246875e-15,2925941285461.499,83.62962970714948,1.913759665969601e-12,0.011964417767454903,0.5298949089489453,0.1726832389831543
0.004,6,1.1780972450961724,0.055120913291228923,-0.4935268576089632,42,58,58,9.877767814458837e-15,5.1130923405203444e-08,5.1130933282971266e-08,8.131620459360183e-15,4.2092236930431275e-08,5176365.17109939,6.013918655521219e-15,2.1788297485949246e-08,2.1788303499867905e-08,3.0389511674241242e-15,1.1010057526522371e-08,3622979.416235476,1.236165458282081e-15,1.3553385599356377e-08,1.3553386835521837e-08,1.7713918413478565e-15,4.7059454070997374e-07,4.7059454248136564e-07,4.6100352974694295e-14,3.5482073602388903e-05,1.6428028162141577e-06,8.399804119292342e-14,11904617104459.824,1.6899819065100534e+27,7.044227549775253e-15,1673807877161.126,75.39839604327254,1.774584260097661e-12,0.0132734696361681,2.8999793541111223,0.17294788360595703
0.004,7,1.3744467859455345,0.026872160837446517,-0.48495769223606355,42,58,58,5.980541542255281e-15,3.131010495505714e-08,3.131011093559869e-08,4.923328314305075e-15,2.5775250385625703e-08,5235330.398489556,4.6344178719462844e-15,1.6009702165231395e-08,1.600970679964927e-08,2.3418623378539466e-15,8.090019163169978e-09,3454523.791771454,9.137251447549229e-16,8.329314726329447e-09,8.329315640054594e-09,1.1847357649783611e-15,2.1270555436450236e-07,2.1270555554923816e-07,2.2270615435249498e-14,1.4005771870006942e-05,1.054172080035176e-06,3.300624477111218e-14,30296872642214.055,5.268349112642845e+27,5.750733672813828e-15,4259787915638.832,65.84582094970521,1.5267482585294524e-12,0.015203349706257295,-2.962685249315433,0.171248197555542
0.004,8,1.5707963267948966,-0.002505560990986357,-0.4820642391857448,42,58,58,5.287906719646598e-15,2.7604457368836335e-08,2.7604462656743057e-08,4.353134359538722e-15,2.272466993814571e-08,5220300.6066997945,4.390524280130755e-15,1.571440655248705e-08,1.5714410943011335e-08,2.218618117565964e-15,7.940800369290634e-09,3579165.024579557,8.454921922217451e-16,7.353864909445179e-09,7.353865754937372e-09,1.1091703662368408e-15,1.8441681763330359e-07,1.84416818742474e-07,1.5982841146608308e-14,9.057185390033493e-06,7.717750903391948e-07,2.1304436660672805e-14,46938154654920.09,8.489300180675994e+27,5.529095880219241e-15,6599578324226.779,49.11257818154218,1.1311334505599938e-12,0.020400753721873145,3.136772948270957,0.17317652702331543
0.004,9,1.7671458676442586,-0.031883282819419226,-0.48495769223606355,42,58,58,5.0049262451673534e-15,2.57249160727925e-08,2.572492107771875e-08,4.1201779002355785e-15,2.1177385263581862e-08,5139920.114219099,4.350414837519e-15,1.5773987017162243e-08,1.5773991367577084e-08,2.19835002874873e-15,7.970907527561469e-09,3625859.1322230874,9.106885210113024e-16,6.858117412747805e-09,6.858118323436327e-09,1.1647612513639078e-15,1.726568421620107e-07,1.72656843326772e-07,9.448271389491569e-15,6.256858721878278e-06,5.716287611972256e-07,1.4705104767552768e-14,68003170256072.72,1.1937834783682596e+28,5.696440894710978e-15,9561352628796.582,36.23869540298207,8.290669568160157e-13,0.02769086079932819,2.965462577870641,0.17212772369384766
0.004,10,1.9634954084936207,-0.060132035273201635,-0.4935268576089632,42,58,58,4.647677832697593e-15,2.335364972270025e-08,2.3353654370378084e-08,3.826082254895468e-15,1.9225300416660666e-08,5024800.601728287,4.1797451055648925e-15,1.525912661231678e-08,1.5259130792061888e-08,2.1121072624469724e-15,7.710738370536688e-09,3650732.3788108407,7.14188520276065e-16,6.231146033038726e-09,6.231146747227247e-09,1.0172466500209842e-15,1.5171123848528073e-07,1.517112395025274e-07,8.204316429062144e-15,4.11411361683762e-06,4.137978617445852e-07,9.66369224238454e-15,103479690868097.36,1.604842100642556e+28,6.447967113192355e-15,14549407190621.174,27.118054335582304,6.147155962851196e-13,0.03709701085859408,2.8468947410743284,0.17159414291381836
0.004,11,2.1598449493429825,-0.08616623463761758,-0.5074424270848066,42,58,58,4.2246580825320114e-15,2.054701251462482e-08,2.0547016739282906e-08,3.477842033038387e-15,1.6914807559193746e-08,4863592.825237169,3.889625803399541e-15,1.4204652347625758e-08,1.4204656237251563e-08,1.96550428317351e-15,7.177891675575506e-09,3651933.876219318,7.992789007582529e-16,5.4885704879876765e-09,5.488571287266578e-09,1.059195129130004e-15,1.2431298594371144e-07,1.243129870029066e-07,5.027681176918269e-15,2.5739973397743897e-06,2.941184327003032e-07,6.043256360024783e-15,165473275735494.16,2.5848670473138724e+28,6.4016165128279905e-15,23265802667602.28,20.705779971993334,4.669169238915889e-13,0.04877020349388524,2.7741287054645487,0.1725013256072998
0.004,12,2.356194490192345,-0.10898540123123984,-0.5261696331325783,42,58,58,3.6680916791001e-15,1.778951587066675e-08,1.7789519538758434e-08,3.0196629344656604e-15,1.4644768308059387e-08,4849802.320950378,3.6845632924131826e-15,1.2965033577183541e-08,1.2965037261746835e-08,1.8618821703960454e-15,6.551487869911678e-09,3518744.6198693095,7.231737397522657e-16,4.7588937174985e-09,4.758894440672241e-09,8.775533285239288e-16,9.82783907857553e-08,9.827839166330865e-08,3.915503881889771e-15,1.5967702155870313e-06,2.1064835463150952e-07,3.747333020524555e-15,266856027407407.53,3.7455817578841147e+28,7.124554866428946e-15,37520376911165.82,16.24741918095548,3.67271561380471e-13,0.06247919993296866,2.745676000162257,0.17171621322631836
0.004,13,2.552544031041707,-0.12771260727901151,-0.5489887997262005,42,58,58,3.2907875485221334e-15,1.533793591433288e-08,1.5337939205120432e-08,2.7090569306357363e-15,1.2626567316374302e-08,4660871.897369546,3.4820658756415823e-15,1.178009854046571e-08,1.1780102022531587e-08,1.7595562500855902e-15,5.952716829796392e-09,3383078.4491867386,4.934047683991574e-16,4.110228417703524e-09,4.110228911108293e-09,6.726596161622949e-16,7.702138201284428e-08,7.702138268550392e-08,3.131325020128138e-15,1.0151881275437275e-06,1.552687966423986e-07,2.3815033633533175e-15,419902402910658.0,5.651284895165356e+28,7.43021119444681e-15,59038937872889.75,13.180601254173473,3.0049640578602607e-13,0.07751381073458549,2.763261542748546,0.17146086692810059
