sigma,node,theta,z_real,z_imag,base_depth,primal_depth,dual_depth,primal_residual_center_frobenius,primal_residual_radius,primal_residual_norm_upper,primal_residual_center_relative_to_forcing,primal_residual_upper_relative_to_forcing_center,primal_residual_inflation,dual_residual_center_frobenius,dual_residual_radius,dual_residual_norm_upper,dual_residual_center_relative_to_rhs,dual_residual_upper_relative_to_rhs_center,dual_residual_inflation,base_consistency_center_frobenius,base_consistency_radius,base_consistency_norm_upper,total_correction_center_frobenius,total_correction_radius,total_correction_norm_upper,correction_center_rouche_ratio,correction_rouche_ratio_upper,weighted_dual_residual_norm_upper,remainder_coefficient_upper,resolvent_budget_lower,rh26_unrounded_resolvent_budget,budget_retention_fraction,budget_to_rh23_lower_bound,base_inverse_norm_upper,base_inverse_neumann_defect_upper,corrected_feshbach_smallest_singular,corrected_determinant_phase,node_seconds
0.004,14,2.748893571891069,-0.14162817675485487,-0.5750229990906164,42,58,58,2.9169140347394566e-15,1.32652050490047e-08,1.3265207965918736e-08,2.401275094598051e-15,1.0920244180617249e-08,4547685.604695445,3.3527414524977465e-15,1.0743433810616157e-08,1.074343716335761e-08,1.6942060800548403e-15,5.428869723696604e-09,3204373.887928011,5.360751658198718e-16,3.561943739825433e-09,3.561944275900599e-09,6.838710621504777e-16,6.077559032304726e-08,6.077559100691834e-08,2.2809413514750296e-15,6.730971182920999e-07,1.1898485875140877e-07,1.5783588961329033e-15,633569037658642.8,7.986315282827906e+28,7.933183392107452e-15,89080802570386.38,11.075122632936358,2.5704532427376766e-13,0.09289984721518985,2.8237193813185066,0.17278265953063965
0.004,15,2.945243112740431,-0.1501973421277545,-0.6032717515443988,42,58,58,2.641920560046036e-15,1.1573616149590505e-08,1.1573618791511066e-08,2.1748937291913488e-15,9.527686530161967e-09,4380759.575643484,3.2216264128411966e-15,9.877628065919328e-09,9.877631287545743e-09,1.6279510763451835e-15,4.991361016350594e-09,3066038.7089496586,4.792110806554552e-16,3.114632633982413e-09,3.114633113193494e-09,5.75272812884001e-16,4.877228447266332e-08,4.8772285047936145e-08,2.2445634234330234e-15,4.690493644764613e-07,9.499443552935548e-08,1.0994293841315353e-15,909562310580372.4,1.19417022938675e+29,7.616688879000658e-15,127885890563246.53,9.617129220772986,2.260241283343839e-13,0.10772212471450143,2.920282111377171,0.1719970703125
0.004,16,3.141592653589793,-0.15309079517807328,-0.6326494733728317,42,58,58,2.3657620230262365e-15,1.0231133551838943e-08,1.0231135917600967e-08,1.9475532559348204e-15,8.422521738998457e-09,4324668.254042516,3.159042310741726e-15,9.174089571658726e-09,9.174092730701038e-09,1.596326100845595e-15,4.635849171060129e-09,2904074.0288619343,3.8439295933523074e-16,2.759764684427615e-09,2.759765068820575e-09,4.214185587784941e-16,4.006033879352199e-08,4.0060339214940554e-08,1.2175865204886709e-15,3.442173130405168e-07,7.882811036958791e-08,8.065011113189042e-16,1239923469103900.2,1.6911815234013973e+29,7.331699477239428e-15,174335188729888.16,8.592471310084843,2.0636385690535888e-13,0.12131151182822769,3.0462895547060023,0.17151665687561035
0.004,17,3.3379421944391554,-0.1501973421277545,-0.6620271952012646,42,58,58,2.1494391571845036e-15,9.186825227289048e-09,9.186827376728206e-09,1.7694709731005142e-15,7.562821363736017e-09,4274057.884365427,3.1818538685361423e-15,8.611440932603886e-09,8.611444114457757e-09,1.6078532288566233e-15,4.351531778836622e-09,2706423.50976966,3.6662324918284294e-16,2.4838098959199233e-09,2.483810262543173e-09,4.198864108516652e-16,3.3778134963738413e-08,3.377813538362483e-08,1.4218949235525604e-15,2.6558500515357234e-07,6.770858865384387e-08,6.220271158847617e-16,1607646529995095.5,2.0681500136524375e+29,7.773355507978485e-15,226037629096735.34,7.862630780841591,1.9194801634769483e-13,0.1332465344418507,-3.086589844915324,0.1767117977142334
0.004,18,3.5342917352885173,-0.14162817675485487,-0.690275947655047,42,58,58,1.9814355803379627e-15,8.3856213522411e-09,8.38562333367668e-09,1.6311663127367327e-15,6.903250566874073e-09,4232094.85934758,3.066483947154653e-15,8.166240108527938e-09,8.166243175011888e-09,1.5495545425340162e-15,4.126563003539797e-09,2663064.0550358105,3.130638231888822e-16,2.272160071152418e-09,2.2721603842162415e-09,4.0600250254621264e-16,2.92483711000765e-08,2.9248371506079006e-08,8.895649962873568e-16,2.1470322348875082e-07,5.994584390249289e-08,5.026832673856844e-16,1989323795274698.8,2.5911228504459458e+29,7.677458422831343e-15,279702052534510.8,7.340689907053717,1.826701954845343e-13,0.1432734495302519,-2.915905842309912,0.17466282844543457
0.004,19,3.730641276137879,-0.12771260727901154,-0.7163101470194629,42,58,58,1.8159213131219505e-15,7.778361673952701e-09,7.778363489874016e-09,1.494910913046163e-15,6.40333938625435e-09,4283425.40707415,3.0398458757436436e-15,7.818160837939604e-09,7.818163877785481e-09,1.5360938020668844e-15,3.950671700837985e-09,2571894.825382523,4.275037625291511e-16,2.1117871113866136e-09,2.1117875388903765e-09,4.643610679878942e-16,2.598155758834551e-08,2.598155805270658e-08,9.885226271584184e-16,1.8116309581126089e-07,5.451414511730362e-08,4.2403083606212834e-16,2358318626361374.0,3.558765173339056e+29,6.6267891009753026e-15,331583305789874.6,6.972757276475783,1.7624410986717967e-13,0.15123401119692287,-2.7281200326447372,0.17744803428649902
0.004,20,3.9269908169872414,-0.10898540123123987,-0.7391293136130852,42,58,58,1.775157189122034e-15,7.325725039414013e-09,7.325726814571203e-09,1.4613528874930208e-15,6.030717786042058e-09,4126804.5779058007,3.0248831039029676e-15,7.551409851569077e-09,7.551412876452183e-09,1.5285328196928747e-15,3.815877182762961e-09,2496431.305629197,3.515232245748512e-16,1.992277451828202e-09,1.992277803351427e-09,4.098434412905655e-16,2.3640329811710758e-08,2.3640330221554204e-08,7.031145564483002e-16,1.5899696288477194e-07,5.0788267396228586e-08,3.7206097233016416e-16,2687731085419096.5,3.959414766631777e+29,6.788202913395493e-15,377899215320410.7,6.725665985073462,1.727322589858479e-13,0.15702487526323783,-2.5262216713244303,0.17177557945251465
0.004,21,4.123340357836604,-0.0861662346376176,-0.7578565196608569,42,58,58,1.6786934989035344e-15,6.998340187216711e-09,6.998341865910211e-09,1.381941614450346e-15,5.761206475731495e-09,4168921.7659336203,2.994272226358776e-15,7.3544362958218124e-09,7.354439290094039e-09,1.5130645422888572e-15,3.716342562409351e-09,2456169.223810856,3.291445039807327e-16,1.905856470156514e-09,1.905856799301018e-09,3.1261517780287843e-16,2.1998491360040364e-08,2.1998491672655545e-08,8.647319628510636e-16,1.4474000753023284e-07,4.8388832476908676e-08,3.3864159216566574e-16,2952974113028577.0,4.6576944643034836e+29,6.339991031314176e-15,415192801924594.0,6.57954239940744,1.708376930840269e-13,0.16058027868100896,-2.313059111487889,0.1740117073059082
0.004,22,4.319689898685965,-0.06013203527320173,-0.7717720891367001,42,58,58,1.5942147792097267e-15,6.7754182821576766e-09,6.775419876372457e-09,1.312396662762255e-15,5.577691632599318e-09,4250004.431480131,3.0132840116314413e-15,7.219189322088048e-09,7.219192335372061e-09,1.5226715706440115e-15,3.6479996208955717e-09,2395788.882662764,3.0264827346123694e-16,1.8470233934887863e-09,1.84702369613706e-09,3.2680689074375305e-16,2.090813884213945e-08,2.0908139168946345e-08,6.762490925205843e-16,1.3639632147788863e-07,4.7095105692778404e-08,3.190891151907125e-16,3133920325066558.0,4.753214047685978e+29,6.593265722153317e-15,440634123757463.0,6.5235993397369105,1.705744314005733e-13,0.16186626433484227,-2.0913871339202155,0.19063258171081543
0.004,23,4.516039439535327,-0.031883282819419295,-0.7803412545095999,42,58,58,1.65344211700132e-15,6.643196285807625e-09,6.643197939249742e-09,1.3611540582372306e-15,5.468843294667192e-09,4017798.91230655,3.0214620937775165e-15,7.140432065458545e-09,7.1404350869206395e-09,1.526804116112063e-15,3.6082020370182393e-09,2363238.347959371,2.869747775703416e-16,1.8121375264198966e-09,1.8121378133946745e-09,3.076222310417718e-16,2.0276917659588656e-08,2.027691796721089e-08,7.039904822952219e-16,1.328942334799569e-07,4.6798157436468183e-08,3.1088942304263046e-16,3216577319739314.0,4.744231449844581e+29,6.779975542391988e-15,452255827132861.25,6.553966187560994,1.72474300132638e-13,0.1608795998919681,-1.8638879134961353,0.17162489891052246
0.004,24,4.71238898038469,-0.002505560990986394,-0.7832347075599186,42,58,58,1.61370711017671e-15,6.593704661621589e-09,6.5937062753287005e-09,1.3284432271550449e-15,5.4281005444358055e-09,4086061.36376672,3.032868678190987e-15,7.115244645033825e-09,7.115247677902504e-09,1.5325680871607594e-15,3.5954743447389666e-09,2346045.421968791,3.2470187994432036e-16,1.7990911769336174e-09,1.7990915016354975e-09,3.3707627264458817e-16,2.0053746579871606e-08,2.005374691694788e-08,7.650980782736415e-16,1.3381612640936302e-07,4.747913909180329e-08,3.130634973768276e-16,3194239745492255.0,4.329157198815827e+29,7.378433258016108e-15,449115129082405.5,6.6728740709363,1.7619986580370872e-13,0.1576486289627205,-1.6331957402906856,0.17204546928405762
0.004,25,4.908738521234052,0.026872160837446514,-0.7803412545095999,42,58,58,1.5388585737566706e-15,6.6240059932604e-09,6.624007532118975e-09,1.2668260782668673e-15,5.4530452813731785e-09,4304494.022441847,3.000496298657559e-15,7.1427136096208496e-09,7.142716610117149e-09,1.5162096882181515e-15,3.6093549354824e-09,2380511.721781775,2.559058903568622e-16,1.807107696888731e-09,1.8071079527946216e-09,3.4008732292861205e-16,2.0220984938306228e-08,2.0220985278393553e-08,7.933400757411625e-16,1.3930044689441598e-07,4.920548378430738e-08,3.2593749520881023e-16,3068072484446466.5,4.9590246391101894e+29,6.186846623526716e-15,431375813863340.56,6.888905089672479,1.819898599522658e-13,0.15223538272346926,-1.4019338962458585,0.17106032371520996
0.004,26,5.105088062083414,0.055120913291228944,-0.7717720891367001,42,58,58,1.5735520302270108e-15,6.735928406942861e-09,6.7359299804948925e-09,1.295386581584954e-15,5.54518258285369e-09,4280716.399014225,3.0416825203305667e-15,7.2237698460250656e-09,7.223772887707587e-09,1.5370218946353545e-15,3.6503142639203344e-09,2374926.6530691427,3.5427798702648094e-16,1.8366707453918956e-09,1.8366710996698827e-09,3.5587070693038644e-16,2.079166056657273e-08,2.0791660922443443e-08,7.114082383348995e-16,1.50080914482704e-07,5.214350939125881e-08,3.5123502819679726e-16,2847096017310620.5,4.200348495148899e+29,6.778237616709214e-15,400306175242149.6,7.218322616706739,1.900680322076604e-13,0.14473914964490733,-1.1727644285775365,0.17241573333740234
0.004,27,5.301437602932776,0.08115511265564482,-0.7578565196608569,42,58,58,1.6168929597415029e-15,6.936307632042153e-09,6.9363092489351135e-09,1.331065896566609e-15,5.71013970570639e-09,4289900.087167205,3.0251225487664614e-15,7.361129121498844e-09,7.361132146621394e-09,1.5286538158834002e-15,3.719724594212946e-09,2433333.535404377,3.2444227833197377e-16,1.8895883387356424e-09,1.8895886631779213e-09,3.5418959785559095e-16,2.181119148827169e-08,2.181119184246129e-08,9.791322275766437e-16,1.6768031542590083e-07,5.659097710992285e-08,3.925325179338332e-16,2547559212631265.0,3.928227891604201e+29,6.4852632864711374e-15,358190829677263.56,7.687810842274069,2.0088277293900419e-13,0.1353020271203325,-0.9484505871814602,0.18131446838378906
0.004,28,5.497787143782138,0.1039742792492671,-0.7391293136130852,42,58,58,1.771079085090527e-15,7.237786816784039e-09,7.237788587863125e-09,1.4579956923451999e-15,5.958324883425686e-09,4086654.655228551,3.0315066146152576e-15,7.559277927389647e-09,7.559280958896262e-09,1.5318798096946568e-15,3.819853079295395e-09,2493572.3123453073,3.0530640354045003e-16,1.969204668705796e-09,1.9692049740121996e-09,3.1239368983665566e-16,2.3363827211605957e-08,2.336382752399965e-08,1.0602391134412063e-15,1.9483988281763488e-07,6.303971638823346e-08,4.562681398568843e-16,2191693256236962.8,3.467729533752822e+29,6.320254318868645e-15,308155516840270.9,8.339382069423053,2.1603619950803555e-13,0.12411703427081257,-0.7319337900380175,0.1715707778930664
0.004,29,5.6941366846315,0.12270148529703878,-0.7163101470194629,42,58,58,1.7666221813160587e-15,7.660271474217342e-09,7.660273240839525e-09,1.4543266599687944e-15,6.306124600167336e-09,4336112.906231566,3.094286872776653e-15,7.824416926585729e-09,7.824420020872603e-09,1.5636039067034523e-15,3.9538330527662706e-09,2528666.650048311,3.08926928699108e-16,2.0807854957042348e-09,2.080785804631164e-09,2.9934365488898137e-16,2.558480233365714e-08,2.5584802633000798e-08,1.0330889241317485e-15,2.363766105851958e-07,7.228937697083405e-08,5.537563800066411e-16,1805847841629194.2,3.1607489225115776e+29,5.713354290078318e-15,253905045055249.28,9.23894609146193,2.3642134124893055e-13,0.11143909242143671,-0.5264313996255866,0.17082905769348145
0.004,30,5.890486225480862,0.13661705477288208,-0.6902759476550471,42,58,58,1.872806976716119e-15,8.233175189691288e-09,8.233177062498267e-09,1.5417405849533645e-15,6.777753061673251e-09,4396169.581199855,3.0637336057585796e-15,8.164220340979246e-09,8.164223404712853e-09,1.5481647410293454e-15,4.125542373953704e-09,2664795.460469349,3.0797204994346434e-16,2.232113040887994e-09,2.2321133488600445e-09,3.414440486707469e-16,2.8679927425510752e-08,2.8679927766954806e-08,9.761543183011876e-16,3.0089380627628053e-07,8.565445941350102e-08,7.052083305439254e-16,1418020258403493.2,2.4126485339593932e+29,5.8774423147178535e-15,199375877246874.3,10.491442352036938,2.6513286377052684e-13,0.09759823648500052,-0.33556928330717894,0.1708056926727295
0.004,31,6.086835766330224,0.14518622014578178,-0.6620271952012646,42,58,58,2.0709233208459566e-15,8.998607818164879e-09,8.998609889088202e-09,1.704834813074588e-15,7.407876116788372e-09,4345216.3576062955,3.0986599739935087e-15,8.587224895405572e-09,8.587227994065547e-09,1.5658137206050798e-15,4.339294897769263e-09,2771271.4741651537,4.582240128715722e-16,2.434330315990784e-09,2.4343307742147976e-09,5.133118696818295e-16,3.2955044603766495e-08,3.2955045117078374e-08,1.7932671016488153e-15,4.0430322114759705e-07,1.0535088608033925e-07,9.480115253067455e-16,1054839069992541.6,1.7112773828159702e+29,6.16404494434891e-15,148312031289892.28,12.268325658089854,3.0516585012589476e-13,0.08301223799162671,-0.16357489241406667,0.18336749076843262
0.002,0,0.0,0.3149588792031821,-0.6162494494914493,46,62,62,2.8286996100323966e-15,3.887173623585878e-08,3.8871739064558395e-08,2.3889601830904182e-15,3.28288788754232e-08,13741911.274952663,3.3335904392151237e-15,3.1291419519999935e-08,3.129142285359038e-08,1.6098459250058948e-15,1.5111145321243835e-08,9386702.843123639,2.5375678453077443e-16,8.50393415725645e-09,8.503934411013235e-09,3.010659352329803e-16,1.5261968679222433e-07,1.5261968709329028e-07,1.2882098881816812e-15,2.3810117098899857e-06,4.88175821281011e-07,1.8976243142461956e-14,52697344331062.945,9.59492864141566e+28,5.492208050782111e-16,5477899725371.794,15.60094741780987,5.887636896432609e-13,0.06500293648866455,0.07610821037241962,0.39381933212280273
0.002,1,0.19634954084936207,0.31271823816286753,-0.5934998392316663,46,62,62,3.1069074445113653e-15,4.3397065083711696e-08,4.339706819061915e-08,2.6239188322297142e-15,3.6650716676509006e-08,13967930.801184315,3.416192912655934e-15,3.316426385727502e-08,3.3164267273467936e-08,1.6497360247913396e-15,1.6015572848405745e-08,9707960.9147963,2.630945195921291e-16,9.470606518185077e-09,9.470606781279599e-09,3.8466623258609503e-16,1.8051430101629597e-07,1.8051430140096221e-07,1.7613874044748086e-15,3.236005718192685e-06,5.945221695478193e-07,2.580051913270156e-14,38758784614019.98,6.734765203729647e+28,5.755031310156995e-16,4028983590881.494,17.926589185405167,6.712241236883419e-13,0.0563979665974147,0.2190807167610564,0.39559102058410645
0.002,2,0.39269908169872414,0.3060824216205371,-0.5716244837360381,46,62,62,3.474130153155278e-15,4.9435846466505345e-08,4.94358499406355e-08,2.934054424628963e-15,4.1750731221707365e-08,14229705.78570202,3.559916580106427e-15,3.548567213840896e-08,3.548567569832555e-08,1.7191425594544742e-15,1.7136619348020514e-08,9968120.010628078,2.6060109608084567e-16,1.0760690784248293e-08,1.076069104484939e-08,4.656896961028532e-16,2.1993799701088605e-07,2.1993799747657577e-07,2.6299191755728464e-15,4.651336683540392e-06,7.504652221276108e-07,3.709988610676626e-14,26954135271076.67,4.701353558232164e+28,5.733271266926829e-16,2801887876388.302,21.148399749517168,7.855125009685771e-13,0.04767255069982955,0.336216842102733,0.395538330078125
0.002,3,0.5890486225480862,0.2953064402845038,-0.5514640406484215,46,62,62,3.9966082670487716e-15,5.750418465801515e-08,5.750418865462343e-08,3.3753099776049264e-15,4.8564795133988015e-08,14388247.43689139,3.660638838840431e-15,3.833446363459955e-08,3.8334467295238394e-08,1.7677830030653282e-15,1.851234789869423e-08,10472070.308739193,3.24890674173632e-16,1.2484476765182086e-08,1.2484477090072762e-08,5.511965418057905e-16,2.7625821513788616e-07,2.7625821568908274e-07,3.572226267153624e-15,7.09815130807364e-06,9.84961974918213e-07,5.663943922332739e-14,17655416712474.027,2.9452043576227367e+28,5.994632143870942e-16,1835284179654.1296,25.6939012689032,9.504162931812711e-13,0.039144148027786846,0.4231846752126204,0.3946859836578369
0.002,4,0.7853981633974483,0.28080440907427145,-0.5337932644905664,46,62,62,4.581856081894356e-15,6.833158724786405e-08,6.833159182972014e-08,3.8695772804843446e-15,5.770900930923463e-08,14913517.71168435,3.863251486315729e-15,4.179569749344737e-08,4.179570135669886e-08,1.8656279995759256e-15,2.018383503874184e-08,10818788.656329028,4.159082416636419e-16,1.4797780178008069e-08,1.4797780593916312e-08,4.2733287912340475e-16,3.5776140157049294e-07,3.577614019978259e-07,4.656737425062554e-15,1.1538999611256205e-05,1.3480508462310253e-06,9.211446019036726e-14,10855933573662.309,1.7725464425364281e+28,6.124484703559018e-16,1128476516164.1248,32.25333855449571,1.1875205443150557e-12,0.031122692009836875,0.47448655560678227,0.39652204513549805
0.002,5,0.9817477042468103,0.26313363291641645,-0.519291233280334,46,62,62,5.47947939301366e-15,8.31036173081254e-08,8.31036227876048e-08,4.627659312974616e-15,7.018463367620703e-08,15166335.490477797,4.105944233357771e-15,4.599932421620768e-08,4.599932832215192e-08,1.982828338663203e-15,2.221383598336082e-08,11203105.962433994,4.883123966665258e-16,1.7953610901189138e-08,1.7953611389501538e-08,6.000490337503506e-16,4.786297010433739e-07,4.786297016434231e-07,9.6796306584459e-15,2.0079149342506744e-05,1.9297326078081615e-06,1.603677707202304e-13,6235541694940.513,1.0499537429107971e+28,5.93887277134101e-16,648185835014.1649,41.95132330702343,1.5415186712337753e-12,0.02389328640133668,0.4813423690073895,0.3945279121398926
0.002,6,1.1780972450961724,0.24297318982879973,-0.5085152519443007,46,62,62,6.728440966403198e-15,1.0459700794743312e-07,1.045970146758741e-07,5.6824618301649785e-15,8.833674047415927e-08,15545505.295826085,4.456238091522931e-15,5.1402259455003023e-08,5.140226391124112e-08,2.1519910328826365e-15,2.4823002886063015e-08,11534900.70672464,6.081264856825513e-16,2.2544181992549318e-08,2.254418260067581e-08,9.456052615030901e-16,6.727154009566306e-07,6.72715401902236e-07,1.7992327110216362e-14,3.795078756487843e-05,2.899824059887459e-06,3.0331293974950145e-13,3296799833328.1733,5.78819339569817e+27,5.695731997791194e-16,342703017217.2986,56.414328396385834,2.066159201740341e-12,0.017750243821745688,0.42689708841515683,0.40104150772094727
0.002,7,1.3744467859455345,0.22109783433317165,-0.5018794354019703,46,62,62,9.024184821960567e-15,1.433346587348684e-07,1.4333466775905327e-07,7.621317635867948e-15,1.21052377890684e-07,15883392.304892179,5.191658337322442e-15,6.052536199890735e-08,6.05253671905657e-08,2.507137625559427e-15,2.9228700258139266e-08,11658195.36995595,7.371590076184077e-16,3.081421115553017e-08,3.0814211892689186e-08,1.672680806065383e-15,1.0840985909012692e-06,1.0840985925739503e-06,2.6061336246062507e-14,8.180586306119144e-05,4.567231883015333e-06,6.54642664530558e-13,1527425950543.5322,2.6895950729591684e+27,5.679018250368131e-16,158776240078.49878,75.45980017103284,2.7419318010853442e-12,0.013262790585374072,0.2853889161665609,0.39573097229003906
0.002,8,1.5707963267948966,0.19834822407338853,-0.4996387943616557,46,62,62,1.64304063678486e-14,2.625991126980972e-07,2.625991291285036e-07,1.3876194724096569e-14,2.2177641675958284e-07,15982509.69874754,7.590231230151226e-15,9.219785531081266e-08,9.21978629010439e-08,3.665448122231942e-15,4.452387196084094e-08,12146910.957705695,1.2625990269762297e-15,5.626902002520949e-08,5.6269021287808523e-08,3.2729580845067436e-15,3.018250247047194e-06,3.0182502503201528e-06,4.0006986844354195e-14,0.0002430986781095081,7.42588436027085e-06,1.9500307660161004e-12,512687757929.2693,9.062469348084072e+26,5.657263359877277e-16,53293997335.3981,80.54291664757714,2.864584075706942e-12,0.012425017032377427,0.20726030475001858,0.3939402103424072
0.002,9,1.7671458676442586,0.17559861381360542,-0.5018794354019703,46,62,62,2.2661565075440788e-14,3.686003632871624e-07,3.686003859487275e-07,1.9138679999719174e-14,3.1129910096504937e-07,16265442.599469617,1.0611269455189342e-14,1.2549776487915254e-07,1.2549777549042203e-07,5.124357416743153e-15,6.060495017442152e-08,11826839.00549227,1.6698591697896023e-15,7.88959098085029e-08,7.889591147836208e-08,5.509494394760432e-15,5.762226150339302e-06,5.762226155848797e-06,1.252642847906018e-13,0.0007797026812194891,1.6981448313177054e-05,6.25936840220543e-12,159635962147.02972,3.282008282186793e+26,4.863971947098949e-16,16594190927.553284,135.312752528517,5.006599781921886e-12,0.0073922047567277615,2.062257723811093,0.39309263229370117
0.002,10,1.9634954084936207,0.15372325831797737,-0.5085152519443007,46,62,62,1.0602161720198287e-14,1.7099276979948095e-07,1.709927804016427e-07,8.953987943579858e-15,1.4441086021529503e-07,16128105.278368145,5.7789944158475944e-15,6.817743557114609e-08,6.817744135014052e-08,2.7907719261321383e-15,3.292401335321006e-08,11797457.558217948,8.917061880717012e-16,3.672357760169387e-08,3.672357849340006e-08,1.5119083517453597e-15,1.4558726588092278e-06,1.4558726603211363e-06,2.986692458951473e-14,0.0001642129134675138,7.689969036124291e-06,1.314929186689433e-12,760372343398.8074,1.4674468979587528e+27,5.181600400372239e-16,79040860672.54422,112.79345926582171,4.1014240696590875e-12,0.008869338051806145,-2.781349221121193,0.39296960830688477
0.002,11,2.1598449493429825,0.13356281523036068,-0.519291233280334,46,62,62,7.584201530620513e-15,1.2408702325196784e-07,1.240870308361694e-07,6.405188947220276e-15,1.0479690910061905e-07,16361251.785725823,4.768642340075137e-15,5.502519541872538e-08,5.502520018736773e-08,2.3028562083313363e-15,2.6572578698396953e-08,11538965.655893732,6.927188199386484e-16,2.6713324592526327e-08,2.671332528524515e-08,1.2390937101248811e-15,8.542345408671032e-07,8.54234542106197e-07,1.6500377278052663e-14,5.8876884593063164e-05,3.7925324314915143e-06,4.706040887736601e-13,2124803304878.0715,3.74540983546736e+27,5.673086252823742e-16,220873738288.16794,68.92355876498813,2.4633584553759894e-12,0.014525132311754984,-2.6918281584476964,0.3952028751373291
0.002,12,2.356194490192345,0.11589203907250563,-0.5337932644905664,46,62,62,6.343347555986871e-15,1.0245821633889044e-07,1.02458222682238e-07,5.357233650759755e-15,8.653043736067643e-08,16152074.559675926,4.2788532632280235e-15,4.8777850485532706e-08,4.877785476438598e-08,2.0663289672523844e-15,2.3555632329406485e-08,11399749.363591712,6.157231388647144e-16,2.2094631997636148e-08,2.209463261335929e-08,8.195074694880481e-16,6.258984496703117e-07,6.258984504898192e-07,8.809831337739336e-15,2.969465488744111e-05,2.314179713980345e-06,2.371067404617161e-13,4217384555993.126,7.369127138106456e+27,5.723044910142248e-16,438397987494.86615,47.44324721404332,1.683371650461873e-12,0.02112859230690145,-2.7593570152720766,0.42118096351623535
0.002,13,2.552544031041707,0.10139000786227323,-0.5514640406484215,46,62,62,5.547708442120772e-15,8.714928682245633e-08,8.714929237016478e-08,4.685281720482618e-15,7.360137807437418e-08,15709061.368201505,4.0634997010523175e-15,4.4353103589796224e-08,4.435310765329593e-08,1.9623311724345875e-15,2.141884881149868e-08,10915002.071197368,4.243729764120598e-16,1.882336151776758e-08,1.8823361942140558e-08,7.436281147515213e-16,4.844067100599732e-07,4.844067108036014e-07,8.676241317577702e-15,1.692991769294558e-05,1.5501321742182542e-06,1.3509292206334586e-13,7402186989584.906,1.2294874930124797e+28,6.020546798282698e-16,769458852094.3011,34.94980010114137,1.2376469144612546e-12,0.028738679542571314,-2.831765854847164,0.3933854103088379
0.002,14,2.748893571891069,0.09061402652623994,-0.5716244837360381,46,62,62,4.875398984992992e-15,7.46269068928867e-08,7.46269117682857e-08,4.117487063850624e-15,6.302568154254968e-08,15306831.707106525,3.814780064526689e-15,4.075963009358704e-08,4.0759633908367114e-08,1.8422203487954356e-15,1.9683500942475107e-08,10684661.558181934,3.816401041502828e-16,1.614667671335124e-08,1.614667709499135e-08,5.629246036841628e-16,3.813839300855858e-07,3.8138393064851045e-07,5.231231306952449e-15,1.031566091740916e-05,1.1024652850489926e-06,8.227357955494912e-14,12154444838165.89,2.0805519522342016e+28,5.841932870320222e-16,1263457027791.6045,27.047969508944064,9.611147046753963e-13,0.03723668799902757,-2.873560185639951,0.39423394203186035
0.002,15,2.945243112740431,0.08397820998390952,-0.5934998392316662,46,62,62,4.373755936732994e-15,6.415946940673373e-08,6.415947378048968e-08,3.6938276324401905e-15,5.418547366642019e-08,14669193.87102656,3.6345811174210636e-15,3.772839414378823e-08,3.7728397778369356e-08,1.7551992986760801e-15,1.8219666911094677e-08,10380397.784364142,3.883495950725134e-16,1.3909079164395977e-08,1.3909079552745573e-08,5.066578033783719e-16,3.0362966824907415e-07,3.03629668755732e-07,3.1905884697993887e-15,6.626497271449636e-06,8.233948781106412e-07,5.2828582093129186e-14,18929021637186.543,3.2828598715539864e+28,5.766015723426609e-16,1967675672164.3582,21.824274638332064,7.812617330695345e-13,0.04630522411403459,-2.8741627427490952,0.39374208450317383
0.002,16,3.141592653589793,0.08173756894359493,-0.6162494494914493,46,62,62,3.820518536533412e-15,5.553907451908625e-08,5.5539078339604794e-08,3.226594520735507e-15,4.6905173772529274e-08,14537052.446812304,3.6038639913468146e-15,3.5165252265719515e-08,3.5165255869583515e-08,1.7403654907623027e-15,1.6981883316406234e-08,9757653.439202562,3.155054588577142e-16,1.2066425293792685e-08,1.2066425609298146e-08,3.6367941156330664e-16,2.450681415429708e-07,2.450681419066503e-07,2.3803652103303826e-15,4.4766366386292605e-06,6.423603835910351e-07,3.567610366652109e-14,28029841282857.62,4.919606987444032e+28,5.697577337863821e-16,2913707736408.1206,18.266905718716032,6.594866681064148e-13,0.05552880177373942,-2.833320355532397,0.3930935859680176
0.002,17,3.3379421944391554,0.08397820998390952,-0.6389990597512325,46,62,62,3.3691409697430558e-15,4.8593152789637676e-08,4.8593156158778656e-08,2.845386480554087e-15,4.103903957221093e-08,14423010.671021156,3.4423459617568464e-15,3.302092309924667e-08,3.302092654159264e-08,1.6623657644937055e-15,1.594635123966153e-08,9592564.753352094,2.4212640223587715e-16,1.0581871869673716e-08,1.0581872111800121e-08,3.7022952308858494e-16,2.01412087673483e-07,2.0141208804371254e-07,2.0064893013512364e-15,3.17892192593526e-06,5.211749889553057e-07,2.5325537624354913e-14,39485709480710.195,7.469476135172093e+28,5.286275605698881e-16,4104547579506.6484,15.783173495839932,5.753070665452342e-13,0.06450796252608758,-2.755179247361739,0.39327025413513184
