d,h,c2,dc2_du,c3,dc3_du,c4,dc4_du,c5,dc5_du,c6,dc6_du,error_c2,error_c3,error_c4,error_c5,error_c6,error_dc2_du,error_dc3_du,error_dc4_du,error_dc5_du,error_dc6_du
128,0.015625,0.2653667825679247,-2.1108052777007704,-0.8239704514996965,-0.1771090200684005,1.0876592394284517,-7.193520637287847,-0.8460845253924908,2.9312090678249225,0.7032289352700487,-2.982811058132656,0.0004164550094937769,5.292407405410593e-05,0.00030133225749673365,0.005511690499948818,0.006335841374517592,0.002287323560561827,0.0032158700476604407,0.048643775511334475,0.1035408507874176,0.0366633288347491
192,0.010416666666666666,0.2655982749582657,-2.1120788096691063,-0.8239423879448928,-0.17538968248979533,1.0875181916945786,-7.166611119738951,-0.8430005005407735,2.9905549452292384,0.6996500178097862,-2.9611942158853624,0.00018496261915273982,2.4860519250435864e-05,0.00016028452362371048,0.0024276656482314918,0.0027569239142550828,0.001013791592225921,0.0014965324690552617,0.02173425796243844,0.04419497338310174,0.015046486587455554
256,0.0078125,0.2656792215530315,-2.112522897900134,-0.8239317850540604,-0.17474845958630675,1.0874530421804813,-7.157117487048895,-0.8419338973027797,3.0102335882012543,0.6984326988582996,-2.9543878826051744,0.00010401602438697699,1.4257628418001822e-05,9.513500952640364e-05,0.0013610624102377011,0.0015396049627685038,0.000569703361198215,0.0008553095655666754,0.012240625272382566,0.024516330411085807,0.008240153307267573
384,0.005208333333333333,0.26573701633770686,-2.112839576583819,-0.8239239523777371,-0.17427761012692497,1.0874017388950241,-7.150321009926868,-0.8411763046942894,3.0239605845880484,0.6975738784741616,-2.949741811264874,4.622123971159686e-05,6.424952094685743e-06,4.383172406918767e-05,0.0006034698017474138,0.0006807845786305222,0.0002530246775132028,0.00038446010618489734,0.005444148150355765,0.010789334024291719,0.0035940819669670887
512,0.00390625,0.2657572397286465,-2.1129503097941083,-0.8239211589778879,-0.1741102632560989,1.0873828643719357,-7.1479398623983466,-0.8409120000553091,3.028701712785866,0.697275355591326,-2.9481562532542647,2.5997848771941445e-05,3.631552245475511e-06,2.495720098072418e-05,0.00033916516276710773,0.00038226169579491653,0.00014229146722399832,0.00021711323535883453,0.0030630006218341777,0.006048205826473918,0.002008523956357866
768,0.0026041666666666665,0.2657716834857893,-2.1130293717052693,-0.8239191470255343,-0.1739899163976413,1.0873690947415557,-7.14623839725669,-0.8407234838034102,3.0320684032743577,0.6970627729068835,-2.947036262600278,1.1554091629173424e-05,1.6195998918666632e-06,1.1187570600812435e-05,0.00015064891086824517,0.00016967901135234165,6.322955606297143e-05,9.676637690123058e-05,0.0013615354801777002,0.002681515337982443,0.0008885333023713748
1024,0.001953125,0.26577673850081585,-2.113057036819198,-0.8239184395466466,-0.17394763453785145,1.0873642190175583,-7.145642766396823,-0.8406575569785715,3.033242863857453,0.6969884959171002,-2.946646709947635,6.499076602606291e-06,9.121210041707073e-07,6.311846603379578e-06,8.472208602949838e-05,9.540202156910205e-05,3.55644421343726e-05,5.448451711137503e-05,0.0007659046203105646,0.001507054754886994,0.0004989806497279758
1536,0.0013020833333333333,0.2657803491305464,-2.11307679553179,-0.8239179331557432,-0.17391738221093295,1.0873607185252228,-7.145217279944345,-0.8406104835174868,3.034080536394734,0.6969354811131148,-2.9463692290566703,2.888446872073569e-06,4.05730100849766e-07,2.8113542678287473e-06,3.764862494481935e-05,4.238721758365038e-05,1.5805729542073266e-05,2.423219019287437e-05,0.0003404181678323681,0.0006693822176062625,0.00022149975876351036
2048,0.0009765625,0.26578161283218726,-2.113083710670908,-0.8239177557122146,-0.1739067838512396,1.0873594898470311,-7.145068352768,-0.8405940111805714,3.0343734803997506,0.6969169338343659,-2.9462722621253987,1.6247452311879407e-06,2.2828657220141935e-07,1.5826760761949998e-06,2.1176288029445267e-05,2.3839938834813168e-05,8.890590424304179e-06,1.3633830499515387e-05,0.00019149099148751958,0.0003764382125894805,0.00012453282749191885
