u,rank_by_modulus,real,imag,modulus,condition_number
1.485,12,-0.0035244789760106245,-0.03422647800178007,0.03440746646381677,584.0835920635125
1.49,1,-0.9893197767250557,0.0,0.9893197767250557,1.1245273151406585
1.49,2,-0.002390953979082844,0.6752061002063051,0.6752103334641266,2.089576241779018
1.49,3,-0.002390953979082844,-0.6752061002063051,0.6752103334641266,2.089576241779018
1.49,4,0.5273357519738773,0.0,0.5273357519738773,2.0837857745908397
1.49,5,-0.19344863906559176,0.0,0.19344863906559176,21.95007882432581
1.49,6,0.16856551079981774,0.0,0.16856551079981774,35.425596794828714
1.49,7,-0.09577071686973081,0.11306418511762703,0.1481740198754666,46.63099006476453
1.49,8,-0.09577071686973081,-0.11306418511762703,0.1481740198754666,46.63099006476453
1.49,9,0.040404720728669505,0.07930345916131287,0.0890032588847835,141.09076550585496
1.49,10,0.040404720728669505,-0.07930345916131287,0.0890032588847835,141.09076550585496
1.49,11,-0.003327312174050078,0.03377918645410126,0.03394266406463287,613.3155332625719
1.49,12,-0.003327312174050078,-0.03377918645410126,0.03394266406463287,613.3155332625719
1.495,1,-0.9876838119425256,0.0,0.9876838119425256,1.1210428864774942
1.495,2,-0.0032290257243206832,0.6680895009910528,0.6680973042466212,2.1909373932149063
1.495,3,-0.0032290257243206832,-0.6680895009910528,0.6680973042466212,2.1909373932149063
1.495,4,0.5146461377669282,0.0,0.5146461377669282,2.178931818182657
1.495,5,-0.18907398836551373,0.0,0.18907398836551373,23.544961921524187
1.495,6,0.16488136331802042,0.0,0.16488136331802042,38.06558868103902
1.495,7,-0.08322646832660821,0.1312516289999602,0.15541439812727492,43.941374482662034
1.495,8,-0.08322646832660821,-0.1312516289999602,0.15541439812727492,43.941374482662034
1.495,9,0.03354680288519411,0.07445259183120995,0.08166135202286831,185.46070888209275
1.495,10,0.03354680288519411,-0.07445259183120995,0.08166135202286831,185.46070888209275
1.495,11,-0.003020481239380179,0.033229310733708745,0.033366306339701716,649.1490959228039
1.495,12,-0.003020481239380179,-0.033229310733708745,0.033366306339701716,649.1490959228039
1.5,1,-0.98584949503272,0.0,0.98584949503272,1.1181563119145304
1.5,2,-0.004288199326256167,0.6606046376979257,0.6606185555988185,2.3035001183543886
1.5,3,-0.004288199326256167,-0.6606046376979257,0.6606185555988185,2.3035001183543886
1.5,4,0.5006410132854214,0.0,0.5006410132854214,2.307914291957204
1.5,5,-0.18464780302226577,0.0,0.18464780302226577,25.57985480014068
1.5,6,-0.07202810090374115,0.14886309029305703,0.16537311441524696,39.22056234784728
1.5,7,-0.07202810090374115,-0.14886309029305703,0.16537311441524696,39.22056234784728
1.5,8,0.16142623913054252,0.0,0.16142623913054252,40.58436453203915
1.5,9,0.02874951137383351,0.06812015235732326,0.07393841735809008,237.71855272855836
1.5,10,0.02874951137383351,-0.06812015235732326,0.07393841735809008,237.71855272855836
1.5,11,-0.002589570400157504,0.03271525635508204,0.03281758481723034,686.9347906667034
1.5,12,-0.002589570400157504,-0.03271525635508204,0.03281758481723034,686.9347906667034
1.5050000000000001,1,-0.9838007999567949,0.0,0.9838007999567949,1.1158933511463431
1.5050000000000001,2,-0.005608856329661516,0.652787761746297,0.6528118573946609,2.428187144590549
1.5050000000000001,3,-0.005608856329661516,-0.652787761746297,0.6528118573946609,2.428187144590549
1.5050000000000001,4,0.4851367170081345,0.0,0.4851367170081345,2.4844661223502027
1.5050000000000001,5,-0.18020263572849843,0.0,0.18020263572849843,28.008680414661104
1.5050000000000001,6,-0.062304204554173556,0.1645939397062855,0.17599141710084798,34.21384777762158
1.5050000000000001,7,-0.062304204554173556,-0.1645939397062855,0.17599141710084798,34.21384777762158
1.5050000000000001,8,0.15825628945133077,0.0,0.15825628945133077,42.73724957216865
1.5050000000000001,9,0.026089653551273552,0.061905142391691204,0.06717824556328517,289.01556898046516
1.5050000000000001,10,0.026089653551273552,-0.061905142391691204,0.06717824556328517,289.01556898046516
1.5050000000000001,11,-0.0020832079652577506,0.03240544796205331,0.03247233919889139,718.9398631119824
1.5050000000000001,12,-0.0020832079652577506,-0.03240544796205331,0.03247233919889139,718.9398631119824
1.51,1,-0.9815213649755302,0.0,0.9815213649755302,1.1142829403939365
1.51,2,-0.007232292611987212,0.6446843873506981,0.6447249532553943,2.565691079600705
1.51,3,-0.007232292611987212,-0.6446843873506981,0.6447249532553943,2.565691079600705
1.51,4,0.4679005436689957,0.0,0.4679005436689957,2.730742130440501
1.51,5,-0.053137631915380006,0.17752064233289833,0.18530295836780164,30.588354095257706
1.51,6,-0.053137631915380006,-0.17752064233289833,0.18530295836780164,30.588354095257706
1.51,7,-0.17575877982388133,0.0,0.17575877982388133,30.82894317783935
1.51,8,0.15540451719129603,0.0,0.15540451719129603,44.230690477271445
1.51,9,0.02468857306844979,0.056860881629595725,0.06198939828592532,333.4520974262985
1.51,10,0.02468857306844979,-0.056860881629595725,0.06198939828592532,333.4520974262985
1.51,11,-0.0016057668243842668,0.03242559139843829,0.032465327114211684,732.3086479019577
1.51,12,-0.0016057668243842668,-0.03242559139843829,0.032465327114211684,732.3086479019577
1.5150000000000001,1,-0.9789945679179926,0.0,0.9789945679179926,1.1133586023998991
1.5150000000000001,2,-0.009196958340560876,0.6363518822720887,0.6364183389202014,2.716214313366048
1.5150000000000001,3,-0.009196958340560876,-0.6363518822720887,0.6364183389202014,2.716214313366048
1.5150000000000001,4,0.4486274573266008,0.0,0.4486274573266008,3.0846188717687593
1.5150000000000001,5,-0.04352799558867538,0.18736410263598577,0.19235382334790216,28.590088078380457
1.5150000000000001,6,-0.04352799558867538,-0.18736410263598577,0.19235382334790216,28.590088078380457
1.5150000000000001,7,-0.17132826052054917,0.0,0.17132826052054917,34.06705835889992
1.5150000000000001,8,0.152859822089786,0.0,0.152859822089786,44.767228910393804
1.5150000000000001,9,0.02367814863639274,0.05332886337845109,0.058349142170940345,364.90002237497345
1.5150000000000001,10,0.02367814863639274,-0.05332886337845109,0.058349142170940345,364.90002237497345
1.5150000000000001,11,-0.0012281625623215904,0.03282490582950892,0.03284787399506423,711.3168514907422
1.5150000000000001,12,-0.0012281625623215904,-0.03282490582950892,0.03284787399506423,711.3168514907422
1.52,1,-0.9762036003092531,0.0,0.9762036003092531,1.1131600526093794
1.52,2,-0.011532269614554003,0.6278620088939977,0.6279679095741033,2.8790855963932263
1.52,3,-0.011532269614554003,-0.6278620088939977,0.6279679095741033,2.8790855963932263
1.52,4,0.42690139496065177,0.0,0.42690139496065177,3.615708462029053
1.52,5,-0.032671977389888,0.19403416777829824,0.19676563818914658,28.035308234784214
1.52,6,-0.032671977389888,-0.19403416777829824,0.19676563818914658,28.035308234784214
1.52,7,-0.16691767976038505,0.0,0.16691767976038505,37.775496145533985
1.52,8,0.1505363885381076,0.0,0.1505363885381076,44.11424592889269
1.52,9,0.022447071578755515,0.05141200173234038,0.056098707156118525,378.283611255128
1.52,10,0.022447071578755515,-0.05141200173234038,0.056098707156118525,378.283611255128
1.52,11,-0.0008860728858568899,0.03360637572983551,0.033618054893969226,648.6724830583281
1.52,12,-0.0008860728858568899,-0.03360637572983551,0.033618054893969226,648.6724830583281
1.5250000000000001,1,-0.9731315381289267,0.0,0.9731315381289267,1.11373498184521
1.5250000000000001,2,-0.01424922877947124,0.6193022839804706,0.6194661891211152,3.052277455569213
1.5250000000000001,3,-0.01424922877947124,-0.6193022839804706,0.6194661891211152,3.052277455569213
1.5250000000000001,4,0.4021279666770287,0.0,0.4021279666770287,4.464285018039169
1.5250000000000001,5,-0.01980035257327107,0.19737286613025654,0.1983635607829674,28.856518914076794
1.5250000000000001,6,-0.01980035257327107,-0.19737286613025654,0.1983635607829674,28.856518914076794
1.5250000000000001,7,-0.162531372856313,0.0,0.162531372856313,42.034599950410495
1.5250000000000001,8,0.1482254448108899,0.0,0.1482254448108899,42.19014657976865
1.5250000000000001,9,0.020461587014710028,0.051226429232604294,0.055161794705063445,377.476834728449
1.5250000000000001,10,0.020461587014710028,-0.051226429232604294,0.055161794705063445,377.476834728449
1.5250000000000001,11,-0.00031227825208054354,0.03473679098857548,0.03473819462624247,561.7026516811196
1.5250000000000001,12,-0.00031227825208054354,-0.03473679098857548,0.03473819462624247,561.7026516811196
1.53,1,-0.9697614066536224,0.0,0.9697614066536224,1.1151409987024243
1.53,2,-0.01732761764844276,0.6107740476457943,0.6110197898685423,3.2319635518698515
1.53,3,-0.01732761764844276,-0.6107740476457943,0.6110197898685423,3.2319635518698515
1.53,4,0.3734127531339751,0.0,0.3734127531339751,5.949039079510728
1.53,5,-0.0038819179322631264,0.19708273032274537,0.1971209574811892,31.24166334979639
1.53,6,-0.0038819179322631264,-0.19708273032274537,0.1971209574811892,31.24166334979639
1.53,7,-0.158175668089183,0.0,0.158175668089183,46.955203743011964
1.53,8,0.1454984468223995,0.0,0.1454984468223995,39.26217939386288
1.53,9,0.016994249408602183,0.0531350030689562,0.05578649535595295,383.0015050316846
1.53,10,0.016994249408602183,-0.0531350030689562,0.05578649535595295,383.0015050316846
1.53,11,0.0010012774592941262,0.03597866954365445,0.03599259949881335,513.9046385708424
1.53,12,0.0010012774592941262,-0.03597866954365445,0.03599259949881335,513.9046385708424
1.5350000000000001,1,-0.9660762363955818,0.0,0.9660762363955818,1.1174477240821556
1.5350000000000001,2,-0.02070109835157874,0.6023842676639055,0.6027398621312029,3.412442276000237
1.5350000000000001,3,-0.02070109835157874,-0.6023842676639055,0.6027398621312029,3.412442276000237
1.5350000000000001,4,0.33934489225780234,0.0,0.33934489225780234,8.918235306671429
1.5350000000000001,5,0.016985114900495236,0.19286178856423444,0.19360827362584093,35.530922086670216
1.5350000000000001,6,0.016985114900495236,-0.19286178856423444,0.19360827362584093,35.530922086670216
1.5350000000000001,7,-0.1538649252034286,0.0,0.1538649252034286,52.677684007245354
1.5350000000000001,8,0.14144996674776356,0.0,0.14144996674776356,37.0176637746494
1.5350000000000001,9,0.011103638644087307,0.05834695598925974,0.059394091156874204,388.1605659808959
1.5350000000000001,10,0.011103638644087307,-0.05834695598925974,0.059394091156874204,388.1605659808959
1.5350000000000001,11,0.0033644785512849055,0.03627907029905253,0.03643474519858279,564.9880078791095
1.5350000000000001,12,0.0033644785512849055,-0.03627907029905253,0.03643474519858279,564.9880078791095
1.54,1,-0.9620591065503579,0.0,0.9620591065503579,1.120739046868127
1.54,2,-0.024244327418066425,0.5942285472515562,0.5947229218557574,3.586899259485325
1.54,3,-0.024244327418066425,-0.5942285472515562,0.5947229218557574,3.586899259485325
1.54,4,0.2977623677067949,0.0,0.2977623677067949,16.105966216871423
1.54,5,0.04691285783044424,0.18580935815735045,0.19164011534296782,40.13887493475745
1.54,6,0.04691285783044424,-0.18580935815735045,0.19164011534296782,40.13887493475745
1.54,7,-0.14963023978203047,0.0,0.14963023978203047,59.359139705150184
1.54,8,0.1338915496869114,0.0,0.1338915496869114,44.182585987938374
1.54,9,0.002403880674564922,0.06698319105007666,0.06702631218818933,328.17067153331715
1.54,10,0.002403880674564922,-0.06698319105007666,0.06702631218818933,328.17067153331715
1.54,11,0.005220884707896847,0.034981435354881026,0.035368891085541136,608.0673443105471
1.54,12,0.005220884707896847,-0.034981435354881026,0.035368891085541136,608.0673443105471
1.5450000000000002,1,-0.957693171571707,0.0,0.957693171571707,1.1251155748748216
1.5450000000000002,2,-0.027768803902691208,0.5863661377113161,0.587023299303079,3.749304138599807
1.5450000000000002,3,-0.027768803902691208,-0.5863661377113161,0.587023299303079,3.749304138599807
1.5450000000000002,4,0.24753596063492178,0.0,0.24753596063492178,36.31906530142128
1.5450000000000002,5,0.09056635454022591,0.18448921544328312,0.20552015762348966,37.443155499484114
1.5450000000000002,6,0.09056635454022591,-0.18448921544328312,0.20552015762348966,37.443155499484114
1.5450000000000002,7,-0.1455321679354832,0.0,0.1455321679354832,67.13035596061597
1.5450000000000002,8,0.11749124438118441,0.0,0.11749124438118441,85.4583498172565
1.5450000000000002,9,-0.010125181602322588,0.07341272590171477,0.07410767589663242,260.6103453571843
1.5450000000000002,10,-0.010125181602322588,-0.07341272590171477,0.07410767589663242,260.6103453571843
1.5450000000000002,11,0.006019461693850686,0.03352790033982605,0.034063969532058994,677.0034623635241
1.5450000000000002,12,0.006019461693850686,-0.03352790033982605,0.034063969532058994,677.0034623635241
1.55,1,-0.9529616654674857,0.0,0.9529616654674857,1.1306973502824182
1.55,2,-0.031033244913595076,0.5787937714347943,0.5796251307022324,3.8970369965740663
1.55,3,-0.031033244913595076,-0.5787937714347943,0.5796251307022324,3.8970369965740663
1.55,4,0.1370679298364058,0.20319974848211625,0.24510763997238677,27.534945355523593
1.55,5,0.1370679298364058,-0.20319974848211625,0.24510763997238677,27.534945355523593
1.55,6,0.20285424385522619,0.0,0.20285424385522619,64.60506068472301
1.55,7,-0.1416792686783082,0.0,0.1416792686783082,75.98321564884873
1.55,8,0.09043178477868813,0.0,0.09043178477868813,174.67050568924515
1.55,9,-0.022619007952817613,0.07393581787413153,0.07731833343707283,218.6804098289417
1.55,10,-0.022619007952817613,-0.07393581787413153,0.07731833343707283,218.6804098289417
1.55,11,0.006363830399343289,0.032435242890233966,0.03305364304732655,765.3540142060319
1.55,12,0.006363830399343289,-0.032435242890233966,0.03305364304732655,765.3540142060319
1.5550000000000002,1,-0.9478478771230475,0.0,0.9478478771230475,1.1376269458424981
1.5550000000000002,2,-0.03376734888797093,0.5714293735987155,0.5724262073510806,4.033066078177275
1.5550000000000002,3,-0.03376734888797093,-0.5714293735987155,0.5724262073510806,4.033066078177275
1.5550000000000002,4,0.16731260094038958,0.23228937583403939,0.28627235381504385,18.514191491997497
1.5550000000000002,5,0.16731260094038958,-0.23228937583403939,0.28627235381504385,18.514191491997497
1.5550000000000002,6,0.18149690722059308,0.0,0.18149690722059308,66.24708014695679
1.5550000000000002,7,-0.13825335848039705,0.0,0.13825335848039705,85.51691754587243
1.5550000000000002,8,-0.0324710274944157,0.07098148103209331,0.07805599449147083,202.98976035985115
1.5550000000000002,9,-0.0324710274944157,-0.07098148103209331,0.07805599449147083,202.98976035985115
1.5550000000000002,10,0.06687618486566266,0.0,0.06687618486566266,322.3828890101348
1.5550000000000002,11,0.006531299743351997,0.03178871360246802,0.03245273777106094,846.7516414386226
1.5550000000000002,12,0.006531299743351997,-0.03178871360246802,0.03245273777106094,846.7516414386226
1.56,1,-0.9423350883747232,0.0,0.9423350883747232,1.1460731203195822
1.56,2,-0.03569855564569971,0.5641133503899949,0.5652417703632794,4.166639777189422
1.56,3,-0.03569855564569971,-0.5641133503899949,0.5652417703632794,4.166639777189422
1.56,4,0.18528321440057732,0.2582033664471879,0.3178031591776128,13.950712528961821
1.56,5,0.18528321440057732,-0.2582033664471879,0.3178031591776128,13.950712528961821
1.56,6,0.17205063284372266,0.0,0.17205063284372266,60.62371037799858
1.56,7,-0.13553551618613613,0.0,0.13553551618613613,94.47097939655997
1.56,8,-0.03987317612054106,0.06647448121601912,0.07751597788119921,200.1069446702207
1.56,9,-0.03987317612054106,-0.06647448121601912,0.07751597788119921,200.1069446702207
1.56,10,0.050139875594868745,0.0,0.050139875594868745,562.1020666930481
1.56,11,0.00655285544258918,0.03168149532504799,0.03235207969331351,890.3054756680841
1.56,12,0.00655285544258918,-0.03168149532504799,0.03235207969331351,890.3054756680841
1.565,1,-0.9364064646348167,0.0,0.9364064646348167,1.156235293900534
1.565,2,-0.03656814184159242,0.5566251532433774,0.5578250534181485,4.312693343718702
1.565,3,-0.03656814184159242,-0.5566251532433774,0.5578250534181485,4.312693343718702
1.565,4,0.196628170123148,0.2795311494965046,0.3417605899234358,11.611642353965367
1.565,5,0.196628170123148,-0.2795311494965046,0.3417605899234358,11.611642353965367
1.565,6,0.16639751615781814,0.0,0.16639751615781814,56.3082676805642
1.565,7,-0.13390317239823102,0.0,0.13390317239823102,100.21000258491202
1.565,8,-0.045228414286572774,0.06147559195575079,0.07632075645057398,200.36446087165405
1.565,9,-0.045228414286572774,-0.06147559195575079,0.07632075645057398,200.36446087165405
1.565,10,0.03781365576974308,0.0,0.03781365576974308,917.3118398998395
1.565,11,0.00625783425863211,0.032182171221025416,0.032784945235700885,856.5503820803292
1.565,12,0.00625783425863211,-0.032182171221025416,0.032784945235700885,856.5503820803292
1.57,1,-0.9300448855500658,0.0,0.9300448855500658,1.1683492145939591
1.57,2,-0.036128318881693836,0.5487048757485389,0.5498929860394992,4.491351286880082
1.57,3,-0.036128318881693836,-0.5487048757485389,0.5498929860394992,4.491351286880082
1.57,4,0.20354893945119823,0.2970733867730188,0.3601177139221274,10.34356659785271
1.57,5,0.20354893945119823,-0.2970733867730188,0.3601177139221274,10.34356659785271
1.57,6,0.16189058982583912,0.0,0.16189058982583912,53.730644441927154
1.57,7,-0.1337235735605274,0.0,0.1337235735605274,99.13847022291363
1.57,8,-0.04881352726323489,0.05693344169241162,0.07499451464488459,194.71894924607471
1.57,9,-0.04881352726323489,-0.05693344169241162,0.07499451464488459,194.71894924607471
1.57,10,0.005378310328352698,0.03313026297555315,0.0335639769219527,735.5586631416975
1.57,11,0.005378310328352698,-0.03313026297555315,0.0335639769219527,735.5586631416975
1.57,12,0.028851182010290185,0.0,0.028851182010290185,1357.0418067409023
1.5750000000000002,1,-0.9232327003538823,0.0,0.9232327003538823,1.1826943376286194
1.5750000000000002,2,-0.03411897805603561,0.5400696452594812,0.5411463077526171,4.729206518176904
1.5750000000000002,3,-0.03411897805603561,-0.5400696452594812,0.5411463077526171,4.729206518176904
1.5750000000000002,4,0.20687135233994558,0.3116056727179713,0.3740238651329315,9.692445969041742
1.5750000000000002,5,0.20687135233994558,-0.3116056727179713,0.3740238651329315,9.692445969041742
1.5750000000000002,6,0.15751704350342005,0.0,0.15751704350342005,52.63813889087455
1.5750000000000002,7,-0.13507796431180805,0.0,0.13507796431180805,89.39199285438083
1.5750000000000002,8,-0.05092293780163794,0.0538411614213984,0.07410813894272723,177.0361491353003
1.5750000000000002,9,-0.05092293780163794,-0.0538411614213984,0.07410813894272723,177.0361491353003
1.5750000000000002,10,0.0038629624075626635,0.034078102781759746,0.03429634919005846,586.7431089338265
1.5750000000000002,11,0.0038629624075626635,-0.034078102781759746,0.03429634919005846,586.7431089338265
1.5750000000000002,12,0.022702795606652143,0.0,0.022702795606652143,1840.908199401388
1.58,1,-0.915951389059509,0.0,0.915951389059509,1.1996036518761124
1.58,2,-0.030223294380158416,0.5304197573917478,0.5312801206093735,5.064196348931627
1.58,3,-0.030223294380158416,-0.5304197573917478,0.5312801206093735,5.064196348931627
1.58,4,0.20684340911446897,0.32371641765455067,0.38415688846250184,9.481115139523183
1.58,5,0.20684340911446897,-0.32371641765455067,0.38415688846250184,9.481115139523183
1.58,6,0.15278173090194444,0.0,0.15278173090194444,52.91004218782846
1.58,7,-0.13747659726210654,0.0,0.13747659726210654,73.59108979221736
1.58,8,-0.052020602448629175,0.05296205165476681,0.0742369314734958,153.24639963274925
1.58,9,-0.052020602448629175,-0.05296205165476681,0.0742369314734958,153.24639963274925
1.58,10,0.00198631621998037,0.03456382285372855,0.034620850688417304,493.47862266546514
1.58,11,0.00198631621998037,-0.03456382285372855,0.034620850688417304,493.47862266546514
1.58,12,0.01865106381708274,0.0,0.01865106381708274,2407.958102246186
1.585,1,-0.9081811060943903,0.0,0.9081811060943903,1.2194769933534473
1.585,2,-0.0239917222062265,0.5194346747796162,0.5199884461195522,5.557626261020151
1.585,3,-0.0239917222062265,-0.5194346747796162,0.5199884461195522,5.557626261020151
1.585,4,0.20336297156094124,0.33384661661182,0.39090927544029413,9.67136771984347
1.585,5,0.20336297156094124,-0.33384661661182,0.39090927544029413,9.67136771984347
1.585,6,0.1473791945154264,0.0,0.1473791945154264,54.60454581999345
1.585,7,-0.13991488950565809,0.0,0.13991488950565809,56.68970434893568
1.585,8,-0.052761091594568,0.05449512621018275,0.07585150998440401,139.59677477468324
1.585,9,-0.052761091594568,-0.05449512621018275,0.07585150998440401,139.59677477468324
1.585,10,0.00013558868683511988,0.03429664835303573,0.03429691637077284,508.42055661255665
1.585,11,0.00013558868683511988,-0.03429664835303573,0.03429691637077284,508.42055661255665
1.585,12,0.016024764568466725,0.0,0.016024764568466725,3149.793306857894
1.59,1,-0.8999000767872665,0.0,0.8999000767872665,1.2427993403288098
1.59,2,-0.014696326880116892,0.5067644206657973,0.5069774749202458,6.323916356164109
1.59,3,-0.014696326880116892,-0.5067644206657973,0.5069774749202458,6.323916356164109
1.59,4,0.19596648158079777,0.34232498978029646,0.39444804541439576,10.346079328753131
1.59,5,0.19596648158079777,-0.34232498978029646,0.39444804541439576,10.346079328753131
1.59,6,-0.14120479395718394,0.0,0.14120479395718394,41.7119362054858
1.59,7,0.1410747552749887,0.0,0.1410747552749887,57.973545790630745
1.59,8,-0.05390401001536486,0.0581219674676709,0.07927045728422127,138.64397995815295
1.59,9,-0.05390401001536486,-0.0581219674676709,0.07927045728422127,138.64397995815295
1.59,10,-0.001337890569431175,0.03320144211160523,0.0332283871029884,621.1257788299091
1.59,11,-0.001337890569431175,-0.03320144211160523,0.0332283871029884,621.1257788299091
1.59,12,0.014363956976462795,0.0,0.014363956976462795,4227.664285498466
1.595,1,-0.8910838082224162,0.0,0.8910838082224162,1.2701662792287596
1.595,2,-0.00099154666672642,0.4920450991753073,0.4920460982339259,7.616118134522695
1.595,3,-0.00099154666672642,-0.4920450991753073,0.4920460982339259,7.616118134522695
1.595,4,0.18357621778373873,0.3493514910890053,0.3946475542327534,11.805681418462141
1.595,5,0.18357621778373873,-0.3493514910890053,0.3946475542327534,11.805681418462141
1.595,6,-0.14013908253928337,0.0,0.14013908253928337,28.892942517784224
1.595,7,0.13364971890784794,0.0,0.13364971890784794,63.52532311155911
1.595,8,-0.056236354538941255,0.06336782160574797,0.08472312781577057,137.05808007968616
1.595,9,-0.056236354538941255,-0.06336782160574797,0.08472312781577057,137.05808007968616
1.595,10,-0.00220070209446624,0.0314382362855491,0.03151516762536103,793.054607658578
1.595,11,-0.00220070209446624,-0.0314382362855491,0.03151516762536103,793.054607658578
1.595,12,0.013362264463399364,0.0,0.013362264463399364,6084.109949928631
1.6,1,-0.8817040625232722,0.0,0.8817040625232722,1.3023199241879846
1.6,2,0.02010354027684813,0.47516219218547245,0.47558728033260805,10.137540731050224
1.6,3,0.02010354027684813,-0.47516219218547245,0.47558728033260805,10.137540731050224
1.6,4,0.16358391785989485,0.3547024518414762,0.39060661479901687,15.044346879242836
1.6,5,0.16358391785989485,-0.3547024518414762,0.39060661479901687,15.044346879242836
1.6,6,-0.13532666258305,0.0,0.13532666258305,18.186844090048456
1.6,7,0.12486943741841576,0.0,0.12486943741841576,72.1608576637355
1.6,8,-0.06063904137025808,0.07006247380556437,0.09265982718556766,127.5840246153192
1.6,9,-0.06063904137025808,-0.07006247380556437,0.09265982718556766,127.5840246153192
1.6,10,-0.002401086667637663,0.029299412496860196,0.02939763238505228,1010.7952460625438
1.6,11,-0.002401086667637663,-0.029299412496860196,0.02939763238505228,1010.7952460625438
1.6,12,0.012698202173988222,0.0,0.012698202173988222,10862.967036984326
1.605,1,-0.871727519416871,0.0,0.871727519416871,1.3402003484899037
1.605,2,0.057007998336033136,0.4599421405877114,0.4634616322444472,15.884970958484411
1.605,3,0.057007998336033136,-0.4599421405877114,0.4634616322444472,15.884970958484411
1.605,4,0.12825196729668775,0.3539801331977733,0.37649767836493225,24.032944494762056
1.605,5,0.12825196729668775,-0.3539801331977733,0.37649767836493225,24.032944494762056
1.605,6,-0.1248894836882124,0.0,0.1248894836882124,28.861574691296152
1.605,7,0.11446628120393942,0.0,0.11446628120393942,85.40247086093433
1.605,8,-0.06844951427838172,0.07896360352896474,0.10450161093124792,109.32478561626988
1.605,9,-0.06844951427838172,-0.07896360352896474,0.10450161093124792,109.32478561626988
1.605,10,-0.002000871465922041,0.027050980849651223,0.027124878830168776,1293.199268107199
1.605,11,-0.002000871465922041,-0.027050980849651223,0.027124878830168776,1293.199268107199
1.605,12,0.01132541456522934,0.0010976409787090983,0.011378481040650828,33506.12024780955
1.61,1,-0.8611140203438231,0.0,0.8611140203438231,1.3850205639832214
1.61,2,0.10258620834198992,0.47452955608523295,0.48549174013615765,12.35262812938925
1.61,3,0.10258620834198992,-0.47452955608523295,0.48549174013615765,12.35262812938925
1.61,4,0.08624405088828077,0.31825398494672924,0.3297326724000722,27.081208166755214
1.61,5,0.08624405088828077,-0.31825398494672924,0.3297326724000722,27.081208166755214
1.61,6,-0.08152932093245624,0.09276067213809061,0.12349725692183526,79.19567290357232
1.61,7,-0.08152932093245624,-0.09276067213809061,0.12349725692183526,79.19567290357232
1.61,8,-0.10759882049809477,0.0,0.10759882049809477,91.25683049674838
1.61,9,0.10215976785620845,0.0,0.10215976785620845,105.59762772906156
1.61,10,-0.0010249071263704924,0.024888226490507377,0.024909320594116536,1686.1684589809743
1.61,11,-0.0010249071263704924,-0.024888226490507377,0.024909320594116536,1686.1684589809743
1.61,12,0.012079774321254438,0.002937061629400842,0.012431704576096428,11690.896077729903
1.615,1,-0.8498142283362616,0.0,0.8498142283362616,1.4383782601733452
1.615,2,0.12487522518701621,0.497539656783559,0.512971277887768,7.845109001382494
1.615,3,0.12487522518701621,-0.497539656783559,0.512971277887768,7.845109001382494
1.615,4,0.07316512850990729,0.26893671542699576,0.27871148690811465,28.732122829180554
1.615,5,0.07316512850990729,-0.26893671542699576,0.27871148690811465,28.732122829180554
1.615,6,-0.10082208952052321,0.11396498860755225,0.15216146806469735,44.59107619059901
1.615,7,-0.10082208952052321,-0.11396498860755225,0.15216146806469735,44.59107619059901
1.615,8,-0.0884800899860003,0.0,0.0884800899860003,176.81199140639055
1.615,9,0.08781366211694104,0.0,0.08781366211694104,135.0320423048049
1.615,10,0.0006735595573680731,0.0229906988125721,0.023000563348920956,2271.9304847657254
1.615,11,0.0006735595573680731,-0.0229906988125721,0.023000563348920956,2271.9304847657254
1.615,12,0.012453416200501968,0.0047988668686865105,0.013346036800724848,8080.738064716464
1.62,1,-0.8377664376835532,0.0,0.8377664376835532,1.5024268748677223
1.62,2,0.13867227569957535,0.5157466100869725,0.5340641963883206,5.91160883164323
1.62,3,0.13867227569957535,-0.5157466100869725,0.5340641963883206,5.91160883164323
1.62,4,0.07875977088382012,0.22488710624138428,0.23827990276835245,33.50648262847049
1.62,5,0.07875977088382012,-0.22488710624138428,0.23827990276835245,33.50648262847049
1.62,6,-0.12783660906473399,0.13561220998106824,0.18636756722434022,22.885841736171802
1.62,7,-0.12783660906473399,-0.13561220998106824,0.18636756722434022,22.885841736171802
1.62,8,-0.0737231474872736,0.0,0.0737231474872736,239.61875133864777
1.62,9,0.07203624903380045,0.0,0.07203624903380045,168.64584567128344
1.62,10,0.0036462139561052242,0.02173036894180922,0.022034151006127812,3153.1621501293034
1.62,11,0.0036462139561052242,-0.02173036894180922,0.022034151006127812,3153.1621501293034
1.62,12,0.011641190918684284,0.007264243316101175,0.01372175487905166,8204.266420433732
1.625,1,-0.8248920887613063,0.0,0.8248920887613063,1.5801462826455877
1.625,2,0.14877359651719396,0.530535854749235,0.5510007950948549,4.846392692460813
1.625,3,0.14877359651719396,-0.530535854749235,0.5510007950948549,4.846392692460813
1.625,4,-0.15828490667282874,0.14752438853685074,0.21637365110751772,14.027149924429013
1.625,5,-0.15828490667282874,-0.14752438853685074,0.21637365110751772,14.027149924429013
1.625,6,0.09328067287188,0.1932479994530946,0.21458348777120279,35.306963746119436
1.625,7,0.09328067287188,-0.1932479994530946,0.21458348777120279,35.306963746119436
1.625,8,-0.06312878578968702,0.0,0.06312878578968702,285.2352510344117
1.625,9,0.057621852164743026,0.0,0.057621852164743026,176.4339972791802
1.625,10,0.008400282888459912,0.02348582896753283,0.02494291311972915,2669.841136516728
