status,parent_arc,start_numerator,end_numerator,turn_denominator,refinement_level,theta_start,theta_end,theta_midpoint,center_real,center_imag,disc_radius,center_id,center_inverse_upper,distance_upper,neumann_product_upper,transported_coarse_resolvent_upper,first_effective_product_upper,first_effective_resolvent_upper,column_factor_upper,row_factor_upper,fine_resolvent_upper,second_effective_perturbation_upper,second_continuation_product_upper
closed,0,0,1,256,2,0.0,0.02454369260617026,0.01227184630308513,-0.06087144653840408,-0.5476199838708271,0.003221324215048341,turn_00000217_of_00524288,103.61564029751199,0.0057600105652914155,0.596827182843104,257.00056126846874,0.157272345528542,304.96277166750207,1.000452956430038,1.0006653996696175,307.96275195315934,0.00015296171140743076,0.047106509588497346
closed,0,1,2,256,2,0.02454369260617026,0.04908738521234052,0.03681553890925539,-0.06102955406943425,-0.541179397090493,0.0032213242150483344,turn_00000001_of_00000128,111.48392268725767,0.006442648430096547,0.7182517194820655,395.6862575427899,0.24214151716251653,522.1110095136875,1.000452956430038,1.0006653996696175,525.3539043035098,0.00015296171140743076,0.08035903229684048
closed,0,2,3,256,2,0.04908738521234052,0.07363107781851078,0.06135923151542565,-0.0613456738934299,-0.5347446302475328,0.003221324215048325,turn_00000001_of_00000128,111.48392268725767,0.006442648430096702,0.7182517194820828,395.6862575428142,0.24214151716253138,522.1110095137298,1.000452956430038,1.0006653996696175,525.3539043035522,0.00015296171140743076,0.08035903229684696
closed,0,3,4,256,2,0.07363107781851078,0.09817477042468103,0.0859029241215959,-0.06181961559162955,-0.5283195594048813,0.0032213242150483544,turn_00008459_of_00524288,123.19132831792734,0.00728256853041968,0.8971492908287364,1197.768389839618,0.7329783372466646,4485.659992860101,1.000452956430038,1.0006653996696175,4493.336741433741,0.00015296171140743076,0.6873084778995933
closed,1,4,5,256,2,0.09817477042468103,0.1227184630308513,0.11044661672776616,-0.06245109367927603,-0.5219080547849653,0.003221324215048307,turn_00008459_of_00524288,123.19132831792734,0.0056027200842776684,0.6902065293756958,397.65630976556355,0.2433470971517589,525.5465329858386,1.000452956430038,1.0006653996696175,528.7932709497481,0.00015296171140743076,0.08088512370520673
closed,1,5,6,256,2,0.1227184630308513,0.14726215563702155,0.1349903093339364,-0.06323972777758181,-0.5155139784384261,0.0032213242150483153,turn_00000003_of_00000128,137.20311225892382,0.006442648430096613,0.883951415799325,1182.2902726815485,0.7235064521355957,4276.013967824516,1.000452956430038,1.0006653996696175,4283.456194300593,0.00015296171140743076,0.655204790218979
closed,1,6,7,256,2,0.14726215563702155,0.1718058482431918,0.1595340019401067,-0.06418504284285503,-0.5091411819177649,0.0032213242150483084,turn_00000003_of_00000128,137.20311225892382,0.006442648430096634,0.8839514157993279,1182.290272681578,0.7235064521356138,4276.0139678249025,1.000452956430038,1.0006653996696175,4283.45619430098,0.00015296171140743076,0.6552047902190383
closed,1,7,8,256,2,0.1718058482431918,0.19634954084936207,0.18407769454627693,-0.06528646945264795,-0.5027935039573117,0.0032213242150483453,turn_00001833_of_00065536,148.46508559874314,0.005410825409366005,0.8033186575613783,754.8508859963397,0.46193350231997227,1402.8951611947923,1.000452956430038,1.0006653996696175,1407.1233517788805,0.00015296171140743076,0.2152359960494578
closed,2,16,17,512,3,0.19634954084936207,0.2086213871524472,0.20248546400090464,-0.0662145920240941,-0.4980515303126742,0.0016106696876424145,turn_00016705_of_00524288,160.30639770723036,0.002211525792682764,0.35452173326160097,248.35289732876433,0.15198037891015326,292.8622064305417,1.000452956430038,1.0006653996696175,295.84865032818215,0.00015296171140743076,0.0452535158717773
closed,2,17,18,512,3,0.2086213871524472,0.22089323345553233,0.21475731030398976,-0.06688176491543407,-0.4949000528763727,0.0016106696876424214,turn_00009373_of_00262144,174.7909546873813,0.004209126361685138,0.7357172151587689,661.3785108719344,0.4047327724640466,1111.0615204025964,1.000452956430038,1.0006653996696175,1114.963249096619,0.00015296171140743076,0.1705466867382084
