two_step_length,fixed_point_count,multiprecision_trace,perron_postcritical_model,postcritical_remainder,successive_remainder_ratio,decimal_places,workers
14,16384,0.999291195348810813634337604105025002351962843,0.999291195071059252517949511268287160393194962,0.00000000027775156111638809283673784195876788,,50,64
15,32768,0.999577612648040108937836673931287395048292723,0.999577612590096840346445123493550954553172652,5.794326859139155043773644049512007e-11,0.208615456051788653571608403751,50,64
16,65536,0.999748322267819715438529303717890298385067351,0.999748322255743306561932351460781029764871829,1.2076408876596952257109268620195522e-11,0.208417805384059856482373354186,50,64
17,131072,0.999850049248585862973368827117768374243719213,0.999850049246070665016158177292129503428805327,2.5151979572106498256388708149138855e-12,0.208273666692826904100440818216,50,64
18,262144,0.999910662330463479350060224644499690939489961,0.999910662329939894666841400783969538761272404,5.2358468321882386053015217821755729e-13,0.208168379636996193558888400521,50,64
19,524288,0.999946775701895064543946583593643062744824308,0.999946775701786111084739989848217950468485609,1.0895345920659374542511227633869911e-13,0.208091379863872729715153399112,50,64
20,1048576,0.999968291264484913745576425881171477712512476,0.999968291264462247610712757309153375462523324,2.2666134863668572018102249989151872e-14,0.208035018151097327150355430104,50,64
