truncation_degree,reduced_even_beta_one_first_zero,inferred_even_beta_one_resonance,odd_beta_two_first_zero,inferred_odd_beta_two_resonance,lambda,lambda_inverse
3,4.810432995654381,0.20788149443166007,6.55606040214457,0.152530626422064,1.6785735104283224,0.5957439419765593
4,4.810460695055812,0.20788029741679404,6.556163020365951,0.15252823898576306,1.6785735104283224,0.5957439419765593
5,4.81046068799041,0.20788029772211986,6.55616298515057,0.15252823980504412,1.6785735104283224,0.5957439419765593
6,4.810460687967537,0.20788029772310831,6.556162985142568,0.15252823980523028,1.6785735104283224,0.5957439419765593
7,4.810460687786531,0.20788029773093034,6.556162985098828,0.15252823980624788,1.6785735104283224,0.5957439419765593
8,4.8104606856683185,0.20788029782246722,6.5561629848338825,0.15252823981241181,1.6785735104283224,0.5957439419765593
9,4.81046068777324,0.20788029773150468,6.556162984971725,0.1525282398092049,1.6785735104283224,0.5957439419765593
10,4.8104606607581575,0.20788029889894039,6.556162976953348,0.15252823999575135,1.6785735104283224,0.5957439419765593
