sigma,window_multiple,packet_rank,packet_gram_condition,arnoldi_depth,direct_lower_half_root_count,direct_center_real,direct_center_imag,discovery_radius_factor,selected_radius_factor,winding_integer,projected_pole_count,projected_zero_count,predicted_root_real,predicted_root_imag,direct_reference_error,feshbach_reference_error,root_radial_distance,isolation_corridor_width,maximum_relative_arnoldi_residual,cauchy_count_error,maximum_phase_increment,maximum_arnoldi_orthogonality_error,model_build_seconds
0.001,5.0,7,1.2721637108877257,50,2,0.31419510737784634,-0.548308997001351,0.16,0.151745434611232,1,0,1,0.2492345318440559,-0.486167512657092,0.08989683225892228,3.2388509105990657e-15,0.0898968322589236,0.011997514957139493,2.7634567688442436e-14,2.8333489782710385e-14,0.18681339742949676,2.028566831358126e-15,16.880744457244873
0.001,6.0,7,1.27246732722647,50,2,0.3142729568561992,-0.5484467747212604,0.16,0.15195230868335852,1,0,1,0.24923453184405597,-0.48616751265709224,0.09004833819297985,3.2368285245694686e-15,0.09004833819298116,0.012004063600683623,2.811482067584338e-14,4.2005101185540155e-14,0.18712983867324873,2.7429154755220035e-15,0.3173391819000244
0.001,7.0,7,1.27246770377597,50,2,0.31427312252703415,-0.5484470401247475,0.16,0.151952718640572,1,0,1,0.2492345318440563,-0.4861675126570916,0.09004864140908607,2.7336071744532854e-15,0.09004864140908773,0.012004070457964755,2.9913953739243615e-14,3.060501937005702e-14,0.18713045354842925,3.051405908796269e-15,16.53541660308838
0.0001,5.0,9,1.114759745245466,62,3,0.43858581701860305,-0.4393012383325196,0.09,0.0853166986636571,1,0,1,0.40103156797883605,-0.40938842947358917,0.04801143358431495,6.008930149072876e-13,0.04801143358380131,0.009899536952460049,3.138661228156068e-10,9.45988011248209e-15,0.12205053367121099,2.3092787784197055e-14,271.41485238075256
0.0001,6.0,9,1.1196058850773694,62,3,0.4414713022650374,-0.44229017637881907,0.09,0.0914667356566536,1,0,1,0.40103156797864925,-0.4093884294729979,0.05213345431302515,3.452954246050322e-14,0.052133454313026385,0.010050779171020756,1.9302946077699532e-11,9.243737164197166e-15,0.1305182539102212,3.0975386646205144e-14,4.751361846923828
0.0001,7.0,9,1.1197743439164125,62,3,0.4415726121744545,-0.4423938845781807,0.09,0.09167853384375044,1,0,1,0.4010315679786314,-0.409388429473008,0.05227749354345864,1.75962469094761e-14,0.05227749354346777,0.01005399351112772,9.558474454096015e-12,9.57376682461341e-16,0.1307887453786788,7.549848739252638e-15,268.4265422821045
