sigma,contour_role,radius_factor,center_real,center_imag,radius,arnoldi_depth,contour_nodes,winding_float,winding_integer,projected_pole_count,projected_zero_count,cauchy_count_real,cauchy_count_imag,cauchy_centroid_real,cauchy_centroid_imag,maximum_relative_arnoldi_residual,minimum_feshbach_singular_value,minimum_logabs_determinant,maximum_logabs_determinant,maximum_phase_increment,minimum_projected_pole_boundary_distance
0.004,discovery_scan,0.45,-0.0025055609909863663,-0.6326494733728317,0.28469449570363525,42,128,1.0,1,5,6,1.023431906447263,-0.0490935747798786,0.0757771649656323,-0.4681075918977058,4.4030135492021663e-14,0.011745000937160835,-6.333526131824776,-0.6735126399465703,1.1276451112641854,0.006605019296497039
0.004,discovery_scan,0.46,-0.0025055609909863663,-0.6326494733728317,0.29102104005260493,42,128,1.0,1,5,6,0.6149121924006667,-0.8246977613770928,0.1181029196358682,-0.31805893664084206,1.295392002254718e-13,0.011740378127262934,-6.434305654944537,-0.6347178946690077,2.7096898548309047,0.0002784749475273629
0.004,discovery_scan,0.47,-0.0025055609909863663,-0.6326494733728317,0.29734758440157455,42,128,-3.533949646070574e-17,0,10,10,-0.030870364782572414,-0.06773300820713193,0.7793980997917188,2.02629270654534,5.063288636669561e-14,0.011694060049929102,-6.557829309468097,-0.5962848210681091,1.8013493713598259,0.006048069401440925
0.004,discovery_scan,0.48,-0.0025055609909863663,-0.6326494733728317,0.3036741287505442,42,128,1.236882376124701e-16,0,10,10,-0.002291452495624836,-0.004306901102263848,10.528841156988667,36.58895630558794,2.72832489477873e-14,0.011550568755083446,-6.690640435251833,-0.5582054597642933,1.2982060071365384,0.012374613750410601
0.004,selected_optimized,0.23802130496660617,-0.0025055609909863663,-0.6326494733728317,0.1505852341870869,42,512,1.0,1,0,1,1.0000000000000007,-1.378240361967524e-15,0.060517327855508736,-0.511874822511598,3.7159922905215525e-15,0.01123639018131501,-5.22830494311185,-1.5988376379298832,0.20281989581658277,0.01435601261839961
0.002,discovery_scan,0.04,0.19834822407338853,-0.6162494494914493,0.025895340182869396,46,128,-9.663143563474227e-19,0,0,0,0.0,-1.766974823035287e-17,nan,nan,1.045917950537336e-15,0.03106183237889193,-3.7376390811380813,-2.9800847257515084,0.02159452017481156,0.10149684431929326
0.002,discovery_scan,0.05,0.19834822407338853,-0.6162494494914493,0.03236917522858675,46,128,8.282694482977908e-19,0,0,0,-8.834874115176436e-17,3.533949646070574e-17,nan,nan,1.1139036847537006e-15,0.028454205200093334,-3.8504175230675513,-2.8979952460414853,0.028367719711668293,0.09502300927357592
0.002,discovery_scan,0.06,0.19834822407338853,-0.6162494494914493,0.03884301027430409,46,128,1.1043592643970545e-18,0,0,0,-3.533949646070574e-17,-8.834874115176436e-18,nan,nan,1.1911267297876813e-15,0.025900119366705374,-3.9693099797793647,-2.817963542966962,0.03599264474529651,0.08854917422785857
0.002,discovery_scan,0.07,0.19834822407338853,-0.6162494494914493,0.04531684532002145,46,128,-1.6565388965955816e-18,0,0,0,0.0,7.951386703658792e-17,nan,nan,1.2796816668418336e-15,0.023394533189266816,-4.095475959599893,-2.739845792270426,0.044730542360906574,0.08207533918214122
0.002,discovery_scan,0.08,0.19834822407338853,-0.6162494494914493,0.05179068036573879,46,128,1.6565388965955816e-18,0,0,0,-7.067899292141149e-17,8.834874115176436e-18,nan,nan,1.382368840205228e-15,0.020937905247429448,-4.230491399967696,-2.663514730435537,0.05497618114374969,0.07560150413642387
0.002,discovery_scan,0.09,0.19834822407338853,-0.6162494494914493,0.058264515411456136,46,128,-2.208718528794109e-18,0,0,0,-3.533949646070574e-17,2.6504622345529306e-17,nan,nan,1.5030986806793115e-15,0.01852579970498934,-4.376578289416409,-2.5888570580740877,0.067359035260244,0.06912766909070653
0.002,discovery_scan,0.1,0.19834822407338853,-0.6162494494914493,0.0647383504571735,46,128,3.3130777931911632e-18,0,0,0,-1.0601848938211722e-16,4.417437057588218e-17,nan,nan,1.6474041708509777e-15,0.016151301105972966,-4.537012815093664,-2.5157713483981192,0.08293824749222911,0.06265383404498917
0.002,discovery_scan,0.11,0.19834822407338853,-0.6162494494914493,0.07121218550289084,46,128,3.3130777931911632e-18,0,0,0,0.0,1.236882376124701e-16,nan,nan,1.824584787484047e-15,0.013803680214740852,-4.7169015415633515,-2.4441663456229388,0.10363286459755439,0.05617999899927183
0.002,discovery_scan,0.12,0.19834822407338853,-0.6162494494914493,0.07768602054860818,46,128,-8.834874115176436e-18,0,0,0,-2.1203697876423444e-16,-1.5902773407317583e-16,nan,nan,2.0474147726555442e-15,0.011466174664450424,-4.924788955151429,-2.3739595678160295,0.13326969032508362,0.04970616395355448
0.002,discovery_scan,0.13,0.19834822407338853,-0.6162494494914493,0.08415985559432554,46,128,-8.834874115176436e-18,0,0,0,1.711138418627372e-13,6.633223485674468e-14,nan,nan,2.336525732578973e-15,0.00911226492837196,-5.176381640560573,-2.305076149945277,0.18054916259352205,0.043232328907837125
0.002,discovery_scan,0.14,0.19834822407338853,-0.6162494494914493,0.0906336906400429,46,128,8.834874115176436e-18,0,0,0,2.257998537781655e-09,8.673629181095315e-10,0.17545688765340747,-0.512925699574239,2.727711517910028e-15,0.00668571109142093,-5.504612758890373,-2.2374478782850624,0.26953322125299883,0.03675849386211977
0.002,discovery_scan,0.15,0.19834822407338853,-0.6162494494914493,0.09710752568576023,46,128,0.0,0,0,0,1.545292231536248e-05,5.935801010587266e-06,0.17545688329141243,-0.5129257330643933,3.287465094223301e-15,0.004164351947263453,-5.993247281696513,-2.171012378651037,0.49363904030995054,0.030284658816402438
0.002,discovery_scan,0.16,0.19834822407338853,-0.6162494494914493,0.10358136073147758,46,128,5.300924469105861e-17,0,0,0,0.05686779480543414,0.020441770140167997,0.17545688329228293,-0.5129257330660746,4.154389955477784e-15,0.0016117829650021378,-6.941384688665462,-2.105712429337563,1.609512771577044,0.02381082377068508
0.002,discovery_scan,0.17,0.19834822407338853,-0.6162494494914493,0.11005519577719494,46,128,1.0000000000000002,1,0,1,0.9938179554242901,0.0023578889295444994,0.17545688311752183,-0.5129257330757522,5.673225597845334e-15,0.0026931671941574074,-6.442707148844015,-2.0414953759415764,1.2368441725567663,0.017336988724967722
0.002,discovery_scan,0.18,0.19834822407338853,-0.6162494494914493,0.11652903082291227,46,128,1.0000000000000002,1,0,1,0.9999924484836611,1.2145498024379176e-05,0.17545662023734723,-0.5129257476353724,9.012084843596653e-15,0.006235599982100509,-5.597616202298875,-1.9783126300428182,0.7158163665452815,0.010863153679250392
0.002,discovery_scan,0.19,0.19834822407338853,-0.6162494494914493,0.12300286586862963,46,128,1.0,1,0,1,0.9964336706060404,0.010620515499099838,0.17519042646948846,-0.5129404907787429,2.1276186332786164e-14,0.009048987510319016,-5.2948620466842,-1.9161192373753888,1.2084670318042856,0.004389318633533035
0.002,discovery_scan,0.2,0.19834822407338853,-0.6162494494914493,0.129476700914347,46,128,3.533949646070574e-17,0,6,6,0.049671884247595166,0.1090184538398339,-0.013779817675739173,-0.5234066089351678,3.9424948817315146e-14,0.01050132447898412,-5.1959544859348235,-1.854873503957421,1.8986146847277956,0.0020845164121809645
0.002,discovery_scan,0.21,0.19834822407338853,-0.6162494494914493,0.13595053596006432,46,128,0.0,0,6,6,7.494829016468551e-05,0.00023107448360083448,-97.37879488088878,-5.92603532832755,1.5342876423217846e-14,0.008731890236973607,-5.336486548771659,-1.7945366708520047,0.8051775127115788,0.008558351457898294
0.002,discovery_scan,0.22,0.19834822407338853,-0.6162494494914493,0.14242437100578167,46,128,-1.236882376124701e-16,0,6,6,8.48725046232495e-06,-5.0482093558963315e-06,661.2502659965525,-2311.4542974909,1.0782043127747434e-14,0.005816951056216217,-5.779289973335963,-1.7350726299653498,0.6674504446197416,0.015032186503615652
0.002,discovery_scan,0.23,0.19834822407338853,-0.6162494494914493,0.14889820605149903,46,128,-3.533949646070574e-17,0,6,6,0.002450200820724454,-0.0016626910975861436,2.853755836987353,-8.022496600153577,9.138587503037955e-15,0.0029842282902704832,-6.46296733820571,-1.6764476746593,1.1066390244605917,0.02150602154933301
0.002,discovery_scan,0.24,0.19834822407338853,-0.6162494494914493,0.15537204109721636,46,128,0.0,0,6,6,0.39961752749638985,-0.14839783017368155,0.1992218776767879,-0.5159095668588188,8.451918534469509e-15,0.0010645551114415257,-7.486063331423201,-1.6186302800478394,3.0060298040655726,0.02797985659505034
0.002,discovery_scan,0.25,0.19834822407338853,-0.6162494494914493,0.16184587614293372,46,128,0.9999999999999999,1,6,7,0.9935720428984763,-0.004336696300452143,0.1878024330471886,-0.48361731999169094,8.217492375026468e-15,0.0020545286249222926,-6.824618935279295,-1.5615909087237587,1.0439872551082783,0.0344536916407677
0.002,discovery_scan,0.26,0.19834822407338853,-0.6162494494914493,0.16831971118865108,46,128,1.0000000000000002,1,6,7,0.9999574100414621,-2.900331144861417e-05,0.187741081124451,-0.4834438271906872,8.2533907350915e-15,0.003524977690265951,-6.281908129927157,-1.5053018383692156,0.5301273978114103,0.040927526686485055
0.002,discovery_scan,0.27,0.19834822407338853,-0.6162494494914493,0.17479354623436844,46,128,1.0,1,6,7,0.9999996601057691,-2.3147868841494046e-07,0.18774067658760724,-0.48344268322930817,8.483429948893607e-15,0.004815549359220457,-5.966686804979648,-1.4497370082785677,0.34538786320007464,0.04740136173220241
0.002,discovery_scan,0.28,0.19834822407338853,-0.6162494494914493,0.1812673812800858,46,128,1.0,1,6,7,0.9999999967664698,-2.2021448876994673e-09,0.18774067336421504,-0.48344267411410213,8.875817810278794e-15,0.005930844810268883,-5.753886196549851,-1.3948718822912682,0.2540681273241763,0.05387519677791977
0.002,discovery_scan,0.29,0.19834822407338853,-0.6162494494914493,0.1877412163258031,46,128,1.0000000000000002,1,6,7,0.9999999999637833,-2.4668735504395645e-11,0.1877406733336018,-0.4834426740275337,9.42169960770316e-15,0.006897673250758464,-5.596528947718028,-1.340683326018052,0.20084315900095495,0.06034903182363707
0.002,discovery_scan,0.3,0.19834822407338853,-0.6162494494914493,0.19421505137152045,46,128,1.0,1,6,7,0.999999999999527,-3.214480598065794e-13,0.18774067333325942,-0.4834426740265661,1.012697330099082e-14,0.007737156901619254,-5.487078205747188,-1.2871494965618686,0.16671387776210134,0.06682286686935443
0.002,discovery_scan,0.31,0.19834822407338853,-0.6162494494914493,0.2006888864172378,46,128,1.0,1,6,7,0.9999999999999947,-4.2054000788239836e-15,0.1877406733332551,-0.4834426740265532,1.100960391868712e-14,0.008464751579289158,-5.4059899963641564,-1.2342497431988946,0.14353905120046664,0.07329670191507179
0.002,discovery_scan,0.32,0.19834822407338853,-0.6162494494914493,0.20716272146295517,46,128,1.0,1,6,7,1.0000000000000018,-1.0601848938211722e-16,0.18774067333325511,-0.48344267402655305,1.2099924079200947e-14,0.009091987867288627,-5.392603612509027,-1.181964517705021,0.1272849603585895,0.07977053696078915
0.002,discovery_scan,0.33,0.19834822407338853,-0.6162494494914493,0.21363655650867253,46,128,1.0000000000000002,1,6,7,1.0000000000000002,-1.0601848938211723e-15,0.18774067333325511,-0.4834426740265532,1.3443298540151384e-14,0.009627807877219847,-5.418976996121157,-1.130275293197279,0.11571708862159724,0.07447118570570926
0.002,discovery_scan,0.34,0.19834822407338853,-0.6162494494914493,0.22011039155438988,46,128,1.0,1,6,7,1.0000000000000013,-5.300924469105862e-16,0.18774067333325498,-0.4834426740265531,1.51055470485615e-14,0.010042569073810338,-5.460551569019968,-1.0791644905145177,0.10838887536959163,0.0679973506599919
0.002,discovery_scan,0.35,0.19834822407338853,-0.6162494494914493,0.22658422660010719,46,128,1.0,1,6,7,1.0000000000000446,-1.5266662471024882e-14,0.18774067333325595,-0.48344267402654584,1.7182538579235653e-14,0.010372604853470538,-5.5078077392745675,-1.0286154112923318,0.10740059723562245,0.061523515614274604
0.002,discovery_scan,0.36,0.19834822407338853,-0.6162494494914493,0.23305806164582454,46,128,1.0,1,6,7,1.0000000000015303,-5.589648155189828e-13,0.18774067333329042,-0.48344267402630225,1.981708768351276e-14,0.010632849978048456,-5.567559047558624,-0.9786121769979764,0.11952300040717434,0.05504968056855725
0.002,discovery_scan,0.37,0.19834822407338853,-0.6162494494914493,0.2395318966915419,46,128,1.0000000000000002,1,6,7,1.0000000000510694,-1.8686748259499062e-11,0.1877406733344399,-0.4834426740181807,2.3231159786961163e-14,0.010827283804619179,-5.635199157590795,-0.9291396732852094,0.13362177831079333,0.04857584552283989
0.002,discovery_scan,0.38,0.19834822407338853,-0.6162494494914493,0.24600573173725926,46,128,1.0,1,6,7,1.0000000015511632,-5.677513098635044e-10,0.1877406733692591,-0.48344267377225203,2.7811778724701872e-14,0.010941712507174125,-5.710205956409448,-0.8801834991094274,0.15048310099679618,0.04210201047712253
0.002,discovery_scan,0.39,0.19834822407338853,-0.6162494494914493,0.2524795667829766,46,128,1.0,1,6,7,1.0000000431148655,-1.5780712412159143e-08,0.18774067433398228,-0.4834426669582142,3.417624530703138e-14,0.01097892978275534,-5.793059243765964,-0.8317299201123348,0.18674900880267709,0.035628175431405174
0.002,discovery_scan,0.4,0.19834822407338853,-0.6162494494914493,0.258953401828694,46,128,1.0000000000000002,1,6,7,1.0000011016323054,-4.0321498573215225e-07,0.18774069890290207,-0.4834424934228802,4.349852266473333e-14,0.010963779378560778,-5.884158024002467,-0.7837658258446226,0.2420577651246385,0.029154340385687816
0.002,discovery_scan,0.41,0.19834822407338853,-0.6162494494914493,0.2654272368744113,46,128,1.0000000000000002,1,6,7,1.0000259836879775,-9.510712282564731e-06,0.18774127641960495,-0.48343841430365475,5.830820446786709e-14,0.010899687316076446,-5.983798230445477,-0.7362786904461261,0.32739475033327303,0.022680505339970514
0.002,discovery_scan,0.42,0.19834822407338853,-0.6162494494914493,0.27190107192012863,46,128,1.0000000000000002,1,6,7,1.0005681724269384,-0.00020809391079076243,0.18775385453505172,-0.48334957248772986,8.516465294368891e-14,0.010790162530053549,-6.092153201710843,-0.689256536447125,0.4780308909815387,0.016206670294253156
0.002,discovery_scan,0.43,0.19834822407338853,-0.6162494494914493,0.278374906965846,46,128,1.0,1,6,7,1.0116593410744998,-0.004324099258135879,0.18800859519485622,-0.48155028682369144,1.4794082734874143e-13,0.010627552221470977,-6.209260387875071,-0.6426879013927131,0.7472192818111445,0.009732835248535798
0.002,discovery_scan,0.44,0.19834822407338853,-0.6162494494914493,0.28484874201156335,46,128,1.0,1,6,7,1.2669560558609854,-0.1299778969168357,0.19282213236121581,-0.4475512839811548,4.509039140100091e-13,0.010409523166983358,-6.335016819073729,-0.5965618070254584,1.2796997872483997,0.0032590002028184406
0.002,discovery_scan,0.45,0.19834822407338853,-0.6162494494914493,0.2913225770572807,46,128,3.533949646070574e-17,0,12,12,-0.2787419488543768,-0.1373690012869383,0.2779492023728439,0.1537187167492459,4.783225937187215e-13,0.010157922768531204,-6.469184198465106,-0.5508677307906497,1.8874919437722424,0.0032148348428968077
0.002,discovery_scan,0.46,0.19834822407338853,-0.6162494494914493,0.29779641210299806,46,128,-7.067899292141149e-17,0,12,12,-0.013777757689232405,-0.005121954185700915,1.6910497372455808,10.13473886287536,1.7093645557246888e-13,0.009876259547247829,-6.61140254590781,-0.5055955794537977,1.3668727802912448,0.009688669888614165
0.002,discovery_scan,0.47,0.19834822407338853,-0.6162494494914493,0.30427024714871537,46,128,8.834874115176436e-18,0,12,12,-0.0008686453910407528,-0.0003182493226181083,23.769015402140415,166.0778780786144,1.0788299792594871e-13,0.009568043569394353,-6.769834045868381,-0.460735664642332,1.1121626782638678,0.016162504934331468
0.002,discovery_scan,0.48,0.19834822407338853,-0.6162494494914493,0.3107440821944327,46,128,2.6504622345529306e-17,0,12,12,-5.863006543129999e-05,-2.1437477557213194e-05,348.4944012278529,2465.948797291695,8.122448787034241e-14,0.009236760590522308,-6.940699644254547,-0.416278680143017,0.9698678746272866,0.022636339980048825
0.002,selected_optimized,0.18012608338999203,0.19834822407338853,-0.6162494494914493,0.1166106551297936,46,512,1.0000000000000002,1,0,1,1.0000000000000013,-3.480940401379516e-15,0.17545688329346626,-0.5129257330664262,9.184665005251664e-15,0.00627692695836786,-5.600643382490276,-1.9775224071116613,0.18045175407821645,0.010781529372369064
0.001,discovery_scan,0.04,0.3142729568561994,-0.5484467747212602,0.025284346338817345,50,128,-1.1043592643970545e-18,0,0,0,0.0,3.533949646070574e-17,nan,nan,1.9882667379800357e-15,0.019026995911091683,-4.492930884743581,-3.572376634408486,0.02678860228766089,0.07676805545484898
0.001,discovery_scan,0.05,0.3142729568561994,-0.5484467747212602,0.031605432923521685,50,128,-5.521796321985272e-19,0,0,0,1.766974823035287e-17,-5.300924469105861e-17,nan,nan,2.1862413141365854e-15,0.01724302356893149,-4.633319173762785,-3.47473168227711,0.035455900172717714,0.07044696887014465
0.001,discovery_scan,0.06,0.3142729568561994,-0.5484467747212602,0.037926519508226016,50,128,5.521796321985272e-19,0,0,0,0.0,0.0,nan,nan,2.4228488450105137e-15,0.015520864990686885,-4.782310466794863,-3.379813549475498,0.04536012737212147,0.0641258822854403
0.001,discovery_scan,0.07,0.3142729568561994,-0.5484467747212602,0.04424760609293036,50,128,0.0,0,0,0,1.4135798584282297e-16,-7.067899292141149e-17,nan,nan,2.711131282608085e-15,0.013845451130652275,-4.941575929563352,-3.287461493155545,0.057023682513162144,0.05780479570073597
0.001,discovery_scan,0.08,0.3142729568561994,-0.5484467747212602,0.05056869267763469,50,128,-3.865257425389691e-18,0,0,0,2.473764752249402e-16,-2.1203697876423444e-16,nan,nan,3.0688311190716803e-15,0.01220875389548199,-5.113961945752955,-3.197487405385531,0.07145921413650003,0.05148370911603164
0.001,discovery_scan,0.09,0.3142729568561994,-0.5484467747212602,0.05688977926233903,50,128,1.5461029701558764e-17,0,0,0,2.1203697876423444e-16,0.0,nan,nan,3.5231961657728893e-15,0.010587793304002295,-5.305872384409673,-3.109723650344571,0.09032065476893512,0.0451626225313273
0.001,discovery_scan,0.1,0.3142729568561994,-0.5484467747212602,0.06321086584704337,50,128,-6.6261555863823264e-18,0,0,0,1.4135798584282297e-16,0.0,nan,nan,4.1281817670710546e-15,0.00891812556188416,-5.524468264775919,-3.0240202973831547,0.11729691706528989,0.03884153594662296
0.001,discovery_scan,0.11,0.3142729568561994,-0.5484467747212602,0.0695319524317477,50,128,1.6565388965955818e-17,0,0,0,4.806171518655981e-15,9.188269079783492e-16,nan,nan,4.9626115723458705e-15,0.007186966983546268,-5.788928123554859,-2.940242789095799,0.16128212946148346,0.03252044936191863
0.001,discovery_scan,0.12,0.3142729568561994,-0.5484467747212602,0.07585303901645203,50,128,-2.208718528794109e-18,0,0,0,2.713573627702247e-10,1.046495079682224e-10,0.2492343550272704,-0.4861675345743038,6.204516990562392e-15,0.0052786567067909995,-6.142167642412131,-2.8582699679201378,0.24796552926244816,0.026199362777214297
0.001,discovery_scan,0.13,0.3142729568561994,-0.5484467747212602,0.08217412560115638,50,128,-1.766974823035287e-17,0,0,0,7.639946819924568e-06,2.9463407064278445e-06,0.2492345295258211,-0.4861675132770163,8.252094731938327e-15,0.003187624695189319,-6.68755683999414,-2.777992399249302,0.48132806680415563,0.019878276192509953
0.001,discovery_scan,0.14,0.3142729568561994,-0.5484467747212602,0.08849521218586072,50,128,3.533949646070574e-17,0,0,0,0.09255865685918838,0.03199674699310583,0.24923452931989606,-0.48616751341509196,1.2158252983113712e-14,0.0010816603264003188,-7.7970803519936,-2.6993109407296414,1.8631985174510324,0.013557189607805609
0.001,discovery_scan,0.15,0.3142729568561994,-0.5484467747212602,0.09481629877056504,50,128,1.0,1,0,1,0.998673538440332,0.0005371121551924093,0.24923309659399398,-0.48616854614754046,2.2269180444596215e-14,0.0022042374146115447,-7.124937869172207,-2.622135516797667,0.8870979082990522,0.007236103023101292
0.001,discovery_scan,0.16,0.3142729568561994,-0.5484467747212602,0.10113738535526938,50,128,1.0,1,0,1,0.7825120261490232,0.12354704389185128,0.24368950841591597,-0.49016445575442164,7.998609723617411e-14,0.0044485025171154295,-6.461217532103387,-2.5463840650309733,2.372763166250801,0.0009150164383969484
0.001,discovery_scan,0.17,0.3142729568561994,-0.5484467747212602,0.10745847193997372,50,128,-6.184411880623505e-17,0,7,7,0.0010511312381932376,0.000851251319690526,-12.799099049252936,-9.726402898454657,3.411564166167403e-14,0.003248512021604639,-6.732576136221519,-2.4718547227608543,0.885952335609486,0.005406070146300859
0.001,discovery_scan,0.18,0.3142729568561994,-0.5484467747212602,0.11377955852467805,50,128,-7.067899292141149e-17,0,7,7,-0.0065525208297124455,0.016560662916600195,-0.6994940464249405,0.29507146916551735,1.9702120085508904e-14,0.001137267756852288,-7.799401362671401,-2.398580364494678,1.2761016734198247,0.01172715673100519
0.001,discovery_scan,0.19,0.3142729568561994,-0.5484467747212602,0.12010064510938238,50,128,1.0000000000000002,1,7,8,1.0190246269431495,0.05367191168778824,0.26155348493795055,-0.46048025049681435,1.526581474046169e-14,0.000785617186491508,-8.192829288944894,-2.3265214598130273,1.3345282144053228,0.01804824331570952
0.001,discovery_scan,0.2,0.3142729568561994,-0.5484467747212602,0.12642173169408674,50,128,1.0000000000000002,1,7,8,1.000030105956819,7.258087814934889e-05,0.2625018409508124,-0.4612258984482353,1.3268594232864793e-14,0.0022302967804031446,-7.180504292284266,-2.2556209096638815,0.50244354227727,0.024369329900413877
0.001,discovery_scan,0.21,0.3142729568561994,-0.5484467747212602,0.13274281827879106,50,128,1.0,1,7,8,1.0000000584096969,1.4078806790377095e-07,0.2625031755828205,-0.4612269478069232,1.2444047857761118e-14,0.0034387809436397278,-6.785346774444572,-2.1858260083784473,0.26892563945899495,0.030690416485118194
0.001,discovery_scan,0.22,0.3142729568561994,-0.5484467747212602,0.1390639048634954,50,128,1.0,1,7,8,1.0000000001515101,3.651985684619119e-10,0.26250317817011903,-0.4612269498411951,1.2142472252157008e-14,0.00444501888561052,-6.599244376870987,-2.1170880016295426,0.17023119613563642,0.03701150306982254
0.001,discovery_scan,0.23,0.3142729568561994,-0.5484467747212602,0.14538499144819975,50,128,1.0,1,7,8,1.00000000000051,1.2357515122379584e-12,0.26250317817682506,-0.4612269498464677,1.2198236468884443e-14,0.005292387754991884,-6.496194342835863,-2.0493616975462325,0.10960837959103831,0.04333258965452688
0.001,discovery_scan,0.24,0.3142729568561994,-0.5484467747212602,0.15170607803290406,50,128,1.0,1,7,8,1.0000000000000024,5.8663564124771534e-15,0.2625031781768475,-0.4612269498464855,1.2514759651410785e-14,0.006011548455353168,-6.462737136070142,-1.9826051236884035,0.12593635619567323,0.048963757649258394
0.001,discovery_scan,0.25,0.3142729568561994,-0.5484467747212602,0.1580271646176084,50,128,1.0000000000000002,1,7,8,1.0000000000000389,3.244165775092787e-14,0.2625031781768468,-0.46122694984647844,1.3273202138424235e-14,0.006623369884293117,-6.466937643724959,-1.9167792236946493,0.15481648462821962,0.04264267106455405
0.001,discovery_scan,0.26,0.3142729568561994,-0.5484467747212602,0.16434825120231275,50,128,0.9999999999999997,1,7,8,1.0000000000060008,5.213989307812525e-12,0.2625031781766972,-0.4612269498454332,1.5148168261949448e-14,0.007142285982333921,-6.49437645011613,-1.8518475883437384,0.1928567944325641,0.036321584479849706
0.001,discovery_scan,0.27,0.3142729568561994,-0.5484467747212602,0.1706693377870171,50,128,1.0,1,7,8,1.000000000751681,6.532240167748072e-10,0.26250317815798246,-0.46122694971462386,1.803656443944393e-14,0.0075786522396031905,-6.540909375694857,-1.7877762165460587,0.24593449607848683,0.03000049789514536
0.001,discovery_scan,0.28,0.3142729568561994,-0.5484467747212602,0.17699042437172144,50,128,1.0,1,7,8,1.0000000790132682,6.866399653598286e-08,0.26250317619381786,-0.4612269359858128,2.241899439292799e-14,0.007940257126742819,-6.5971379338341425,-1.724533302432706,0.3253044650595984,0.023679411310441018
0.001,discovery_scan,0.29,0.3142729568561994,-0.5484467747212602,0.18331151095642573,50,128,1.0,1,7,8,1.0000070536919936,6.129864260720661e-06,0.2625030011475892,-0.46122571247519745,3.06064791911771e-14,0.008233270032461673,-6.662848797287365,-1.6620890452580528,0.45533532325688864,0.01735832472573673
0.001,discovery_scan,0.3,0.3142729568561994,-0.5484467747212602,0.18963259754113007,50,128,1.0000000000000002,1,7,8,1.0005408165099765,0.0004704260036860182,0.2624896068620723,-0.4611320912035339,4.860581834693379e-14,0.008462834905176072,-6.738021393845713,-1.6004154792938723,0.6974881349716586,0.011037238141032385
0.001,discovery_scan,0.31,0.3142729568561994,-0.5484467747212602,0.19595368412583442,50,128,1.0,1,7,8,1.0362082746626302,0.03358519819085165,0.26160078016371535,-0.4549195100488977,1.1281527177195296e-13,0.008628463052535474,-6.822214445327,-1.5394863212842471,1.2428283959405884,0.004716151556328041
0.001,discovery_scan,0.32,0.3142729568561994,-0.5484467747212602,0.20227477071053876,50,128,-3.533949646070574e-17,0,14,14,-0.24276516908792292,0.4040693755087333,0.20998634320843917,-0.09415303112721451,2.8307076366141617e-13,0.008737845229758236,-6.913803923859994,-1.440647782292343,2.0618756629489265,0.0016049350283724173
0.001,discovery_scan,0.33,0.3142729568561994,-0.5484467747212602,0.2085958572952431,50,128,8.834874115176436e-17,0,14,14,-0.005308434730054013,0.004656458709962943,-2.4345258698887635,18.390042784548644,7.061004384562109e-14,0.008796449066440474,-7.013009771988214,-1.4197636996094025,1.0487364223656461,0.007926021613076761
0.001,discovery_scan,0.34,0.3142729568561994,-0.5484467747212602,0.21491694387994745,50,128,1.766974823035287e-17,0,14,14,-0.00011612187989390853,0.0001009326253758243,-122.87850390710794,860.2504296133745,4.043714149220661e-14,0.008807703887912896,-7.120422837817597,-1.3609249146859,0.710388932648629,0.014247108197781105
0.001,discovery_scan,0.35,0.3142729568561994,-0.5484467747212602,0.22123803046465176,50,128,0.0,0,14,14,-2.8411471432716416e-06,2.4690215516847363e-06,-5032.552830405443,35177.12048538708,2.87867058638003e-14,0.008774985912920108,-7.235074207735053,-1.3027396831514026,0.5419884935754979,0.02056819478248542
0.001,discovery_scan,0.36,0.3142729568561994,-0.5484467747212602,0.2275591170493561,50,128,5.300924469105861e-17,0,14,14,-7.717613361855881e-08,6.706749032628394e-08,-185276.68261502084,1295019.314795433,2.3458241542909852e-14,0.008701638085106862,-7.3566601630889705,-1.2451883282888532,0.44419437918933413,0.026889281367189766
0.001,discovery_scan,0.37,0.3142729568561994,-0.5484467747212602,0.23388020363406045,50,128,1.766974823035287e-17,0,14,14,-2.314099776376047e-09,2.0109978627620782e-09,-6179081.910459683,43189388.0352774,2.372802529881729e-14,0.008590977331679392,-7.48490692637797,-1.1882522093812613,0.38653026298305015,0.03321036795189411
0.001,discovery_scan,0.38,0.3142729568561994,-0.5484467747212602,0.24020129021876477,50,128,1.3694054878523476e-16,0,14,14,-7.619039943143731e-11,6.621123242086322e-11,-187677210.76782572,1311770727.885944,2.5477616053204814e-14,0.008446293568612812,-7.619568196105169,-1.1319136465280395,0.3457723261651096,0.039531454536598426
0.001,discovery_scan,0.39,0.3142729568561994,-0.5484467747212602,0.2465223768034691,50,128,6.847027439261738e-17,0,14,14,-2.7431930732658226e-12,2.380963234543589e-12,-5193137503.485059,36456057977.19795,2.7598134313384286e-14,0.008270843360032608,-7.760421453930162,-1.076125801088954,0.31543736658078725,0.04585254112130277
0.001,discovery_scan,0.4,0.3142729568561994,-0.5484467747212602,0.2528434633881735,50,128,-5.300924469105861e-17,0,14,14,-1.082802171556024e-13,9.315491267042034e-14,nan,nan,3.0040043686373405e-14,0.008067840230467587,-7.907263122085512,-1.0208583540739662,0.3076745914124297,0.05217362770600714
