status,parent_arc,start_numerator,end_numerator,turn_denominator,refinement_level,theta_start,theta_end,theta_midpoint,center_real,center_imag,disc_radius,center_id,center_inverse_upper,distance_upper,neumann_product_upper,transported_inverse_upper,continuation_product_upper
closed,3,61,62,1024,4,0.37429131224409645,0.380427235395639,0.3773592738198677,-0.07932085841023191,-0.45411916174460654,0.0008053357913376677,turn_00031601_of_00524288,438.4788501482137,0.0011608161552328785,0.508993332979983,893.0201555294525,0.5464866448975019
closed,3,62,63,1024,4,0.380427235395639,0.3865631585471816,0.38349519697141027,-0.07991892775903056,-0.4526236451459967,0.0008053357913376703,turn_00032097_of_00524288,462.4435435650314,0.00111048265851607,0.5135355356716882,950.6214276176422,0.5817359343232709
closed,3,63,64,1024,4,0.3865631585471816,0.39269908169872414,0.38963112012295287,-0.08052616216668272,-0.45113182638460053,0.0008053357913376828,turn_00032593_of_00524288,488.04977446324256,0.001060149158994385,0.5174055579446059,1011.3041757891239,0.618870943254544
closed,4,64,65,1024,4,0.39269908169872414,0.3988350048502667,0.3957670432744954,-0.08114253877115613,-0.4496437616265514,0.0008053357913376713,turn_00033023_of_00524288,511.4668393983034,0.0008084816355063104,0.4135115468239838,872.083391631246,0.5336743228161951
closed,4,65,66,1024,4,0.3988350048502667,0.4049709280018093,0.401902966426038,-0.08176803436622,-0.44815950689664624,0.0008053357913376626,turn_00033585_of_00524288,543.4399758945666,0.0009594821533871319,0.5214209583079699,1135.5281542902896,0.6948902187508208
closed,4,66,67,1024,4,0.4049709280018093,0.4111068511533518,0.40803888957758055,-0.08240262540231873,-0.4466791180762368,0.0008053357913376855,turn_00034081_of_00524288,572.4035100533092,0.000909148648226896,0.5203998774052966,1193.5015924444026,0.7303672564345118
closed,4,67,68,1024,4,0.4111068511533518,0.4172427743048944,0.4141748127291231,-0.08304628798745846,-0.44520265090112543,0.0008053357913376731,turn_00034577_of_00524288,601.2634370577017,0.0008588151421123876,0.5163741441436928,1243.2408850289974,0.7608053814374294
closed,4,136,137,2048,5,0.4172427743048944,0.4203107358806657,0.41877675509278006,-0.08353497356520241,-0.4440979075448783,0.00040266801410844837,turn_00017513_of_00262144,626.4167035353131,0.0006606272255586964,0.41382792890015835,1068.656687037238,0.6539680026594864
closed,4,274,275,4096,6,0.4203107358806657,0.42184471666855133,0.4210777262746085,-0.08378122154485587,-0.4435463821287251,0.00020133402185918073,turn_00017513_of_00262144,626.4167035353131,0.0005473768553549551,0.34288600532297686,953.2846790809896,0.5833657198860168
closed,4,550,551,8192,7,0.42184471666855133,0.4226117070624941,0.42222821186552273,-0.08390482126308935,-0.44327083226414665,0.00010066701278023022,turn_00017513_of_00262144,626.4167035353131,0.0007487107469551597,0.46900491800911304,1179.7033998632473,0.7219234067379117
closed,4,551,552,8192,7,0.4226117070624941,0.42337869745643697,0.4229952022594656,-0.08398739715996068,-0.4430872114330466,0.00010066701278021919,turn_00008879_of_00131072,651.6319518853489,0.0007927525294315336,0.5165828781155178,1347.970360141823,0.8248949309530863
closed,4,138,139,2048,5,0.42337869745643697,0.42644665903220824,0.4249126782443226,-0.08419445284428359,-0.4426284369180359,0.00040266801410844533,turn_00008879_of_00131072,651.6319518853489,0.0005914186601616789,0.3853872959025727,1060.2318298029413,0.6488123833431658
closed,4,278,279,4096,6,0.42644665903220824,0.4279806398200939,0.4272136494261511,-0.084444080284723,-0.44207843283339104,0.0002013340218591966,turn_00008879_of_00131072,651.6319518853489,0.0006165854088241217,0.4017867534560882,1089.2970953920794,0.6665989689834929
closed,4,558,559,8192,7,0.4279806398200939,0.4287476302140367,0.4283641350170653,-0.08456936841841087,-0.44180364654957466,0.00010066701278021649,turn_00008879_of_00131072,651.6319518853489,0.000817919260108296,0.5329823239489894,1395.3046860996617,0.8538613286553282
closed,4,559,560,8192,7,0.4287476302140367,0.4295146206079795,0.4291311254110081,-0.08465306943705307,-0.4416205358512628,0.00010066701278022713,turn_00035971_of_00524288,671.764537764753,0.0006134395307432054,0.4120869228163363,1142.625608844714,0.6992335295963192
