parent_arc,start_numerator,end_numerator,turn_denominator,theta_midpoint,center_id,stored_complement_inverse_upper,projected_feshbach_inverse_upper,stored_feshbach_computed_ratio_upper,stored_feshbach_remainder_coefficient_upper,stored_feshbach_full_ratio_upper,stored_feshbach_inverse_upper,complement_neumann_product_upper,corrected_complement_inverse_upper,corrected_feshbach_difference_upper,feshbach_rouche_product_upper,complement_homotopy_denominator_lower,feshbach_homotopy_denominator_lower,complement_homotopy_certified,feshbach_homotopy_certified
159,1166,1167,16384,0.4473471472671501,arc_00144,700.7536813655623,222.88965701193186,8.684432636750396e-07,4.992030504097013e-17,8.684432986568772e-07,222.88985057912896,3.2956968153768788e-12,700.7536813678719,4.086529835166104e-09,9.108460243473253e-07,0.9999999999967042,0.9999990891539755,True,True
160,1167,1168,16384,0.44773064246412153,arc_00144,753.9383539980861,223.6396262716887,8.758203583825177e-07,5.037704689889259e-17,8.758203963637057e-07,223.6398221400064,3.5458282964991756e-12,753.9383540007595,4.729953968253624e-09,1.0578060641906578e-06,0.9999999999964541,0.9999989421939357,True,True
161,1168,1169,16384,0.4481141376610929,arc_00144,815.8590736059798,224.381101168657,8.83227603202174e-07,5.0835948139860186e-17,8.832276446771436e-07,224.38129934842357,3.837046057952678e-12,815.8590736091104,5.538305087179773e-09,1.2426920916493816e-06,0.9999999999961628,0.9999987573079082,True,True
162,1169,1170,16384,0.4484976328580643,arc_00144,888.8608932475886,225.11383739011384,8.906640012028202e-07,5.1296949495821496e-17,8.906640467986727e-07,225.11403789109386,4.180379059130388e-12,888.8608932513044,6.573179871036402e-09,1.4797150625534638e-06,0.9999999999958195,0.9999985202849373,True,True
163,1170,1171,16384,0.44888112805503577,arc_00144,976.2106702135321,225.83759217121505,8.981285309206246e-07,5.17599900420471e-17,8.981285814492793e-07,225.83779500259354,4.591191573464313e-12,976.2106702180142,7.927866989017074e-09,1.790411999873466e-06,0.9999999999954087,0.999998209588,True,True
164,1171,1172,16384,0.44926462325200717,arc_00144,1082.5993609275722,226.55212447559896,9.056201464849541e-07,5.2225007201115634e-17,9.056202030237136e-07,226.55232964596576,5.091545518798019e-12,1082.5993609330844,9.74913583886189e-09,2.208689436329138e-06,0.9999999999949083,0.9999977913105635,True,True
165,1172,1173,16384,0.44964811844897856,arc_00144,1215.0129308739965,227.25719517262525,9.131377777448427e-07,5.2691936747100923e-17,9.131378417662273e-07,227.2574026899595,5.714296411714784e-12,1215.0129308809396,1.2278737678889877e-08,2.790434033215855e-06,0.9999999999942856,0.9999972095659667,True,True
166,1173,1174,16384,0.45003161364594996,turn_00076221_of_01048576,1295.2478524043852,227.9525672109509,9.206803303951222e-07,5.316071280990774e-17,9.206803992514214e-07,227.95277708260474,6.091647230413902e-12,1295.2478524122755,1.3953337492148092e-08,3.1807020309059846e-06,0.9999999999939082,0.999996819297969,True,True
167,1174,1175,16384,0.4504151088429214,turn_00076221_of_01048576,1145.8435530344711,228.63800578861924,9.282466861031698e-07,5.3631267879812843e-17,9.282467475562125e-07,228.63821802130153,5.388987670099478e-12,1145.8435530406464,1.0920981131573088e-08,2.496953664967128e-06,0.9999999999946109,0.999997503046335,True,True
168,1175,1176,16384,0.4507986040398928,turn_00076221_of_01048576,1027.3416383211902,229.31327851979384,9.35835702637105e-07,5.410353281226319e-17,9.358357582199171e-07,229.31349311956058,4.8316643290710555e-12,1027.3416383261542,8.7796954894931e-09,2.0133026412217126e-06,0.9999999999951682,0.9999979866973586,True,True
169,1176,1177,16384,0.4511820992368642,turn_00076221_of_01048576,931.0530708384622,229.97815559627034,9.434462139880388e-07,5.4577436832505194e-17,9.43446264802529e-07,229.97837256850696,4.378812016413018e-12,931.0530708425392,7.211692671239933e-09,1.6585333439959882e-06,0.9999999999956211,0.9999983414666559,True,True
170,1177,1178,16384,0.4515655944338356,turn_00076221_of_01048576,851.267203979505,230.63240994651613,9.510770304978352e-07,5.505290754071018e-17,9.5107707736257e-07,230.63262929592318,4.003573135317543e-12,851.2672039829132,6.0291876945938205e-09,1.390527410522798e-06,0.9999999999959963,0.9999986094725893,True,True
171,1178,1179,16384,0.45194908963080704,turn_00076221_of_01048576,784.0763586245941,231.2758173850087,9.587269389627456e-07,5.552987091588276e-17,9.587269825024047e-07,231.27603911558785,3.687569579507265e-12,784.0763586274855,5.11543274918093e-09,1.1830770245927276e-06,0.9999999999963123,0.9999988169229753,True,True
172,1179,1180,16384,0.45233258482777844,turn_00076221_of_01048576,726.7163346648641,231.90815676043655,9.663947027481211e-07,5.600825132058815e-17,9.663947434502324e-07,231.90838087547684,3.4178011097567553e-12,726.716334667348,4.394749893189715e-09,1.0191793320823012e-06,0.9999999999965821,0.9999989808206678,True,True
173,1180,1181,16384,0.45271608002474983,turn_00076221_of_01048576,677.176662281105,232.52921009643083,9.740790618882693e-07,5.648797150500068e-17,9.740791001406055e-07,232.5294365984952,3.1848123365949672e-12,677.1766622832617,3.8163389707745325e-09,8.87411150743083e-07,0.9999999999968151,0.9999991125888491,True,True
174,1181,1182,16384,0.4530995752217213,turn_00076221_of_01048576,633.9600922821224,233.13876272464026,9.81778733170388e-07,5.696895261020903e-17,9.817787692864306e-07,233.13899161555256,2.9815615854328653e-12,633.9600922840127,3.3450720176432808e-09,7.798667170747562e-07,0.9999999999970183,0.9999992201332828,True,True
175,1182,1183,16384,0.4534830704186927,turn_00076221_of_01048576,595.9286555220577,233.73660341466905,9.894924102214462e-07,5.74511141718729e-17,9.894924444582117e-07,233.736834695501,2.8026969025244555e-12,595.928655523728,2.956029910337949e-09,6.909330745076179e-07,0.9999999999971972,0.9999993090669254,True,True
176,1183,1184,16384,0.4538665656156641,turn_00076221_of_01048576,562.201995822067,234.32252449149024,9.972187635583725e-07,5.793437412193014e-17,9.972187961291934e-07,234.32275816254906,2.6440779071166037e-12,562.2019958235536,2.6311384620393607e-09,6.165356215326303e-07,0.9999999999973558,0.9999993834643783,True,True
177,1184,1185,16384,0.45425006081263547,turn_00076221_of_01048576,532.0883767435362,234.89632195297574,1.0049564406546803e-06,5.84186487914369e-17,1.0049564717385645e-06,234.89655801379195,2.502451311158968e-12,532.0883767448678,2.357030111000157e-09,5.536582602088027e-07,0.9999999999974974,0.9999994463417397,True,True
178,1185,1186,16384,0.4546335560096069,turn_00076221_of_01048576,505.03673417546133,235.4577955730721,1.012704065962025e-06,5.89038529109688e-17,1.0127040957106346e-06,235.45803402238755,2.3752254190472306e-12,505.03673417666096,2.1236462252911244e-09,5.000295651661124e-07,0.9999999999976247,0.9999994999704347,True,True
179,1186,1187,16384,0.4550170512065783,turn_00076221_of_01048576,480.60264727153117,236.0067490016662,1.020460240933281e-06,5.938989961128586e-17,1.0204602694762241e-06,236.00698983742268,2.2603100864028117e-12,480.60264727261756,1.9233007327780347e-09,4.539124164950531e-07,0.9999999999977396,0.9999995460875833,True,True
180,1187,1188,16384,0.4554005464035497,turn_00076221_of_01048576,458.42373161436467,236.54298985565714,1.0282235440234694e-06,5.987670042288502e-17,1.02822357147237e-06,236.5432330749851,2.1560009922894633e-12,458.42373161535306,1.7500389208074187e-09,4.139598643348446e-07,0.9999999999978438,0.9999995860401355,True,True
181,1188,1189,16384,0.4557840416005211,turn_00076221_of_01048576,438.20154515746907,237.06632979992912,1.0359925306624388e-06,6.036416527408163e-17,1.0359925571141094e-06,237.0665753991368,2.0608945415091056e-12,438.2015451583722,1.5991896648697306e-09,3.791144172643603e-07,0.999999999997939,0.9999996208855826,True,True
182,1189,1190,16384,0.45616753679749256,turn_00076221_of_01048576,419.6880808557926,237.57658462278064,1.0437657332185844e-06,6.085220248873995e-17,1.0437657587575288e-06,237.5768325973436,1.9738243384361385e-12,419.688080856621,1.4670471629027873e-09,3.485364182333633e-07,0.999999999998026,0.9999996514635816,True,True
183,1190,1191,16384,0.45655103199446395,turn_00076221_of_01048576,402.67554450350656,238.07357430147448,1.0515416609344247e-06,6.134071878253301e-17,1.0515416856348323e-06,238.07382464602537,1.893813111426311e-12,402.6755445042692,1.3506410719224097e-09,3.215522857165755e-07,0.9999999999981061,0.9999996784477142,True,True
184,1191,1192,16384,0.45693452719143535,turn_00076221_of_01048576,404.21165531280917,238.5571230596492,1.0593187998410852e-06,6.182961925813855e-17,1.0593188248333382e-06,238.55737576796818,1.901037555103038e-12,404.21165531357764,1.3609541206843227e-09,3.2466564357105466e-07,0.9999999999980989,0.9999996753343563,True,True
185,1192,1193,16384,0.4573180223884068,turn_00076221_of_01048576,421.35699997956567,239.02705941628534,1.0670956126498675e-06,6.231880739926193e-17,1.0670956389083333e-06,239.02731448129023,1.981673389518713e-12,421.3569999804007,1.4787256596606353e-09,3.53455823283256e-07,0.9999999999980183,0.9999996465441766,True,True
186,1193,1194,16384,0.4577015175853782,turn_00076221_of_01048576,440.0212710995874,239.48321622637775,1.0748705386211559e-06,6.280818506349736e-17,1.0748705662580935e-06,239.4834736401147,2.0694528483033147e-12,440.0212711004981,1.6124857491141669e-09,3.861636883930432e-07,0.9999999999979304,0.9999996138363115,True,True
187,1194,1195,16384,0.4580850127823496,turn_00076221_of_01048576,460.4156683884214,239.92543071148998,1.0826419934019067e-06,6.329765247351115e-17,1.082642022545138e-06,239.9256904651248,2.1653692194672325e-12,460.41566838941844,1.7652657295004953e-09,4.235325990048285e-07,0.9999999999978345,0.9999995764674009,True,True
188,1195,1196,16384,0.458468507979321,turn_00076221_of_01048576,482.79244966987915,240.35354448574594,1.0904083688562284e-06,6.3787108207977e-17,1.090408399652163e-06,240.35380656955553,2.2706088903655345e-12,482.79244967097543,1.9408510013548936e-09,4.6649092615998214e-07,0.9999999999977293,0.9999995335090738,True,True
189,1196,1197,16384,0.45885200317629243,turn_00076221_of_01048576,507.4554178908834,240.7674035685699,1.0981680328494576e-06,6.427644918994426e-17,1.09816806546689e-06,240.7676679719341,2.3866006689107583e-12,507.45541789209454,2.144017857618669e-09,5.162101796690291e-07,0.9999999999976132,0.9999994837898202,True,True
190,1197,1198,16384,0.45923549837326383,turn_00076221_of_01048576,534.7737954718672,241.16685839209026,1.1059193290208942e-06,6.476557067469061e-17,1.1059193636558245e-06,241.1671251034838,2.515081035677385e-12,534.7737954732123,2.3808618693810983e-09,5.741856123071456e-07,0.9999999999974848,0.9999994258143876,True,True
191,1198,1199,16384,0.4596189935702352,turn_00076221_of_01048576,565.2008350916949,241.55176380039592,1.1136605765320633e-06,6.525436623628876e-17,1.1136606134138857e-06,241.55203280738098,2.65818167181104e-12,565.2008350931974,2.6592606262965733e-09,6.423498100465663e-07,0.9999999999973417,0.9999993576501899,True,True
192,1199,1200,16384,0.4600024887672066,turn_00076221_of_01048576,599.2991671285075,241.921979039761,1.1213900697861364e-06,6.574272775262708e-17,1.1213901091856986e-06,241.92225032897974,2.8185486699328273e-12,599.2991671301968,2.989537533587007e-09,7.232356475683166e-07,0.9999999999971814,0.9999992767643523,True,True
193,1200,1201,16384,0.46038598396417807,turn_00076221_of_01048576,637.7759113326641,242.27736774201298,1.1291060781279263e-06,6.623054538943188e-17,1.129106120368173e-06,242.27764129918063,2.9995076669552888e-12,637.7759113345772,3.3854330728971825e-09,8.202147396777663e-07,0.9999999999970004,0.9999991797852602,True,True
194,1201,1202,16384,0.46076947916114946,turn_00076221_of_01048576,681.5322420216773,242.61779789939493,1.1368068455165446e-06,6.671770758282391e-17,1.1368068909868136e-06,242.61807370929304,3.2052969528900272e-12,681.532242023862,3.865557749715499e-09,9.378541750480035e-07,0.9999999999967946,0.9999990621458248,True,True
195,1202,1203,16384,0.46115297435812086,turn_00076221_of_01048576,731.7348594318615,242.9431418352432,1.1444905901906059e-06,6.720410102157348e-17,1.1444906393661895e-06,242.9434198817132,3.441403605943793e-12,731.7348594343798,4.455620423637487e-09,1.0824636634132987e-06,0.9999999999965585,0.9999989175363365,True,True
196,1203,1204,16384,0.4615364695550923,turn_00076221_of_01048576,789.9215608408024,243.25327616362384,1.1521555042937005e-06,6.768961062715588e-17,1.1521555577631837e-06,243.25355642956086,3.7150600013794005e-12,789.9215608437371,5.1919436785336305e-09,1.2629587645852821e-06,0.9999999999962849,0.9999987370412353,True,True
197,1204,1205,16384,0.4619199647520637,turn_00076221_of_01048576,858.161532125125,243.54808174606129,1.1597997534979647e-06,6.817411953382594e-17,1.1597998120023717e-06,243.54836421340835,4.0359976746641005e-12,858.1615321285886,6.1271916043282464e-09,1.4922674924562735e-06,0.9999999999959639,0.9999985077325074,True,True
198,1205,1206,16384,0.4623034599490351,turn_00076221_of_01048576,939.3065789585999,243.82744364073574,1.1674214766041545e-06,6.865750906744105e-17,1.1674215410946046e-06,243.8277282904781,4.417628880527407e-12,939.3065789627494,7.340057139289658e-09,1.7897094577953024e-06,0.9999999999955823,0.9999982102905421,True,True
199,1206,1207,16384,0.4626869551460065,turn_00076221_of_01048576,1037.3997761557275,244.09125104650056,1.1750187851291599e-06,6.913965872367402e-17,1.1750188568546266e-06,244.09153785866036,4.878968501295038e-12,1037.399776160789,8.952376680592764e-09,2.1851993914558967e-06,0.9999999999951209,0.9999978148006085,True,True
200,1207,1208,16384,0.46307045034297795,turn_00076221_of_01048576,1158.3700294462085,244.33939724251243,1.1825897628850368e-06,6.962044614585482e-17,1.1825898435312752e-06,244.33968619614373,5.447900622704461e-12,1158.3700294525195,1.1160971662346e-08,2.7270683136216737e-06,0.999999999994552,0.9999972729316863,True,True
201,1208,1209,16384,0.46345394553994934,turn_00076221_of_01048576,1311.2767351610578,244.57177952233673,1.1901324655442756e-06,7.009974710213108e-17,1.1901325574644433e-06,244.57207059552061,6.1670322612171256e-12,1311.2767351691448,1.4300704198994999e-08,3.497552836922263e-06,0.9999999999938328,0.999996502447163,True,True
202,1209,1210,16384,0.46383744073692074,turn_00156599_of_02097152,1201.7868649165837,244.78829912242983,1.1976449201909507e-06,7.057743546192898e-17,1.197645005009986e-06,244.7885922922647,5.652093237311379e-12,1201.7868649233765,1.201296762619936e-08,2.9406374344698897e-06,0.9999999999943477,0.9999970593625654,True,True
203,1210,1211,16384,0.46422093593389213,turn_00156599_of_02097152,1072.08601357454,244.98886115273174,1.2051251248960107e-06,7.105338317397637e-17,1.2051252010713491e-06,244.98915639533814,5.042100462265716e-12,1072.0860135799458,9.56078008340214e-09,2.3422874471140406e-06,0.9999999999949578,0.9999976577125528,True,True
204,1211,1212,16384,0.4646044311308636,turn_00156599_of_02097152,967.6535605834619,245.17337451870833,1.212571048265545e-06,7.152746024290303e-17,1.212571117479347e-06,245.17367180922156,4.550946848810571e-12,967.6535605878657,7.789552914025313e-09,1.909793289683807e-06,0.999999999995449,0.9999980902067102,True,True
205,1212,1213,16384,0.464987926327835,turn_00156599_of_02097152,881.7607520647265,245.3417518433519,1.2199806290043024e-06,7.199953470698738e-17,1.2199806924906665e-06,245.34205115591737,4.146986565723168e-12,881.7607520683832,6.468639162514018e-09,1.5870292003186848e-06,0.9999999999958529,0.9999984129707996,True,True
206,1213,1214,16384,0.4653714215248064,turn_00156599_of_02097152,809.8731374219642,245.49390938819593,1.2273517754918106e-06,7.246947261721788e-17,1.22735183418289e-06,245.49421069596573,3.808893753736073e-12,809.873137425049,5.457378148675387e-09,1.339754741078475e-06,0.999999999996191,0.9999986602452589,True,True
207,1214,1215,16384,0.4657549167217778,turn_00156599_of_02097152,748.8235202904522,245.62976697262351,1.2346823653737364e-06,7.293713801961476e-17,1.234682419990781e-06,245.6300702477531,3.5217728521830184e-12,748.8235202930895,4.666031573541667e-09,1.1461176631872734e-06,0.9999999999964782,0.9999988538823367,True,True
208,1215,1216,16384,0.4661384119187492,turn_00156599_of_02097152,696.3327535365703,245.7492478928347,1.2419702452315558e-06,7.340239296408518e-17,1.2419702963440465e-06,245.74955310648002,3.2749048621492804e-12,696.3327535388509,4.035162459155544e-09,9.916393710495198e-07,0.999999999996725,0.9999990083606288,True,True
209,1216,1217,16384,0.4665219071157206,turn_00156599_of_02097152,650.7188780592209,245.85227884096534,1.2492132315718064e-06,7.386509805204964e-17,1.2492132796372204e-06,245.85258596328057,3.0603794045665956e-12,650.7188780612124,3.5241375079644666e-09,8.664183196232552e-07,0.9999999999969396,0.9999991335816802,True,True
210,1217,1218,16384,0.466905402312692,turn_00156599_of_02097152,610.7135517845493,245.93878982739892,1.2564091084718833e-06,7.432511159790442e-17,1.2564091538632365e-06,245.939098827534,2.872231372087308e-12,610.7135517863035,3.104415202989005e-09,7.63497077409612e-07,0.9999999999971276,0.9999992365029224,True,True
211,1218,1219,16384,0.46728889750966346,turn_00156599_of_02097152,575.3422707952918,246.00871410060475,1.263555624497816e-06,7.478228846225317e-17,1.2635556675232278e-06,246.0090249467025,2.7058776001243412e-12,575.3422707968488,2.755471387697795e-09,6.778708293560719e-07,0.999999999997294,0.9999993221291705,True,True
212,1219,1220,16384,0.46767239270663485,turn_00156599_of_02097152,543.8439356238305,246.06198807311412,1.2706504978621697e-06,7.523648228429599e-17,1.2706505387790745e-06,246.06230073230915,2.55773858112987e-12,543.8439356252215,2.4622410640481017e-09,6.058647011772449e-07,0.9999999999974422,0.9999993941352987,True,True
213,1220,1221,16384,0.46805588790360625,turn_00156599_of_02097152,515.6154671538972,246.09855124870467,1.2776914142518342e-06,7.568754467931511e-17,1.2776914532775031e-06,246.09886568712204,2.4249779890513054e-12,515.6154671551476,2.2134642465312558e-09,5.447310403103423e-07,0.9999999999975749,0.9999994552689596,True,True
214,1221,1222,16384,0.4684393831005777,turn_00156599_of_02097152,490.17281978362865,246.1183461548496,1.2846760264725307e-06,7.613532516220349e-17,1.2846760637919979e-06,246.11866233760398,2.305319321330075e-12,490.1728197847587,2.000588353417346e-09,4.923821294312668e-07,0.9999999999976946,0.9999995076178705,True,True
215,1222,1223,16384,0.4688228782975491,turn_00156599_of_02097152,467.1229944271949,246.12131828151334,1.2916019543139802e-06,7.65796711392497e-17,1.2916019900861058e-06,246.12163617270846,2.1969142739614216e-12,467.1229944282212,1.8170229866186762e-09,4.4720867043000987e-07,0.999999999997803,0.9999995527913295,True,True
216,1223,1224,16384,0.4692063734945205,turn_00156599_of_02097152,448.9792301752649,246.10741603183115,1.2984667845232632e-06,7.702042791051467e-17,1.2984668191038358e-06,246.10773559455978,2.1115827977892105e-12,448.979230176213,1.6787407762504764e-09,4.131510910932582e-07,0.9999999999978884,0.9999995868489088,True,True
217,1224,1225,16384,0.4695898686914919,turn_00156599_of_02097152,470.2325162911811,246.0765906989345,1.3052680709568641e-06,7.745743868367129e-17,1.3052681073798706e-06,246.07691189527958,2.211538587150207e-12,470.23251629222113,1.8412714057744776e-09,4.530943814940637e-07,0.9999999999977883,0.9999995469056184,True,True
218,1225,1226,16384,0.46997336388846334,turn_00156599_of_02097152,493.5979116704416,246.02879649037516,1.312003335031402e-06,7.789054460594477e-17,1.3120033734780124e-06,246.02911928140966,2.32142778386679e-12,493.5979116715875,2.028618945973958e-09,4.990993326355544e-07,0.9999999999976784,0.9999995009006672,True,True
219,1226,1227,16384,0.47035685908543473,turn_00156599_of_02097152,519.4067235096946,245.96399067367793,1.318670066878664e-06,7.831958483817185e-17,1.318670107558383e-06,245.9643150194677,2.442808550388822e-12,519.4067235109636,2.2461064630325915e-09,5.524620376406106e-07,0.9999999999975571,0.9999994475379622,True,True
220,1227,1228,16384,0.4707403542824061,turn_00156599_of_02097152,548.0633741310385,245.88213403844617,1.3252657282853159e-06,7.874439673525268e-17,1.3252657714422358e-06,245.8824598980541,2.577582915053004e-12,548.0633741324513,2.5005648086568907e-09,6.148450262870632e-07,0.9999999999974223,0.9999993851549736,True,True
221,1228,1229,16384,0.4711238494793775,turn_00156599_of_02097152,580.0667481717733,245.78319230599928,1.3317877609050767e-06,7.9164816340605e-17,1.3317878068259545e-06,245.78351963749387,2.728097169508048e-12,580.0667481733559,2.8008757626578166e-09,6.88409103013388e-07,0.9999999999972717,0.9999993115908968,True,True
222,1229,1230,16384,0.47150734467634897,turn_00156599_of_02097152,616.0394827990065,245.66714091726075,1.3382336131894089e-06,7.958067999511101e-17,1.33823366221425e-06,245.6674696777384,2.897279622777991e-12,616.0394828007915,3.158757941988312e-09,7.76004070932729e-07,0.9999999999971027,0.999999223995929,True,True
223,1230,1231,16384,0.47189083987332037,turn_00156599_of_02097152,656.7688770029142,245.53398275197463,1.3446008390842156e-06,7.999183021968492e-17,1.3446008916203603e-06,245.5343128976307,3.088833000718825e-12,656.768877004943,3.5899278957458845e-09,8.814504792340029e-07,0.999999999996911,0.9999991185495206,True,True
224,1231,1232,16384,0.47227433507029176,turn_00156599_of_02097152,703.265178000495,245.383780796752,1.3508872822927035e-06,8.039812671411891e-17,1.3508873388339066e-06,245.38411228304247,3.307508571321489e-12,703.2651780028211,4.115855972569652e-09,1.0099656641138622e-06,0.9999999999966924,0.9999989900343358,True,True
225,1232,1233,16384,0.4726578302672632,turn_00156599_of_02097152,756.8465123767484,245.21654528009407,1.3570904649978864e-06,8.079941090834317e-17,1.357090526150639e-06,245.21687806159616,3.5595055822017518e-12,756.8465123794425,4.766492464748725e-09,1.1688244015098048e-06,0.9999999999964404,0.9999988311755984,True,True
226,1233,1234,16384,0.4730413254642346,turn_00156599_of_02097152,819.2658441945357,245.0321548254461,1.3632071276451376e-06,8.11954759105424e-17,1.363207194165818e-06,245.03248885549775,3.853068354057558e-12,819.2658441976926,5.5846289201533706e-09,1.368415523639571e-06,0.9999999999961469,0.9999986315844762,True,True
227,1234,1235,16384,0.473424820661206,turn_00156599_of_02097152,892.9064034515352,244.83052819760456,1.369234183929469e-06,8.158612566722333e-17,1.3692342567782432e-06,244.8308634284099,4.199405395274267e-12,892.9064034552849,6.633119715689626e-09,1.6239924272162998e-06,0.9999999999958005,0.9999983760075727,True,True
228,1235,1236,16384,0.4738083158581774,turn_00156599_of_02097152,981.0929213122505,244.61162566068407,1.3751687320564025e-06,8.197117516560247e-17,1.3751688124777424e-06,244.61196204342545,4.614153164428147e-12,981.0929213167775,8.00732730730089e-09,1.9586880433627693e-06,0.9999999999953857,0.9999980413119566,True,True
229,1236,1237,16384,0.47419181105514885,turn_00156599_of_02097152,1088.6075079073487,244.37542197707114,1.3810079078953903e-06,8.235044157171651e-17,1.3810079975426994e-06,244.3757594619494,5.119802282043242e-12,1088.6075079129223,9.857602036057208e-09,2.4089589840351388e-06,0.9999999999948801,0.9999975910410158,True,True
230,1237,1238,16384,0.47457530625212024,turn_00156599_of_02097152,1222.5864750566598,244.12189842749268,1.3867488423512617e-06,8.27237417019898e-17,1.3867489434881897e-06,244.1222369637469,5.74991535472951e-12,1222.5864750636897,1.2432232888139145e-08,3.0349845031067913e-06,0.9999999999942499,0.9999969650154967,True,True
231,1238,1239,16384,0.47495880144909164,turn_00156599_of_02097152,1394.1723532847361,243.85104064687167,1.3923886506471998e-06,8.309089139361298e-17,1.3923887664902236e-06,243.85138018279414,6.5568965343901475e-12,1394.1723532938777,1.616531701153633e-08,3.941934864355535e-06,0.999999999993443,0.9999960580651356,True,True
232,1239,1240,16384,0.47534229664606303,turn_00156599_of_02097152,1621.7841492921664,243.56283804214323,1.3979244303901896e-06,8.345170539779392e-17,1.397924565730843e-06,243.56317852509383,7.627371782956947e-12,1621.7841493045366,2.187251506955519e-08,5.327339292678875e-06,0.9999999999923725,0.9999946726607072,True,True
233,1240,1241,16384,0.4757257918430345,turn_00156599_of_02097152,1938.2160224506865,243.25728373581256,1.4033532626467351e-06,8.380599745251762e-17,1.4033534250808623e-06,243.25762511223397,9.115574477261801e-12,1938.2160224683546,3.1237646555243025e-08,7.5987957151237725e-06,0.9999999999908843,0.9999924012042848,True,True
234,1241,1242,16384,0.4761092870400059,turn_00040189_of_00524288,1836.35107930129,242.9343747659762,1.4086722145756887e-06,8.415358044844707e-17,1.4086723691112072e-06,242.93471698139953,8.636496054039248e-12,1836.3510793171497,2.804118562119447e-08,6.812177492707768e-06,0.9999999999913634,0.9999931878225072,True,True
235,1242,1243,16384,0.4764927822369773,turn_00040189_of_00524288,1549.8473501486346,242.5941124571674,1.4138783431730925e-06,8.449426666157685e-17,1.413878474126308e-06,242.59445545624592,7.289047652595275e-12,1549.8473501599317,1.9975675132769975e-08,4.845988031205205e-06,0.9999999999927108,0.9999951540119687,True,True
236,1243,1244,16384,0.4768762774339487,turn_00040189_of_00524288,1340.6774940671646,242.23650294496784,1.41896870006567e-06,8.482786804898759e-17,1.418968813792484e-06,242.23684667149885,6.3053062226292125e-12,1340.6774940756181,1.4948958121558704e-08,3.621188476390672e-06,0.9999999999936946,0.9999963788115235,True,True
237,1244,1245,16384,0.4772597726309201,turn_00040189_of_00524288,1181.2535667754378,241.8615577849695,1.4239403369772639e-06,8.515419658535145e-17,1.4239404375659625e-06,241.86190218191237,5.555523605081853e-12,1181.2535667820005,1.1606124429144994e-08,2.8070793313929698e-06,0.9999999999944443,0.9999971929206685,True,True
238,1245,1246,16384,0.4776432678278915,turn_00040189_of_00524288,1055.7152860666158,241.46929444447807,1.4287903106933924e-06,8.547306456996689e-17,1.4287904009286133e-06,241.46963945398107,4.965107710107598e-12,1055.7152860718577,9.271142230123188e-09,2.2386993716344237e-06,0.9999999999950347,0.9999977613006282,True,True
239,1246,1247,16384,0.4780267630248629,turn_00040189_of_00524288,954.2968941300605,241.05973614382705,1.4335156843288748e-06,8.578428471301168e-17,1.4335157661925515e-06,241.0600817072548,4.488129450536266e-12,954.2968941343437,7.57609322421137e-09,1.826293651650172e-06,0.9999999999955118,0.9999981737063482,True,True
240,1247,1248,16384,0.47841025822183436,turn_00040189_of_00524288,870.6563530149491,240.63291024302313,1.438113519955543e-06,8.608766970457514e-17,1.4381135949083198e-06,240.63325630098043,4.094761748989121e-12,870.6563530185143,6.306820918912151e-09,1.5176308546249725e-06,0.9999999999959052,0.9999984823691452,True,True
241,1248,1249,16384,0.47879375341880576,turn_00040189_of_00524288,800.4958725154708,240.188844877586,1.4425808605090441e-06,8.63830311406668e-17,1.4425809296583042e-06,240.189191369933,3.764791777662181e-12,800.4958725184846,5.331799483863869e-09,1.2806406065758888e-06,0.9999999999962351,0.9999987193593933,True,True
242,1249,1250,16384,0.47917724861577715,turn_00040189_of_00524288,740.7996732065714,239.7275654824568,1.4469147105064711e-06,8.667017837575384e-17,1.4469147747117113e-06,239.72791234831513,3.4840361010468915e-12,740.7996732091524,4.566630134247569e-09,1.0947487085500756e-06,0.9999999999965159,0.9999989052512913,True,True
243,1250,1251,16384,0.47956074381274855,turn_00040189_of_00524288,689.3891381858388,239.24909418844118,1.4511120336605738e-06,8.694891838543891e-17,1.4511120936022138e-06,239.24944136619897,3.2422485214019673e-12,689.3891381880741,3.955139488895635e-09,9.462649132436743e-07,0.9999999999967576,0.9999990537350867,True,True
244,1251,1252,16384,0.47994423900972,turn_00040189_of_00524288,644.6511751411535,238.7534528443409,1.4551697725797963e-06,8.721905695260434e-17,1.455169828805664e-06,238.7538002716676,3.0318425453027834e-12,644.6511751431082,3.4587657105172875e-09,8.257934576353368e-07,0.9999999999969681,0.9999991742065423,True,True
245,1252,1253,16384,0.4803277342066914,turn_00040189_of_00524288,605.3659004395107,238.2406671329335,1.459084875795611e-06,8.748040029499578e-17,1.4590849287532625e-06,238.24101474680756,2.847080969062318e-12,605.3659004412343,3.050325246935336e-09,7.267125821376807e-07,0.9999999999971528,0.9999992732874178,True,True
246,1253,1254,16384,0.4807112294036628,turn_00040189_of_00524288,570.5937099727511,237.7107693393859,1.4628543173126504e-06,8.773275624716648e-17,1.4628543673724094e-06,237.71111707613173,2.6835447644980277e-12,570.5937099742824,2.710209435369266e-09,6.442469123919004e-07,0.9999999999973164,0.9999993557530875,True,True
