center_id,source_kind,source_arc,turn_numerator,turn_denominator,spectral_parameter_real,spectral_parameter_imag,physical_dimension,border_rank,bordered_dimension,matrix_nnz,factor_nnz,approximate_inverse_frobenius_upper,residual_frobenius_upper,residual_center_frobenius_upper,residual_radius_frobenius_upper,center_inverse_two_norm_upper,factor_seconds,certificate_seconds,closed_arc_count,inverse_sha256,residual_center_sha256,residual_radius_sha256
arc_00900,rh28_parent_arc_midpoint,900,,,-0.5830080467309174,-0.5123246799514007,2048,12,4108,1290892,3672782,58.77808384434967,1.5175515213824444e-10,5.72475259094472e-14,1.5170624976666983e-10,58.778083853269564,2.3475546929985285,28.89132256899029,1,ede6a42ed285b2a8122758da7728f89226b30c55baeff80231ca7f8b95ab3e0a,360275c31d92f967bf3293d19bfe78029b5b51505c17fedc44476bc911b5dad4,fa55138d2c6fff39a6f9f63199665043beeed47126efc8550bea547b114f2d9f
arc_00901,rh28_parent_arc_midpoint,901,,,-0.5855330081846575,-0.5379610438133681,2048,12,4108,1290892,3672781,57.34015799645183,1.4401749885041733e-10,5.6519646427615075e-14,1.4396975183455975e-10,57.34015800470983,2.345932951022405,29.02596620103577,1,c250cebc9d3c77ae068bc85957d7dce5868362d11c8549efeed59f61288e6e9b,613819478e049ee668740b85d8f5323ffc1c6f9121ff438255ddcfdf14a0d84a,b64164f32c8a47f0a080db15125888a71fde98d862e5b585299a4db57b2c292c
arc_00902,rh28_parent_arc_midpoint,902,,,-0.5855330081846575,-0.5637214510773468,2048,12,4108,1290892,3672782,56.06880646197491,1.3745906838422518e-10,5.676240240756777e-14,1.3741203064688723e-10,56.06880646968209,2.3366798820206895,28.841904508008156,1,c64750ba13ca8ab46d88984d9acb30b3d5e8ace4bbde895832ebf290cde7765c,d9c72adb1f16345d14143a3dd4acbd0d6084c5411cf5cd8bcd3b21ca227c2e37,db5c756fe99e33a34ea37fb9a39c092d72bda7bfa6bfd9f57385f217dd3f8bf5
arc_00903,rh28_parent_arc_midpoint,903,,,-0.5830080467309174,-0.5893578149393142,2048,12,4108,1290892,3672782,54.95135315075456,1.3191031716881382e-10,5.629349213376923e-14,1.3186242657403777e-10,54.95135315800322,2.338324239011854,28.699290584016126,1,bd90a4b478f39f6679234cf443e49d6871eb02faf961c48233f5ebbe03da3095,3bb917ab599468ce8682f21043de4a5be8721027d1b182e198f782b432106191,1c9e3318aaa8ed2c64af4ac5d85283e53508181050e27a747a9eb2a9c2ab2741
arc_00904,rh28_parent_arc_midpoint,904,,,-0.5779824405825212,-0.6146232432010171,2048,12,4108,1290892,3672782,53.97690542219006,1.2723230432291913e-10,5.69095735516517e-14,1.2718442217756833e-10,53.97690542905768,2.338771101029124,28.81533665501047,1,b4752a09ad989ddb69564eebe660ea9317361fecc1ac0286f6f09b5fac6e82b6,82430e0145fa175ada560b196c1944c6139829ed8b99ed40ef6d4dd72b76878c,14f15e6dcadda0d673b5a5c4127c2d6e0b82acd3557112156b7452d824be931e
arc_00905,rh28_parent_arc_midpoint,905,,,-0.5705045890739535,-0.6392744159768075,2048,12,4108,1290892,3672782,53.13616773790443,1.2331512337185458e-10,5.442031681587613e-14,1.232693554817541e-10,53.136167744456934,2.321842193021439,28.726712032977957,1,4d56dce393987a32b3409933e1e1c96c4753bafc3ffb27f2bc7fd25272cbe278,e32a5f247914f7bd007dd5b260dcfe98bea38d4f2c1464d67a67deee2a7c44bf,bd63c3d7e6df39f382cc85f291e7702d1ef5c8957499b498632613c297afc385
arc_00906,rh28_parent_arc_midpoint,906,,,-0.5606465080030515,-0.6630739289971527,2048,12,4108,1290892,3672782,52.42128068470664,1.200778913677115e-10,5.5698773477776074e-14,1.200305507994099e-10,52.421280691001286,2.336106007976923,29.039034999965224,1,59b126b42a8a37392dcf7e569d58271ca0b107aefac7d0209f7d71972015cf8e,953487fb2d922323deea9b9df7305bf5329fed47000c4b7a2a4d01a12d989d90,69158c0cc67da1bdf6ebb736644fa93b228cba335debc915da506dcb90fe8ead
arc_00907,rh28_parent_arc_midpoint,907,,,-0.5485031360795032,-0.6857925799415294,2048,12,4108,1290892,3672782,51.825684290439234,1.1744633382408545e-10,5.512677560334322e-14,1.173995119844075e-10,51.825684296525985,2.3344121240079403,28.859578482981306,1,5a461fcdf71a69d15ec0e2fdb703a0d0643a209d0ec0346a4ea4b49f433e2136,77772ef78f1b5851e15e2234dad82c0ba8957cdf5cc5a362c9e7b3e100bd187d,4ee56078115db06eaf378fa338d25bf74fc88243fc49c25d9c5d8993f2011df2
arc_00908,rh28_parent_arc_midpoint,908,,,-0.5341914206131746,-0.7072115757820656,2048,12,4108,1290892,3672782,51.344004064086455,1.1536833335856951e-10,5.238344882572216e-14,1.1532355854798837e-10,51.344004070009944,2.342831854999531,29.04820290999487,1,e723fd1e4978b607f3695aaf98859e67e86a9687c32d507f33838b11e96e0ad2,6ed6ff74d39c38f1b143df4f42d0918785430f5090ba705ed4d857088e90878e,b36aad63bceaabb1fa6c081ef55e282736269cc0c03bf95dfb2166be4e751d98
arc_00909,rh28_parent_arc_midpoint,909,,,-0.517849191247586,-0.7271246398800026,2048,12,4108,1290892,3672782,50.97195809271666,1.1380618236315991e-10,5.32159919969725e-14,1.1376096549059842e-10,50.9719580985176,2.3418324060039595,28.95818810001947,1,06882221ea567b8413e3ae44258c068af545a719d881e6059dab92695fe678ec,368550daa6c98f6d22122181258dc61f9305508f873be9dc5dc7f5f8a77415ab,4b818e7b6b71ddd32620fd32687c5d4e7c5031db407e3677a3aba010cbe35666
arc_00910,rh28_parent_arc_midpoint,910,,,-0.49963383258509936,-0.7453399985424893,2048,12,4108,1290892,3672782,50.70628365049412,1.1272636994414281e-10,5.2529395373103276e-14,1.1268146053035257e-10,50.70628365621007,2.332793887006119,28.91364937904291,1,0a2279a867afc0539d9f418d0470e87b9341241fd92a83bdef6a65be9d01a577,6e50605711a2197666c88d2ea7232166af5e6a51d87b69f4826c66e18e98e232,18e1c852cdf11de14f737f255ffc1f17ca126177d8ece3876b821dd4b7174055
arc_00911,rh28_parent_arc_midpoint,911,,,-0.4797207684871623,-0.7616822279080779,2048,12,4108,1290892,3672782,50.54468202356642,1.1211020361821974e-10,5.20429940069927e-14,1.1206473826102878e-10,50.54468202923301,2.342035188979935,28.76876742800232,1,69a276740b45962815952222215b8724f741ae568b63bd6e9147e944df606595,6ee2e4be5c0783d525569dd02d5ef7ddef4cbbb36cb83acbacac30ae66b1d512,25f895adfb9f819421fb0dc6ae4cf4c2145868006437aa522ebf5897c6b426a1
arc_00912,rh28_parent_arc_midpoint,912,,,-0.4583017726466261,-0.7759939433744065,2048,12,4108,1290892,3672782,50.4857805784591,1.1194483889966476e-10,5.203425794816822e-14,1.1189912829366537e-10,50.485780584110735,2.340642842988018,28.876665957970545,1,c484d12e12bb3abfd2a8b8c6115a4fc4d2cdd88fd9af8a880822bb5096e66598,babcd44f6384ecba2ab4ebd7c9999574c109949a3358b31c06d3631fc7cbb9cb,03fb606e34d145c209824759029440e45cad9292ec80e1fa3939d32e0eea2b65
arc_00913,rh28_parent_arc_midpoint,913,,,-0.4355831217022493,-0.7881373152979548,2048,12,4108,1290892,3672782,50.52911147805287,1.1222545036684777e-10,5.051761760579475e-14,1.1218172503549516e-10,50.52911148372353,2.333665904996451,28.88570351799717,1,41b06ac0f8caf2af9d7447a0978fefad43b44f1930fe1e478a042f50ead17966,643299d95949eb38e18cf030e909cecbdc773261a1ab6e8cb2bb6de43ca4431e,3a5e33ec3fa5bc7841acb82d2f711e8f815714d52ea013a09692ecfb680c13ed
arc_00914,rh28_parent_arc_midpoint,914,,,-0.41178360868190417,-0.7979953963688569,2048,12,4108,1290892,3672782,50.6751068750147,1.1296338909782404e-10,5.0465487087393555e-14,1.1291867508878002e-10,50.67510688073914,2.3366245580255054,29.167220259958412,1,d733cf8bf9cf698498aff5cb4c91b8c82fc9a53e3ef0560be4978e29d6a098ee,f18eefb07a9db3a4badce12beaf951fb467af86420349f5a1e26bd004fcc8aae,5195042ade7ff46398a181c8d49c914f5a90cc3375e4aa403decf28c335f3cc0
arc_00915,rh28_parent_arc_midpoint,915,,,-0.3871324359061138,-0.8054732478774246,2048,12,4108,1290892,3672782,50.925110900591044,1.141695792038626e-10,5.0578089286950926e-14,1.1412482649691177e-10,50.92511090640515,2.329907306993846,28.997321859991644,1,0b843d6b19dc8634fd7c7e4326c71f91889a2ecf2835efb188213ad244121fb2,4f004763a3048ea190d6278cf5bd06adce3cb8b2b0076cec174e569e4f142e94,e9ebbd70a8f69307a7c29a6df95b6c9c0c550b872c54810aa465ed7df4a1cdac
arc_00916,rh28_parent_arc_midpoint,916,,,-0.3618670076444108,-0.8104988540258208,2048,12,4108,1290892,3672782,51.28140934730004,1.1586763397127864e-10,5.026754064203581e-14,1.1582367536374265e-10,51.28140935324191,2.3417305820039473,28.96651658497285,1,89d8406ee1b413acebba4837fe0e2cbf498d8329e5d568e2f7da89e527e3d78f,748341197fb52c282e9eb3902db1d1b73680b02bb3ea29e20352dd57dd1e7178,5a29362312ec973eddbadd3ff3371ea3a60f3cafdae6db86636baa1e3ee746fa
arc_00917,rh28_parent_arc_midpoint,917,,,-0.33623064378244355,-0.8130238154795608,2048,12,4108,1290892,3672782,51.74727867147932,1.1809330387244006e-10,5.023715633411038e-14,1.1804911890810474e-10,51.747278677590344,2.343802292016335,29.06622878095368,1,3a5809d45a8c492f22f2212822435017d0b61c795c6ae70fd88002855af8ac87,670bd0686d1c80d197b2d6b2fd22ad0a06303b89bc594e390c5c71aa85361e54,551b4eac15b2beb5be2a183af65c89c853c3d92c5e275a603a930f4f348928ad
arc_00918,rh28_parent_arc_midpoint,918,,,-0.31047023651846467,-0.8130238154795608,2048,12,4108,1290892,3672782,52.327056907881556,1.2089039636656732e-10,4.856067795230467e-14,1.2084770204802867e-10,52.32705691420741,2.330430144967977,28.871400022006128,1,b607661de74b479631e81418a2e528c82b70f7e33472cb7e8f83ba295fbd0dcc,d221b3577a647647bab1cda0ccfba068dadcd68449bc3833f284bbd7eafbba97,ef59f0d42b7ac8bb35df82693197ca083f53feed1b9889789b8dec47dfafae4d
arc_00919,rh28_parent_arc_midpoint,919,,,-0.2848338726564974,-0.8104988540258208,2048,12,4108,1290892,3672782,53.02624045041972,1.2432540094850441e-10,5.021317963621555e-14,1.2428097889281607e-10,53.02624045701224,2.3381657680147327,28.98493089596741,1,d15cbc31356bd9ef47ea9ac3d853dffb5ce83173d4e045942e1a422f659b7896,00fbe8aff7b516e0994612c8785b709551afa98991aaff9fe5f2b80b060dcbe3,d0af63ceb9bc994a957b4f77c6cd10a9c977cac288dc3367ee11065f26306c6e
arc_00920,rh28_parent_arc_midpoint,920,,,-0.25956844439479443,-0.8054732478774246,2048,12,4108,1290892,3672781,53.85161268373294,1.284726159688304e-10,5.014179840748399e-14,1.284288856935584e-10,53.85161269065141,2.340433456003666,29.01948351797182,1,597c83e08c00b2f050289ab2d3a66b221e64a192ad4094b9f70635d6336c98a4,98ab6358931e2f49b4b2fa955196fe32d064958458ab52f603dd17fe75b5b52e,7d01e5c88d4ce086f5b7e237197a915101c4976e1fbddc2f54b0185962490550
arc_00921,rh28_parent_arc_midpoint,921,,,-0.23491727161900408,-0.7979953963688569,2048,12,4108,1290892,3672782,54.811413636785794,1.3343982895461291e-10,5.1256370608679184e-14,1.3339374053371004e-10,54.81141364409983,2.3372561200521886,29.031239998992532,1,c7b9936ed8f048a68f7644b619304e7bbc6920dd4e079877b062a6c45f37ddad,0f515e7b347c631f2d419b17b755c9702e91bf66243ab6c3230629a6342958a7,18740683257d02c6ff39ac2f1221868a159f10f6f08e8ae6f78b899c827fcdf0
arc_00922,rh28_parent_arc_midpoint,922,,,-0.21111775859865892,-0.7881373152979548,2048,12,4108,1290892,3672782,55.915565065660665,1.393501966582423e-10,4.919704693010867e-14,1.393067494432557e-10,55.91556507345253,2.335911457950715,28.84074208198581,1,4defa62dde04625a162b74e936ef30a74bc6661d6c47ef943e8a2ffaf008fadd,85f3f81e10849daaf59e0e3a3c1685d9d1b45088a5ee87fe14c33d8814483fc7,3630bba38866900540289bfc560f64660fa2e59af41615940c22f5df5ee5ebda
arc_00923,rh28_parent_arc_midpoint,923,,,-0.1883991076542821,-0.7759939433744065,2048,12,4108,1290892,3672782,57.17597434121695,1.4638308075324114e-10,5.0741996592026314e-14,1.463374436937482e-10,57.17597434958656,2.334504825004842,29.082520622003358,1,4a74559998b808728b5c9e10f4ddc04f83b6dc8322c17136b9c0798ee57e7a98,e9e22ebc43ba810866fabd5073bd81e7b9e148dc58620e624fe8df164ea7bd2b,9609f84730a9453b5cdb3ac1773c9e1f72acc498acf50d8bfa2fdfa03e56fb70
arc_00924,rh28_parent_arc_midpoint,924,,,-0.16698011181374595,-0.7616822279080779,2048,12,4108,1290892,3672782,58.606956480036196,1.5475410656032823e-10,5.2691914782716105e-14,1.5470635079260209e-10,58.606956489105876,2.3474631760036573,28.99547139502829,1,e90bd67448eecbe387d8e2aa5277f67d0089c479ee09941c65e28ac8ca0f48b9,b101aafbc67e9dbfe27487c485e1bfd11be1df6837ce721527ac7de12d36819e,a8e9fb45bac8838b50fd5213601d31ff5f6efbe7b15d9099660386cd49e6d9f4
arc_00925,rh28_parent_arc_midpoint,925,,,-0.1470670477158089,-0.7453399985424893,2048,12,4108,1290892,3672782,60.2258431265415,1.6475004400113616e-10,5.2505004477209425e-14,1.6470311234368804e-10,60.225843136463716,2.349386407993734,29.136723801959306,1,2c2c62f6c6553493a7fda7881afafe2962b9b58dec399d517ace84215274da26,110d8d2fb1829d5ea8c30449394c801ea43e9a6d6ca74f4c0130ed99b76bbd40,b7f05673533020ec3f04917134cba209f54487992e009de2d272baa550adaf39
arc_00926,rh28_parent_arc_midpoint,926,,,-0.12885168905332223,-0.7271246398800026,2048,12,4108,1290892,3672782,62.05390370349237,1.7676120107167366e-10,5.262237259102469e-14,1.7671355003259668e-10,62.0539037144611,2.337386608996894,28.854799773951527,1,5b048ea63b404211b4b66347c69e8621b3d5818d77efcbbb601091f17718d937,2b9aafef3c54e8e6486541a00b325712beee48508aca1bb1d313164bd51d9e98,79a5b2d2f7ed8ce9b2232ca6a34142bc5737c4cf0723fe4d929d388e8c886492
arc_00927,rh28_parent_arc_midpoint,927,,,-0.11250945968773364,-0.7072115757820656,2048,12,4108,1290892,3672782,64.11781602240426,1.9130744437345706e-10,4.9612217540130545e-14,1.9126159287379706e-10,64.1178160346705,2.340669289988,28.97261555097066,1,ccbe6cf0c862594a786c9d3d6c6f28dd71d9245d2c287eeb514240db9f8b9df6,17543c9199bfbb258b77b77bb2503e84061298562fd428da66ea2ad33d89dcf1,6a2d8805ab05c96ab0027ba8a2aadac923a0d407f55fcaa6efff1dd6a0baf56c
arc_00928,rh28_parent_arc_midpoint,928,,,-0.09819774422140504,-0.6857925799415294,2048,12,4108,1290892,3672782,66.45215535888434,2.091218067191406e-10,5.225466337927183e-14,2.090743333686499e-10,66.45215537278096,2.3450724550057203,28.93870496196905,1,2100bcc55e5453629851ab2937bfc627722d18305f0ec96b75b778aa5d1361d1,8b86bcf68b4f6b27a2e8f31302f10dd2d5687cce35d4b556f8b12cc07589057a,bc087edc77838b2b664c803f40269d936c4cfdde0464d662cb336e1b41ef2a36
arc_00929,rh28_parent_arc_midpoint,929,,,-0.08605437229785667,-0.6630739289971527,2048,12,4108,1290892,3672782,69.10387160929932,2.3123557055822173e-10,5.0685667132017514e-14,2.31187961877679e-10,69.10387162527861,2.337254031037446,28.857392217963934,1,3f44192da3fb2283b495a4c8fc95574ea07e5c430cf0375beb273377ef69406c,1554504f90ad899af1cc40074d18b1f2ccee922dcc917bdd1955f49ebb1b20e5,e8e48834ef427928e35d4c743205b4bfc59d8abe15827e8de7a3870c16177b09
arc_00930,rh28_parent_arc_midpoint,930,,,-0.07619629122695465,-0.6392744159768075,2048,12,4108,1290892,3672781,72.14086116325402,2.5918180955364065e-10,5.197719495620781e-14,2.5913317793207924e-10,72.14086118195164,2.341607635957189,28.718345429981127,1,7e82b954a6f6b733c9ea93768a0a422decb9c31822551461cf42fa4611ab5cc6,bd7b79eed8122a312d3a21b9fe6193fdb24dc091a632e70dc721672f1dac8e61,6d6289a2fd324ad2048b995f5607854850ec9e4273bf0eabeea1708d5b8e883f
arc_00931,rh28_parent_arc_midpoint,931,,,-0.06871843971838704,-0.6146232432010171,2048,12,4108,1290892,3672782,75.66947736113185,2.953225462402429e-10,5.444123499565833e-14,2.952712277577075e-10,75.66947738347878,2.340525051986333,28.93887677200837,1,8f1fcca25080692bc3e8d30be2584746e11325534d711612f5b15d25bd1c92d4,c7f4cfc3ec699c106f4d59d81c140002aec9911bb05d1ad8dae120163bd47eb3,8e0551b115bafd7d0962d067b97271b14bc139660522022eac143ca28ce49d58
arc_00932,rh28_parent_arc_midpoint,932,,,-0.06471628147126855,-0.5957185311301022,2048,12,4108,1290892,3672782,78.74385464945642,3.300263696104721e-10,5.532620368653449e-14,3.2997400328751357e-10,78.743854675444,2.3414471430005506,28.880293200025335,1,7e20ecb61c0be51b517c30790cdc74608147b2c83f376e15098ff665371dbfa0,abde15aa1249eccfcdac10e38186ee6e42fe18ca4fbe118118cabd7dc12ab8cd,6ca22da77b9ab4f7026f3b281ae820aa1c770b73d5a74a8faaa7c46da4678a40
arc_00933,rh28_parent_arc_midpoint,933,,,-0.06282579370169382,-0.582973897808495,2048,12,4108,1290892,3672782,81.06427407456587,3.5810258321613204e-10,5.4189752513350945e-14,3.5805089052065457e-10,81.06427410359522,2.3519799649948254,29.094121180009097,1,25690ec343863af7d92d673c02af385a40fe2741d71f2b57fe1410a91dd3a0a5,a0b4e2a994b4348ca2a8413c09caf8f557822fffb41e07e99f6965bdffc38916,0a988f727382623f4104d2d80149b4eef5bb71b2a04e4449e2e0e5e8f6d9efc0
arc_00934,rh28_parent_arc_midpoint,934,,,-0.0615629326246781,-0.5701518541176752,2048,12,4108,1290892,3672782,83.66798001229184,3.913570325507492e-10,5.671263257057724e-14,3.9130270233231025e-10,83.66798004503592,2.3486247059772722,29.024016849987675,1,975b1ad3f6545d0f60f17eb7e6f6a55fbdcb768f961ddee33c9b9f043553c4df,adcce1585a09f8fa67848b8dc3005b9dba5464e17bfcb2be088c9654d9431f30,5c39a98d8827f48974abfc86d4ca42bc18180c3e8c0ce89a65df214151fa4bc6
arc_00935,rh28_parent_arc_midpoint,935,,,-0.06093074058316951,-0.5572832894839724,2048,12,4108,1290892,3672782,86.64267376236498,4.312829625935515e-10,5.943399617099193e-14,4.312263553058794e-10,86.64267379973252,2.3542071160045452,29.118132292991504,1,460cbd1ef7be43a087f7ed6ab747afacc578f8f5014c94920630365c47b8fd11,3dce86097abd724c63c00ed1717866c4ca84a99f4f722695dd3003c7ba5378f5,b8d93f2fe167b28252881a4336dd74e9df33e8c3846b83b3f8d727dacb2e862d
turn_00002495_of_00016384,adaptive_gap_midpoint,,2495,16384,-0.17211921161194696,-0.336284229053171,2048,12,4108,1290892,3672782,158.75911970871758,1.4763297077001262e-09,9.068257901267633e-14,1.476240202119331e-09,158.75911994309843,2.3206959780072793,30.126124818983953,14,6cd73409d3d1793be3584b50f8545c95a46c23f68e642df3f5d771fedc50f9ec,2dde59185d0e77a4fb4259856174da5405a76142195269f9da01c0fd6c5e73b3,6c30a68e2e450babcdebcd82d902c1f7f91abc8121c632dc5a45fb7609d62dad
turn_00004435_of_00065536,adaptive_gap_midpoint,,4435,65536,-0.08422558705588767,-0.4425596550156503,2048,12,4108,1290892,3672782,288.4704484507189,2.901060039299535e-09,2.0529790745059934e-13,2.900868103190087e-09,288.4704492875891,2.3081559259444475,31.29689551796764,39,3f153d940d85752d568382aa6e9801dd3e41517305ade040a95bc1ad89cc624f,8ba8b67a4f978f9d4387b7f67ff91472b6c7b7da5fbdd29146f3041aaa90acf0,acf0aaee14ac4305c2bc002841bf366024911961d08626aec2e417a92f3e9b64
turn_00005731_of_00131072,adaptive_gap_midpoint,,5731,131072,-0.07069552490164754,-0.47962964426701604,2048,12,4108,1290892,3672782,131.9240016599117,1.0727336671151016e-09,1.5088228470373643e-13,1.0726051491847448e-09,131.92400180143107,2.310466371010989,30.61222358001396,9,def09137d48efb509896da238c2456f1c4fee12b325d6249072f686d908791c7,7fee988d265fdcaecf1142827d4e5b3a7b3dc4afb2e79bc58e1e9ccba9f5803b,b7701ba6e5c8ec96c3bdcfba60d32e0d5711dc55c70cb7c5f2774c1c0fb38b36
turn_00016883_of_00131072,adaptive_gap_midpoint,,16883,131072,-0.14222846267392497,-0.3608401213918446,2048,12,4108,1290892,3672782,178.45486991431986,1.695079092196112e-09,1.0556409713901258e-13,1.694974291097467e-09,178.454870216815,2.316234012017958,30.303095809998922,27,0998a24abe21d8355af7212bdc0b33c323b315bcd7d8f3e465714f0c48589e6b,2b2355d642a14126d7191bca8fe8a37d4ca6eb54d6ab4c332adc599eaa5f108c,97b97d0dbc16426827774b5bdb5be1f0466d6925d2771911a1a317f66402cb73
turn_00025409_of_00262144,adaptive_gap_midpoint,,25409,262144,-0.1080457365488692,-0.4006763939221549,2048,12,4108,1290892,3672782,306.4102691814659,3.1250583581259393e-09,1.995069723990597e-13,3.1248687943754318e-09,306.41027013901595,2.3184008250245824,30.3622889269609,32,ade250480e6cce8bba3741a3aa41490f16c7bc4220a6dfb8435ae1f72f147bb9,4076f3874909cc43bc68da56d096845687212e9bf0d29a7afe8ec8b46ef9a7c9,6c876a58d626c09cc8ac3f998dbcf190e3ec0e52a493f17ddbbe9e04f968db46
turn_00031445_of_00524288,adaptive_gap_midpoint,,31445,524288,-0.07927104782742961,-0.4542449283134449,2048,12,4108,1290892,3672782,202.64686351156763,1.9383567804900206e-09,1.6939677816399707e-13,1.9382069961613823e-09,202.6468639043696,2.312948730948847,31.347047735995147,25,2a0d761058ab87592938b3b53a107eabf64b8de5b219d08651dbf6eb575a69fc,a7888a4ffd11212bcba1adb7fdbc568e77cb69a5ec7aee5d75849e5ad2199e7a,7b150bd2cb90fbce8fb4a068e86df1012ec3e9a05b3514a041b5ac7a8cfe07ce
turn_00037759_of_00262144,adaptive_gap_midpoint,,37759,262144,-0.16121384005601105,-0.34440161574537154,2048,12,4108,1290892,3672782,164.032082782503,1.5352394057900025e-09,9.279158706659771e-14,1.5351476479681765e-09,164.03208303433158,2.315638731990475,31.08032385702245,20,42027cad831efe98421fc3a4f867a94958192a3f7209051644dce001253b9ef3,0d429c2dd61bbd0ed0b57279a75249dd72f6c7aca857640ae850e8fca5e7ad9b,4225b4ae629824800646166a6751bf02902bac68159c4e44932d24f300a17814
turn_00040189_of_00524288,adaptive_gap_midpoint,,40189,524288,-0.09071375365628981,-0.4292444928684893,2048,12,4108,1290892,3672782,488.9679028793056,5.057482811859025e-09,3.0644508428246196e-13,5.0571844866626865e-09,488.96790535225244,2.2564621880301274,27.14956676098518,40,0ca03ecce9005afe5f185c148af350cfe0742901d5710d663055f7a39d3a8da2,fbc97a62f02e39f8d349bd0acc50d9e86f22f300f82c7cca413eae0a56242d9d,bc8cb0b767bb53f4fb3e1b8aa0a73a57b725ccda7451e66d930d929958024511
turn_00055109_of_00524288,adaptive_gap_midpoint,,55109,524288,-0.11604907692453145,-0.38980788620836015,2048,12,4108,1290892,3672782,242.96729602006945,2.4265949466388193e-09,1.7022828954069412e-13,2.4264351165480123e-09,242.96729660965272,2.3209782839985564,30.877122699981555,19,5ac1609b7ccf8f9a17e08dc2db7025d535246eac447bc86cc4ab73a1d4e7a9be,7af573f2980bbca46acd62b2eaacf63bcf11baaea33e3792383b4120f66fbb15,cbbc00848d374acacb5a419a29cfd5c846f028ceafcee9967101cc0d9071b205
turn_00059173_of_00524288,adaptive_gap_midpoint,,59173,524288,-0.12413474569807714,-0.3799064478565424,2048,12,4108,1290892,3672782,210.723543767743,2.0629489739883526e-09,1.5687447274700498e-13,2.062802348345239e-09,210.72354420245495,2.301579227030743,27.72383011894999,23,d196bd59a4de11f62e9259d12da1ea26967640defa5e300cae75571ff2487ffe,f54c129b6de4f72ef3a8ea04a2dc69842421b641e236f82c3408896176898c00,551b7fbfb51f788fe5f09a9751d21bff998359579b5015fdeeccc7f8fd5c9653
turn_00063359_of_00524288,adaptive_gap_midpoint,,63359,524288,-0.1329568816215212,-0.3701318356890768,2048,12,4108,1290892,3672782,190.99139637577534,1.8376141128869827e-09,1.168887577583375e-13,1.837498938523988e-09,190.99139672674386,2.2949148020124994,27.784617169993,25,9af173ee59c35a0886563a7542acd6d117020e29e0ce77ca946035b28accc351,aeab05edf633ff682de7f2b6e71444471083c9be01fb375b2338c25d2ad6b220,7d67ef0a63080b18b8673cefdbdef4bee7d4d9cea44af364c11fde03c71cc144
turn_00076221_of_01048576,adaptive_gap_midpoint,,76221,1048576,-0.08775735576719221,-0.43507641160393096,2048,12,4108,1290892,3672782,387.6964961873997,3.976023085878496e-09,2.5082647142918886e-13,3.97578262775032e-09,387.69649772889,2.279827694990672,27.745839559996966,50,c6e113f515a604911112930873eca37f184e7e539c6b81fe34202204f4a78bab,275bb7c3fe2d0037e1cc52764240d7d2c24cd39000da1b755bf494333e10b940,03694fd3d48f4405366cf92cf91f277d02ab6cfe1dcfd1c7f4708b7ad0cdd805
turn_00095269_of_01048576,adaptive_gap_midpoint,,95269,1048576,-0.10247474509410409,-0.4089979326223265,2048,12,4108,1290892,3672782,392.8002668389764,4.054516680642535e-09,2.4814915324005825e-13,4.054276568831741e-09,392.8002684315918,2.3077093289466575,29.58269241603557,24,6618497007845e5a4f2b4c1c23106a0e28acb3b3d43bae2ff93787e38129b693,67c11c60cca4091f38205c9964389b47387c68fad022f354369d451424d6fa29,68baaff60b1b0adfc690778914adddb65f9adfa29b08e49398d21c9088b376dc
turn_00099337_of_01048576,adaptive_gap_midpoint,,99337,1048576,-0.10599758034634765,-0.4036565574752806,2048,12,4108,1290892,3672782,332.4919717235874,3.407623557949439e-09,2.1385441486808066e-13,3.407419982679424e-09,332.491972856595,2.3133618839783594,30.01524984400021,29,db5f8575d793e3b109b713390b9c6bb4fc438fdb648c399ba435610669f8dd47,1d711ba49dcc4bbf8b90e285c761d43a18fe41ce732600869790b19ea70f1187,c6d6c88a20b1d5a6eb673e6a2f49f5f65291857cbc11225ed2b81d66e6b06ba3
turn_00103935_of_01048576,adaptive_gap_midpoint,,103935,1048576,-0.11013475144739893,-0.397724727378145,2048,12,4108,1290892,3672782,284.9203662089103,2.890512423319973e-09,1.907398881665724e-13,2.890331572730703e-09,284.92036703247624,2.3128130009863526,29.219442575005814,34,8256192516bb92ec2f603b74a31e43029e146e1bd3b0c0b92ed4662c64ac326a,5e213a59bafb8901a3c6b8df62747a8de46d68c665451748ae9751f058c9a15f,ac94bcd66b442e925e2eb6cdf8b00be2e928b019810b2fb8854c4a09b8fbd6ab
turn_00156599_of_02097152,adaptive_gap_midpoint,,156599,2097152,-0.08921739591488287,-0.4321512469246934,2048,12,4108,1290892,3672782,437.6968729392778,4.511084674495436e-09,2.765721587071645e-13,4.510818321542954e-09,437.6968749137656,2.2888454429921694,28.21054673200706,45,4a8cbb02a894fa94783dc291eb7b077695095e7a5ca2a0247f1388504f9beb95,07f273242339d1b00dc4851e2e564556c38bea0ac3dea1ea9a12518fe5a35210,ced191c4bc7ed633387bc50c9ed147ef07a8b96b5f6cbf0c5e28fec99d6e9425
