status,parent_arc,start_numerator,end_numerator,turn_denominator,refinement_level,extra_refinement,theta_start,theta_end,theta_midpoint,center_real,center_imag,disc_radius,center_id,center_arc,distance_upper,neumann_product_upper,transported_inverse_upper,budget_lower,budget_ratio_upper
closed,211,1218,1219,16384,8,0,0.46709714991117773,0.46748064510814913,0.46728889750966346,-0.0889934296397021,-0.4325940899696935,5.033350662145343e-05,turn_00156599_of_02097152,,0.0005465903503256964,0.23924088819557765,575.3422707952918,1.3372133388899036e+16,4.302546602421092e-14
closed,212,1219,1220,16384,8,0,0.46748064510814913,0.4678641403051206,0.46767239270663485,-0.08903879408881255,-0.4325042238792089,5.033350662144543e-05,turn_00156599_of_02097152,,0.0004459233733959515,0.19517926698641216,543.8439356238305,1.3291407293217242e+16,4.091695661913546e-14
closed,213,1220,1221,16384,8,0,0.4678641403051206,0.468247635502092,0.46805588790360625,-0.08908419299780038,-0.4324143751923804,5.03335066214505e-05,turn_00156599_of_02097152,,0.0003452563819214838,0.15111763941106698,515.6154671538972,1.3212196624233708e+16,3.902571857038211e-14
closed,214,1221,1222,16384,8,0,0.468247635502092,0.46863113069906337,0.4684393831005777,-0.08912962635998883,-0.432324543922422,5.0333506621437836e-05,turn_00156599_of_02097152,,0.00024458937960351304,0.10705600708955437,490.17281978362865,1.3134490634846736e+16,3.731951496338697e-14
closed,215,1222,1223,16384,8,0,0.46863113069906337,0.46901462589603476,0.4688228782975491,-0.08917509416869612,-0.432234730082545,5.033350662143887e-05,turn_00156599_of_02097152,,0.00014392237014331543,0.0629943716419114,467.1229944271949,1.3058278959956404e+16,3.57721714982228e-14
closed,216,1223,1224,16384,8,0,0.46901462589603476,0.4693981210930062,0.4692063734945205,-0.08922059641723531,-0.43214493368595824,5.0333506621445385e-05,turn_00156599_of_02097152,,5.741165600072309e-05,0.025128902415140635,448.9792301752649,1.2983551619513878e+16,3.458061733281539e-14
closed,217,1224,1225,16384,8,0,0.4693981210930062,0.4697816162899776,0.4695898686914919,-0.0892661330989145,-0.4320551547458679,5.033350662143622e-05,turn_00156599_of_02097152,,0.0001580786686416646,0.06919053925498528,470.2325162911811,1.2910299020031202e+16,3.642305383954188e-14
closed,218,1225,1226,16384,8,0,0.4697816162899776,0.470165111486949,0.46997336388846334,-0.08931170420703664,-0.4319653932754777,5.0333506621436284e-05,turn_00156599_of_02097152,,0.0002587456773211156,0.11325217436089789,493.5979116704416,1.2838511953610634e+16,3.844666059851468e-14
closed,219,1226,1227,16384,8,0,0.470165111486949,0.47054860668392046,0.47035685908543473,-0.08935730973489968,-0.4318756492879887,5.033350662145049e-05,turn_00156599_of_02097152,,0.00035941267833788145,0.15731380611287718,519.4067235096946,1.276818159080112e+16,4.067977259063288e-14
closed,220,1227,1228,16384,8,0,0.47054860668392046,0.47093210188089185,0.4707403542824061,-0.08940294967579646,-0.43178592279659944,5.033350662145508e-05,turn_00156599_of_02097152,,0.000460079667990666,0.20137543289087736,548.0633741310385,1.2699299457412526e+16,4.315697696309825e-14
closed,221,1228,1229,16384,8,0,0.47093210188089185,0.47131559707786325,0.4711238494793775,-0.08944862402301477,-0.43169621381450585,5.033350662144799e-05,turn_00156599_of_02097152,,0.0005607466425782318,0.24543705307487834,580.0667481717733,1.2631857363374212e+16,4.592093874125462e-14
closed,222,1229,1230,16384,8,0,0.47131559707786325,0.47169909227483464,0.47150734467634897,-0.08949433276983738,-0.4316065223549013,5.033350662145108e-05,turn_00156599_of_02097152,,0.0006614135983993502,0.289498665044864,616.0394827990065,1.2565847160740778e+16,4.9024906551759296e-14
closed,223,1230,1231,16384,8,0,0.47169909227483464,0.4720825874718061,0.47189083987332037,-0.08954007590954195,-0.4315168484309766,5.033350662145359e-05,turn_00156599_of_02097152,,0.0007620805317528296,0.33356026718083426,656.7688770029142,1.2501259849322386e+16,5.253621514302925e-14
closed,224,1231,1232,16384,8,0,0.4720825874718061,0.4724660826687775,0.47227433507029176,-0.08958585343540111,-0.4314271920559199,5.0333506621432727e-05,turn_00156599_of_02097152,,0.0008627474389374046,0.3776218578627568,703.265178000495,1.2438083945270642e+16,5.6541279275406325e-14
closed,225,1232,1233,16384,8,0,0.4724660826687775,0.4728495778657489,0.4726578302672632,-0.08963166534068243,-0.4313375532429169,5.0333506621435186e-05,turn_00156599_of_02097152,,0.0009634143162518519,0.4216834354706178,756.8465123767484,1.2376311060533694e+16,6.115283533800512e-14
closed,226,1233,1234,16384,8,0,0.4728495778657489,0.4732330730627203,0.4730413254642346,-0.0896775116186484,-0.43124793200515066,5.03335066214573e-05,turn_00156599_of_02097152,,0.0010640811599949178,0.46574499838439015,819.2658441945357,1.2315940335082538e+16,6.652077079821655e-14
closed,227,1234,1235,16384,8,0,0.4732330730627203,0.47361656825969173,0.473424820661206,-0.08972339226255648,-0.4311583283558016,5.0333506621449694e-05,turn_00156599_of_02097152,,0.0011647479664653776,0.5098065449840592,892.9064034515352,1.2256969216121976e+16,7.284887378823369e-14
closed,228,1235,1236,16384,8,0,0.47361656825969173,0.4740000634566631,0.4738083158581774,-0.08976930726565907,-0.4310687423080476,5.033350662143354e-05,turn_00156599_of_02097152,,0.0012654147319620058,0.5538680736496103,981.0929213122505,1.2199393540607628e+16,8.042145029968304e-14
closed,229,1236,1237,16384,8,0,0.4740000634566631,0.4743835586536345,0.47419181105514885,-0.08981525662120353,-0.43097917387506396,5.033350662145454e-05,turn_00156599_of_02097152,,0.0013660814527836171,0.597929582761046,1088.6075079073487,1.2143208948323888e+16,8.964743277826969e-14
closed,230,1237,1238,16384,8,0,0.4743835586536345,0.47476705385060597,0.47457530625212024,-0.08986124032243215,-0.43088962307002343,5.0333506621448976e-05,turn_00156599_of_02097152,,0.0014667481252288843,0.6419910706983072,1222.5864750566598,1.2088411291327064e+16,1.0113706802264539e-13
closed,231,1238,1239,16384,8,0,0.47476705385060597,0.47515054904757736,0.47495880144909164,-0.08990725836258216,-0.4308000899060961,5.033350662144532e-05,turn_00156599_of_02097152,,0.0015674147455966385,0.6860525358414037,1394.1723532847361,1.203499674680607e+16,1.1584318488949582e-13
closed,232,1239,1240,16384,8,0,0.47515054904757736,0.47553404424454876,0.47534229664606303,-0.08995331073488576,-0.43071057439644944,5.033350662143183e-05,turn_00156599_of_02097152,,0.00166808131018563,0.73011397657031,1621.7841492921664,1.1982961849716786e+16,1.353408422418116e-13
closed,233,1240,1241,16384,8,0,0.47553404424454876,0.47591753944152015,0.4757257918430345,-0.0899993974325701,-0.4306210765542484,5.033350662144598e-05,turn_00156599_of_02097152,,0.0017687478152946885,0.7741753912650355,1938.2160224506865,1.1932303499082042e+16,1.6243435499271325e-13
closed,234,1241,1242,16384,8,0,0.47591753944152015,0.4763010346384916,0.4761092870400059,-0.09004551844885726,-0.4305315963926553,5.033350662145181e-05,turn_00040189_of_00524288,,0.001500565824001311,0.7337285278050977,1836.35107930129,1.1883018951765092e+16,1.5453573597377125e-13
closed,235,1242,1243,16384,8,0,0.4763010346384916,0.476684529835463,0.4764927822369773,-0.09009167377696431,-0.43044213392482983,5.033350662143686e-05,turn_00040189_of_00524288,,0.0013998991686379437,0.6845057641932549,1549.8473501486346,1.183510580814826e+16,1.3095340044037397e-13
closed,236,1243,1244,16384,8,0,0.476684529835463,0.4770680250324344,0.4768762774339487,-0.09013786341010323,-0.43035268916392916,5.0333506621444544e-05,turn_00040189_of_00524288,,0.0012992324636549738,0.635282976319019,1340.6774940671646,1.1788561990663328e+16,1.1372697493799468e-13
closed,237,1244,1245,16384,8,0,0.4770680250324344,0.4774515202294058,0.4772597726309201,-0.09018408734148099,-0.4302632621231077,5.03335066214393e-05,turn_00040189_of_00524288,,0.0011985657127535037,0.5860601659921102,1181.2535667754378,1.174338571860457e+16,1.0058884167485241e-13
closed,238,1245,1246,16384,8,0,0.4774515202294058,0.47783501542637724,0.4776432678278915,-0.0902303455642995,-0.4301738528155175,5.0333506621435925e-05,turn_00040189_of_00524288,,0.0010978989196348495,0.5368373350223533,1055.7152860666158,1.169957548896712e+16,9.023534974086639e-14
closed,239,1246,1247,16384,8,0,0.47783501542637724,0.47821851062334864,0.4780267630248629,-0.09027663807175564,-0.43008446125430777,5.0333506621437036e-05,turn_00040189_of_00524288,,0.0009972320880002013,0.48761448521951145,954.2968941300605,1.1657130088917512e+16,8.186379381982836e-14
closed,240,1247,1248,16384,8,0,0.47821851062334864,0.47860200582032003,0.47841025822183436,-0.09032296485704122,-0.4299950874526252,5.03335066214366e-05,turn_00040189_of_00524288,,0.0008965652215508032,0.43839161839337437,870.6563530149491,1.1616048678261926e+16,7.49528843352973e-14
closed,241,1248,1249,16384,8,0,0.47860200582032003,0.4789855010172915,0.47879375341880576,-0.09036932591334303,-0.4299057314236139,5.033350662145591e-05,turn_00040189_of_00524288,,0.0007958983239878859,0.38916873635372495,800.4958725154708,1.1576330955448106e+16,6.914935963702194e-14
closed,242,1249,1250,16384,8,0,0.4789855010172915,0.4793689962142629,0.47917724861577715,-0.09041572123384282,-0.4298163931804153,5.033350662143654e-05,turn_00040189_of_00524288,,0.0006952313990126837,0.33994584091034796,740.7996732065714,1.153797732767838e+16,6.420533271715415e-14
closed,243,1250,1251,16384,8,0,0.4793689962142629,0.47975249141123427,0.47956074381274855,-0.0904621508117173,-0.4297270727361683,5.033350662143799e-05,turn_00040189_of_00524288,,0.0005945644503264332,0.2907229338730294,689.3891381858388,1.1500988942208998e+16,5.994172689408984e-14
closed,244,1251,1252,16384,8,0,0.47975249141123427,0.48013598660820567,0.47994423900972,-0.09050861464013812,-0.42963777010400905,5.033350662145632e-05,turn_00040189_of_00524288,,0.0004938974816303947,0.24150001705156665,644.6511751411535,1.1465367544315864e+16,5.62259493775016e-14
closed,245,1252,1253,16384,8,0,0.48013598660820567,0.4805194818051771,0.4803277342066914,-0.09055511271227194,-0.4295484852970712,5.033350662143655e-05,turn_00040189_of_00524288,,0.00039323049662569613,0.19227709225569262,605.3659004395107,1.143111528460081e+16,5.295772856520981e-14
closed,246,1253,1254,16384,8,0,0.4805194818051771,0.4809029770021485,0.4807112294036628,-0.09060164502128035,-0.4294592183284857,5.033350662144335e-05,turn_00040189_of_00524288,,0.0002925634990136958,0.14305416129525259,570.5937099727511,1.1398234592429998e+16,5.0059832103447334e-14
closed,247,1254,1255,16384,8,0,0.4809029770021485,0.4812864721991199,0.48109472460063424,-0.0906482115603199,-0.42936996921138104,5.033350662144626e-05,turn_00040189_of_00524288,,0.00019189649249562183,0.09383122598002844,539.5991556662003,1.136672813101555e+16,4.747180978084943e-14
closed,248,1255,1256,16384,8,0,0.4812864721991199,0.4816699673960913,0.48147821979760563,-0.0906948123225421,-0.42928073795888283,5.0333506621443e-05,turn_00040189_of_00524288,,9.122948077264891e-05,0.04460828811977573,511.7983537767528,1.1336598797455956e+16,4.514567048907168e-14
closed,249,1256,1257,16384,8,0,0.4816699673960913,0.48205346259306275,0.48186171499457703,-0.09074144730109347,-0.4291915245841142,5.033350662145153e-05,turn_00040189_of_00524288,,0.00011010454569687011,0.05383758907915994,516.7906690315154,1.130784973712978e+16,4.570193989531118e-14
closed,250,1257,1258,16384,8,0,0.48205346259306275,0.48243695779003415,0.4822452101915484,-0.09078811648911546,-0.4291023291001957,5.033350662144047e-05,turn_00040189_of_00524288,,0.00021077155672583053,0.10306052660006282,545.151506710672,1.1280484357468654e+16,4.832695914779003e-14
closed,251,1258,1259,16384,8,0,0.48243695779003415,0.48282045298700554,0.4826287053885199,-0.09083481987974451,-0.4290131515202451,5.0333506621449166e-05,turn_00040189_of_00524288,,0.0003114385618559878,0.15228346123664027,576.8059050323047,1.1254506336530712e+16,5.1251106693153245e-14
closed,252,1259,1260,16384,8,0,0.48282045298700554,0.483203948183977,0.48301220058549127,-0.090881557466112,-0.42892399185737773,5.03335066214501e-05,turn_00040189_of_00524288,,0.0004121055573860023,0.201506391179056,612.3629543813917,1.1229919626770846e+16,5.4529593686635866e-14
closed,253,1260,1261,16384,8,0,0.483203948183977,0.4835874433809484,0.48339569578246266,-0.09092832924134431,-0.428834850124706,5.033350662145256e-05,turn_00040189_of_00524288,,0.0005127725396147669,0.25072931461758746,652.5918001218655,1.1206728454509226e+16,5.823214176830383e-14
closed,254,1261,1262,16384,8,0,0.4835874433809484,0.4839709385779198,0.48377919097943406,-0.09097513519856279,-0.42874572633534,5.033350662145484e-05,turn_00040189_of_00524288,,0.0006134395048409381,0.29995222974239644,698.4779126891899,1.1184937316526102e+16,6.244808468056111e-14
closed,255,1262,1263,16384,8,0,0.4839709385779198,0.4843544337748912,0.4841626861764055,-0.09102197533088374,-0.42865662050238706,5.033350662143629e-05,turn_00040189_of_00524288,,0.0007141064493632639,0.34917513474368944,751.3048923840443,1.116455097441208e+16,6.729378495435709e-14
closed,256,1263,1264,16384,8,0,0.4843544337748912,0.48473792897186263,0.4845461813733769,-0.09106884963141845,-0.42856753263895175,5.033350662144363e-05,turn_00040189_of_00524288,,0.0008147733694805888,0.39839802781172035,812.7764335174473,1.1145574447401154e+16,7.292369158298206e-14
closed,257,1264,1265,16384,8,0,0.48473792897186263,0.485121424168834,0.4849296765703483,-0.0911157580932732,-0.4284784627581361,5.0333506621440147e-05,turn_00040189_of_00524288,,0.0009154402614916521,0.4476209071366914,885.2034982309733,1.1128013004123458e+16,7.954730982997265e-14
closed,258,1265,1266,16384,8,0,0.485121424168834,0.4855049193658054,0.48531317176731975,-0.09116270070954922,-0.42838941087303956,5.033350662144947e-05,turn_00040189_of_00524288,,0.0010161071216952167,0.4968437709088163,971.8013552876835,1.1111872153146634e+16,8.74561317745625e-14
closed,259,1266,1267,16384,8,0,0.4855049193658054,0.4858884145627768,0.48569666696429115,-0.09120967747334273,-0.42830037699675877,5.0333506621431215e-05,turn_00040189_of_00524288,,0.0011167739463900405,0.5460666173183067,1077.1798770638688,1.109715763326144e+16,9.706808830355303e-14
closed,260,1267,1268,16384,8,0,0.4858884145627768,0.48627190975974827,0.48608016216126254,-0.09125668837774492,-0.4282113611423879,5.033350662143774e-05,turn_00040189_of_00524288,,0.0012174407318749038,0.5952894445553848,1208.1916292375229,1.1083875402844e+16,1.0900443981240663e-13
closed,261,1268,1269,16384,8,0,0.48627190975974827,0.48665540495671966,0.48646365735823394,-0.09130373341584196,-0.42812236332301834,5.0333506621450826e-05,turn_00040189_of_00524288,,0.0013181074744485646,0.6445122508102623,1375.4845461390883,1.1072031628926076e+16,1.242305470430184e-13
closed,262,1269,1270,16384,8,0,0.48665540495671966,0.48703890015369106,0.4868471525552054,-0.09135081258071502,-0.42803338355173887,5.033350662144232e-05,turn_00040189_of_00524288,,0.0014187741704098087,0.6937350342731639,1596.551875242474,1.1061632675858522e+16,1.443323894425523e-13
closed,263,1270,1271,16384,8,0,0.48703890015369106,0.4874223953506625,0.4872306477521768,-0.09139792586544021,-0.4279444218416356,5.033350662143511e-05,turn_00040189_of_00524288,,0.0015194408160573985,0.7429577931343032,1902.286442816512,1.1052685093464364e+16,1.721107972162679e-13
closed,264,1271,1272,16384,8,0,0.4874223953506625,0.4878058905476339,0.4876141429491482,-0.09144507326308868,-0.42785547820579206,5.0333506621448434e-05,arc_00277,277,0.001359003325513758,0.7172357714720797,1866.4525538282248,1.1045195605039506e+16,1.6898320505764816e-13
closed,265,1272,1273,16384,8,0,0.4878058905476339,0.4881893857446053,0.4879976381461196,-0.0914922547667265,-0.4277665526572891,5.033350662145798e-05,arc_00277,277,0.0012583366014300532,0.6641072955116197,1571.2339369534056,1.103917109499954e+16,1.4233260119187159e-13
closed,266,1273,1274,16384,8,0,0.4881893857446053,0.4885728809415767,0.488381133343091,-0.09153947036941476,-0.4276776452092047,5.033350662144765e-05,arc_00277,277,0.0011576698329314595,0.6109787961104907,1356.6510287626938,1.1034618596193084e+16,1.229449859944172e-13
closed,267,1274,1275,16384,8,0,0.4885728809415767,0.48895637613854814,0.4887646285400624,-0.09158672006420954,-0.4275887558746145,5.033350662143161e-05,arc_00277,277,0.0010570030237192643,0.5578502752221064,1193.6364242504478,1.103154527711955e+16,1.0820210535020518e-13
closed,268,1275,1276,16384,8,0,0.48895637613854814,0.48933987133551954,0.4891481237370338,-0.09163400384416188,-0.4274998846665912,5.0333506621456044e-05,arc_00277,277,0.0009563361774947378,0.5047217347998714,1065.5949464165333,1.1029958428525422e+16,9.66091534543518e-14
closed,269,1276,1277,16384,8,0,0.48933987133551954,0.48972336653249093,0.48953161893400526,-0.09168132170231784,-0.42741103159820515,5.033350662144622e-05,arc_00277,277,0.0008556692979590857,0.4515931767971562,962.3622357302353,1.1029865450401088e+16,8.725058705908695e-14
closed,270,1277,1278,16384,8,0,0.48972336653249093,0.49010686172946233,0.48991511413097666,-0.09172867363171845,-0.4273221966825237,5.0333506621452215e-05,arc_00277,277,0.0007550023888135304,0.3984646031673405,877.3648554118641,1.1031273837996766e+16,7.953431927234163e-14
closed,271,1278,1279,16384,8,0,0.49010686172946233,0.4904903569264338,0.49029860932794805,-0.09177605962539971,-0.42723337993261173,5.03335066214418e-05,arc_00277,277,0.0006543354537593414,0.3453360158638284,806.1632062493728,1.1034191168062158e+16,7.3060471218114e-14
closed,272,1279,1280,16384,8,0,0.4904903569264338,0.4908738521234052,0.49068210452491945,-0.09182347967639265,-0.42714458136153133,5.0333506621444605e-05,arc_00277,277,0.0005536684964976847,0.2922074168399695,745.6506736916142,1.1038625084657224e+16,6.754923443572761e-14
closed,273,1280,1281,16384,8,0,0.4908738521234052,0.49125734732037657,0.4910655997218909,-0.09187093377772326,-0.427055800982342,5.0333506621455807e-05,arc_00277,277,0.00045300152072986035,0.23907880804918422,693.588274383766,1.1044583284817586e+16,6.279895370404837e-14
closed,274,1281,1282,16384,8,0,0.49125734732037657,0.491640842517348,0.4914490949188623,-0.09191842192241254,-0.42696703880810066,5.033350662143923e-05,arc_00277,277,0.00035233453015709996,0.18595019144485683,648.3215288803231,1.105207350482756e+16,5.866062405367966e-14
closed,275,1282,1283,16384,8,0,0.491640842517348,0.4920243377143194,0.4918325901158337,-0.09196594410347647,-0.4268782948518613,5.0333506621452886e-05,arc_00277,277,0.0002516675284806315,0.13282156898036965,608.6014107231152,1.1061103507670376e+16,5.5021762548472464e-14
closed,276,1283,1284,16384,8,0,0.4920243377143194,0.4924078329112908,0.4922160853128051,-0.09201350031392604,-0.42678956912667537,5.033350662144696e-05,arc_00277,277,0.00015100051940165253,0.079692942609089,573.4673142281795,1.1071681071580218e+16,5.179586645610726e-14
closed,277,1284,1285,16384,8,0,0.4924078329112908,0.4927913281082622,0.49259958050977654,-0.0920610905467672,-0.4267008616455917,5.033350662144021e-05,arc_00277,277,5.0333506621440214e-05,0.026564314284423168,542.1683468273937,1.108381397574679e+16,4.891532355322342e-14
closed,278,1285,1286,16384,8,0,0.4927913281082622,0.49317482330523366,0.49298307570674793,-0.09210871479500096,-0.4266121724216563,5.033350662144547e-05,arc_00277,277,0.00015100051940167438,0.07969294260910054,573.4673142281866,1.1097509983580506e+16,5.1675314108900934e-14
closed,279,1286,1287,16384,8,0,0.49317482330523366,0.49355831850220505,0.4933665709037193,-0.09215637305162327,-0.4265235014679126,5.033350662143085e-05,arc_00277,277,0.0002516675284806127,0.13282156898035974,608.6014107231083,1.1112776825535404e+16,5.476591677110248e-14
closed,280,1287,1288,16384,8,0,0.49355831850220505,0.49394181369917645,0.4937500661006908,-0.0922040653096251,-0.4264348487974014,5.033350662145774e-05,arc_00277,277,0.00035233453015710457,0.18595019144485925,648.321528880325,1.1129622183672172e+16,5.825189015234066e-14
closed,281,1288,1289,16384,8,0,0.49394181369917645,0.49432530889614784,0.49413356129766217,-0.09225179156199244,-0.42634621442316056,5.0333506621435315e-05,arc_00277,277,0.00045300152072988366,0.2390788080491965,693.5882743837772,1.114805367684292e+16,6.221608672592958e-14
closed,282,1289,1290,16384,8,0,0.49432530889614784,0.4947088040931193,0.49451705649463357,-0.09229955180170622,-0.4262575983582255,5.0333506621436e-05,arc_00277,277,0.0005536684964977084,0.29220741683998197,745.6506736916274,1.1168078845991776e+16,6.676624368203145e-14
closed,283,1290,1291,16384,8,0,0.4947088040931193,0.4950922992900907,0.49490055169160496,-0.09234734602174244,-0.4261690006156289,5.033350662145337e-05,arc_00277,277,0.0006543354537593459,0.3453360158638308,806.1632062493758,1.1189705139522318e+16,7.204508038393142e-14
closed,284,1291,1292,16384,8,0,0.4950922992900907,0.4954757944870621,0.4952840468885764,-0.09239517421507204,-0.4260804212084006,5.033350662145742e-05,arc_00277,277,0.0007550023888135505,0.39846460316735116,877.3648554118797,1.1212939898154508e+16,7.824574673376085e-14
closed,285,1292,1293,16384,8,0,0.4954757944870621,0.49585928968403353,0.4956675420855478,-0.09244303637466104,-0.4259918601495679,5.033350662144729e-05,arc_00277,277,0.000855669297959105,0.4515931767971664,962.3622357302531,1.123779033943173e+16,8.563625113679757e-14
closed,286,1293,1294,16384,8,0,0.49585928968403353,0.49624278488100493,0.4960510372825192,-0.09249093249347039,-0.42590331745215537,5.0333506621455644e-05,arc_00277,277,0.0009563361774947564,0.5047217347998811,1065.5949464165544,1.1264263542081284e+16,9.459961074558328e-14
closed,287,1294,1295,16384,8,0,0.49624278488100493,0.4966262800779763,0.4964345324794906,-0.09253886256445609,-0.4258147931291848,5.0333506621442125e-05,arc_00277,277,0.0010570030237192854,0.5578502752221174,1193.6364242504776,1.1292366430159802e+16,1.0570294823789084e-13
closed,288,1295,1296,16384,8,0,0.4966262800779763,0.4970097752749477,0.49681802767646205,-0.09258682658056913,-0.4257262871936754,5.033350662145789e-05,arc_00277,277,0.001157669832931455,0.6109787961104882,1356.6510287626854,1.1322105756559696e+16,1.198232076198972e-13
closed,289,1296,1297,16384,8,0,0.4970097752749477,0.49739327047191917,0.49720152287343344,-0.09263482453475551,-0.4256377996586435,5.03335066214367e-05,arc_00277,277,0.0012583366014300356,0.6641072955116104,1571.233936953362,1.1353488086065556e+16,1.3839217736809715e-13
closed,290,1297,1298,16384,8,0,0.49739327047191917,0.49777676566889056,0.49758501807040484,-0.09268285641995623,-0.425549330537103,5.033350662143257e-05,arc_00277,277,0.0013590033255137827,0.7172357714720929,1866.4525538283115,1.1386519777408944e+16,1.6391773696572208e-13
closed,291,1298,1299,16384,8,0,0.49777676566889056,0.49816026086586196,0.4979685132673763,-0.09273092222910732,-0.42546087984206477,5.033350662144386e-05,arc_00277,277,0.0014596700014815102,0.7703642220385752,2298.274341883524,1.1421206964734348e+16,2.0122867477841744e-13
closed,292,1299,1300,16384,8,0,0.49816026086586196,0.49854375606283335,0.4983520084643477,-0.09277902195513982,-0.42537244758653725,5.033350662144546e-05,arc_00277,277,0.0015603366256319174,0.823492645257637,2990.051135475642,1.145755553901679e+16,2.6096763182107415e-13
closed,293,1300,1301,16384,8,0,0.49854375606283335,0.4989272512598048,0.4987355036613191,-0.09282715559097976,-0.42528403378352597,5.0333506621452744e-05,turn_00168367_of_02097152,,0.0015469668427285598,0.85499662145037,3811.582041064433,1.1495571129761238e+16,3.315696104212266e-13
closed,294,1301,1302,16384,8,0,0.4989272512598048,0.4993107464567762,0.4991189988582905,-0.09287532312954819,-0.4251956384460338,5.033350662143791e-05,turn_00168367_of_02097152,,0.0014463002114829672,0.7993589521542647,2754.632112958161,1.1535259082342016e+16,2.388010614494916e-13
closed,295,1302,1303,16384,8,0,0.4993107464567762,0.4996942416537476,0.4995024940552619,-0.0929235245637612,-0.425107261587061,5.0333506621449627e-05,turn_00168367_of_02097152,,0.0013456335289117368,0.7437212544908759,2156.6059739970137,1.1576624425555132e+16,1.862897071478242e-13
closed,296,1303,1304,16384,8,0,0.4996942416537476,0.500077736850719,0.4998859892522333,-0.09297175988652985,-0.425018903219605,5.0333506621454106e-05,turn_00168367_of_02097152,,0.0012449667987160058,0.6880835305057934,1771.9239848721834,1.161967182866957e+16,1.5249346203567142e-13
closed,297,1304,1305,16384,8,0,0.500077736850719,0.5004612320476904,0.5002694844492047,-0.09302002909076025,-0.42493056335666046,5.0333506621446e-05,turn_00168367_of_02097152,,0.0011443000245969749,0.6324457822446425,1503.702710714932,1.1664405545345646e+16,1.2891378860836527e-13
closed,298,1305,1306,16384,8,0,0.5004612320476904,0.5008447272446619,0.5006529796461762,-0.09306833216935352,-0.4248422420112195,5.03335066214372e-05,turn_00168367_of_02097152,,0.0010436332102559624,0.5768080117531131,1306.0083577267565,1.171082933545369e+16,1.1152142348901889e-13
closed,299,1306,1307,16384,8,0,0.5008447272446619,0.5012282224416332,0.5010364748431475,-0.09311666911520579,-0.42475393919627136,5.033350662145444e-05,turn_00168367_of_02097152,,0.0009429663593941662,0.521170221076829,1154.256267887879,1.1758946350624698e+16,9.81598379200496e-14
closed,300,1307,1308,16384,8,0,0.5012282224416332,0.5016117176386047,0.501419970040119,-0.09316503992120823,-0.4246656549248026,5.033350662145225e-05,turn_00168367_of_02097152,,0.0008422994757128034,0.4655324122614237,1034.09876717122,1.1808758969332584e+16,8.757048643780272e-14
closed,301,1308,1309,16384,8,0,0.5016117176386047,0.501995212835576,0.5018034652370904,-0.093213444580247,-0.42457738920979715,5.033350662143757e-05,turn_00168367_of_02097152,,0.0007416325629131157,0.40989458735254536,936.5992274055471,1.186026858808855e+16,7.896947867995066e-14
closed,302,1309,1310,16384,8,0,0.501995212835576,0.5023787080325475,0.5021869604340617,-0.09326188308520329,-0.42448914206423605,5.033350662145698e-05,turn_00168367_of_02097152,,0.0006409656246963891,0.35425674839586596,855.9009671420611,1.1913475471607002e+16,7.184309643159144e-14
closed,303,1310,1311,16384,8,0,0.5023787080325475,0.5027622032295189,0.5025704556310332,-0.09331035542895334,-0.4244009135010976,5.033350662144969e-05,turn_00168367_of_02097152,,0.0005402986647637106,0.29861889743694775,788.0056527809745,1.1968378989021934e+16,6.584063334757175e-14
closed,304,1311,1312,16384,8,0,0.5027622032295189,0.5031456984264903,0.5029539508280046,-0.09335886160436839,-0.4243127035333576,5.0333506621435125e-05,turn_00168367_of_02097152,,0.0004396316868164567,0.2429810365215129,730.090394346038,1.2024978667674306e+16,6.07144856155692e-14
closed,305,1312,1313,16384,8,0,0.5031456984264903,0.5035291936234617,0.503337446024976,-0.09340740160431468,-0.4242245121739889,5.0333506621434224e-05,turn_00168367_of_02097152,,0.0003389646945558345,0.18734316769518997,680.1053674844817,1.2083275673911234e+16,5.628485071749907e-14
closed,306,1313,1314,16384,8,0,0.5035291936234617,0.5039126888204332,0.5037209412219474,-0.09345597542165353,-0.42413633943596163,5.03335066214385e-05,turn_00168367_of_02097152,,0.00023829769168306876,0.13170529300361733,636.5261346407588,1.2143273132189506e+16,5.241800359027165e-14
closed,307,1314,1315,16384,8,0,0.5039126888204332,0.5042961840174045,0.5041044364189188,-0.09350458304924124,-0.42404818533224325,5.0333506621454336e-05,turn_00168367_of_02097152,,0.0001376306818993782,0.0760674144924299,598.1954552125808,1.2204974843148254e+16,4.901242836632323e-14
closed,308,1315,1316,16384,8,0,0.5042961840174045,0.504679679214376,0.5044879316158902,-0.09355322447992917,-0.42396004987579855,5.0333506621435396e-05,turn_00168367_of_02097152,,6.370334433683535e-05,0.035208346215757094,572.8617898025853,1.2268383915658746e+16,4.6694152525779174e-14
closed,309,1316,1317,16384,8,0,0.504679679214376,0.5050631744113474,0.5048714268128617,-0.09360189970656368,-0.42387193307958937,5.0333506621434834e-05,turn_00168367_of_02097152,,0.00016437035683861988,0.09084622622921404,607.9194626021333,1.2333502233389302e+16,4.929009222995652e-14
closed,310,1317,1318,16384,8,0,0.5050631744113474,0.5054466696083187,0.505254922009833,-0.09365060872198619,-0.42378383495657496,5.033350662145075e-05,turn_00168367_of_02097152,,0.00026503736514761525,0.14648410392534883,647.547721273017,1.2400330479360256e+16,5.222019867541665e-14
