sigma,folded_dimension,component_period,archived_bulk_radius,target_return,direct_bright,bright_to_dark,dark_to_bright,dark_pole,observed_product,required_product,observed_product_sign,required_product_sign,sign_compatible,signed_coupling_ratio,absolute_coupling_coverage,self_energy_at_target,required_shift,schur_residual,determinant_residual,bright_root_real,bright_root_imag,bright_root_shift,bright_root_shift_fraction_of_required,small_coupling_parameter,small_coupling_root_bound,small_coupling_bound_fraction_of_required,target_dark_pole_distance,target_dark_pole_distance_over_target,companion_root_at_required_product,target_is_leading_at_required_product,required_product_leading_one_step_radius,direct_bright_one_step_radius,schur_root_one_step_radius,physical_one_step_radius,schur_root_radius_error,determinant_identity_error,coverage_identity_error
0.01,2048,3,0.6746693518397261,0.09430742602466098,0.2531950948182471,0.05315386488874565,0.02640560711922132,-0.005205758254090777,0.0014035600731203903,-0.01581141786427741,1,-1,0,-0.08876876730273763,0.08876876730273763,0.014104262498412293,-0.15888766879358612,-0.1729919312919984,-0.0172149779373978,0.2585171953556073,0.0,0.005322100537360208,-0.03349599486083622,0.02102050373461281,0.010863432194068427,0.06837177659256434,0.09951318427875176,1.0551998763356079,0.15368191053949531,0,0.7318753585108896,0.795382225076092,0.7981445869829872,0.6746693518397261,0.12347523514326109,0.0,0.0
0.004,5120,4,0.7179413580952657,0.07058489580210958,0.15674170385305553,0.022441590561542404,0.012482161487921592,-0.0014125095267042021,0.0002801195574349893,-0.006203066631080762,1,-1,0,-0.04515823770640104,0.04515823770640104,0.0038906896179893833,-0.08615680805094594,-0.09004749766893533,-0.006483186188515751,0.1584934803663824,0.0,0.0017517765133268637,-0.020332421232353563,0.01119906843871274,0.0035423597190214146,0.04111526180179236,0.07199740532881378,1.0200114983616932,0.08474429852424173,0,0.734537227047804,0.7932280631038425,0.7943308415697848,0.7179413580952657,0.07638948347451913,0.0,6.938893903907228e-18
0.002,10240,5,0.7362778600305048,0.04681849120700271,0.10913496635078784,0.0018330302934078334,0.0008196211965182974,-1.5681010312660994e-05,1.5023904823372142e-06,-0.0029185405288600858,1,-1,0,-0.000514774582528759,0.000514774582528759,3.207893747680578e-05,-0.06231647514378513,-0.062348554081261935,-0.002920042919342423,0.10914872899084903,0.0,1.3762640061185105e-05,-0.00022085074660320648,0.00012610438604287492,2.752875074330785e-05,0.0004417571866796017,0.046834172217315374,1.0003349319875203,0.062300794133472476,0,0.7576163843952669,0.8013023047555393,0.8013124091334493,0.7362778600305048,0.06503454910294448,0.0,0.0
0.001,20480,6,0.7391415382320545,0.026590794458993153,0.06022763194855295,-0.00016855542379732577,0.00029663601464382215,-3.245714318144697e-06,-4.999960916183917e-08,-0.0008945394075004969,-1,-1,1,5.589424987049707e-05,5.589424987049707e-05,-1.8801057994947587e-06,-0.0336368374895598,-0.0336349573837603,-0.000894489407891335,0.06022680180460949,0.0,-8.30143943461592e-07,2.4679607401238364e-05,1.3782507146564611e-05,1.6602650036647593e-06,4.935853449897221e-05,0.0265940401733113,1.0001220615774813,0.03363359177524165,0,0.7537565586000582,0.79125472356401,0.7912538147072764,0.7391415382320545,0.052112276475221875,1.0842021724855044e-19,6.776263578034403e-21
0.0005,40960,6,0.7480149959741871,0.03068482527285448,0.047505234747097405,0.007995684041547378,0.008475960452654472,0.0007444318755385752,6.777110172807605e-05,-0.0005036096767627727,1,-1,0,-0.13457069007035757,0.13457069007035757,0.002263534110214851,-0.016820409474242924,-0.019083943584457776,-0.0005713807784908487,0.04891221463783718,0.0,0.0014069798907397763,-0.08364718426708238,0.030994213998470785,0.002898628661882803,0.17232806765622857,0.029940393397315905,0.9757394129209156,0.0175648413497815,1,0.7480149959741871,0.7757619168418786,0.7776510760286003,0.7480149959741871,0.029636080054413205,1.0842021724855044e-19,0.0
0.0002,102400,7,0.7547488160013469,0.01946409276052361,0.03313172335788811,0.003691365189005529,0.002228969036977747,0.00011402136594924287,8.227938710470833e-06,-0.0002644696278536722,1,-1,0,-0.031111091195028456,0.031111091195028456,0.00042521490193456814,-0.013667630597364498,-0.014092845499299067,-0.000272697566564143,0.0333790682284509,0.0,0.00024734487056279203,-0.018097128745233067,0.0075473998903769005,0.0004983956007889131,0.03646539882962726,0.01935007139457437,0.9941419634939012,0.01378165196331374,1,0.7547488160013469,0.7839766805394083,0.7843932939708795,0.7547488160013469,0.029644477969532623,0.0,0.0
0.0001,204800,8,0.7570230789796144,0.011634451595497268,0.022879369039445756,6.823062276077864e-05,3.0444379169162195e-05,-2.403547485109068e-07,2.0772389502772133e-09,-0.00013083115046628582,1,-1,0,-1.587725050856678e-05,1.587725050856678e-05,1.785383712057226e-07,-0.011244917443948487,-0.011245095982319693,-0.00013083322770523608,0.02287945982905111,0.0,9.07896053545243e-08,-8.073834761978017e-06,3.968160647101466e-06,1.8157993123818937e-07,1.6147733599939198e-05,0.011634691950245779,1.000020658880785,0.011244677089199977,1,0.7570230789796144,0.7897056636430642,0.7897058594989138,0.7570230789796144,0.032682780519299404,0.0,3.3881317890172014e-21
