sigma,physical_dimension,bordered_dimension,border_rank,matrix_nnz,factor_nnz,factor_fill_ratio,factor_seconds,peak_memory_mb,physical_inverse_candidate,physical_triplet_residual,full_inverse_candidate,full_triplet_residual,lifted_inverse_budget_lower,physical_candidate_budget_margin,full_candidate_budget_margin
0.01,2048,4109,13,1294989,4507381,3.4806326540225436,2.776360511779785,388.99609375,15.934464469527876,4.310074506671038e-09,21.19091215081964,0.000491831938297098,9497.41451992225,596.0297277692979,448.1833746620907
0.004,5120,10255,15,3387077,13958256,4.121032973268692,12.278275728225708,579.89453125,29.355366841678848,0.0009298090832441813,41.08509793749954,0.007117747453611672,34053.572294052305,1160.0458777337753,828.8545970087768
0.002,10240,20497,17,6933783,37353579,5.387186042597526,52.603288412094116,1149.41796875,62.93120193032205,0.00022626755165450945,89.43948395365372,0.0004201869673159255,88744.46489479771,1410.1822652784595,992.2291696224885
