auxiliary_scale,matrix_one_norm,matrix_infinity_norm,factor_fill_ratio,physical_inverse_candidate,full_inverse_candidate,full_triplet_residual,full_candidate_budget_margin
0.25,96.18271581677934,87.06604602214865,3.3049168757418017,15.934464469527864,41.35683602372931,2.6960657177537686e-06,229.64557816929997
0.5,68.30434380579672,61.85788477217466,3.411196542982218,15.934464469527866,25.77680814265152,4.1525023577617406e-06,368.4480431930352
1.0,48.59135790838967,44.03302301107433,3.4806326540225436,15.934464469527876,21.19091215081964,0.000491831938297098,448.1833746620907
2.0,68.30434380579672,61.85788477217466,3.5174514995880273,15.934464469527862,24.856673799146005,0.09838126406803382,382.08710452033813
4.0,96.18271581677934,87.06604602214865,3.7997257119558543,15.93446446952785,43.478788854080804,0.00018969707083167108,218.4378813263757
