d,h,one_step_curvature,parity_block_curvature,error_one_step_curvature,error_parity_block_curvature
128,0.015625,-1.4127190159079757,21.066204416110224,0.17899473216804673,0.10724440922038525
192,0.010416666666666666,-1.5107482956837357,21.006869605534384,0.0809654523922867,0.04790959864454436
256,0.0078125,-1.545911728282074,20.985882507654637,0.04580201979394838,0.02692250076479752
384,0.005208333333333333,-1.5712778948642347,20.970909122959856,0.020435853211787647,0.01194911607001714
512,0.00390625,-1.5802032569664075,20.96567737613711,0.011510491109614884,0.006717369247269289
768,0.0026041666666666665,-1.5865931433691747,20.961944153101292,0.00512060470684772,0.0029841462114532646
1024,0.001953125,-1.5888324529365756,20.960638332436908,0.0028812951394467934,0.0016783255470684821
1536,0.0013020833333333333,-1.5904328586622096,20.959705872488996,0.001280889413812769,0.000745865599157014
2048,0.0009765625,-1.5909931771560717,20.959379565549266,0.0007205709199507027,0.00041955865942711057
