sigma,folded_dimension,component_period,perron_eigenvalue,parity_eigenvalue,max_peripheral_residual,critical_gram_00,critical_gram_01,critical_gram_10,critical_gram_11,critical_gram_condition,critical_q_overlap,critical_bright_dual_left,critical_bright_dual_right,critical_q_local_fraction,endpoint_raw_overlap,endpoint_q_overlap,endpoint_raw_gram_condition,endpoint_q_gram_condition,endpoint_raw_dual_lower_bound,endpoint_q_dual_lower_bound,endpoint_canonical_analysis_norm,endpoint_q_local_fraction,max_pair_residual
0.001,20480,6,1.0000000000000022,-0.9963892766274213,3.96549943889369e-15,0.9778539065924041,-0.02203482751041882,-0.021882700971187653,0.978227244416846,1.0459366040615632,0.028785301280431705,0.4999421568105876,0.5000578431894124,0.9930176017837082,0.9940919528361806,0.9951851283873029,337.5213327760643,414.379715364762,13.010021767392711,14.411448840501118,14.422834985816921,0.8767432416300855,1.3568881263065574e-14
0.0001,204800,8,1.0000000000000004,-0.9989168379764594,2.4563878226754538e-15,0.9928263179745651,-0.007154969843141673,-0.007135118763887749,0.9928834929516073,1.0144973732913094,0.009378665245175673,0.4999905337515483,0.5000094662484518,0.9975765366035754,0.9988584955675084,0.9990615891407797,1751.0737923325526,2130.2626344304363,29.59792047030123,32.64400890232721,32.719271984481814,0.8969444309060667,7.320905265224236e-14
