sigma,folded_dimension,component_period,archived_bulk_radius,gauge_similarity_error,maximum_static_imaginary_entry,raw_euclidean_matrix_00,raw_euclidean_matrix_01,raw_euclidean_matrix_10,raw_euclidean_matrix_11,raw_euclidean_bright_real,raw_euclidean_bright_imag,raw_euclidean_dark_real,raw_euclidean_dark_imag,raw_euclidean_one_step_radius,raw_euclidean_dark_to_bright_ratio,raw_biorthogonal_matrix_00,raw_biorthogonal_matrix_01,raw_biorthogonal_matrix_10,raw_biorthogonal_matrix_11,raw_biorthogonal_bright_real,raw_biorthogonal_bright_imag,raw_biorthogonal_dark_real,raw_biorthogonal_dark_imag,raw_biorthogonal_one_step_radius,raw_biorthogonal_dark_to_bright_ratio,bulk_euclidean_matrix_00,bulk_euclidean_matrix_01,bulk_euclidean_matrix_10,bulk_euclidean_matrix_11,bulk_euclidean_bright_real,bulk_euclidean_bright_imag,bulk_euclidean_dark_real,bulk_euclidean_dark_imag,bulk_euclidean_one_step_radius,bulk_euclidean_dark_to_bright_ratio,bulk_biorthogonal_matrix_00,bulk_biorthogonal_matrix_01,bulk_biorthogonal_matrix_10,bulk_biorthogonal_matrix_11,bulk_biorthogonal_bright_real,bulk_biorthogonal_bright_imag,bulk_biorthogonal_dark_real,bulk_biorthogonal_dark_imag,bulk_biorthogonal_one_step_radius,bulk_biorthogonal_dark_to_bright_ratio
0.001,20480,6,0.7391415382320545,3.4618492176152596e-17,0.0,0.030176233412540665,0.03034803455065612,0.029882843112214945,0.03004815282169418,0.0602268018046095,0.0,-2.4155703746536567e-06,0.0,0.7912538147072765,4.010789718654427e-05,0.026966482333976305,0.027140844130647594,0.026704240718156903,0.02687211578119629,0.053840997763655335,0.0,-2.399648482754891e-06,0.0,0.7838977627295033,4.45691681511657e-05,0.018894140321829237,0.019081928846326895,0.018714823776903654,0.018896088557060854,0.03779259936816843,0.0,-2.370489278337274e-06,0.0,0.7611154952067856,6.272363684869652e-05,0.018961096447402716,0.019137192288813942,0.018780983570108038,0.01895069473385846,0.03791414764621641,0.0,-2.3564649552339165e-06,0.0,0.7613191862902198,6.215265544731498e-05
0.0001,204800,8,0.7570230789796144,9.85133562538035e-18,0.0,0.011488901843313595,0.011420911575301335,0.011458697818892942,0.011390226841383659,0.022879459829051117,0.0,-3.311443538644471e-07,0.0,0.7897058594989138,1.4473434090606356e-05,0.0111776108172238,0.011109834562969337,0.011148221697249005,0.011079965820651712,0.022257906988629464,0.0,-3.303507539543735e-07,0.0,0.788347637001028,1.4841950508784784e-05,0.009919633387394216,0.009857519471629664,0.009894158010470019,0.00983154788231952,0.01975151059239197,0.0,-3.293226782214534e-07,0.0,0.7824831960035024,1.6673290717739044e-05,0.009921909613000067,0.009859195679187895,0.009896421999896269,0.009833215079194461,0.019755453198950366,0.0,-3.2850675584159976e-07,0.0,0.782492957075781,1.6628662098172154e-05
