sigma,folded_dimension,component_period,packet_rank,archived_mu_real,archived_mu_imag,physical_mu_real,physical_mu_imag,physical_mu_radius,physical_mu_phase,two_step_target_real,two_step_target_imag,two_step_target_radius,two_step_target_phase,return_target_phase,archived_eigenvalue_error,right_eigen_residual,left_eigen_residual,left_right_pairing_error,two_step_eigen_residual,target_eigenvalue_condition,maximum_peripheral_residual,packet_gram_condition,packet_pair_residual,packet_component_norm,external_component_norm,external_to_packet_component_ratio,external_forcing_to_packet_component_ratio,coordinate_norm,spectral_packet_weight_real,spectral_packet_weight_imag,spectral_packet_weight_modulus,direct_closest_real,direct_closest_imag,direct_closest_distance,direct_pencil_smallest_singular,direct_pencil_largest_singular,self_energy_action_norm,packet_defect_norm,self_energy_to_target_coordinate_ratio,physical_self_energy_to_target_packet_ratio,external_forcing_norm,external_resolvent_lower_bound,projection_resolvent_compensation,packet_closure_residual,external_equation_residual,matrix_build_seconds,eigensolve_seconds,gmres_info,gmres_iterations,gmres_final_callback_residual,gmres_true_residual,gmres_external_solution_error,gmres_elapsed_seconds
0.01,2048,3,4,-0.4217927925285849,0.5265639319995001,-0.42179279252858537,0.5265639319994999,0.6746693518397262,2.24616417643484,-0.09936041465371168,-0.4442017426458024,0.45517873431183625,-1.7908569543099064,0.910614444249867,4.965068306494546e-16,2.403491483782815e-15,1.9642648837406486e-15,1.9319296867565533e-16,1.7871426284502196e-15,9.212820201754027,4.383787814217885e-15,1.7356198601071027,1.547625371460039e-15,0.35075796180702207,0.9357788200188903,2.667876204998966,0.5082935830472548,0.36087734428838614,0.9393301048311968,-0.7159502620139658,1.1810697792764209,-0.323350440150454,-0.5508412474453572,0.2480796555663635,0.2064188677195742,1.2255439219147046,0.15563569585923084,0.15563569585923087,0.9474747169754033,0.8287861328568902,0.1782880211892434,5.248691492434089,1.8410203300400378,3.100365928874097e-15,9.744095421011825e-15,0.09026265144348145,0.09895181655883789,0,20,6.115512745733046e-10,6.115512443179057e-10,4.9283579915589026e-09,0.09489059448242188
0.004,5120,4,5,-0.5366363393953039,0.476928960018243,-0.5366363393953024,0.4769289600182435,0.7179413580952649,2.4150347619065067,0.060517327855506925,-0.5118748225115974,0.5154397936636734,-1.453115783366573,0.47072217371329406,1.527313441518086e-15,1.975146015493924e-15,3.3107925424359128e-15,3.804871999066317e-17,1.843280799917179e-15,12.958581067413585,6.2575801616660405e-15,1.4325194210815435,2.7836261979284624e-15,0.2916765627607651,0.956166786088995,3.2781748970116906,0.4609165433195179,0.29638358404463844,1.3042379773213877,-0.20474548028967465,1.3202111244745798,-0.002505560990986311,-0.6326494733728317,0.13622922156868725,0.10547070008464117,1.5799870700290717,0.08909413659347541,0.0890941365934754,0.5831993530022903,0.5322451500262081,0.13443855307501026,7.1122960208854655,2.0744900567089393,1.0672384281558176e-14,1.2920963815047022e-14,0.17754673957824707,0.25039076805114746,0,26,8.761130540010362e-09,8.761130556819021e-09,1.692207723488226e-08,0.4523191452026367
0.002,10240,5,6,-0.5989832929492129,0.4281636392068071,-0.5989832929492134,0.428163639206807,0.736277860030505,2.5209912391653315,0.1754568832934664,-0.5129257330664243,0.5421050871711,-1.2412028288489234,0.07717116293496969,4.577566798522237e-16,2.4573568965847264e-15,2.346735818871751e-15,3.365900013051177e-16,2.9047419474399416e-15,18.047292896913373,3.8498492562518546e-15,1.3623795825094338,3.8341031026518955e-15,0.23420477541355084,0.9719574951846399,4.150032779939651,0.4313967565935747,0.23705069429478956,1.3773550824468646,-0.035876191070629615,1.377822239705814,0.19834822407338853,-0.6162494494914493,0.105829125757428,0.06678967176902764,2.3226179500764883,0.041295502075512726,0.041295502075512615,0.32134980170929617,0.3081147493864043,0.10103518049213242,9.619990684931038,2.2530477578447248,1.8214339704721235e-14,2.7928284845723076e-14,0.35407209396362305,0.5726833343505859,0,29,1.1478727007398125e-08,1.1478726976848428e-08,2.0765908009657442e-08,1.9033820629119873
0.001,20480,6,7,-0.6306999070017794,0.38541904577744274,-0.6306999070017775,0.3854190457774412,0.7391415382320521,2.5930532659509784,0.24923453184405744,-0.48616751265709196,0.5463302135400441,-1.0970787752776299,-0.2992873444861926,2.445012586343469e-15,1.891620713514555e-15,2.7033573248917662e-15,8.673617379884035e-17,2.025464652041661e-15,31.73569672859919,2.5175489144297848e-15,1.2724673272264686,2.0909160093747883e-15,0.17259337466080632,0.9849579210723433,5.706811880861927,0.4135113544664914,0.17364863169292916,1.491375034144852,0.05806825303750145,1.4925050802196238,0.31427295685619927,-0.5484467747212605,0.0900483381929804,0.04729698318082693,3.0723004922080106,0.023884251551617993,0.023884251551617827,0.25175902743957973,0.26390193010475327,0.07136932012793264,13.8008589588182,2.381936820920255,1.4905662413402066e-14,2.79765145329518e-14,0.6852524280548096,1.484208106994629,0,35,8.6667298437377e-09,8.666729840429097e-09,6.6377756468500334e-09,4.986394882202148
0.0005,40960,6,7,-0.6565346401149744,0.3584532054974039,-0.6565346401149732,0.3584532054974042,0.7480149959741861,2.6418429039914173,0.3025490331395331,-0.47067389253859365,0.5595264342022617,-0.9994994991967524,0.2861883119990721,1.2658490090568385e-15,2.731960611134225e-15,3.901601116337713e-15,4.163336342344337e-16,3.154131202687603e-15,48.30513689110017,5.646107207815571e-15,1.1579219410648292,2.64781121195885e-15,0.12782822739375,0.9918384006014341,7.7591500783803315,0.42315847480732965,0.12763759391551968,1.4219542656355926,-0.086732202271567,1.4245969284222584,0.30028490315432177,-0.5215803677067304,0.05095680031785807,0.03292699806739839,2.2451535539205167,0.028588385122406215,0.028588385122406253,0.40030443905969615,0.39080668979835415,0.054091597741263764,18.336274800860807,2.3438935047987233,1.1656067879228788e-14,5.795212955305181e-14,1.3421211242675781,3.080789089202881,0,44,5.527115565044636e-09,5.527115591169548e-09,6.8288555667687805e-09,13.161261320114136
0.0002,102400,7,8,-0.6832270900491788,0.32069692651842835,-0.683227090049182,0.320696926518428,0.7547488160013496,2.702735157912271,0.3639527378987071,-0.43821765578580385,0.5696457752554391,-0.8777149913550445,0.1391803676942746,3.2368285245694686e-15,2.857606976202413e-15,2.4526766912631214e-15,3.8163916471489756e-17,3.8073930664890996e-15,89.5517386226174,5.931741351268324e-15,1.1258694810100887,1.883856294127846e-15,0.08802829236329912,0.9961387876690511,11.316120771239255,0.4132915372667154,0.08783245145719853,1.5179452522635315,-0.08951428684220342,1.520582321486826,0.38302531657234123,-0.4812878013422347,0.04710414732817169,0.024532191245313348,3.238171869953486,0.016634745392930365,0.016634745392930493,0.33247291633788734,0.3291492507352898,0.03638134827379176,27.380480244231226,2.410256919986722,1.9531123650089073e-14,1.0407739233950522e-13,3.2495100498199463,13.077966690063477,0,52,1.1394027546188612e-08,1.139402760867135e-08,6.166351327212482e-09,38.63221049308777
0.0001,204800,8,9,-0.6978952321396112,0.29330221114845634,-0.6978952321396111,0.29330221114845706,0.7570230789796146,2.7437378715520335,0.4010315679786276,-0.40938842947302734,0.5730839421077758,-0.7957095640755196,-0.0824912054245705,7.301351988545593e-16,3.2144893750704922e-15,3.346816018583415e-15,4.122076774437418e-16,3.4983100543288295e-15,151.0603419664278,5.359060862660291e-15,1.119605885077369,7.598088770388456e-16,0.06457608928702886,0.9979230573809373,15.453445205474623,0.41193607932329185,0.06447125077266246,1.6094088065442296,-0.1726839531765527,1.6186464883558742,0.4414713022650375,-0.442290176378819,0.052133454313024456,0.020558139571174878,4.937039034424226,0.007672204014457627,0.0076722040144576314,0.2076518512921222,0.21115520559062406,0.0266012210389295,37.51418237232528,2.4225191904051613,3.0487816858241903e-14,1.3115140676878101e-13,6.398954153060913,32.66534972190857,0,56,9.161398852332384e-09,9.161399040711873e-09,9.867432035260705e-09,82.29022574424744
