x,start,stop_exclusive,h,shifted_upper_exclusive,theta,y,block_size,factor_bins,A,N_PP,N_PS,N_SP,N_SS,R,L10,L01,L11,inversion_numerator,inverted_N_PP,inversion_error,sector_sum_error,elapsed_seconds
100000000,100000000,200000000,10,200000010,0.34000000000000002,664,4194304,40,1315310,497666,311396,311774,194474,817644,-302814,-303570,68970,1990664,497666,0,0,4.6776758999999997
100000000,100000000,200000000,10,200000010,0.35999999999999999,973,4194304,40,1185299,497666,270345,270640,146648,687633,-350723,-351313,103329,1990664,497666,0,0,4.6776758999999997
100000000,100000000,200000000,10,200000010,0.38,1426,4194304,40,1062568,497666,229523,229664,105715,564902,-391810,-392092,144194,1990664,497666,0,0,4.6776758999999997
100000000,100000000,200000000,10,200000010,0.40000000000000002,2091,4194304,40,938126,497666,185385,185771,69304,440460,-427976,-428748,195814,1990664,497666,0,0,4.6776758999999997
100000000,100000000,200000000,10,200000010,0.41999999999999998,3065,4194304,40,829229,497666,144702,144644,42217,331563,-455507,-455391,250537,1990664,497666,0,0,4.6776758999999997
100000000,100000000,200000000,10,200000010,0.44,4492,4194304,40,728117,497666,104407,103993,22051,230451,-476029,-475201,311317,1990664,497666,0,0,4.6776758999999997
100000000,100000000,200000000,10,200000010,0.46000000000000002,6583,4194304,40,633093,497666,63674,63601,8152,135427,-489587,-489441,378543,1990664,497666,0,0,4.6776758999999997
100000000,100000000,200000000,10,200000010,0.47999999999999998,9649,4194304,40,545695,497666,23383,23336,1310,48029,-496403,-496309,452257,1990664,497666,0,0,4.6776758999999997
100000000,100000000,200000000,10,200000010,0.48999999999999999,11681,4194304,40,511490,497666,6801,6838,185,13824,-497444,-497518,484212,1990664,497666,0,0,4.6776758999999997
